Type,Electrolyte,Potential [V],Period [s],Rat_first,Rat_first.1
PoliDopamina,KCl,-0.5,0.0010000000000000009,0.790858440719371,0.08694079527049547
PoliDopamina,KCl,-0.5,0.001999999999999988,0.9336398775563186,0.01157212662620312
PoliDopamina,KCl,-0.5,0.0049999999999999906,1.0776538569418272,0.12280353325446157
PoliDopamina,KCl,-0.5,0.009999999999999995,1.0049578551039766,0.007011465928324166
PoliDopamina,KCl,-0.5,0.01999999999999999,0.9179158031524715,0.04429914804422421
PoliDopamina,KCl,-0.5,0.04000000000000001,0.9284944033605584,0.05201374026252218
PoliDopamina,KCl,-0.5,0.04999999999999999,0.841384519823899,0.03780612902818208
PoliDopamina,KCl,-0.5,0.07999999999999999,0.820385276835314,0.059639550820163166
PoliDopamina,KCl,-0.5,0.1,0.7714060779141493,0.05913060583361408
PoliDopamina,KCl,-0.5,0.19999999999999998,0.8702123008309379,0.006836849397014026
PoliDopamina,KCl,-0.5,0.4,1.2550679292311213,0.01338215122017023
PoliDopamina,KCl,-0.5,0.5,1.1346654346756366,0.020762277388865526
PoliDopamina,KCl,-0.5,0.75,0.9974231709930652,0.048086004678485506
PoliDopamina,KCl,-0.5,1.0,1.0561559235451647,0.0030381447068275765
PoliDopamina,KCl,-0.5,1.5,0.8144096833952961,0.047400287575910485
PoliDopamina,KCl,-0.5,2.0,1.0672760479406578,0.11291212058839667
