Type,Electrolyte,Potential [V],Period [s],Rat_first,Rat_first.1
PoliDopamina,KCl,0.5,0.0010000000000000009,0.35242749869173173,0.026348997825812157
PoliDopamina,KCl,0.5,0.001999999999999988,0.7881988042415493,0.1565349956816015
PoliDopamina,KCl,0.5,0.0049999999999999906,0.7088529610771156,0.10126230397450638
PoliDopamina,KCl,0.5,0.009999999999999995,0.8817699966594457,0.11855958165266438
PoliDopamina,KCl,0.5,0.01999999999999999,0.7899948416284661,0.021523237642695273
PoliDopamina,KCl,0.5,0.04000000000000001,1.0205795367177959,0.20797822040089134
PoliDopamina,KCl,0.5,0.04999999999999999,1.0367961224264626,0.24389138079129846
PoliDopamina,KCl,0.5,0.07999999999999999,0.9574884924973688,0.07064421062023085
PoliDopamina,KCl,0.5,0.1,0.8345813672408332,0.06391182343055214
PoliDopamina,KCl,0.5,0.19999999999999998,1.078637655961544,0.2939285619975186
PoliDopamina,KCl,0.5,0.4,0.9431009093595277,0.11130291731941638
PoliDopamina,KCl,0.5,0.5,0.9446592206428366,0.11623855951037426
PoliDopamina,KCl,0.5,0.75,0.935782696373627,0.03683838665119302
PoliDopamina,KCl,0.5,1.0,0.9093083267479187,0.1160885472673546
PoliDopamina,KCl,0.5,1.5,0.9609994669643928,0.0006916263800284272
PoliDopamina,KCl,0.5,2.0,0.9997053531468836,0.0806254418575911
