Type,Electrolyte,Potential [V],Period [s],Rat_first,Rat_first.1
Bicamada,MgCl2,0.8,0.0010000000000000009,0.6030552338974368,0.05031686729362195
Bicamada,MgCl2,0.8,0.001999999999999988,0.7985109317769273,0.017872343228090434
Bicamada,MgCl2,0.8,0.0049999999999999906,0.9372919325006718,0.026947649575212344
Bicamada,MgCl2,0.8,0.009999999999999995,0.9721459574919691,0.018682762501456018
Bicamada,MgCl2,0.8,0.01999999999999999,0.9837013051160707,0.019598985287062227
Bicamada,MgCl2,0.8,0.04000000000000001,1.0065815044312416,0.007504053026727516
Bicamada,MgCl2,0.8,0.04999999999999999,0.9909876631325032,0.03271780404938745
Bicamada,MgCl2,0.8,0.07999999999999999,0.9787072903930779,0.012989075691652174
Bicamada,MgCl2,0.8,0.1,0.995996302031236,0.03546199603405456
Bicamada,MgCl2,0.8,0.19999999999999998,0.87356168522285,0.07183002048542897
Bicamada,MgCl2,0.8,0.4,0.9948069436446946,0.01103049023854826
Bicamada,MgCl2,0.8,0.5,0.9881482297391999,0.018526877276830226
Bicamada,MgCl2,0.8,0.75,1.012579805740055,0.0017065165406456426
Bicamada,MgCl2,0.8,1.0,0.982797024015842,0.0337459540851457
Bicamada,MgCl2,0.8,1.5,1.0222936976051296,0.009078119085294352
Bicamada,MgCl2,0.8,2.0,0.9777137533347635,0.01965315563138108
