Type,Electrolyte,Potential [V],Period [s],Rat_first,Rat_first.1
Enode,MgCl2,0.5,0.0010000000000000009,0.8076752982443227,0.20735788166006475
Enode,MgCl2,0.5,0.001999999999999988,0.8192535488443853,0.05145405692509018
Enode,MgCl2,0.5,0.0049999999999999906,0.9478220714294675,0.11636384348139993
Enode,MgCl2,0.5,0.009999999999999995,0.8871967708317411,0.049682355914603064
Enode,MgCl2,0.5,0.01999999999999999,0.9600287717245622,0.06072853293192121
Enode,MgCl2,0.5,0.04000000000000001,1.0317490407485954,0.08814613094510114
Enode,MgCl2,0.5,0.04999999999999999,1.103819538304666,1.1159344081578855
Enode,MgCl2,0.5,0.07999999999999999,0.9393902934092343,0.09423620896034803
Enode,MgCl2,0.5,0.1,0.6414044582691821,0.6144807096692703
Enode,MgCl2,0.5,0.19999999999999998,1.038622030010743,0.05073140666493047
Enode,MgCl2,0.5,0.4,0.9793687744609278,0.14465785805007125
Enode,MgCl2,0.5,0.5,0.9446165809046878,0.13557179601954822
Enode,MgCl2,0.5,0.75,0.9230262754949896,0.028045516235676082
Enode,MgCl2,0.5,1.0,1.052677536088089,0.08256932264868026
Enode,MgCl2,0.5,1.5,1.0169357367309269,0.12346757574244914
Enode,MgCl2,0.5,2.0,1.0192435855787643,0.10973039467667568
