Time,Estabilidade,Positivo,Negativo
0.0,-5.96046e-07,-4.88758e-07,-4.88758e-07
0.04,-6.31809e-07,-4.41074e-07,-4.64916e-07
0.08,-6.67572e-07,-4.17233e-07,-4.64916e-07
0.12,-6.31809e-07,-3.93391e-07,-4.41074e-07
0.16,-5.60284e-07,-4.29153e-07,-4.05312e-07
0.2,-6.4373e-07,-4.17233e-07,-3.93391e-07
0.24,-6.31809e-07,-3.8147e-07,-3.8147e-07
0.28,-6.55651e-07,-3.8147e-07,-4.17233e-07
0.32,-6.07967e-07,-3.93391e-07,-4.64916e-07
0.36,-6.19888e-07,-3.93391e-07,-3.33786e-07
0.4,-5.84126e-07,-4.17233e-07,-3.93391e-07
0.44,-5.84126e-07,-4.05312e-07,-3.93391e-07
0.48,-6.19888e-07,-4.64916e-07,-3.69549e-07
0.52,-5.72205e-07,-4.29153e-07,-3.93391e-07
0.56,-6.19888e-07,-4.05312e-07,-3.93391e-07
0.6,-5.84126e-07,-3.69549e-07,-3.33786e-07
0.64,-5.84126e-07,-4.05312e-07,-3.8147e-07
0.68,-5.60284e-07,-4.17233e-07,-3.57628e-07
0.72,-5.36442e-07,-3.93391e-07,-4.17233e-07
0.76,-5.60284e-07,-4.41074e-07,-3.45707e-07
0.8,-5.72205e-07,-3.93391e-07,-3.21865e-07
0.84,-5.48363e-07,-3.8147e-07,-3.57628e-07
0.88,-5.36442e-07,-3.8147e-07,-3.69549e-07
0.92,-5.48363e-07,-3.8147e-07,-3.21865e-07
0.96,-5.36442e-07,-3.8147e-07,-3.33786e-07
1.0,-4.41074e-07,-3.8147e-07,-3.33786e-07
1.04,-5.126e-07,-3.57628e-07,-3.09944e-07
1.08,-5.00679e-07,-3.69549e-07,-3.8147e-07
1.12,-5.48363e-07,-3.57628e-07,-3.8147e-07
1.16,-5.72205e-07,-3.8147e-07,-3.33786e-07
1.2,-5.24521e-07,-3.69549e-07,-3.21865e-07
1.24,-5.60284e-07,-3.33786e-07,-2.98023e-07
1.28,-5.00679e-07,-3.33786e-07,-2.74181e-07
1.32,-5.126e-07,-3.57628e-07,-3.21865e-07
1.36,-5.84126e-07,-3.33786e-07,-2.98023e-07
1.4,-5.84126e-07,-3.57628e-07,-3.21865e-07
1.44,-4.88758e-07,-3.8147e-07,-2.86102e-07
1.48,-5.36442e-07,-3.69549e-07,-3.21865e-07
1.52,-5.36442e-07,-3.45707e-07,-3.33786e-07
1.56,-4.88758e-07,-3.8147e-07,-2.98023e-07
1.6,-5.36442e-07,-3.69549e-07,-3.09944e-07
1.64,-5.00679e-07,-3.45707e-07,-3.09944e-07
1.68,-4.64916e-07,-3.45707e-07,-2.98023e-07
1.72,-5.24521e-07,-3.57628e-07,-3.33786e-07
1.76,-5.00679e-07,-3.57628e-07,-2.86102e-07
1.8,-5.48363e-07,-4.05312e-07,-2.98023e-07
1.84,-5.24521e-07,-3.8147e-07,-3.09944e-07
1.88,-5.126e-07,-3.33786e-07,-3.09944e-07
1.92,-5.36442e-07,-3.69549e-07,-3.33786e-07
1.96,-5.126e-07,-3.93391e-07,-3.09944e-07
2.0,-4.88758e-07,-3.57628e-07,-2.86102e-07
2.04,-4.64916e-07,-3.69549e-07,-3.09944e-07
2.08,-5.126e-07,-3.33786e-07,-3.57628e-07
2.12,-5.60284e-07,-3.93391e-07,-3.33786e-07
2.16,-5.36442e-07,-3.69549e-07,-3.8147e-07
2.2,-4.88758e-07,-3.33786e-07,-3.69549e-07
2.24,-5.36442e-07,-3.09944e-07,-3.93391e-07
2.28,-5.60284e-07,-3.57628e-07,-3.69549e-07
2.32,-5.48363e-07,-3.69549e-07,-3.69549e-07
2.36,-5.48363e-07,-3.93391e-07,-3.57628e-07
