Time,Estabilidade,Positivo,Negativo
0.0,-4.52995e-07,-4.52995e-07,-5.126e-07
0.04,-4.76837e-07,-4.05312e-07,-4.41074e-07
0.08,-4.05312e-07,-3.57628e-07,-4.29153e-07
0.12,-4.17233e-07,-3.09944e-07,-4.64916e-07
0.16,-4.52995e-07,-2.98023e-07,-4.41074e-07
0.2,-4.41074e-07,-3.09944e-07,-4.17233e-07
0.24,-3.93391e-07,-3.8147e-07,-4.76837e-07
0.28,-3.93391e-07,-3.93391e-07,-3.93391e-07
0.32,-4.52995e-07,-2.86102e-07,-4.17233e-07
0.36,-3.8147e-07,-3.8147e-07,-3.8147e-07
0.4,-3.8147e-07,-3.33786e-07,-3.93391e-07
0.44,-3.45707e-07,-3.57628e-07,-4.29153e-07
0.48,-4.17233e-07,-4.17233e-07,-3.8147e-07
0.52,-4.41074e-07,-3.21865e-07,-4.29153e-07
0.56,-4.52995e-07,-3.21865e-07,-3.69549e-07
0.6,-4.29153e-07,-3.8147e-07,-4.64916e-07
0.64,-2.38419e-07,-3.8147e-07,-3.93391e-07
0.68,-3.45707e-07,-3.45707e-07,-3.69549e-07
0.72,-4.41074e-07,-3.33786e-07,-4.17233e-07
0.76,-4.17233e-07,-3.45707e-07,-4.05312e-07
0.8,-4.17233e-07,-2.98023e-07,-4.29153e-07
0.84,-4.52995e-07,-3.57628e-07,-4.41074e-07
0.88,-4.41074e-07,-3.09944e-07,-4.52995e-07
0.92,-3.33786e-07,-2.6226e-07,-4.05312e-07
0.96,-3.8147e-07,-3.45707e-07,-4.64916e-07
1.0,-3.21865e-07,-2.86102e-07,-3.33786e-07
1.04,-4.52995e-07,-2.74181e-07,-4.05312e-07
1.08,-3.8147e-07,-3.33786e-07,-3.21865e-07
1.12,-4.05312e-07,-2.86102e-07,-3.45707e-07
1.16,-4.05312e-07,-3.45707e-07,-4.52995e-07
1.2,-4.05312e-07,-3.69549e-07,-3.8147e-07
1.24,-3.69549e-07,-3.21865e-07,-3.21865e-07
1.28,-3.21865e-07,-3.45707e-07,-4.17233e-07
1.32,-3.45707e-07,-3.33786e-07,-4.76837e-07
1.36,-3.93391e-07,-2.86102e-07,-3.57628e-07
1.4,-3.21865e-07,-3.21865e-07,-4.29153e-07
1.44,-3.69549e-07,-3.09944e-07,-4.05312e-07
1.48,-3.8147e-07,-2.86102e-07,-3.8147e-07
1.52,-3.8147e-07,-3.21865e-07,-3.21865e-07
1.56,-3.8147e-07,-3.09944e-07,-3.93391e-07
1.6,-3.33786e-07,-3.69549e-07,-4.17233e-07
1.64,-3.57628e-07,-2.86102e-07,-3.93391e-07
1.68,-3.8147e-07,-3.21865e-07,-4.52995e-07
1.72,-3.69549e-07,-2.74181e-07,-4.41074e-07
1.76,-3.33786e-07,-3.33786e-07,-4.05312e-07
1.8,-3.57628e-07,-2.98023e-07,-4.29153e-07
1.84,-3.33786e-07,-2.98023e-07,-4.29153e-07
1.88,-3.69549e-07,-2.74181e-07,-3.8147e-07
1.92,-3.8147e-07,-2.6226e-07,-3.8147e-07
1.96,-3.33786e-07,-2.26498e-07,-4.41074e-07
2.0,-2.86102e-07,-2.38419e-07,-3.8147e-07
2.04,-3.21865e-07,-2.38419e-07,-3.8147e-07
2.08,-3.8147e-07,-2.74181e-07,-3.45707e-07
2.12,-3.57628e-07,-2.86102e-07,-3.93391e-07
2.16,-3.57628e-07,-3.09944e-07,-3.69549e-07
2.2,-2.86102e-07,-2.98023e-07,-3.21865e-07
2.24,-2.98023e-07,-3.69549e-07,-3.33786e-07
2.28,-3.09944e-07,-3.09944e-07,-3.8147e-07
2.32,-3.57628e-07,-2.6226e-07,-4.41074e-07
