Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,10.0,0.1,4.603750918163672e-06,2.472443319228365e-07,4.439201616766467e-06,1.6808210466960375e-07,-1.645493013972054e-07,7.916222725323246e-08,0.9646683383026632,0.015297672574614795
Standard,KCl,-0.7,10.0,0.1,4.174276586826348e-06,1.3449935951971236e-07,4.225077115768463e-06,1.1124741621514296e-07,5.0800528942115176e-08,2.3251943304569715e-08,1.0122660075135754,0.0059655159261840255
Standard,KCl,-0.6,10.0,0.1,3.948052255489022e-06,9.306005113280521e-08,4.0868801097804404e-06,1.0754595920901652e-07,1.388278542914169e-07,1.4485908076212534e-08,1.0351301477877848,0.0028410704825863192
Standard,KCl,-0.5,10.0,0.1,3.8494253193612765e-06,1.6103287107311847e-07,3.942496506986028e-06,1.0105210788478095e-07,9.307118762475074e-08,5.998076318833664e-08,1.0245253183357323,0.016607711621881804
Standard,KCl,-0.4,10.0,0.1,3.850043732534931e-06,1.0157268526037466e-07,3.9301115069860275e-06,9.292570084437905e-08,8.006777445109679e-08,8.646984415995893e-09,1.0208334650661384,0.0027955774411308875
Standard,KCl,-0.3,10.0,0.1,3.871529840319362e-06,8.020496276209472e-08,3.937939770459083e-06,5.6751388170578024e-08,6.640993013972078e-08,2.3453574591517616e-08,1.017219853177203,0.0064146973673630805
Standard,KCl,-0.2,10.0,0.1,3.871244261477046e-06,1.040631266348403e-07,3.9197491017964075e-06,7.675620116136738e-08,4.850484031936109e-08,2.730692547347277e-08,1.0126288913989827,0.007393263112636092
Standard,KCl,-0.1,10.0,0.1,3.9114332534930144e-06,1.5063547981075947e-07,3.949373083832335e-06,9.408651330596452e-08,3.793983033932051e-08,5.654896650479496e-08,1.0099855185853461,0.01484190988973551
Standard,KCl,0.1,10.0,0.1,3.89928627744511e-06,1.4523438368465753e-07,3.923710998003992e-06,1.642636433677493e-07,2.4424720558882105e-08,1.9029259683091498e-08,1.0061772952865495,0.004650108435021596
Standard,KCl,0.2,10.0,0.1,3.897085209580838e-06,1.1627813517254443e-07,3.880916896207585e-06,1.350045950775208e-07,-1.616831337325363e-08,1.872645990497665e-08,0.9957776107728695,0.004931232040560691
Standard,KCl,0.3,10.0,0.1,3.876455179640719e-06,6.765328106753792e-08,3.873837854291418e-06,7.185964901159002e-08,-2.617325349301396e-09,4.206367944052397e-09,0.9993152416331882,0.0010970574654496535
Standard,KCl,0.4,10.0,0.1,3.816077305389222e-06,7.628451436242015e-08,3.886449051896207e-06,8.219040851518683e-08,7.037174650698606e-08,5.905894152766384e-09,1.0184290731819379,0.0011792322049077562
Standard,KCl,0.5,10.0,0.1,3.82260876247505e-06,1.040631125209328e-07,3.887008373253493e-06,1.408261868589493e-07,6.439961077844301e-08,3.676307433801682e-08,1.016722322243569,0.00916204079804816
Standard,KCl,0.6,10.0,0.1,3.831733942115768e-06,1.5368023080048012e-07,4.025526566866267e-06,1.9757715161229308e-07,1.9379262475049886e-07,4.389692081181328e-08,1.0503864879555045,0.00943528811231172
Standard,KCl,0.7,10.0,0.1,3.8810835528942115e-06,1.3359124246352359e-07,4.211574091816367e-06,1.248588547913798e-07,3.304905389221553e-07,8.732387672143778e-09,1.085243415571667,0.005184160865383353
Standard,KCl,0.8,10.0,0.1,4.023968023952096e-06,1.0922860518399288e-07,4.6658417964071855e-06,1.5751668733479017e-07,6.418737724550895e-07,4.828808215079727e-08,1.1594085018273121,0.0076730514899581775
