Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.7,40.0,0.2,1.1674114365079363e-05,3.6584589837972865e-06,1.0664344814814815e-05,3.3265631833927603e-06,-1.0097695502645489e-06,3.403413592656628e-07,0.9135976693778017,0.006978151371624235
Standard,KCl,-0.6,40.0,0.2,1.0826032328042329e-05,3.379222253399432e-06,1.0550147671957674e-05,3.2839829083477054e-06,-2.758846560846546e-07,1.4983930180541952e-07,0.9744369015186325,0.012260463624469344
Standard,KCl,-0.5,40.0,0.2,1.0163790132275132e-05,3.185533687305129e-06,1.0262090185185184e-05,3.2314921525591927e-06,9.83000529100521e-08,5.106782445443981e-08,1.009313991817709,0.003270147412633206
Standard,KCl,-0.4,40.0,0.2,9.822120502645502e-06,3.129351841235396e-06,1.0027268624338625e-05,3.150163660961842e-06,2.0514812169312176e-07,3.560576265391413e-08,1.0217235977685855,0.004830153324703132
Standard,KCl,-0.3,40.0,0.2,9.717133492063493e-06,3.0688559856169312e-06,9.887244153439154e-06,3.137381370559277e-06,1.7011066137566099e-07,7.035823029600215e-08,1.0171470175712887,0.0027494737065356656
Standard,KCl,-0.2,40.0,0.2,9.759422566137566e-06,3.072943657863949e-06,9.881220687830688e-06,3.127065431902037e-06,1.2179812169312254e-07,5.871193359970919e-08,1.0120829766081327,0.0035235813058396336
Standard,KCl,-0.1,40.0,0.2,9.923731349206349e-06,3.058405670505332e-06,9.949720370370371e-06,3.0855960766993827e-06,2.5989021164021864e-08,5.5054099315474615e-08,1.002109872178308,0.0064004478654198105
Standard,KCl,0.1,40.0,0.2,9.999986428571427e-06,3.0783178952508836e-06,1.0003802222222224e-05,3.06455171448684e-06,3.8157936507961775e-09,3.05422635819232e-08,1.000600814675148,0.0031466814261413493
Standard,KCl,0.2,40.0,0.2,9.802314444444443e-06,3.0612175258217125e-06,9.798719576719577e-06,3.0760966005804357e-06,-3.5948677248657777e-09,1.936344012908979e-08,0.9993443221813222,0.0018544745900321558
Standard,KCl,0.3,40.0,0.2,9.690391243386244e-06,3.057875204156334e-06,9.721421058201059e-06,3.0669183259398175e-06,3.1029814814814515e-08,3.2614943498842746e-08,1.0033194592612935,0.00383159020378085
Standard,KCl,0.4,40.0,0.2,9.588528121693122e-06,3.039894048848273e-06,9.836816481481484e-06,3.1048469333263086e-06,2.4828835978836113e-07,7.005372594307953e-08,1.0262726277453211,0.0038775997356936672
Standard,KCl,0.5,40.0,0.2,9.657656825396826e-06,3.009257710126514e-06,1.0179118518518516e-05,3.1805350402165227e-06,5.214616931216922e-07,1.9391164090848515e-07,1.0541281348410143,0.011164995664661956
Standard,KCl,0.6,40.0,0.2,9.802001216931218e-06,3.07367491446709e-06,1.076929582010582e-05,3.32024176190963e-06,9.672946031746026e-07,2.7009307280435083e-07,1.1002178855001694,0.016252061491041844
Standard,KCl,0.7,40.0,0.2,9.998221587301588e-06,3.1464754339507886e-06,1.1671062777777779e-05,3.5655151066120215e-06,1.6728411904761916e-06,4.379547989272641e-07,1.1699651073535626,0.02148298406846928
