Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,0.01,0.05,1.2098948140743704e-06,5.194462960520513e-08,1.2040439312275093e-06,5.79001068382174e-08,-5.8508828468612496e-09,5.9554772330123516e-09,0.9950539155883634,0.005134661032929258
Standard,KCl,-0.7,0.01,0.05,1.2044444014394245e-06,1.0125032256654093e-07,1.2004380949620154e-06,2.5305014372892727e-08,-4.006306477408936e-09,7.594530819364799e-08,0.9993216265043012,0.0629971981834182
Standard,KCl,-0.6,0.01,0.05,1.2401571149540184e-06,9.048868747492047e-08,1.2168300175929627e-06,1.048466190261611e-07,-2.3327097361055618e-08,1.4357931551240628e-08,0.9807164962454987,0.012984540669671628
Standard,KCl,-0.5,0.01,0.05,1.207146949420232e-06,6.154024872467488e-08,1.2149615197920832e-06,5.4452175008858406e-08,7.81457037185114e-09,7.088073715816545e-09,1.0066318754478352,0.0062098495829257154
Standard,KCl,-0.4,0.01,0.05,1.225645618352659e-06,6.791034329174403e-08,1.2463012030387844e-06,7.867884826077797e-08,2.0655584686125483e-08,1.0768504969034091e-08,1.016634948483559,0.007864279660078596
Standard,KCl,-0.3,0.01,0.05,1.2339488900439825e-06,1.063464674324068e-07,1.2315966213514595e-06,1.2509599831596043e-07,-2.3522686925230596e-09,1.874953088355371e-08,0.9974293891921112,0.015416283782578729
Standard,KCl,-0.2,0.01,0.05,1.219399267692923e-06,1.0674075678946977e-07,1.2032814678128748e-06,1.487460698391869e-07,-1.6117799880047993e-08,4.2005313049716984e-08,0.9852178541986432,0.03574150947456654
Standard,KCl,-0.1,0.01,0.05,1.2007264510195922e-06,9.296580975774588e-08,1.2128524526189526e-06,8.958873506044873e-08,1.2126001599360238e-08,3.3770746972970815e-09,1.0102384547127816,0.0036052349197961517
Standard,KCl,0.1,0.01,0.05,1.1903642636945223e-06,1.113277423634384e-07,1.2303835855657737e-06,9.443535887873849e-08,4.0019321871251455e-08,1.6892383484699923e-08,1.03443357953702,0.017411305755871423
Standard,KCl,0.2,0.01,0.05,1.1891130985605758e-06,1.2086263144312743e-07,1.232928761095562e-06,9.860122320645826e-08,4.3815662534985975e-08,2.226140823666896e-08,1.0379950192480019,0.022582869768418962
Standard,KCl,0.3,0.01,0.05,1.1795086261495403e-06,1.0566889006371709e-07,1.212559336865254e-06,1.1851690351054332e-07,3.3050710715713806e-08,1.2848013446826146e-08,1.027643755259859,0.008416155923954564
Standard,KCl,0.4,0.01,0.05,1.199370548960416e-06,1.142228735765766e-07,1.2345494418232706e-06,8.001675750912591e-08,3.517889286285476e-08,3.420611606745056e-08,1.0308289999961067,0.03145607758102724
Standard,KCl,0.5,0.01,0.05,1.2127523090763695e-06,5.241989753201879e-08,1.1939819414234309e-06,6.280062005311744e-08,-1.877036765293885e-08,1.0380722521098575e-08,0.9843228697334533,0.009237266339899982
Standard,KCl,0.6,0.01,0.05,1.193810387045182e-06,7.961898464040788e-08,1.2541515445821672e-06,6.281096880542111e-08,6.034115753698531e-08,1.6808015834986827e-08,1.0511282147464627,0.017489203148294174
Standard,KCl,0.7,0.01,0.05,1.191839419432227e-06,7.132450730886355e-08,1.2156121903238705e-06,7.386917398078619e-08,2.3772770891643205e-08,2.5446666719228727e-09,1.0199180674307455,0.0009430971216035763
Standard,KCl,0.8,0.01,0.05,1.2107288736505397e-06,6.295242295829409e-08,1.2391991319472211e-06,7.04077847869447e-08,2.8470258296681468e-08,7.455361828650382e-09,1.0233864998180175,0.004941754616417447
