Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,MgCl2,-0.8,0.01,0.1,4.757584430227909e-06,1.8779439316888274e-06,4.772482836198854e-06,1.8600861176789525e-06,1.4898405970945495e-08,3.752065358403e-08,1.004494559654927,0.007388765816874279
Standard,MgCl2,-0.7,0.01,0.1,4.7661545355191255e-06,1.8552761711892419e-06,4.753497991470078e-06,1.8658580517309903e-06,-1.265654404904725e-08,2.3501447761936987e-08,0.9959620546733432,0.007201851319334428
Standard,MgCl2,-0.6,0.01,0.1,4.7463879781420764e-06,1.872161201772719e-06,4.765279095028656e-06,1.8914956351882488e-06,1.8891116886579547e-08,2.1715900652273942e-08,1.0032069077101753,0.0032430930735105465
Standard,MgCl2,-0.5,0.01,0.1,4.745796959882713e-06,1.8581147098757325e-06,4.7654427548980404e-06,1.8625129419895647e-06,1.9645795015327045e-08,3.2322025287987464e-08,1.0047626452998728,0.006636709718231115
Standard,MgCl2,-0.4,0.01,0.1,4.7390270198587226e-06,1.8350362485679017e-06,4.767851398107424e-06,1.841515111857545e-06,2.8824378248700763e-08,1.0526136508214856e-08,1.006337654545656,0.0017032997415237035
Standard,MgCl2,-0.3,0.01,0.1,4.750785870984939e-06,1.8090515817908067e-06,4.759589545515127e-06,1.8281346196118045e-06,8.803674530187934e-09,2.0192389381253104e-08,1.0006367547343165,0.005150408404782331
Standard,MgCl2,-0.2,0.01,0.1,4.7567900013328005e-06,1.79355087818647e-06,4.771558111422098e-06,1.8078889272279853e-06,1.476811008929774e-08,2.7869075771531958e-08,1.0022424259540255,0.005983386165417534
Standard,MgCl2,-0.1,0.01,0.1,4.814302139144342e-06,1.8321920345716398e-06,4.828034387578301e-06,1.8276073872204072e-06,1.3732248433959743e-08,2.9388253010879982e-08,1.0032615632385748,0.0052945825650771395
Standard,MgCl2,0.1,0.01,0.1,4.8534078315340535e-06,1.8112389781548985e-06,4.826494758096761e-06,1.8206289210395223e-06,-2.6913073437292334e-08,1.0075641061661663e-08,0.9930864015309157,0.005697316904444358
Standard,MgCl2,0.2,0.01,0.1,4.778757034519526e-06,1.8089938433842706e-06,4.780387197121151e-06,1.8079163992685005e-06,1.6301626016256745e-09,2.034658888369994e-08,1.0002512725984258,0.0038148953445336273
Standard,MgCl2,0.3,0.01,0.1,4.770075741703319e-06,1.8107096591527682e-06,4.768466296148208e-06,1.797722100099739e-06,-1.6094455551112033e-09,2.3406875777115346e-08,1.0007634366824172,0.006016288751970442
Standard,MgCl2,0.4,0.01,0.1,4.752001318139411e-06,1.8194398626730645e-06,4.744289141676662e-06,1.8144369541440288e-06,-7.71217646274786e-09,1.8806799095729443e-08,0.9987211049280044,0.0037455874458531334
Standard,MgCl2,0.5,0.01,0.1,4.7532009113687855e-06,1.848691789407966e-06,4.7631723177395706e-06,1.8097371631218557e-06,9.971406370785294e-09,5.793312985443146e-08,1.0058176758163526,0.01746205188627387
Standard,MgCl2,0.6,0.01,0.1,4.748099198987072e-06,1.8764958042456431e-06,4.7611386125549784e-06,1.8718793368772367e-06,1.3039413567906355e-08,1.357766674070476e-08,1.003350788092483,0.0030389644096996547
Standard,MgCl2,0.7,0.01,0.1,4.749471865920299e-06,1.883393934926189e-06,4.7620649180327875e-06,1.863997439485428e-06,1.2593052112488401e-08,2.3282017445722205e-08,1.0043501876889163,0.006560572784786408
Standard,MgCl2,0.8,0.01,0.1,4.7650248540583765e-06,1.835866969661606e-06,4.774926417433027e-06,1.857682197668394e-06,9.901563374650403e-09,3.653800771152118e-08,1.001129217083383,0.006124507159599517
