Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,40.0,0.1,5.409878452380953e-06,2.2819385265144415e-07,4.684404682539683e-06,1.7373871763848128e-07,-7.254737698412694e-07,5.445513501296316e-08,0.865991401304617,0.004413259336304436
Standard,KCl,-0.7,40.0,0.1,4.840605873015872e-06,9.65364625510207e-08,4.619406984126985e-06,1.7654862529991064e-07,-2.211988888888881e-07,8.001216274889056e-08,0.9541295255615776,0.01744416676379892
Standard,KCl,-0.6,40.0,0.1,4.415995357142856e-06,1.0028216430580512e-07,4.401141587301586e-06,1.0416277754487394e-07,-1.4853769841270123e-08,3.880613239069119e-09,0.9966255231045127,0.0009553934604402642
Standard,KCl,-0.5,40.0,0.1,4.229659404761906e-06,1.205543545265651e-07,4.285007103174604e-06,1.0168706201693635e-07,5.5347698412697484e-08,1.8867292509629674e-08,1.013154529023521,0.004835644270111843
Standard,KCl,-0.4,40.0,0.1,4.153781666666667e-06,1.5239643915552487e-07,4.208986626984126e-06,7.472676403786521e-08,5.5204960317460025e-08,7.766967511765998e-08,1.0136424828607027,0.019199069023497422
Standard,KCl,-0.3,40.0,0.1,4.128331666666667e-06,1.3647598609669608e-07,4.2087981746031745e-06,1.5206353777250937e-07,8.046650793650681e-08,1.558755167581301e-08,1.0194395017466111,0.00313311224729175
Standard,KCl,-0.2,40.0,0.1,4.170243492063491e-06,5.9542431586084794e-08,4.228524246031746e-06,2.930065306603752e-08,5.8280753968254686e-08,3.0241778520046965e-08,1.0140285842249468,0.007452100721613425
Standard,KCl,-0.1,40.0,0.1,4.193802341269842e-06,2.4351466793590446e-08,4.184434563492063e-06,8.88427479346099e-08,-9.367777777778442e-09,6.449128114101855e-08,0.9977215964003711,0.015390988501158897
Standard,KCl,0.1,40.0,0.1,4.221002619047619e-06,4.5690770938496804e-08,4.222421746031746e-06,3.793055461290452e-08,1.4191269841271635e-09,7.760216325591993e-09,1.0003461768303095,0.0018422242565688685
Standard,KCl,0.2,40.0,0.1,4.1574244444444445e-06,1.0054968637135377e-07,4.1737918253968265e-06,4.95748074723022e-08,1.6367380952382464e-08,5.097487889905188e-08,1.0040863708273386,0.012359999054896653
Standard,KCl,0.3,40.0,0.1,4.104253650793652e-06,7.111294330972971e-08,4.141625357142858e-06,1.1647165465899987e-07,3.737170634920576e-08,4.535871134927015e-08,1.009011212255103,0.010895500455819421
Standard,KCl,0.4,40.0,0.1,4.1166477777777775e-06,1.12860527670982e-07,4.153971388888889e-06,1.521282436549472e-07,3.732361111111107e-08,3.926771598396518e-08,1.0089391096315448,0.009293688801982706
Standard,KCl,0.5,40.0,0.1,4.047438968253969e-06,9.606763953117456e-08,4.199288730158731e-06,1.22024968272675e-07,1.518497619047616e-07,2.5957328741501027e-08,1.0374519314969701,0.005524335329594725
Standard,KCl,0.6,40.0,0.1,4.045735952380953e-06,8.7103658089989e-08,4.395985555555555e-06,7.42582216159485e-08,3.502496031746024e-07,1.2845436474041412e-08,1.0866267876169484,0.005040108104944897
Standard,KCl,0.7,40.0,0.1,4.145173015873016e-06,7.920998938934599e-08,4.7743323809523805e-06,5.927260861751901e-08,6.291593650793646e-07,1.9937380771827285e-08,1.1518548874754766,0.0077115731177138215
Standard,KCl,0.8,40.0,0.1,4.349152896825397e-06,1.672500027685507e-07,5.360255555555555e-06,1.510594461432258e-07,1.0111026587301581e-06,1.6190556625324598e-08,1.2327263283104113,0.012672361029152398
