Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.5,1.0,0.4,1.5867947e-05,2.376751354554785e-06,1.582706e-05,2.2892497188100737e-06,-4.088700000000017e-08,8.750163574471364e-08,0.9978117286796642,0.0051865977949112525
Standard,KCl,-0.4,1.0,0.4,1.5894416e-05,2.45935981137368e-06,1.5883685e-05,2.427668699654464e-06,-1.0730999999998695e-08,3.169111171921693e-08,0.9994728016284571,0.0019122779491629201
Standard,KCl,-0.3,1.0,0.4,1.5949488e-05,2.4418263916273822e-06,1.5981799e-05,2.4463674313761624e-06,3.231100000000146e-08,4.541039748778082e-09,1.0020278032463064,2.5737737479446815e-05
Standard,KCl,-0.2,1.0,0.4,1.59744e-05,2.502009663987732e-06,1.6039137e-05,2.5220589696614956e-06,6.47369999999991e-08,2.0049305673762486e-08,1.0040033613687656,0.000628058446055858
Standard,KCl,-0.1,1.0,0.4,1.6022205e-05,2.528142916406826e-06,1.6112573000000002e-05,2.5588115517204456e-06,9.036799999999913e-08,3.0668635313618397e-08,1.0055583520056455,0.001037081167270632
Standard,KCl,0.1,1.0,0.4,1.602387e-05,2.574669128395336e-06,1.6108993e-05,2.521730872115021e-06,8.512299999999984e-08,5.293825628031343e-08,1.0056506191361057,0.004211637446282542
Standard,KCl,0.2,1.0,0.4,1.5990132000000002e-05,2.5043629153555175e-06,1.6088967e-05,2.51397532493897e-06,9.883499999999971e-08,9.612409583453233e-09,1.0062100895780235,0.00037147338475898133
Standard,KCl,0.3,1.0,0.4,1.5956278e-05,2.506727480431807e-06,1.6065122000000003e-05,2.4738413582523835e-06,1.0884400000000092e-07,3.288612217942433e-08,1.0070705343338622,0.0031717938792148737
Standard,KCl,0.4,1.0,0.4,1.5887623e-05,2.4382922719350126e-06,1.6035671e-05,2.466256930917377e-06,1.4804800000000228e-07,2.7964658982365442e-08,1.0092928210522882,0.00033397351045488674
Standard,KCl,0.5,1.0,0.4,1.5805361000000003e-05,2.3317312800102013e-06,1.6014343999999997e-05,2.432037205348634e-06,2.089829999999968e-07,1.0030592533843312e-07,1.0128944767651473,0.0044440282335705085
