Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,1.0,0.05,2.2306449e-06,1.1295253011995818e-07,2.2181267e-06,1.4279356765688e-07,-1.2518200000000044e-08,2.984103753692196e-08,0.9940417386339175,0.013679469212395559
Standard,KCl,-0.7,1.0,0.05,2.2388699000000004e-06,9.49148018173145e-08,2.2448302e-06,8.817140728785022e-08,5.9603000000000105e-09,6.743394529463829e-09,1.0027284879036196,0.0031276352494161515
Standard,KCl,-0.6,1.0,0.05,2.1711583e-06,1.0873902223222372e-07,2.1791456000000003e-06,8.226932840664286e-08,7.98730000000006e-09,2.6469693825581027e-08,1.0039891189623318,0.012391296719872057
Standard,KCl,-0.5,1.0,0.05,2.1513682e-06,9.423979768399327e-08,2.1830794e-06,1.1211206299983968e-07,3.171119999999981e-08,1.7872265315846692e-08,1.0145720449333142,0.007669072523006265
Standard,KCl,-0.4,1.0,0.05,2.1909479e-06,7.974142166390079e-08,2.1950017e-06,8.007800449174544e-08,4.053800000000007e-09,3.365828278448031e-10,1.0018486781725418,8.634007324734495e-05
Standard,KCl,-0.3,1.0,0.05,2.1530373e-06,8.749696883995466e-08,2.1699654000000002e-06,1.0165932771762755e-07,1.6928100000000076e-08,1.416235887767244e-08,1.0077351568531532,0.006263503237737717
Standard,KCl,-0.2,1.0,0.05,2.1593574e-06,4.989995986290963e-08,2.1642431e-06,8.345033815258064e-08,4.885699999999952e-09,3.3550378289671015e-08,1.0020836052326234,0.015489055434822005
Standard,KCl,-0.1,1.0,0.05,2.1789068e-06,9.474636898203535e-08,2.1970281e-06,7.619994806100614e-08,1.8121300000000066e-08,1.8546420921029068e-08,1.008509799900935,0.008881836323796145
Standard,KCl,0.1,1.0,0.05,2.1727078e-06,6.608450271341971e-08,2.1803378e-06,1.0418822440986341e-07,7.630000000000129e-09,3.810372169644265e-08,1.0032465416909098,0.01743868899594362
Standard,KCl,0.2,1.0,0.05,2.1551836e-06,7.70435264509613e-08,2.1758074e-06,8.867656437233003e-08,2.062379999999958e-08,1.1633037921368568e-08,1.009478971669063,0.005058847198380242
Standard,KCl,0.3,1.0,0.05,2.1704442e-06,1.8258034491390312e-07,2.1643628999999997e-06,9.912972391861077e-08,-6.0813000000003835e-09,8.345062099529265e-08,0.9988110970966495,0.038348624992584235
Standard,KCl,0.4,1.0,0.05,2.1785496e-06,9.525180890922762e-08,2.1880871e-06,1.1245048430531534e-07,9.537500000000166e-09,1.7198675396087743e-08,1.0042093510368688,0.007710509366182063
Standard,KCl,0.5,1.0,0.05,2.1762845e-06,7.451279128109458e-08,2.1485074000000004e-06,7.704522350723618e-08,-2.7777099999999705e-08,2.5324322261415907e-09,0.9872090392643138,0.0016015931803605528
Standard,KCl,0.6,1.0,0.05,2.1675823000000004e-06,1.3065706970730662e-07,2.2171753000000003e-06,1.0233235195196115e-07,4.959299999999972e-08,2.832471775534518e-08,1.0233156034086461,0.01447283739822775
Standard,KCl,0.7,1.0,0.05,2.173782e-06,8.311191684710482e-08,2.2331486e-06,9.188004093381806e-08,5.936659999999977e-08,8.768124086713242e-09,1.027253092332103,0.002991591310895727
Standard,KCl,0.8,1.0,0.05,2.198934e-06,1.5038124768308067e-07,2.2583001e-06,1.2947252442746296e-07,5.9366100000000075e-08,2.0908723255617245e-08,1.0273868533315795,0.011381511418593483
