Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,10.0,0.05,2.563154750499002e-06,9.198262363854891e-08,2.4562229341317363e-06,1.6729217747739938e-07,-1.0693181636726543e-07,7.530955383885033e-08,0.9577267487808706,0.030898625367937093
Standard,KCl,-0.7,10.0,0.05,2.3324094710578837e-06,7.41312260176752e-08,2.3194297604790417e-06,1.994616123550167e-07,-1.297971057884222e-08,1.2533038633734183e-07,0.9935778982653782,0.05393841269023805
Standard,KCl,-0.6,10.0,0.05,2.1841234231536924e-06,1.7396845106005472e-08,2.2394568363273452e-06,6.836035962090861e-08,5.533341317365266e-08,5.0963514514902994e-08,1.0252422531421796,0.023132565866588566
Standard,KCl,-0.5,10.0,0.05,2.2000653892215567e-06,2.3084086599008437e-08,2.2226225948103794e-06,1.6959723267280676e-08,2.2557205588822246e-08,4.004380986628927e-08,1.0103490277811087,0.018309777480776022
Standard,KCl,-0.4,10.0,0.05,2.1390809281437125e-06,5.48159197650349e-08,2.21115379241517e-06,7.389593306060665e-08,7.207286427145686e-08,1.9080013295571006e-08,1.0335901199567337,0.008058947068488916
Standard,KCl,-0.3,10.0,0.05,2.1902504391217567e-06,4.399782113873315e-08,2.1913329540918162e-06,7.874064482700726e-09,1.0825149700600056e-09,3.612375665603227e-08,1.0006600314802634,0.01650623871923216
Standard,KCl,-0.2,10.0,0.05,2.1834571157684638e-06,2.9309293802026363e-08,2.1998990718562876e-06,5.599395119414781e-08,1.644195608782409e-08,2.6684657392121598e-08,1.0074488858143984,0.012121298658973018
Standard,KCl,-0.1,10.0,0.05,2.1495386027944114e-06,4.2483116552765914e-08,2.1773419860279436e-06,1.8002670484760615e-08,2.7803383233532344e-08,2.4480446068004998e-08,1.0130496727682492,0.011646609558278448
Standard,KCl,0.1,10.0,0.05,2.168050369261477e-06,1.1525290090936071e-08,2.2028852894211583e-06,5.799591021937436e-08,3.483492015968107e-08,4.647062012843784e-08,1.0160106485155012,0.02134917777556966
Standard,KCl,0.2,10.0,0.05,2.1620898103792417e-06,7.510703337571201e-08,2.1795072954091817e-06,1.803651563568434e-08,1.7417485029939695e-08,5.707051774002738e-08,1.0085194710580887,0.026691948530578134
Standard,KCl,0.3,10.0,0.05,2.1749628143712574e-06,7.11027907053796e-08,2.2164120958083837e-06,3.81258427064289e-08,4.1449281437125834e-08,3.2976947998950984e-08,1.019315623801078,0.01579353105646215
Standard,KCl,0.4,10.0,0.05,2.132097275449102e-06,4.4536111468626386e-08,2.169002185628743e-06,3.743588432322939e-08,3.690491017964091e-08,7.100227145397145e-09,1.0173477711501957,0.0036925282470595838
Standard,KCl,0.5,10.0,0.05,2.1582708682634733e-06,4.561280503967647e-08,2.1527388622754495e-06,5.606106282577548e-08,-5.532005988024272e-09,1.0448257786098555e-08,0.9973850951952514,0.0048962950316136815
Standard,KCl,0.6,10.0,0.05,2.1254824351297406e-06,8.118088303139487e-08,2.2280476946107786e-06,6.871354604989904e-08,1.025652594810378e-07,1.2467336981496001e-08,1.0484023702363867,0.0077143352808267205
Standard,KCl,0.7,10.0,0.05,2.158925359281437e-06,6.19499073779094e-08,2.3237719760479045e-06,8.681755439272188e-08,1.648466167664672e-07,2.4867647014812176e-08,1.0762219859642603,0.009331356435069651
Standard,KCl,0.8,10.0,0.05,2.171452904191617e-06,1.0066472345717156e-07,2.582213902195609e-06,1.1708591645812531e-07,4.107609980039918e-07,1.642119300095374e-08,1.1891921368139156,0.001208306717878078
