Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.7,0.01,0.2,8.270775155937624e-06,1.4277683300372697e-06,8.230055213914435e-06,1.3895210373347396e-06,-4.0719942023190926e-08,3.8247292702531435e-08,0.9954073660194285,0.0038315725861400207
Standard,KCl,-0.6,0.01,0.2,8.317753434626151e-06,1.391260186395506e-06,8.322350693722511e-06,1.4321195841354517e-06,4.5972590963604115e-09,4.0859397739944973e-08,1.0001438909562324,0.00488824395925181
Standard,KCl,-0.5,0.01,0.2,8.354977133146743e-06,1.3699626956054084e-06,8.358745005997601e-06,1.4099860929574187e-06,3.7678728508583564e-09,4.0023397352010486e-08,1.0000590296723302,0.004780686800987214
Standard,KCl,-0.4,0.01,0.2,8.44213192323071e-06,1.3998580733230488e-06,8.431278608556577e-06,1.4021364612800495e-06,-1.0853314674131102e-08,2.2783879570023116e-09,0.9986737785951096,0.0004897944897393399
Standard,KCl,-0.3,0.01,0.2,8.537044104358256e-06,1.389130042060485e-06,8.547434954018393e-06,1.3993557984974115e-06,1.0390849660135218e-08,1.0225756436924616e-08,1.0011347178701562,0.0010131710283437629
Standard,KCl,-0.2,0.01,0.2,8.66492574770092e-06,1.4494365076329725e-06,8.71049081167533e-06,1.4597196638374772e-06,4.556506397441065e-08,1.0283156204504713e-08,1.005232511981379,0.0003114812972034295
Standard,KCl,-0.1,0.01,0.2,8.85109394042383e-06,1.4398236100581967e-06,8.854008450619753e-06,1.4426780313442636e-06,2.914510195922022e-09,2.8544212860664682e-09,1.0003071156369363,0.00027253455417219745
Standard,KCl,0.1,0.01,0.2,8.927506921231509e-06,1.4139819615770628e-06,8.931639442223111e-06,1.4749456632529535e-06,4.132520991601894e-09,6.096370167589047e-08,0.9999211229772146,0.006841241670509729
Standard,KCl,0.2,0.01,0.2,8.734480411835267e-06,1.3969963293398057e-06,8.769649732107157e-06,1.4038080379614864e-06,3.516932027189143e-08,6.811708621682015e-09,1.0040154865945863,0.000137625655087893
Standard,KCl,0.3,0.01,0.2,8.593019088364653e-06,1.428034585002904e-06,8.616646467413035e-06,1.4534069023137984e-06,2.3627379048380804e-08,2.537231731089379e-08,1.00253932152566,0.0025306679906315797
Standard,KCl,0.4,0.01,0.2,8.4705899960016e-06,1.4262517315973811e-06,8.524050703718513e-06,1.4273707245444882e-06,5.346070771691246e-08,1.1189929471060046e-09,1.0063908027944777,0.0009439602918555489
Standard,KCl,0.5,0.01,0.2,8.332090931627348e-06,1.4250586069437428e-06,8.412384412235107e-06,1.4290120237108526e-06,8.029348060775796e-08,3.953416767107452e-09,1.0097385146962936,0.0011911220726145398
Standard,KCl,0.6,0.01,0.2,8.283558794482207e-06,1.3668989667538956e-06,8.371252207117155e-06,1.4087862223750348e-06,8.769341263494677e-08,4.188725562113822e-08,1.0103095943417273,0.0033554517396911605
Standard,KCl,0.7,0.01,0.2,8.269102089164335e-06,1.3677012063978293e-06,8.371867035185925e-06,1.4080919543459204e-06,1.0276494602159023e-07,4.039074794809122e-08,1.0121903783645922,0.002868262176067638
