Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,MgCl2,-0.5,10.0,0.4,2.0821909713905524e-05,6.973473603801084e-06,2.1055454025282767e-05,7.097137813176367e-06,2.335443113772421e-07,1.2587971299908558e-07,1.0105585828741326,0.0030796523284926988
Standard,MgCl2,-0.4,10.0,0.4,2.0121277178975382e-05,6.62254562394688e-06,2.039129214903526e-05,6.6616193760647056e-06,2.700149700598809e-07,1.7214223376366813e-07,1.0141898784074412,0.007854595011529035
Standard,MgCl2,-0.3,10.0,0.4,2.0205950698602796e-05,6.765032595792052e-06,2.0542598070525617e-05,6.931932684083473e-06,3.36647371922819e-07,1.674848567929764e-07,1.0158507919219801,0.003662327912163517
Standard,MgCl2,-0.2,10.0,0.4,2.0201962075848304e-05,6.807906445531222e-06,2.0467029807052557e-05,6.9354537775235285e-06,2.650677312042574e-07,1.2767825883690465e-07,1.0125419013458614,0.002583286815119717
Standard,MgCl2,-0.1,10.0,0.4,2.0249081170991348e-05,6.841520892119187e-06,2.0460916833000664e-05,6.935456879778485e-06,2.1183566200931367e-07,9.709709158084133e-08,1.010110253685774,0.0018934461417884892
Standard,MgCl2,0.1,10.0,0.4,2.0328764071856284e-05,6.870596662513233e-06,2.0498684630738517e-05,6.901395297114896e-06,1.6992055888223435e-07,3.6606576357585085e-08,1.00875253314635,0.0019065502430102134
Standard,MgCl2,0.2,10.0,0.4,2.0201510645375914e-05,6.77652169674161e-06,2.0442435795076514e-05,6.919338558521335e-06,2.4092514970059694e-07,1.4575797614200475e-07,1.0109790050797338,0.004440726347167748
Standard,MgCl2,0.3,10.0,0.4,2.008672914171657e-05,6.75244699199536e-06,2.0528039055222886e-05,6.912315432194153e-06,4.413099135063181e-07,1.6073000856138216e-07,1.0218023418122029,0.0010128712318547713
Standard,MgCl2,0.4,10.0,0.4,1.9950254624085163e-05,6.656295500725e-06,2.074611616766467e-05,6.951079520125324e-06,7.958615435795092e-07,3.0713605115538073e-07,1.039481089180067,0.004112185908836112
Standard,MgCl2,0.5,10.0,0.4,1.9669795342648038e-05,6.339582413719827e-06,2.1098820625415837e-05,6.794286894567511e-06,1.4290252827677973e-06,4.5487059705414525e-07,1.0727324683755064,0.0006584026950518451
