Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.7,0.01,0.2,1.0171845865653738e-05,3.4440485960785e-06,1.0121295838997734e-05,3.4199060897185914e-06,-5.055002665600504e-08,3.1958088040454197e-08,0.9952634608488427,0.0027207720109913387
Standard,KCl,-0.6,0.01,0.2,1.0221365917632948e-05,3.4407882686242895e-06,1.0213698383313344e-05,3.4288586293975253e-06,-7.667534319605982e-09,3.5861130272824754e-08,0.9993308915421033,0.0037323409068174235
Standard,KCl,-0.5,0.01,0.2,1.0249445970944957e-05,3.4213207136777994e-06,1.0267275345861654e-05,3.4527517382098976e-06,1.782937491669842e-08,3.7337831871191084e-08,1.0011304658860187,0.0038563466940328348
Standard,KCl,-0.4,0.01,0.2,1.0383895332533655e-05,3.505871749771695e-06,1.0381594802079168e-05,3.520538750273147e-06,-2.30053045448567e-09,1.4901203963598184e-08,0.9994617461825493,0.0014080582650076666
Standard,KCl,-0.3,0.01,0.2,1.0502434480874315e-05,3.543038121892467e-06,1.0513340482473678e-05,3.54590636732378e-06,1.090600159936076e-08,7.285546782165091e-09,1.0010321460892573,0.0007381196901910745
Standard,KCl,-0.2,0.01,0.2,1.0639135331200853e-05,3.5697259745782413e-06,1.0686739496201522e-05,3.575201719871396e-06,4.760416500066712e-08,8.083653242746284e-09,1.0046693107347109,0.0010000486148177086
Standard,KCl,-0.1,0.01,0.2,1.0848371916566707e-05,3.606092616114658e-06,1.0869692479008396e-05,3.6372525699990776e-06,2.1320562441690372e-08,3.194404699253113e-08,1.0015102513920053,0.0020927839059459853
Standard,KCl,0.1,0.01,0.2,1.094558592829535e-05,3.6356018937842995e-06,1.0962752684259632e-05,3.66933173216904e-06,1.7166755964280332e-08,4.866169237688375e-08,1.0009093688814443,0.005131391984524158
Standard,KCl,0.2,0.01,0.2,1.0717395697720913e-05,3.573745719142775e-06,1.0766116894575504e-05,3.597635598023496e-06,4.872119685459075e-08,2.396163107786053e-08,1.0043983418667641,0.0006702274903138487
Standard,KCl,0.3,0.01,0.2,1.0582502063174729e-05,3.590789454863604e-06,1.0602991713981075e-05,3.590668200702625e-06,2.0489650806344162e-08,1.874601980221304e-08,1.0020182647469562,0.002004155867017863
Standard,KCl,0.4,0.01,0.2,1.0417122918832467e-05,3.5191004901729783e-06,1.0462628911102227e-05,3.5061303442787845e-06,4.55059922697575e-08,1.3800672669962637e-08,1.0049499405298776,0.0025833665463777613
Standard,KCl,0.5,0.01,0.2,1.0277189704118352e-05,3.5164788810470998e-06,1.0348927819538851e-05,3.5030898913773077e-06,7.173811542049819e-08,1.5079707309140734e-08,1.0077776279916835,0.003499230758450154
Standard,KCl,0.6,0.01,0.2,1.0203943687858189e-05,3.4637899487088553e-06,1.0296508561908571e-05,3.4802550776015064e-06,9.256487405038098e-08,3.0797150853633864e-08,1.009301207763518,0.0029461939281104684
Standard,KCl,0.7,0.01,0.2,1.0147390726376117e-05,3.393995861669209e-06,1.0270550354524855e-05,3.4360379097667956e-06,1.2315962814873973e-07,4.5426153668404834e-08,1.0120574273898397,0.0020411986283536366
