Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,0.1,0.1,3.87700260479042e-06,1.065531304781636e-07,3.900630239520958e-06,9.171361255572507e-08,2.362763473053855e-08,1.4839517922438971e-08,1.0061492242907237,0.003996576376163009
Standard,KCl,-0.7,0.1,0.1,3.846676686626746e-06,3.3280058283037796e-08,3.841822694610778e-06,7.954863782120249e-08,-4.85399201596797e-09,4.6268579538164246e-08,0.9986860526336704,0.012039563383141749
Standard,KCl,-0.6,0.1,0.1,3.830913203592815e-06,2.121632260922221e-08,3.811009291417166e-06,9.321121108543328e-09,-1.9903912175649026e-08,1.1895201500678584e-08,0.9948129135477708,0.003076329317524934
Standard,KCl,-0.5,0.1,0.1,3.81375756487026e-06,1.711096790335301e-08,3.833566087824352e-06,1.1272665255078553e-08,1.9808522954091558e-08,2.838363315843156e-08,1.0052107131203272,0.007465811085020223
Standard,KCl,-0.4,0.1,0.1,3.8378965768463075e-06,2.5035771884621695e-08,3.81099739520958e-06,2.538904299706088e-08,-2.689918163672674e-08,3.5327111243828597e-10,0.9929907162139882,0.00013777180593375053
Standard,KCl,-0.3,0.1,0.1,3.8104858582834332e-06,3.9639686344019846e-08,3.828188552894211e-06,8.00861236583508e-09,1.7702694610778188e-08,4.7648298709855233e-08,1.0047110799653836,0.012553528925462052
Standard,KCl,-0.2,0.1,0.1,3.8626307185628745e-06,2.9443869912976024e-09,3.866211636726547e-06,1.8509825534029227e-09,3.580918163672472e-09,4.795369544700824e-09,1.0009275406221505,0.0012421846489709862
Standard,KCl,-0.1,0.1,0.1,3.853934001996009e-06,2.5540090038422623e-08,3.860120359281437e-06,2.0526533592915733e-08,6.18635728542935e-09,5.013556445505993e-09,1.0016095516837304,0.0013115597043989436
Standard,KCl,0.1,0.1,0.1,3.779636506986028e-06,2.861944833008897e-08,3.8182188423153695e-06,1.1508452198920504e-08,3.858233532934178e-08,1.7110996131168325e-08,1.0102253816037865,0.0046045805937859315
Standard,KCl,0.2,0.1,0.1,3.822704251497006e-06,1.9264750234870484e-08,3.858002684630739e-06,1.4503211727186625e-08,3.5298433133732565e-08,3.376796196205681e-08,1.0092562667629388,0.008880174712981831
Standard,KCl,0.3,0.1,0.1,3.820586526946109e-06,1.22318464297188e-08,3.848579999999999e-06,8.98437738214849e-09,2.7993473053891545e-08,3.2474690475697093e-09,1.0073284075201245,0.000873454633050473
Standard,KCl,0.4,0.1,0.1,3.796221007984032e-06,9.480923006918766e-08,3.846652934131736e-06,2.574232822340487e-08,5.04319261477043e-08,6.906690184578281e-08,1.0135161752463766,0.018531155026648264
Standard,KCl,0.5,0.1,0.1,3.8349341417165666e-06,1.812074743748483e-08,3.8486042415169666e-06,4.0111006181363296e-08,1.367009980039958e-08,2.1990258743878767e-08,1.0035511164940107,0.005717414966859126
Standard,KCl,0.6,0.1,0.1,3.819099341317365e-06,1.7396943903360544e-08,3.83610003992016e-06,4.292039364447715e-08,1.7000698602794594e-08,2.5523449741116752e-08,1.0044363186324041,0.0066628985215017155
Standard,KCl,0.7,0.1,0.1,3.816922245508983e-06,3.410398587915174e-08,3.854516986027944e-06,2.9696226584585734e-08,3.759474051896168e-08,4.4077592945664556e-09,1.009855043184246,0.0012428483587115173
Standard,KCl,0.8,0.1,0.1,3.815613433133733e-06,1.0312058575750623e-07,3.862975868263472e-06,1.2093860398641448e-07,4.736243512974042e-08,1.7818018228906902e-08,1.012354206386238,0.004335880853685405
