Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.7,0.1,0.2,8.803546437125749e-06,1.420811517881325e-06,8.68323116766467e-06,1.4451908942555138e-06,-1.2031526946107788e-07,2.4379376374189983e-08,0.9859265655040332,0.005040590689119635
Standard,KCl,-0.6,0.1,0.2,8.823212385229541e-06,1.463968206570325e-06,8.762037175648704e-06,1.474298740251397e-06,-6.117520958083813e-08,1.0330533681071367e-08,0.9928712991557447,0.0023536467404975496
Standard,KCl,-0.5,0.1,0.2,8.8128974750499e-06,1.4785555795297706e-06,8.763905249500998e-06,1.5125420530125133e-06,-4.8992225548902696e-08,3.3986473482743247e-08,0.9940333753297853,0.004857478462792109
Standard,KCl,-0.4,0.1,0.2,8.8328373752495e-06,1.399645680720333e-06,8.850254740518964e-06,1.432555361834672e-06,1.7417365269462598e-08,3.2909681114337936e-08,1.0016980093056504,0.0034567680153852073
Standard,KCl,-0.3,0.1,0.2,8.8845900499002e-06,1.396852340770398e-06,8.878379780439123e-06,1.4666433989979983e-06,-6.210269461077224e-09,6.979105822760066e-08,0.9986670197057235,0.00806486674899153
Standard,KCl,-0.2,0.1,0.2,8.947515119760479e-06,1.44266856956331e-06,8.980173393213574e-06,1.4239434081378541e-06,3.265827345309429e-08,1.8725161425456962e-08,1.0038689905237144,0.0027166014390158782
Standard,KCl,-0.1,0.1,0.2,9.004644461077844e-06,1.4009414503683797e-06,9.024463542914174e-06,1.4316957966213412e-06,1.9819081836328446e-08,3.0754346252959736e-08,1.0019590106601748,0.0031106044373523777
Standard,KCl,0.1,0.1,0.2,9.02921016966068e-06,1.4364567282309874e-06,9.075394441117766e-06,1.413944480720733e-06,4.618427145708598e-08,2.2512247510254602e-08,1.0053814124159826,0.003349397457176962
Standard,KCl,0.2,0.1,0.2,8.97510477045908e-06,1.3851775843957722e-06,8.978459780439122e-06,1.3907300239553016e-06,3.3550099800395656e-09,5.5524395595281555e-09,1.000330003393536,0.0005677177466269989
Standard,KCl,0.3,0.1,0.2,8.88056875249501e-06,1.4093366003273558e-06,8.94200617764471e-06,1.4119623799637911e-06,6.143742514970087e-08,2.6257796364372666e-09,1.006982654329096,0.0008124626786955245
Standard,KCl,0.4,0.1,0.2,8.868766696606786e-06,1.4399585016694437e-06,8.88123496007984e-06,1.403548910152482e-06,1.2468263473053562e-08,3.640959151696178e-08,1.0017623717752444,0.004391516325796392
Standard,KCl,0.5,0.1,0.2,8.774089111776448e-06,1.4306374511304413e-06,8.852360349301396e-06,1.4513827220665656e-06,7.8271237524949e-08,2.0745270936124923e-08,1.0088455506543061,0.0009220894375627685
Standard,KCl,0.6,0.1,0.2,8.70863120758483e-06,1.422191406419908e-06,8.868493712574852e-06,1.5092620372935388e-06,1.5986250499002088e-07,8.707063087363089e-08,1.0177774533425064,0.007094994383052266
Standard,KCl,0.7,0.1,0.2,8.711700778443113e-06,1.4460153299523107e-06,8.938199580838325e-06,1.4909063074049562e-06,2.2649880239521117e-07,4.489097745264496e-08,1.0259289063530979,0.0008491317097888745
