Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.5,10.0,0.4,1.9510832069194942e-05,6.342803253932541e-06,1.9621627411842983e-05,6.359849070707407e-06,1.1079534264803679e-07,4.638860940179336e-08,1.005945794361648,0.0030191419037625448
Standard,KCl,-0.4,10.0,0.4,1.934003226879574e-05,6.337325317231179e-06,1.9554656353958752e-05,6.324799920231174e-06,2.1462408516300743e-07,3.915655695155585e-08,1.0120442341184177,0.005194173706048558
Standard,KCl,-0.3,10.0,0.4,1.9237635462408516e-05,6.3057455505651945e-06,1.947791763140386e-05,6.395265123411801e-06,2.4028216899534223e-07,1.1343843874593521e-07,1.012488354275182,0.004251466946107434
Standard,KCl,-0.2,10.0,0.4,1.923017252162342e-05,6.348355310279525e-06,1.94612871590153e-05,6.42292393240842e-06,2.3111463739188246e-07,7.92039001757459e-08,1.0120812559172891,0.0016937293613382904
Standard,KCl,-0.1,10.0,0.4,1.922695143047239e-05,6.270522291192783e-06,1.9437319161676648e-05,6.389188609437489e-06,2.103677312042594e-07,1.2015786675946358e-07,1.0104313376278444,0.0024763930394039848
Standard,KCl,0.1,10.0,0.4,1.923535136393879e-05,6.321139307779344e-06,1.9410726613439788e-05,6.371963050189671e-06,1.7537524950099947e-07,5.62979837002452e-08,1.0092322747492928,0.001631283724017489
Standard,KCl,0.2,10.0,0.4,1.919948463073852e-05,6.275353831980992e-06,1.942770612109115e-05,6.363189779405041e-06,2.282214903526285e-07,8.887642382169619e-08,1.0117656500976713,0.0009255583187324993
Standard,KCl,0.3,10.0,0.4,1.9174501729873583e-05,6.3089873993463905e-06,1.9495905322687956e-05,6.432968979473077e-06,3.2140359281437e-07,1.2850137377669363e-07,1.0166195321196978,0.002078059350453708
Standard,KCl,0.4,10.0,0.4,1.914883619427811e-05,6.271690760337778e-06,1.961417358616101e-05,6.455663091278975e-06,4.6533739188290275e-07,1.991242740614649e-07,1.024086465292438,0.0046617544578322605
Standard,KCl,0.5,10.0,0.4,1.920575821689953e-05,6.201972856064567e-06,1.9981507185628742e-05,6.4820105998526335e-06,7.757489687292091e-07,2.909995916053258e-07,1.0402047807710186,0.00485906010434404
