Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.7,10.0,0.2,8.796860439121756e-06,1.162310794039112e-06,8.613156856287426e-06,1.150785786226334e-06,-1.8370358283433016e-07,1.152500781277869e-08,0.9790205675064494,0.00146184120076525
Standard,KCl,-0.6,10.0,0.2,8.400257714570859e-06,1.2317643605032076e-06,8.447310888223553e-06,1.1709082950943347e-06,4.7053173652694165e-08,6.085606540887298e-08,1.0061991914976138,0.008153560389077509
Standard,KCl,-0.5,10.0,0.2,8.223526027944113e-06,1.1996121022513939e-06,8.330956746506987e-06,1.2025058767692913e-06,1.07430718562874e-07,2.893774517897016e-09,1.0131783765496443,0.0015705143311024886
Standard,KCl,-0.4,10.0,0.2,8.170773792415171e-06,1.2628408567018877e-06,8.299798293413174e-06,1.2851335623761864e-06,1.2902450099800417e-07,2.2292705674299734e-08,1.0157684707594399,0.00029123760025994577
Standard,KCl,-0.3,10.0,0.2,8.197542195608782e-06,1.3098837534502202e-06,8.296597834331337e-06,1.333001191213379e-06,9.905563872255663e-08,2.31174377631604e-08,1.012011615545004,0.0009007111560857393
Standard,KCl,-0.2,10.0,0.2,8.24467876247505e-06,1.289390641590994e-06,8.323235588822356e-06,1.3170004938677535e-06,7.855682634730497e-08,2.7609852276758764e-08,1.0093810450008531,0.0018817010451547729
Standard,KCl,-0.1,10.0,0.2,8.329624241516965e-06,1.3624787369103847e-06,8.348457764471059e-06,1.3323787819929502e-06,1.8833522954092388e-08,3.0099954917435464e-08,1.0025912326014959,0.004037451542140231
Standard,KCl,0.1,10.0,0.2,8.379235349301398e-06,1.321627456264488e-06,8.358605948103792e-06,1.3669876364683063e-06,-2.0629401197605687e-08,4.536018020381971e-08,0.9970747274406795,0.0058747962890645464
Standard,KCl,0.2,10.0,0.2,8.278787794411177e-06,1.3192211620083722e-06,8.313027764471059e-06,1.2686789617554524e-06,3.4239970059881806e-08,5.054220025292069e-08,1.0046817238593602,0.006851054870757281
Standard,KCl,0.3,10.0,0.2,8.208166407185628e-06,1.2584159772371492e-06,8.247236626746508e-06,1.2627228079769803e-06,3.90702195608788e-08,4.306830739830375e-09,1.00477582623204,0.0002074940017769423
Standard,KCl,0.4,10.0,0.2,8.148454481037925e-06,1.2154610750880808e-06,8.243287045908183e-06,1.2082434625714457e-06,9.483256487025975e-08,7.217612516634976e-09,1.0118358411003407,0.0026512532794163274
Standard,KCl,0.5,10.0,0.2,8.115106846307385e-06,1.2307558794485925e-06,8.268044830339322e-06,1.1682499829003985e-06,1.5293798403193654e-07,6.250589654819419e-08,1.019656227598916,0.010683520978258974
Standard,KCl,0.6,10.0,0.2,8.094548902195609e-06,1.1893996737508587e-06,8.427454520958084e-06,1.1240841356892105e-06,3.3290561876247415e-07,6.531553806164984e-08,1.0421752656099497,0.014266240974485409
Standard,KCl,0.7,10.0,0.2,8.172689520958084e-06,1.0911071453485365e-06,8.815087085828342e-06,1.081617828800643e-06,6.423975648702582e-07,9.489316547893059e-09,1.0793879694550559,0.011759910495627152
