Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,1.0,0.1,3.943680700000001e-06,8.968843417620746e-08,3.9894597000000004e-06,8.125972134446355e-08,4.577899999999969e-08,8.42871283174393e-09,1.0116355035608176,0.0024018889072242957
Standard,KCl,-0.7,1.0,0.1,3.9089917e-06,4.02947627686279e-08,3.8946866e-06,4.501413484762217e-08,-1.4305099999999881e-08,4.719372078994568e-09,0.9963340455463832,0.0012451013503109022
Standard,KCl,-0.6,1.0,0.1,3.8495065000000004e-06,4.450374517296342e-08,3.8905129e-06,1.888187237802376e-08,4.100640000000004e-08,2.5621872794939364e-08,1.0106915669135388,0.0067794891538329365
Standard,KCl,-0.5,1.0,0.1,3.8800225e-06,1.5847252915884077e-08,3.8719177e-06,4.4506007914663036e-08,-8.104800000000023e-09,2.865875499877866e-08,0.9978960447135352,0.007394827455337491
Standard,KCl,-0.4,1.0,0.1,3.8392536e-06,6.439819446164626e-08,3.8794292e-06,7.367260700368883e-08,4.017560000000028e-08,9.274412542043316e-09,1.0104456394573877,0.0022404699238908173
Standard,KCl,-0.3,1.0,0.1,3.8623804000000005e-06,3.1692525932781734e-08,3.8820489e-06,8.259997153752016e-09,1.9668499999999658e-08,2.3432528779029718e-08,1.0051173888727998,0.0061088523954264656
Standard,KCl,-0.2,1.0,0.1,3.8415196e-06,1.9049456685165855e-08,3.8729909000000005e-06,5.580104879462469e-08,3.1471299999999696e-08,3.6751592109458236e-08,1.0081687890668505,0.009526433528012876
Standard,KCl,-0.1,1.0,0.1,3.9108986e-06,1.1803026391568828e-09,3.8982611e-06,3.5404836534009966e-09,-1.2637500000000182e-08,4.72078629255848e-09,0.9967688274472778,0.00120610964729866
Standard,KCl,0.1,1.0,0.1,3.8539168000000004e-06,5.057227699048628e-10,3.8675058e-06,4.214073573159358e-09,1.3589000000000086e-08,4.719796343063622e-09,1.0035261035708056,0.0012251379100680275
Standard,KCl,0.2,1.0,0.1,3.9128063e-06,1.69564206128513e-10,3.8920623e-06,2.006217501718064e-08,-2.0744000000000017e-08,2.0231739223309154e-08,0.9946985462476966,0.00517041701924059
Standard,KCl,0.3,1.0,0.1,3.8712024e-06,3.776289622791091e-08,3.8988573e-06,1.213861926991638e-08,2.7654900000000053e-08,2.562427695799453e-08,1.0071763754671945,0.00668920790089784
Standard,KCl,0.4,1.0,0.1,3.8574937e-06,5.714936000499122e-08,3.874422000000001e-06,6.355702023474716e-08,1.6928300000000808e-08,6.40766022975744e-09,1.0043765949757053,0.0015962542279443818
Standard,KCl,0.5,1.0,0.1,3.8799053e-06,5.647647719201361e-08,3.9142367e-06,6.591918114797858e-08,3.433140000000065e-08,9.442703955965565e-09,1.0088317375935594,0.0023051899048146854
Standard,KCl,0.6,1.0,0.1,3.8652412e-06,1.820658540199128e-08,3.8994538e-06,2.410922996862401e-08,3.4212599999999995e-08,5.902644566633029e-09,1.0088478508590748,0.0014854326333744651
Standard,KCl,0.7,1.0,0.1,3.8431885e-06,2.815232512209214e-08,3.9573922e-06,5.057227699048628e-10,1.1420370000000042e-07,2.8658047891996724e-08,1.0297439822843621,0.007674723774722869
Standard,KCl,0.8,1.0,0.1,3.860116e-06,5.815953275259408e-08,3.953098100000001e-06,6.625576397582279e-08,9.298209999999967e-08,1.244152967284178e-07,1.0243334735572627,0.03259760074069173
