Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,MgCl2,-0.7,10.0,0.2,1.2378113339986692e-05,4.2198066460800925e-06,1.1773779214903524e-05,4.038951861618187e-06,-6.043341250831676e-07,1.846377853347139e-07,0.9504949191038671,0.004025455589176129
Standard,MgCl2,-0.6,10.0,0.2,1.1489793120425814e-05,3.901178888222036e-06,1.1405117511643379e-05,3.887385077003938e-06,-8.467560878243466e-08,1.502254198022006e-08,0.9922206668287016,0.0018892269467599948
Standard,MgCl2,-0.5,10.0,0.2,1.0970736852960746e-05,3.7038102835924857e-06,1.1112885149700597e-05,3.7578685640703236e-06,1.4214829673985308e-07,5.645115216311998e-08,1.0128092844260819,0.0013921788725403145
Standard,MgCl2,-0.4,10.0,0.2,1.0759140658682635e-05,3.5666654931673616e-06,1.0967763346640054e-05,3.705477986914207e-06,2.0862268795741866e-07,1.39113235779804e-07,1.017445602646472,0.008866955697125064
Standard,MgCl2,-0.3,10.0,0.2,1.0782822109115102e-05,3.612719505263652e-06,1.0948465469061877e-05,3.700235025722174e-06,1.6564335994677277e-07,9.02881972753427e-08,1.0144371431769514,0.0045624360358012435
Standard,MgCl2,-0.2,10.0,0.2,1.0854817744510978e-05,3.6433762621561092e-06,1.098740860279441e-05,3.663489800805042e-06,1.3259085828343323e-07,2.0113566917430482e-08,1.0128997429027706,0.0030624160188780637
Standard,MgCl2,-0.1,10.0,0.2,1.0957880818363271e-05,3.6902591198540007e-06,1.1046203413173652e-05,3.7021215821952324e-06,8.832259481037909e-08,1.211846903337229e-08,1.008557464098439,0.0022177086906871664
Standard,MgCl2,0.1,10.0,0.2,1.1085363206919494e-05,3.714317134445208e-06,1.1097657924151697e-05,3.7246277566195912e-06,1.2294717232203148e-08,1.1075203579181469e-08,1.000935165872703,0.0008490578637733629
Standard,MgCl2,0.2,10.0,0.2,1.089877626081171e-05,3.6247054993348435e-06,1.0890075555555557e-05,3.652577237392507e-06,-8.700705256154268e-09,2.8275606305132225e-08,0.9983485145553755,0.003882025139717627
Standard,MgCl2,0.3,10.0,0.2,1.0767022035928143e-05,3.656538318514536e-06,1.0835424637391881e-05,3.6560794140649336e-06,6.840260146373975e-08,1.9244534676319814e-08,1.0070566966593175,0.0035021108278630014
Standard,MgCl2,0.4,10.0,0.2,1.0660936041250833e-05,3.575567370184676e-06,1.0866372880904858e-05,3.632207656447075e-06,2.0543683965402475e-07,6.182121309307811e-08,1.0196476089490938,0.002639536912594941
Standard,MgCl2,0.5,10.0,0.2,1.061005622089155e-05,3.5458467553018684e-06,1.1068923206919493e-05,3.702925919851115e-06,4.5886698602794304e-07,1.8512932505946095e-07,1.0432928730545379,0.007958028408449863
Standard,MgCl2,0.6,10.0,0.2,1.0683001437125747e-05,3.5423514154967473e-06,1.1655882135728543e-05,3.969990060778148e-06,9.728806986027947e-07,4.5246903974703455e-07,1.0884227101619788,0.016821183692799488
Standard,MgCl2,0.7,10.0,0.2,1.0813846746506984e-05,3.6172995215903404e-06,1.2714704537591484e-05,4.343398340644339e-06,1.9008577910844983e-06,7.595331124916843e-07,1.1738154257946203,0.020599672788217203
