Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.5,10.0,0.4,1.5953044610778445e-05,2.1248992071625477e-06,1.604845249500998e-05,2.071204115158277e-06,9.540788423153751e-08,5.369509200427292e-08,1.0062602356051893,0.00419966616486016
Standard,KCl,-0.4,10.0,0.4,1.5784144411177644e-05,2.1112445659145076e-06,1.6000816766467064e-05,2.0560965882404684e-06,2.1667235528942074e-07,5.514797767403924e-08,1.0140868964455105,0.005378109768503514
Standard,KCl,-0.3,10.0,0.4,1.5701195209580838e-05,2.118111405480392e-06,1.588186616766467e-05,2.051661574989927e-06,1.8067095808383225e-07,6.644983049046425e-08,1.0119005751095456,0.005837553965690495
Standard,KCl,-0.2,10.0,0.4,1.5673749600798402e-05,2.1712591601398616e-06,1.5859371856287426e-05,2.1598936535992225e-06,1.8562225548902295e-07,1.1365506540639849e-08,1.0120083209433224,0.0023886232931029715
Standard,KCl,-0.1,10.0,0.4,1.57225997005988e-05,2.2262105310781305e-06,1.586390399201597e-05,2.2422502816066645e-06,1.413042914171665e-07,1.603975052853293e-08,1.0090053843393894,0.0002549280017650744
Standard,KCl,0.1,10.0,0.4,1.5703135928143712e-05,2.2481834861710366e-06,1.584660688622755e-05,2.2329643182424712e-06,1.4347095808383454e-07,1.5219167928564616e-08,1.0093011533254954,0.002300805864676662
Standard,KCl,0.2,10.0,0.4,1.5692547005988023e-05,2.2290048025459805e-06,1.5869710179640718e-05,2.241507890055955e-06,1.77163173652693e-07,1.250308750997419e-08,1.0113475254540276,0.0008150749027027137
Standard,KCl,0.3,10.0,0.4,1.5641213373253492e-05,2.1683828868676436e-06,1.5888446606786425e-05,2.16416946196969e-06,2.4723323353293333e-07,4.213424897953342e-09,1.015978745472737,0.0024845555269453604
Standard,KCl,0.4,10.0,0.4,1.5633657984031936e-05,2.1282252906766064e-06,1.5985433133732538e-05,2.0843771898719006e-06,3.5177514970060056e-07,4.3848100804705495e-08,1.0229042733345226,0.005922705656883545
Standard,KCl,0.5,10.0,0.4,1.572522864271457e-05,2.060198513266744e-06,1.6333135628742518e-05,2.0418699103089703e-06,6.079069860279447e-07,1.8328602957774217e-08,1.0390697214770932,0.006284168408858759
