Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.5,0.01,0.4,1.584709838064774e-05,2.778876977534808e-06,1.5838654718112756e-05,2.7382397967947874e-06,-8.443662534985147e-09,4.063718074002318e-08,0.9996872048351622,0.002509479054306585
Standard,KCl,-0.4,0.01,0.4,1.604827988804478e-05,2.8768068561470623e-06,1.60892080967613e-05,2.846511557381051e-06,4.092820871651507e-08,3.029529876601448e-08,1.0027639248826472,0.002383219702366935
Standard,KCl,-0.3,0.01,0.4,1.6333799920031985e-05,2.9878318377789838e-06,1.6378849480207915e-05,2.958292444926674e-06,4.504956017592852e-08,2.9539392852309986e-08,1.0029732074335396,0.0023523513738794954
Standard,KCl,-0.2,0.01,0.4,1.6700794842063173e-05,3.050341208154358e-06,1.6698819832067175e-05,3.062072677940782e-06,-1.9750099960010774e-09,1.1731469786423207e-08,0.9998144974118838,0.0007363311801304942
Standard,KCl,-0.1,0.01,0.4,1.727736605357857e-05,3.0963114611823284e-06,1.725772075169932e-05,3.130645298122332e-06,-1.964530187925037e-08,3.433383694000523e-08,0.9986634159138168,0.0022267466838163906
Standard,KCl,0.1,0.01,0.4,1.7717438724510195e-05,3.1044368560224686e-06,1.7661736845261895e-05,3.090872845926998e-06,-5.570187924830336e-08,1.356401009547687e-08,0.9968752018689453,0.00021804910234889924
Standard,KCl,0.2,0.01,0.4,1.6971952998800477e-05,3.1068233202042492e-06,1.694065317872851e-05,3.1514908965051906e-06,-3.129982007197134e-08,4.466757630093611e-08,0.9978793727111622,0.0030200408060864522
Standard,KCl,0.3,0.01,0.4,1.6511634966013594e-05,3.0446928075205192e-06,1.6557419632147143e-05,3.025523202055776e-06,4.57846661335463e-08,1.9169605464745242e-08,1.002929721524017,0.0017012069110523699
Standard,KCl,0.4,0.01,0.4,1.6139738924430225e-05,2.9207374694188736e-06,1.622687900839664e-05,2.917823742767583e-06,8.714008396641316e-08,2.9137266512892853e-09,1.0055055861529354,0.0011768528913768473
Standard,KCl,0.5,0.01,0.4,1.590250343862455e-05,2.8291906078137313e-06,1.59780662335066e-05,2.818359038136798e-06,7.556279488204939e-08,1.0831569676932984e-08,1.0048895991515507,0.001551024828742905
