Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,0.1,0.05,2.201814590818363e-06,9.817445144960002e-08,2.188894161676647e-06,9.464113342719315e-08,-1.2920429141716454e-08,3.5333180224070143e-09,0.994161890233642,0.0013444205569970356
Standard,KCl,-0.7,0.1,0.05,2.1718813572854284e-06,1.0662069375484142e-07,2.163815119760479e-06,6.307712873891249e-08,-8.066237524949515e-09,4.354356501592817e-08,0.9967742841017888,0.019890422100680073
Standard,KCl,-0.6,0.1,0.05,2.171893123752495e-06,7.742922285519671e-08,2.1794360578842318e-06,4.3173103163781485e-08,7.542934131736522e-09,3.425611969141537e-08,1.0037565126158459,0.015906392062339295
Standard,KCl,-0.5,0.1,0.05,2.1628394510978043e-06,4.7295211078219276e-08,2.155998652694611e-06,2.1064682783732284e-08,-6.840798403193252e-09,2.623052829448745e-08,0.9969689974724362,0.012061540849426691
Standard,KCl,-0.4,0.1,0.05,2.142626067864271e-06,8.321692714397855e-08,2.140044491017964e-06,5.2679370514950885e-08,-2.581576846307528e-09,3.053755662902736e-08,0.9990712063581538,0.01421632347942277
Standard,KCl,-0.3,0.1,0.05,2.149145768463074e-06,5.94933958378146e-08,2.1516204590818366e-06,3.082358908466656e-08,2.474690618762504e-09,2.8669806753148337e-08,1.0013366310791554,0.013377095168183806
Standard,KCl,-0.2,0.1,0.05,2.12049754491018e-06,6.598793874353493e-08,2.147956057884232e-06,6.868020899965578e-08,2.745851297405169e-08,2.6922702561214483e-09,1.0129355980968013,0.0008670968781416575
Standard,KCl,-0.1,0.1,0.05,2.0861386926147706e-06,3.8832229678317395e-08,2.0762164371257487e-06,3.2640571234159777e-08,-9.92225548902182e-09,6.191658444157469e-09,0.9952705264372814,0.0028799630924741136
Standard,KCl,0.1,0.1,0.05,2.131442904191617e-06,5.750842995758975e-08,2.122746037924152e-06,4.7699376942212706e-08,-8.696866267465137e-09,9.809053015376746e-09,0.9959803493652787,0.004493617539348703
Standard,KCl,0.2,0.1,0.05,2.09568005988024e-06,2.21754614421374e-08,2.0970125648702593e-06,4.5225745231946876e-08,1.3325049900195767e-09,2.3050283789808873e-08,1.0005776737460548,0.01099283905447074
Standard,KCl,0.3,0.1,0.05,2.167800648702595e-06,1.426776351713075e-08,2.1515013473053892e-06,7.248249576316202e-08,-1.629930139720579e-08,5.8214732246031575e-08,0.9923926428038099,0.026904352231097807
Standard,KCl,0.4,0.1,0.05,2.1392475149700602e-06,1.59501413278584e-08,2.174403373253493e-06,1.3409539125043088e-08,3.515585828343275e-08,2.54060220281546e-09,1.0164386340620988,0.0013101806685431995
Standard,KCl,0.5,0.1,0.05,2.1261485728542915e-06,3.232103236138383e-08,2.171108103792415e-06,4.559554373042711e-08,4.4959530938123654e-08,1.3274511369043285e-08,1.0211009794338277,0.005922683903975715
Standard,KCl,0.6,0.1,0.05,2.1408416866267465e-06,2.0762278195034276e-08,2.187192804391217e-06,4.5999497885802886e-08,4.635111776447086e-08,2.5237219690767862e-08,1.0215947375105388,0.01157902702375164
Standard,KCl,0.7,0.1,0.05,2.174605848303393e-06,3.02514394899415e-08,2.197959740518962e-06,7.722622251918846e-09,2.335389221556871e-08,2.252881723802206e-08,1.0108124739623618,0.010510369112482204
Standard,KCl,0.8,0.1,0.05,2.2109513273453093e-06,2.935956754163861e-08,2.251032874251497e-06,6.575251876129571e-08,4.0081546906187844e-08,3.63929512196568e-08,1.018020942157492,0.016221010253663938
