Type,Chip,Disp,Electrolyte,Potential [V],Period [s],Pulses #,IDSant (2-3s) [A],Std IDSant [A],"IDSdep (+3, +4s) [A]",Std IDSdep [A],delIDS [A],Std del IDS [A],RatioIDS,Std RazIDS
Standard,2,1,KCl,-0.5,0.25,20,6.0669824378109445e-06,1.3827811792010824e-07,6.140286766169153e-06,1.358295116864889e-07,7.330432835820878e-08,1.9383109693884882e-07,1.0120825021515405,0.032145554188369
Standard,2,1,KCl,-0.5,0.15,20,6.488188308457712e-06,7.767571141048132e-08,6.3577104975124376e-06,1.4632685206670456e-07,-1.3047781094527488e-07,1.656655177726361e-07,0.979889946970992,0.0254214081438883
Standard,2,1,KCl,-0.5,0.125,20,6.419569203980099e-06,1.5419111499163364e-07,6.435878109452737e-06,1.377967371362906e-07,1.6308905472638207e-08,2.067917810450192e-07,1.002540498428232,0.0322582436109657
Standard,2,1,KCl,-0.5,0.11,20,6.462804527363184e-06,1.3366351236556846e-07,6.440386069651741e-06,1.394100809230635e-07,-2.24184577114428e-08,1.931349403936936e-07,0.9965311564636492,0.0298344696804662
Standard,2,1,KCl,-0.5,0.105,20,6.398929154228856e-06,1.344594957218756e-07,6.401242686567165e-06,1.3950257833727034e-07,2.313532338308691e-09,1.9375325894685574e-07,1.0003615499222678,0.0302842857151821
Standard,2,1,KCl,-0.5,0.25,50,6.2110412935323374e-06,1.4021638942120285e-07,6.217861990049751e-06,1.3574820549834133e-07,6.8206965174136635e-09,1.951620125904073e-07,1.0010981566850177,0.031439602656146
Standard,2,1,KCl,-0.5,0.15,50,6.334639900497512e-06,1.404436999512261e-07,6.356939353233832e-06,1.3942034061097246e-07,2.229945273631971e-08,1.9789508390071138e-07,1.0035202399957366,0.0312955841857145
Standard,2,1,KCl,-0.5,0.125,50,6.370046567164179e-06,1.3858632500956478e-07,6.448510995024876e-06,1.4084693941653457e-07,7.846442786069729e-08,1.9759562197240525e-07,1.0123177165242652,0.0312080324851613
Standard,2,1,KCl,-0.5,0.11,50,6.402191542288557e-06,1.3239321015486198e-07,6.4344548258706464e-06,1.3766121146893385e-07,3.2263283582089085e-08,1.909936418790007e-07,1.0050394124213529,0.0299048730355404
Standard,2,1,KCl,-0.5,0.105,50,6.334698905472636e-06,1.351382227343397e-07,6.464880248756219e-06,1.5056594849911392e-07,1.3018134328358305e-07,2.023176811137223e-07,1.0205505179056131,0.0322324944979628
Standard,2,1,KCl,0.5,0.25,10,5.917288606965173e-06,1.2970089108810988e-07,5.9776047761194025e-06,1.3482075802736984e-07,6.031616915422921e-08,1.8708008430649248e-07,1.0101932106342135,0.0317711521116383
Standard,2,1,KCl,0.5,0.15,10,6.437657611940299e-06,1.337797254380074e-07,6.514461691542288e-06,1.4442534864463497e-07,7.680407960198962e-08,1.9686466485734053e-07,1.0119304387141586,0.0307491853301509
Standard,2,1,KCl,0.5,0.125,10,6.44103880597015e-06,1.4382197258613566e-07,6.476919800995025e-06,1.3896467134836898e-07,3.588099502487538e-08,1.9998984894620866e-07,1.005570684497603,0.0311388889613701
Standard,2,1,KCl,0.5,0.11,10,6.495186815920397e-06,1.3216875838416178e-07,6.5769724378109465e-06,1.3005541845124096e-07,8.178562189054932e-08,1.85426515259653e-07,1.0125917274142269,0.0287314910494832
Standard,2,1,KCl,0.5,0.105,10,6.499872288557214e-06,1.302700890447854e-07,6.544531094527364e-06,1.3593261187366337e-07,4.4658805970149335e-08,1.8827631574505681e-07,1.0068707205291971,0.0290616039016065
Standard,2,1,KCl,0.5,0.25,20,5.95856696517413e-06,1.253768679192609e-07,6.04403024875622e-06,1.320963237771506e-07,8.54632835820897e-08,1.8212302919916965e-07,1.0143429257540604,0.0307734447513277
Standard,2,1,KCl,0.5,0.15,20,6.1788963184079605e-06,1.4196919151132089e-07,6.254276815920399e-06,1.4877764191171654e-07,7.538049751243887e-08,2.056454183082839e-07,1.0121996702368783,0.0334760270025304
Standard,2,1,KCl,0.5,0.125,20,6.294606616915423e-06,1.3451583469427494e-07,6.330725124378109e-06,1.3316062954983896e-07,3.6118507462686525e-08,1.8927826881500933e-07,1.0057380086891572,0.0301571799036432
Standard,2,1,KCl,0.5,0.11,20,6.319990298507463e-06,1.382029115681375e-07,6.344543930348259e-06,1.422152657065166e-07,2.4553631840796013e-08,1.9830589140488374e-07,1.0038850742930088,0.0314368298460956
Standard,2,1,KCl,0.5,0.105,20,6.26839223880597e-06,1.4250927150000688e-07,6.325683781094527e-06,1.330834272914243e-07,5.729154228855733e-08,1.9498741262731425e-07,1.009139750689799,0.0312586340424295
Standard,2,1,KCl,0.5,0.25,50,6.066448507462686e-06,1.1669025855126544e-07,6.089697313432836e-06,1.377854795860082e-07,2.3248805970149983e-08,1.8055872957436165e-07,1.0038323585771065,0.0298111924927048
Standard,2,1,KCl,0.5,0.15,50,6.168754925373134e-06,1.3977526380271792e-07,6.247634228855722e-06,1.4135279190920624e-07,7.88793034825879e-08,1.987906842677663e-07,1.0127869082881125,0.0324297883969605
Standard,2,1,KCl,0.5,0.125,50,6.262995572139303e-06,1.4682869372093454e-07,6.28885368159204e-06,1.4520470029368234e-07,2.5858109452737013e-08,2.0650198615794013e-07,1.0041287127150091,0.0330406524452084
Standard,2,1,KCl,0.5,0.11,50,6.235713830845772e-06,1.403242313207211e-07,6.248642835820896e-06,1.322441019834832e-07,1.29290049751239e-08,1.928195851182373e-07,1.002073380101436,0.0309557860931814
Standard,2,1,KCl,0.5,0.105,50,6.32811552238806e-06,1.3960981317891213e-07,6.311094278606965e-06,1.3009341612703533e-07,-1.7021243781094912e-08,1.9082766271023896e-07,0.9973102191764868,0.0301121405162342
Standard,2,1,KCl,-0.8,0.25,10,5.927430248756218e-06,1.4029630818178286e-07,5.956490945273632e-06,1.2941934419398818e-07,2.906069651741347e-08,1.9087278680063265e-07,1.004902747952793,0.0322869987319641
Standard,2,1,KCl,-0.8,0.15,10,6.359963880597014e-06,1.3453262506494725e-07,6.266019850746269e-06,1.3455518871629441e-07,-9.394402985074509e-08,1.9027381852830745e-07,0.9852288422364552,0.0296973384433409
Standard,2,1,KCl,-0.8,0.125,10,6.4551535820895526e-06,1.4048048382285876e-07,6.289209303482587e-06,1.446048963676971e-07,-1.6594427860696546e-07,2.0160690064731642e-07,0.9742927450917056,0.0308447092560713
Standard,2,1,KCl,-0.8,0.11,10,6.498270547263681e-06,1.3484967965923766e-07,6.353440298507461e-06,1.4037572334955378e-07,-1.4483024875621948e-07,1.94652972774909e-07,0.977712493239112,0.0296360507809821
Standard,2,1,KCl,-0.8,0.105,10,6.48978960199005e-06,1.5338293591805057e-07,6.3746132835820894e-06,1.379344457819154e-07,-1.1517631840796077e-07,2.062819341677913e-07,0.9822526883810466,0.0314749763902312
Standard,2,1,KCl,-0.8,0.25,20,5.993914477611941e-06,1.3748246394304524e-07,6.044978805970151e-06,1.364266646684846e-07,5.106432835820982e-08,1.936844411005125e-07,1.0085193621879227,0.0324525125507307
Standard,2,1,KCl,-0.8,0.15,20,6.2388570646766165e-06,1.479295645124421e-07,6.217387263681591e-06,1.3371043139551653e-07,-2.1469800995025123e-08,1.9940319837158055e-07,0.9965586964451256,0.0319010083410028
Standard,2,1,KCl,-0.8,0.125,20,6.292471840796019e-06,1.4424188101967646e-07,6.247159999999999e-06,1.4092352369991316e-07,-4.5311840796020366e-08,2.016560432322684e-07,0.9927990395598992,0.0319293284884105
Standard,2,1,KCl,-0.8,0.11,20,6.324379154228854e-06,1.3018981766167837e-07,6.257835820895521e-06,1.43107089710635e-07,-6.654333333333338e-08,1.93465830957895e-07,0.9894782821031788,0.03044515405842
Standard,2,1,KCl,-0.8,0.105,20,6.342764626865671e-06,1.401125212070109e-07,6.256886766169154e-06,1.4104868484672248e-07,-8.587786069651693e-08,1.9881209745881946e-07,0.9864605001527617,0.0311346470937214
Standard,2,1,KCl,-0.8,0.25,50,6.109920895522388e-06,1.5447636162919566e-07,6.131983930348259e-06,1.370224555829267e-07,2.2063034825871243e-08,2.064899504483672e-07,1.003611018080781,0.0338642007417519
Standard,2,1,KCl,-0.8,0.15,50,6.240991840796019e-06,1.3417786928959074e-07,6.285057611940299e-06,1.3911659466529745e-07,4.406577114427996e-08,1.9327992011164325e-07,1.007060700008648,0.0310749983712271
Standard,2,1,KCl,-0.8,0.125,50,6.365479502487561e-06,8.280068597391718e-08,6.307713482587064e-06,1.3769185839333756e-07,-5.7766019900497864e-08,1.606704747785422e-07,0.9909251110025687,0.0251802766107161
Standard,2,1,KCl,-0.8,0.11,50,6.251905124378109e-06,1.3829238598747744e-07,6.304926268656715e-06,1.3785787516318186e-07,5.3021144278605874e-08,1.9526796400489482e-07,1.008480797968584,0.0313664919665136
Standard,2,1,KCl,-0.8,0.105,50,6.332741990049751e-06,1.38224393744447e-07,6.359845771144278e-06,1.3976024755819288e-07,2.7103781094527373e-08,1.9656782499571813e-07,1.0042799440016843,0.031105684714136
Standard,2,1,KCl,0.8,0.25,10,5.900385771144278e-06,1.2787010869052766e-07,6.1364322885572135e-06,1.3509759974084038e-07,2.3604651741293538e-07,1.860164674222787e-07,1.040005268565204,0.0321282928037308
Standard,2,1,KCl,0.8,0.15,10,6.184768159203978e-06,1.3474373759509025e-07,6.395786666666667e-06,1.3266063116966272e-07,2.110185074626889e-07,1.890891797100718e-07,1.0341190651016818,0.0311074305359143
Standard,2,1,KCl,0.8,0.125,10,6.194079104477612e-06,1.4681715619502382e-07,6.468675920398009e-06,1.394360109127969e-07,2.745968159203977e-07,2.0247883467776985e-07,1.044332145471293,0.0334588516606897
Standard,2,1,KCl,0.8,0.11,10,6.17634671641791e-06,1.3446785309940885e-07,6.455806069651741e-06,1.4411476085389425e-07,2.7945935323383093e-07,1.9710572749958165e-07,1.045246707489878,0.0325929917591742
Standard,2,1,KCl,0.8,0.105,10,6.23950935323383e-06,1.4486406238636138e-07,6.4232462189054735e-06,1.3799855442587733e-07,1.837368656716436e-07,2.0007298067133259e-07,1.0294473259466173,0.0325639398936227
Standard,2,1,KCl,0.8,0.25,20,5.9580926865671645e-06,1.2833728589052464e-07,6.305875223880599e-06,1.3935474287613833e-07,3.477825373134343e-07,1.894470989796911e-07,1.0583714546934673,0.0326614465786333
Standard,2,1,KCl,0.8,0.15,20,6.041538955223881e-06,1.4417462171409706e-07,6.430006865671641e-06,1.3487961230529568e-07,3.884679104477607e-07,1.9743057352403613e-07,1.0642994960931051,0.0338156364175415
Standard,2,1,KCl,0.8,0.125,20,6.007199552238806e-06,1.410269408527977e-07,6.412392139303484e-06,1.3205980316091824e-07,4.05192587064678e-07,1.932055632149317e-07,1.067451161484001,0.0333357617692493
Standard,2,1,KCl,0.8,0.11,20,6.11021751243781e-06,1.3335860616691033e-07,6.41648447761194e-06,1.447943199571403e-07,3.062669651741299e-07,1.968499756937547e-07,1.0501237418390916,0.0329674755587089
Standard,2,1,KCl,0.8,0.105,20,6.071133582089553e-06,1.5309216816057074e-07,6.386415771144278e-06,1.4085750701516537e-07,3.1528218905472495e-07,2.0803376945734525e-07,1.0519313543000994,0.0352408845157744
Standard,2,1,KCl,0.8,0.25,50,5.94439223880597e-06,1.3849748911248425e-07,6.545539552238805e-06,1.4272453508173882e-07,6.011473134328356e-07,1.988764626715821e-07,1.1011284735735385,0.035137697399044
Standard,2,1,KCl,0.8,0.15,50,6.046639552238806e-06,1.296904868650685e-07,6.69837592039801e-06,1.4010485669409768e-07,6.517363681592039e-07,1.909161943172243e-07,1.107784888205862,0.033187749732021
Standard,2,1,KCl,0.8,0.125,50,6.068583582089552e-06,1.41896522226954e-07,6.645769900497512e-06,1.3897539458835894e-07,5.771863184079597e-07,1.9861717780971145e-07,1.09511054937291,0.0343528108100297
Standard,2,1,KCl,0.8,0.11,50,6.046105771144278e-06,1.42738553546431e-07,6.619970895522389e-06,1.3046770538410653e-07,5.738651243781111e-07,1.933807560661644e-07,1.09491483379549,0.0336722733812914
Standard,2,1,KCl,0.8,0.105,50,6.103753184079602e-06,1.408942570362998e-07,6.688946467661692e-06,1.345628546031935e-07,5.851932835820897e-07,1.9482903660586922e-07,1.095874335991902,0.0335548151798911
Standard,2,3,KCl,-0.5,0.25,10,4.8430996517412935e-06,1.273304541002588e-07,4.988049502487563e-06,1.3101947873408457e-07,1.4494985074626937e-07,1.826996123398442e-07,1.0299291489272069,0.038276254970685
Standard,2,3,KCl,-0.5,0.15,10,5.427700049751245e-06,1.411181683820248e-07,5.38677776119403e-06,1.3396066868474006e-07,-4.092228855721497e-08,1.9457594456139802e-07,0.9924604734635086,0.0357067775191477
Standard,2,3,KCl,-0.5,0.125,10,5.518856815920398e-06,1.35968026494507e-07,5.553492885572139e-06,1.3886263888689368e-07,3.4636069651740964e-08,1.943454056761898e-07,1.0062759500394765,0.0353231424182657
Standard,2,3,KCl,-0.5,0.11,10,5.573598358208956e-06,1.3413495439217564e-07,5.51310407960199e-06,1.3165514448085056e-07,-6.049427860696548e-08,1.8795016110145974e-07,0.989146279527324,0.0335355942076144
Standard,2,3,KCl,-0.5,0.105,10,5.6689064179104485e-06,1.2919185202676084e-07,5.598566915422886e-06,1.291102354247634e-07,-7.033950248756267e-08,1.8264716674928826e-07,0.9875920508644612,0.0320197293462283
Standard,2,3,KCl,-0.5,0.25,20,5.072088805970149e-06,1.2159946266973049e-07,5.07511303482587e-06,1.229865763172705e-07,3.024228855720985e-09,1.7295122802631668e-07,1.000596249192672,0.0341086716987548
Standard,2,3,KCl,-0.5,0.15,20,5.29935736318408e-06,1.361959102488486e-07,5.254105472636815e-06,1.3581467066153238e-07,-4.5251890547264584e-08,1.9234071523058485e-07,0.9914608720556118,0.0361400354398946
Standard,2,3,KCl,-0.5,0.125,20,5.352023482587064e-06,1.442574261617438e-07,5.347041492537314e-06,1.354686294673463e-07,-4.9819900497505344e-09,1.9789379619526257e-07,0.9990691389778166,0.0369572238045005
Standard,2,3,KCl,-0.5,0.11,20,5.378237412935323e-06,1.2889740672051413e-07,5.450652686567165e-06,1.390310739933568e-07,7.241527363184187e-08,1.89589506553026e-07,1.0134644992535424,0.0354714173306099
Standard,2,3,KCl,-0.5,0.105,20,5.450711990049751e-06,1.1858934726618547e-07,5.447094129353235e-06,1.3266582679561157e-07,-3.617860696516299e-09,1.7794284162163737e-07,0.9993362590606292,0.0326361755863102
Standard,2,3,KCl,-0.5,0.25,50,5.167337810945274e-06,1.3523318967688404e-07,5.194797164179104e-06,1.29119416794756e-07,2.7459353233830643e-08,1.869755047689457e-07,1.0053140232433937,0.036284820411938
Standard,2,3,KCl,-0.5,0.15,50,5.294790845771144e-06,1.4189132842348432e-07,5.267983830845772e-06,1.247216499920975e-07,-2.68070149253722e-08,1.889143696454358e-07,0.9949370965338918,0.0355774956863552
Standard,2,3,KCl,-0.5,0.125,50,5.29947631840796e-06,1.407573231998183e-07,5.351726915422886e-06,1.3714281693343546e-07,5.2250597014925306e-08,1.965216941480403e-07,1.0098595774139854,0.0372712442654481
Standard,2,3,KCl,-0.5,0.11,50,5.413348208955224e-06,1.3504576050648952e-07,5.4374861194029854e-06,1.3731995800270878e-07,2.4137910447761937e-08,1.9259836005698964e-07,1.004458961351836,0.0356565020764933
Standard,2,3,KCl,-0.5,0.105,50,5.413763034825871e-06,1.2327671819221894e-07,5.483628009950249e-06,1.3765950161547105e-07,6.986497512437796e-08,1.8478984721370284e-07,1.0129050670808728,0.0343300842050283
Standard,2,3,KCl,0.5,0.25,10,4.924707661691543e-06,1.2382969709243806e-07,4.991666965174129e-06,1.2743032390386428e-07,6.695930348258582e-08,1.776859063973525e-07,1.0135966047291398,0.0363195834432765
Standard,2,3,KCl,0.5,0.15,10,5.303212537313434e-06,1.370579050183894e-07,5.380491542288558e-06,1.293121166639439e-07,7.72790049751244e-08,1.884316662457223e-07,1.0145721116080846,0.035806469048238
Standard,2,3,KCl,0.5,0.125,10,5.389861940298507e-06,1.370474373190408e-07,5.399647611940299e-06,1.4578329854022597e-07,9.785671641791468e-09,2.000869066405522e-07,1.0018155699997855,0.0371544609196921
Standard,2,3,KCl,0.5,0.11,10,5.446323582089553e-06,1.2933139106614636e-07,5.445314726368159e-06,1.3566747028691045e-07,-1.008855721393512e-09,1.874360456506545e-07,0.9998147639033584,0.0344121155014959
Standard,2,3,KCl,0.5,0.105,10,5.4965570149253735e-06,1.3735883429559521e-07,5.552899502487562e-06,1.3593212846031377e-07,5.6342487562188746e-08,1.9324852627328373e-07,1.010250505436257,0.0353406394166327
Standard,2,3,KCl,0.5,0.25,20,4.949261791044777e-06,1.3240521115037762e-07,5.058566517412936e-06,1.2972277974130428e-07,1.09304726368159e-07,1.853621847184237e-07,1.0220850565160922,0.0378767820588204
Standard,2,3,KCl,0.5,0.15,20,5.129380497512438e-06,1.2851100760149393e-07,5.245684029850746e-06,1.3315130486097057e-07,1.1630353233830809e-07,1.8505228737016562e-07,1.0226739919946886,0.0364737197758218
Standard,2,3,KCl,0.5,0.125,20,5.221070746268657e-06,1.374966000232017e-07,5.262883333333333e-06,1.341942605938619e-07,4.1812587064676255e-08,1.921286407443555e-07,1.008008431430384,0.0369499297881332
Standard,2,3,KCl,0.5,0.11,20,5.314480995024876e-06,1.277344586593805e-07,5.302382388059701e-06,1.342008835934722e-07,-1.2098606965175073e-08,1.852726884521128e-07,0.9977234640642236,0.0348241577500567
Standard,2,3,KCl,0.5,0.105,20,5.36607895522388e-06,1.3182732269299485e-07,5.41465288557214e-06,1.2908732289280716e-07,4.857393034825922e-08,1.845046881248139e-07,1.0090520342234195,0.03454275987903
Standard,2,3,KCl,0.5,0.25,50,5.049670298507463e-06,1.2394980158479664e-07,5.107495970149254e-06,1.381073989552302e-07,5.7825671641791096e-08,1.8557264604216202e-07,1.0114513756787018,0.0369377969813909
Standard,2,3,KCl,0.5,0.15,50,5.123924378109453e-06,1.6145467396992974e-07,5.2477e-06,1.340699507011172e-07,1.2377562189054668e-07,2.098627251984885e-07,1.024156410742388,0.0415458589719013
Standard,2,3,KCl,0.5,0.125,50,5.170777711442787e-06,1.391005189988029e-07,5.1899935323383085e-06,1.3730483845793705e-07,1.9215820895521312e-08,1.954522270266996e-07,1.003716234185236,0.0378706001959842
Standard,2,3,KCl,0.5,0.11,50,5.330790995024874e-06,1.282252013412535e-07,5.348939253731342e-06,1.3025508481414582e-07,1.8148258706468066e-08,1.827787990412053e-07,1.0034044213557436,0.034344866486707
Standard,2,3,KCl,0.5,0.105,50,5.32966368159204e-06,1.3775111706399376e-07,5.323318258706468e-06,1.303631078313674e-07,-6.345422885572169e-09,1.896573492797757e-07,0.9988094140147176,0.0355628938414004
Standard,2,3,KCl,-0.8,0.25,10,4.915871194029851e-06,1.373166837735575e-07,4.999199353233832e-06,1.3315864809722125e-07,8.332815920398067e-08,1.9127753973126802e-07,1.0169508426716265,0.0392515032152626
Standard,2,3,KCl,-0.8,0.15,10,5.319344527363185e-06,1.392462263829814e-07,5.269999950248755e-06,1.3093135636850909e-07,-4.934457711442985e-08,1.911348519825676e-07,0.9907235606077784,0.035755508755544
Standard,2,3,KCl,-0.8,0.125,10,5.381083681592039e-06,1.4195461443848212e-07,5.303034776119402e-06,1.3630451991799332e-07,-7.804890547263738e-08,1.967994784303372e-07,0.9854956900708248,0.0362974336779381
Standard,2,3,KCl,-0.8,0.11,10,5.410085870646766e-06,1.3528588002582969e-07,5.331858407960199e-06,1.2717895488032885e-07,-7.822746268656704e-08,1.8567917465029808e-07,0.985540439734792,0.0340583831069034
Standard,2,3,KCl,-0.8,0.105,10,5.535166616915422e-06,1.510903962847987e-07,5.401782636815921e-06,1.3494176069887494e-07,-1.333839800995012e-07,2.0257735961851694e-07,0.9759024453406911,0.0361103017970418
Standard,2,3,KCl,-0.8,0.25,20,4.982652189054726e-06,1.2855503629645965e-07,5.161703383084577e-06,1.3080737000833518e-07,1.7905119402985145e-07,1.8340383149127928e-07,1.0359349172360794,0.0374641807942016
Standard,2,3,KCl,-0.8,0.15,20,5.21158184079602e-06,1.3518979549172537e-07,5.244616169154229e-06,1.360438264080779e-07,3.303432835820891e-08,1.917920840620013e-07,1.0063386375513894,0.036917211038025
Standard,2,3,KCl,-0.8,0.125,20,5.261399950248757e-06,1.402984053134515e-07,5.213953930348259e-06,1.2705533991523197e-07,-4.74460199004976e-08,1.892794281861414e-07,0.9909822442032268,0.0357972337458853
Standard,2,3,KCl,-0.8,0.11,20,5.310329850746268e-06,1.4038386083691253e-07,5.299061044776119e-06,1.325431699538041e-07,-1.1268805970148793e-08,1.930681752254385e-07,0.9978779461376462,0.0363163265372488
Standard,2,3,KCl,-0.8,0.105,20,5.378889552238806e-06,1.263220654252396e-07,5.297578656716418e-06,1.3365259302642268e-07,-8.131089552238787e-08,1.8390290872083858e-07,0.9848833305215304,0.0339468782010867
Standard,2,3,KCl,-0.8,0.25,50,5.088873084577114e-06,1.304029473456709e-07,5.18744288557214e-06,1.291487534846227e-07,9.856980099502565e-08,1.835329104086503e-07,1.019369671704677,0.0364198702148171
Standard,2,3,KCl,-0.8,0.15,50,5.198415223880597e-06,1.2917581549219894e-07,5.258434975124379e-06,1.250717988322083e-07,6.001975124378163e-08,1.798036322525188e-07,1.0115457785996127,0.0347948533107964
Standard,2,3,KCl,-0.8,0.125,50,5.185782636815921e-06,1.431726759948016e-07,5.2828700497512445e-06,1.276957100982547e-07,9.708741293532341e-08,1.9184527497181146e-07,1.0187218438825534,0.0373818001032531
Standard,2,3,KCl,-0.8,0.11,50,5.3807286567164185e-06,1.3745475874150948e-07,5.348701890547265e-06,1.4227829091048277e-07,-3.202676616915393e-08,1.978305405267209e-07,0.9940478756294135,0.036661012455962
Standard,2,3,KCl,-0.8,0.105,50,5.360860049751244e-06,1.2970272678898278e-07,5.370230945273633e-06,1.329659262503067e-07,9.3708955223892e-09,1.8574911811392133e-07,1.0017480209211624,0.0346786711045512
Standard,2,3,KCl,0.8,0.25,10,4.920319402985076e-06,1.3307221457029185e-07,5.169591691542288e-06,1.2620750674632777e-07,2.492722885572128e-07,1.8340269640811217e-07,1.050661810370681,0.0382803250316094
Standard,2,3,KCl,0.8,0.15,10,5.136438059701492e-06,1.3136248248916585e-07,5.366494328358209e-06,1.3147896446835764e-07,2.300562686567173e-07,1.8585698777121093e-07,1.0447890670505011,0.0370025018577001
Standard,2,3,KCl,0.8,0.125,10,5.172616467661692e-06,1.3053940755557372e-07,5.3860068159203975e-06,1.3433885265927702e-07,2.1339034825870562e-07,1.873164815459951e-07,1.0412538508495237,0.0369461865265981
Standard,2,3,KCl,0.8,0.11,10,5.216385323383085e-06,1.343131998242165e-07,5.399943731343283e-06,1.3268684305351249e-07,1.8355840796019809e-07,1.8880104334067482e-07,1.0351888130536244,0.036843915009568
Standard,2,3,KCl,0.8,0.105,10,5.267805820895522e-06,1.2513199661736306e-07,5.46381880597015e-06,1.347829815798981e-07,1.960129850746273e-07,1.8391429716314858e-07,1.0372096071379688,0.0355201682377925
Standard,2,3,KCl,0.8,0.25,20,4.982948855721393e-06,1.3418876662814993e-07,5.301730099502488e-06,1.2626226265591012e-07,3.187812437810949e-07,1.842519580904749e-07,1.0639744161562228,0.038249414529573
Standard,2,3,KCl,0.8,0.15,20,5.061531890547265e-06,1.453192961014055e-07,5.379482985074627e-06,1.325502739531109e-07,3.179510945273627e-07,1.966908054395343e-07,1.0628171670954314,0.0402107825607915
Standard,2,3,KCl,0.8,0.125,20,5.05020407960199e-06,1.436266426268944e-07,5.36056383084577e-06,1.3680522400753288e-07,3.1035975124378014e-07,1.9835393060896202e-07,1.0614548929809269,0.040559878064831
Standard,2,3,KCl,0.8,0.11,20,5.10844487562189e-06,1.3298673950476954e-07,5.457769751243782e-06,1.236340934913901e-07,3.493248756218915e-07,1.815788037121823e-07,1.0683818430319003,0.0368685373155391
Standard,2,3,KCl,0.8,0.105,20,5.151798656716419e-06,1.461314538991745e-07,5.482560547263682e-06,1.2463019190468654e-07,3.307618905472628e-07,1.92060111821496e-07,1.064203186612514,0.038683892390601
Standard,2,3,KCl,0.8,0.25,50,4.987753084577114e-06,1.306371683612202e-07,5.494718706467662e-06,1.3955375516380208e-07,5.069656218905485e-07,1.9115784142366802e-07,1.101642084781254,0.0401917830028261
Standard,2,3,KCl,0.8,0.15,50,5.035258457711442e-06,1.334334288441597e-07,5.582019800995025e-06,1.419844786480557e-07,5.467613432835829e-07,1.948437120105999e-07,1.1085865498018723,0.0407204897444987
Standard,2,3,KCl,0.8,0.125,50,5.062303233830845e-06,1.326530047303491e-07,5.583028208955224e-06,1.2933769218899845e-07,5.207249751243788e-07,1.8527023043318682e-07,1.102863252371851,0.038573860380247
Standard,2,3,KCl,0.8,0.11,50,5.121670248756219e-06,1.32945404299802e-07,5.739720049751244e-06,1.366917019884437e-07,6.180498009950249e-07,1.906806280588968e-07,1.1206734855968357,0.0394780153773784
Standard,2,3,KCl,0.8,0.105,50,5.139581492537314e-06,1.2793236483298968e-07,5.724300199004974e-06,1.238829662583206e-07,5.8471870646766e-07,1.7808334930790517e-07,1.1137677663671008,0.0367366100435441
Enode,1,2,KCl,-0.5,0.25,10,8.179061293532338e-06,9.222221589898177e-08,8.221704278606965e-06,9.655668373863089e-08,4.264298507462677e-08,1.3352202170398858e-07,1.005213677162237,0.016365517203781
Enode,1,2,KCl,-0.5,0.15,10,8.2643468159204e-06,1.0680054033950817e-07,8.3751931840796e-06,1.065885404666512e-07,1.1084636815920104e-07,1.5088894053449326e-07,1.0134125987967575,0.0183809115637989
Enode,1,2,KCl,-0.5,0.125,10,8.427799950248757e-06,9.61055180491604e-08,8.47115407960199e-06,1.0150198361743288e-07,4.33541293532333e-08,1.397816986510434e-07,1.005144181115969,0.0166261738880513
Enode,1,2,KCl,-0.5,0.11,10,8.558989402985075e-06,8.90807249332974e-08,8.559878756218905e-06,9.38972513173058e-08,8.893532338303124e-10,1.294297854420963e-07,1.0001039086733208,0.0151228317025759
Enode,1,2,KCl,-0.5,0.105,10,8.552702935323382e-06,9.455128926059548e-08,8.56539487562189e-06,1.004413351967677e-07,1.2691940298507844e-08,1.3794349610239057e-07,1.0014839683307706,0.0161398927443064
Enode,1,2,KCl,-0.5,0.25,20,8.113763283582091e-06,9.917614019089569e-08,8.231371741293533e-06,1.1388749305104903e-07,1.1760845771144165e-07,1.5101744222644258e-07,1.014494933312809,0.0187293334111062
Enode,1,2,KCl,-0.5,0.15,20,8.252069999999998e-06,1.0334833914001705e-07,8.487641442786069e-06,1.1051479306141763e-07,2.3557144278607058e-07,1.513089511179293e-07,1.0285469515874284,0.0185819095668019
Enode,1,2,KCl,-0.5,0.125,20,8.305921691542288e-06,1.0215027139036073e-07,8.490844228855721e-06,1.0672718580815005e-07,1.8492253731343322e-07,1.4773411974101216e-07,1.0222639394134592,0.0179770168369882
Enode,1,2,KCl,-0.5,0.11,20,8.415700845771144e-06,1.0104566096958889e-07,8.606791791044775e-06,9.915908150429849e-08,1.910909452736309e-07,1.4157241625951437e-07,1.0227064802772372,0.0170180749250285
Enode,1,2,KCl,-0.5,0.105,20,8.246613582089553e-06,9.103291809617249e-08,8.470976368159203e-06,9.303822368383748e-08,2.243627860696501e-07,1.30165676133719e-07,1.0272066568702738,0.0159956162296528
Enode,1,2,KCl,-0.5,0.25,50,8.137308457711444e-06,1.0363649255985777e-07,8.362619900497513e-06,1.0892570912319113e-07,2.2531144278606946e-07,1.5035069902763838e-07,1.0276886938668952,0.0187215303286466
Enode,1,2,KCl,-0.5,0.15,50,8.270040895522387e-06,9.332851466295813e-08,8.50857736318408e-06,1.0876028624232488e-07,2.3853646766169257e-07,1.433143799927503e-07,1.0288434447513848,0.0175430547459644
