Type,Chip,Disp,Electrolyte,Potential [V],Period [s],Pulses #,IDSant (2-3s) [A],Std IDSant [A],"IDSdep (+3, +4s) [A]",Std IDSdep [A],delIDS [A],Std del IDS [A],RatioIDS,Std RazIDS
Standard,1,3,MgCl2,-0.5,0.25,10,8.326561144278607e-06,1.4326484965679492e-07,8.466884278606964e-06,1.3990259541767617e-07,1.40323134328357e-07,2.002437348627568e-07,1.0168524714941627,0.0242570900100179
Standard,1,3,MgCl2,-0.5,0.15,10,1.013699791044776e-05,1.278588685215538e-07,1.0139607661691545e-05,1.2354746447825222e-07,2.609751243782109e-09,1.7779726161731788e-07,1.0002574481386737,0.017541774812751
Standard,1,3,MgCl2,-0.5,0.125,10,1.0235628855721392e-05,1.3449897245400836e-07,1.0258288557213931e-05,1.3162287560453912e-07,2.265970149254124e-08,1.881875526531765e-07,1.0022138064804758,0.0184063410070515
Standard,1,3,MgCl2,-0.5,0.11,10,1.0340428855721391e-05,1.434402766421763e-07,1.0285151343283584e-05,1.314206975429921e-07,-5.527751243780919e-08,1.945418019497884e-07,0.994654234054594,0.0187590977003416
Standard,1,3,MgCl2,-0.5,0.105,10,1.0299919651741292e-05,1.3781292074540074e-07,1.0244403034825873e-05,1.2896297190761302e-07,-5.551661691542225e-08,1.8874281243963145e-07,0.9946099951463178,0.0182720962394261
Standard,1,3,MgCl2,-0.5,0.25,20,8.83441671641791e-06,1.3320362460970844e-07,8.930318258706467e-06,1.4797933254834188e-07,9.590154228855629e-08,1.9910069932226978e-07,1.0108554469827455,0.0226467682383846
Standard,1,3,MgCl2,-0.5,0.15,20,9.579504228855722e-06,1.3002787116817454e-07,9.672380895522388e-06,1.2995301203201892e-07,9.287666666666601e-08,1.838342531105709e-07,1.0096953521234324,0.0192836790320953
Standard,1,3,MgCl2,-0.5,0.125,20,9.72700393034826e-06,1.397815107157422e-07,9.802621442786067e-06,1.3305277678954313e-07,7.561751243780908e-08,1.929816368191107e-07,1.0077739777817796,0.019920849308152
Standard,1,3,MgCl2,-0.5,0.11,20,9.780559154228854e-06,1.3367408123784162e-07,9.85724502487562e-06,1.2712570851768882e-07,7.668587064676665e-08,1.8447142261311226e-07,1.0078406427932711,0.0189388264015325
Standard,1,3,MgCl2,-0.5,0.105,20,9.793784676616915e-06,1.276090190073567e-07,9.862996865671642e-06,1.3853095460447416e-07,6.921218905472698e-08,1.8834778234862973e-07,1.0070669502485563,0.0192938626836078
Standard,1,3,MgCl2,-0.5,0.25,50,9.399089154228856e-06,1.3340718095282976e-07,9.349922736318408e-06,1.3474427160356432e-07,-4.916641791044855e-08,1.896140676736728e-07,0.9947690231357867,0.0201214954971023
Standard,1,3,MgCl2,-0.5,0.15,50,9.627247064676615e-06,1.3511869896443208e-07,9.765079651741295e-06,1.3015228684651733e-07,1.3783258706467808e-07,1.8760778390359762e-07,1.0143169263382052,0.0196323829494808
Standard,1,3,MgCl2,-0.5,0.125,50,9.730028358208954e-06,1.3302430698857656e-07,9.884406119402983e-06,1.3162386892910304e-07,1.5437776119403057e-07,1.87137139877836e-07,1.0158661162650966,0.0193877402101945
Standard,1,3,MgCl2,-0.5,0.11,50,9.767214676616917e-06,1.3695241663446433e-07,9.893124726368156e-06,1.3270771850216468e-07,1.2591004975123973e-07,1.907021315352025e-07,1.0128910906455937,0.0196549308703473
Standard,1,3,MgCl2,-0.5,0.105,50,9.768578905472637e-06,1.3432066259439017e-07,9.9553992039801e-06,1.477154361208171e-07,1.868202985074628e-07,1.9965442761972298e-07,1.0191246137555177,0.0206162655922044
Standard,1,3,MgCl2,0.5,0.25,10,8.28729895522388e-06,1.3608398494092894e-07,8.374245024875621e-06,1.248461859494489e-07,8.694606965174115e-08,1.846765310036101e-07,1.0104914846346813,0.0224115356383856
Standard,1,3,MgCl2,0.5,0.15,10,9.80843343283582e-06,1.2638142175041673e-07,9.768045174129354e-06,1.2776137887129472e-07,-4.0388258706465335e-08,1.7970874685098445e-07,0.9958822926226673,0.0182845867876249
Standard,1,3,MgCl2,0.5,0.125,10,9.886719950248755e-06,1.293121326538911e-07,9.863056218905474e-06,1.2029175860644756e-07,-2.36637313432831e-08,1.7661181965012817e-07,0.9976065134379892,0.017840631769198
Standard,1,3,MgCl2,0.5,0.11,10,9.985288208955225e-06,1.368521329420047e-07,9.94685895522388e-06,1.289772015722275e-07,-3.842925373134227e-08,1.8805218641690698e-07,0.9961514126655976,0.0187945747156268
Standard,1,3,MgCl2,0.5,0.105,10,9.923313582089552e-06,1.4170526827222948e-07,9.89253233830846e-06,1.3577211323392222e-07,-3.0781243781092733e-08,1.962509867188176e-07,0.9968980881712084,0.0197447993304103
Standard,1,3,MgCl2,0.5,0.25,20,8.696170248756219e-06,1.3803160656689406e-07,8.613256865671642e-06,1.4549426144912685e-07,-8.29133830845767e-08,2.005524981795657e-07,0.9904655289957742,0.0229582666133157
Standard,1,3,MgCl2,0.5,0.15,20,9.313803781094526e-06,1.275818076045007e-07,9.239372238805967e-06,1.2122583226962258e-07,-7.443154228855696e-08,1.759909657939705e-07,0.992008470004528,0.0188165065011441
Standard,1,3,MgCl2,0.5,0.125,20,9.448255472636816e-06,1.250478115598211e-07,9.343991791044775e-06,1.299443105594705e-07,-1.0426368159204116e-07,1.803398985878517e-07,0.98896476901011,0.0189861302276981
Standard,1,3,MgCl2,0.5,0.11,20,9.421626268656715e-06,1.355091210934065e-07,9.3897184079602e-06,1.3780547633694644e-07,-3.1907860696516673e-08,1.932694264697865e-07,0.9966133383147806,0.0204792599831581
Standard,1,3,MgCl2,0.5,0.105,20,9.438350696517413e-06,1.4386305320864158e-07,9.41047592039801e-06,1.3419536778992646e-07,-2.7874776119402173e-08,1.9673579952511454e-07,0.9970466475536148,0.0208114031132824
Standard,1,3,MgCl2,0.5,0.25,50,9.028888358208954e-06,1.2788239377956238e-07,8.89022592039801e-06,1.4027222219054502e-07,-1.386624378109443e-07,1.8981623470363298e-07,0.9846423576956876,0.0208772834094268
Standard,1,3,MgCl2,0.5,0.15,50,9.33420592039801e-06,1.3440005884773118e-07,9.170337462686567e-06,1.2264956939602308e-07,-1.638684577114421e-07,1.8195134704448734e-07,0.9824443065528112,0.0193069994975559
Standard,1,3,MgCl2,0.5,0.125,50,9.396419900497512e-06,1.2741868542717762e-07,9.167846517412937e-06,1.3651012728662637e-07,-2.285733830845766e-07,1.867365423472357e-07,0.975674417969287,0.0196495577936245
Standard,1,3,MgCl2,0.5,0.11,50,9.385685422885573e-06,1.337973010787036e-07,9.188960447761194e-06,1.284610303878125e-07,-1.9672497512437813e-07,1.854830291542699e-07,0.9790398925320154,0.0195478920315916
Standard,1,3,MgCl2,0.5,0.105,50,9.407273233830846e-06,1.3041304750672018e-07,9.174251791044776e-06,1.352817071771942e-07,-2.3302144278607177e-07,1.8790610223397802e-07,0.9752296508250584,0.0197377789448379
Standard,1,3,MgCl2,-0.8,0.25,10,8.312801791044775e-06,1.3670204668100666e-07,8.457395074626866e-06,1.3933187182450182e-07,1.445932835820918e-07,1.951943136284854e-07,1.017394049228728,0.02368237583784
Standard,1,3,MgCl2,-0.8,0.15,10,9.76039497512438e-06,1.2687090526643368e-07,9.521975074626868e-06,1.3054461117610122e-07,-2.384199004975123e-07,1.820387928718597e-07,0.9755727200481992,0.0184308744012165
Standard,1,3,MgCl2,-0.8,0.125,10,9.853508009950248e-06,1.2138621917672509e-07,9.642489402985074e-06,1.3533515622203208e-07,-2.11018606965173e-07,1.817971911654901e-07,0.9785844181836476,0.0182748989011684
Standard,1,3,MgCl2,-0.8,0.11,10,9.97752054726368e-06,1.3775227253007132e-07,9.72219975124378e-06,1.2897036083704585e-07,-2.553207960199006e-07,1.887035838600763e-07,0.9744103963694746,0.0186565319745133
Standard,1,3,MgCl2,-0.8,0.105,10,9.899946965174129e-06,1.631276133008872e-07,9.700374427860696e-06,1.3839610008159922e-07,-1.9957253731343138e-07,2.139254513587381e-07,0.9798410498545614,0.0213565328456056
Standard,1,3,MgCl2,-0.8,0.25,20,8.681164925373135e-06,1.4641320437077877e-07,8.685197960199005e-06,1.3504242074740217e-07,4.033034825870317e-09,1.991815298049441e-07,1.000464572999193,0.0229498617206343
Standard,1,3,MgCl2,-0.8,0.15,20,9.365816815920395e-06,1.3723844503203513e-07,9.16298343283582e-06,1.410096947966937e-07,-2.028333830845768e-07,1.96769217159259e-07,0.978343225468622,0.0207892086619249
Standard,1,3,MgCl2,-0.8,0.125,20,9.443510597014924e-06,1.567791597331794e-07,9.248802537313431e-06,1.316714471783075e-07,-1.947080597014896e-07,2.0473659889885737e-07,0.9793818138179422,0.0214191490270333
Standard,1,3,MgCl2,-0.8,0.11,20,9.4416723880597e-06,1.35659865654027e-07,9.335688706467662e-06,1.398700934307201e-07,-1.0598368159203953e-07,1.9485184675949842e-07,0.988774903720863,0.02052546629551
Standard,1,3,MgCl2,-0.8,0.105,20,9.453000248756218e-06,1.325984303015607e-07,9.336341094527364e-06,1.404617966950303e-07,-1.1665915422885469e-07,1.9316278122152285e-07,0.9876590340464444,0.0203155765743931
Standard,1,3,MgCl2,-0.8,0.25,50,8.957422039800996e-06,2.108221418952914e-07,8.840703582089552e-06,1.3385366777232698e-07,-1.1671845771144377e-07,2.497254089783874e-07,0.9869696373361864,0.0276207432826902
Standard,1,3,MgCl2,-0.8,0.15,50,9.237593084577114e-06,1.2664032845597718e-07,9.145368855721394e-06,1.43854252214469e-07,-9.222422885572006e-08,1.9165546867131618e-07,0.9900164222420994,0.0206571558869276
Standard,1,3,MgCl2,-0.8,0.125,50,9.340492189054726e-06,1.2394860054548445e-07,9.22584990049751e-06,1.3494047295748613e-07,-1.1464228855721534e-07,1.8322714542112506e-07,0.9877263118220307,0.0195066234803211
Standard,1,3,MgCl2,-0.8,0.11,50,9.290673980099504e-06,1.3567936134902609e-07,9.263333084577112e-06,1.468070877629475e-07,-2.734089552239016e-08,1.999030017621481e-07,0.9970571676951582,0.0214873769914316
Standard,1,3,MgCl2,-0.8,0.105,50,9.352591393034824e-06,1.3238056576797717e-07,9.334858258706467e-06,1.433493134460459e-07,-1.7733134328358225e-08,1.9512467772811938e-07,0.9981039335962476,0.020844968681231
Standard,1,3,MgCl2,0.8,0.25,10,8.185823532338308e-06,1.277263551971956e-07,8.870239054726367e-06,1.283821085143953e-07,6.844155223880588e-07,1.810966250336051e-07,1.0836098554634432,0.0230618764116724
Standard,1,3,MgCl2,0.8,0.15,10,9.144716417910448e-06,1.3498658881572084e-07,9.643735174129352e-06,1.3630315017670922e-07,4.990187562189051e-07,1.918330730301713e-07,1.0545690793911937,0.0215518828542645
Standard,1,3,MgCl2,0.8,0.125,10,9.311490845771142e-06,1.2869867032639094e-07,9.76430895522388e-06,1.2963395049292824e-07,4.528181094527379e-07,1.8266994515843057e-07,1.048630033251699,0.0200969024411406
Standard,1,3,MgCl2,0.8,0.11,10,9.346897810945272e-06,1.271574775787254e-07,9.803867810945275e-06,1.4916194401449753e-07,4.56970000000004e-07,1.960058918664645e-07,1.048890017762352,0.0214076257601459
Standard,1,3,MgCl2,0.8,0.105,10,9.340729850746268e-06,1.323371188271741e-07,9.766503134328358e-06,1.3125594571152526e-07,4.2577328358209044e-07,1.8639001127770894e-07,1.045582442741139,0.0204181290763213
Standard,1,3,MgCl2,0.8,0.25,20,8.3693815920398e-06,1.4455312141718953e-07,9.375662089552238e-06,1.28828953196135e-07,1.006280497512438e-06,1.9362981199460138e-07,1.120233554468292,0.0247244309745369
Standard,1,3,MgCl2,0.8,0.15,20,8.749072786069652e-06,1.3711634929941436e-07,9.61105606965174e-06,1.273870465902054e-07,8.619832835820887e-07,1.8715863026901586e-07,1.0985228154638906,0.0225475406568005
Standard,1,3,MgCl2,0.8,0.125,20,8.854225721393034e-06,1.4331861905419696e-07,9.644565024875625e-06,1.3662497417428625e-07,7.903393034825892e-07,1.980065911421294e-07,1.0892612553995569,0.0234299416181689
Standard,1,3,MgCl2,0.8,0.11,20,8.845922835820895e-06,1.4518932618625212e-07,9.683411393034824e-06,1.3652982641551174e-07,8.374885572139299e-07,1.9929960847795885e-07,1.0946750918765178,0.0236860658099338
Standard,1,3,MgCl2,0.8,0.105,20,8.88755646766169e-06,1.5761273588438285e-07,9.719471144278608e-06,1.392918975467852e-07,8.319146766169177e-07,2.1034259491397441e-07,1.0936044321792977,0.0249351860728108
Standard,1,3,MgCl2,0.8,0.25,50,8.390969950248755e-06,1.3054466756439165e-07,1.0074193482587064e-05,1.3886419594269424e-07,1.6832235323383088e-06,1.9059164500131825e-07,1.2005993993922488,0.0249553353294163
Standard,1,3,MgCl2,0.8,0.15,50,8.591609452736319e-06,1.3415440603721893e-07,1.01212231840796e-05,1.4212941622975508e-07,1.5296137313432818e-06,1.954435356234889e-07,1.1780357614900805,0.0247391148269575
Standard,1,3,MgCl2,0.8,0.125,50,8.76336552238806e-06,1.3236989506625272e-07,1.0216054129353237e-05,1.2571211454097506e-07,1.4526886069651763e-06,1.825522524161616e-07,1.165768345877385,0.0227124493487863
Standard,1,3,MgCl2,0.8,0.11,50,8.678970497512437e-06,1.3442365761186257e-07,1.0112739004975123e-05,1.3300491730009454e-07,1.4337685074626877e-06,1.8910321983444977e-07,1.1652002974170304,0.0236760079282613
Standard,1,3,MgCl2,0.8,0.105,50,8.749962437810944e-06,1.42453878783722e-07,1.01718144278607e-05,1.3078741934450757e-07,1.4218519900497543e-06,1.933868057529351e-07,1.1624980678666172,0.0241166884736571
Standard,2,2,MgCl2,-0.5,0.25,10,4.805676417910448e-06,1.2595313869890058e-07,4.897366865671642e-06,1.3210640189493796e-07,9.169044776119472e-08,1.8252751729460245e-07,1.0190796133130129,0.0383284263207868
Standard,2,2,MgCl2,-0.5,0.15,10,6.090468358208956e-06,1.2383196089374928e-07,5.976893134328359e-06,1.2315293644743856e-07,-1.135752238805963e-07,1.7464535577683676e-07,0.9813519720979232,0.0284076132117731
Standard,2,2,MgCl2,-0.5,0.125,10,6.036557014925372e-06,1.3309755363283254e-07,5.955127313432837e-06,1.4046911669383508e-07,-8.142970149253508e-08,1.935110630630481e-07,0.9865105719549736,0.0318526919551575
Standard,2,2,MgCl2,-0.5,0.11,10,6.026475074626866e-06,1.455574883306228e-07,5.887160149253732e-06,1.328839494200771e-07,-1.3931492537313444e-07,1.970916700994667e-07,0.976882850480924,0.0322941422945213
Standard,2,2,MgCl2,-0.5,0.105,10,6.041420447761195e-06,1.3314451396621085e-07,6.004530995024875e-06,1.3089255988025053e-07,-3.688945273631969e-08,1.867091958937842e-07,0.9938939107027404,0.0308090317169658
Standard,2,2,MgCl2,-0.5,0.25,20,5.164193880597015e-06,1.2765598186088146e-07,5.170540597014925e-06,1.2912921628602024e-07,6.346716417910703e-09,1.815775432246716e-07,1.0012289849228466,0.0351822335604047
Standard,2,2,MgCl2,-0.5,0.15,20,5.641446616915423e-06,1.24167964119162e-07,5.629288358208955e-06,1.2245625784250897e-07,-1.2158258706467464e-08,1.7439385997875198e-07,0.997844833155026,0.0308792125062303
Standard,2,2,MgCl2,-0.5,0.125,20,5.686105621890547e-06,1.35487169664645e-07,5.650520895522388e-06,1.426832472548688e-07,-3.5584726368159485e-08,1.967619937664038e-07,0.9937418105229764,0.0345014878261112
Standard,2,2,MgCl2,-0.5,0.11,20,5.63237223880597e-06,1.374222364919981e-07,5.599397164179103e-06,1.2938279413978466e-07,-3.2975074626867425e-08,1.887452741180042e-07,0.9941454376186866,0.0334069371324552
Standard,2,2,MgCl2,-0.5,0.105,20,5.667838457711443e-06,1.2686636216156524e-07,5.641387313432836e-06,1.4361631321248388e-07,-2.645114427860724e-08,1.9162650982798724e-07,0.9953331160589768,0.0337403836814445
Standard,2,2,MgCl2,-0.5,0.25,50,5.459608109452736e-06,1.405176659797905e-07,5.39110711442786e-06,1.4043078461160798e-07,-6.850099502487628e-08,1.98660564076114e-07,0.9874531296657952,0.036159636192782
Standard,2,2,MgCl2,-0.5,0.15,50,5.682725074626866e-06,1.354848808838809e-07,5.666059651741293e-06,1.3653092484260885e-07,-1.6665422885573283e-08,1.9234564301407377e-07,0.9970673536610132,0.0337982175538257
Standard,2,2,MgCl2,-0.5,0.125,50,5.650046567164179e-06,1.3475825163846808e-07,5.575199253731343e-06,1.2892156843577517e-07,-7.484731343283609e-08,1.864954615871307e-07,0.9867527970711216,0.0327801973336491
Standard,2,2,MgCl2,-0.5,0.11,50,5.5451304477611934e-06,1.3797626566659396e-07,5.503555572139303e-06,1.3114195802562958e-07,-4.157487562189008e-08,1.9035667322711465e-07,0.9925024530958192,0.0341936388167064
Standard,2,2,MgCl2,-0.5,0.105,50,5.589374228855721e-06,1.362083135037189e-07,5.558711940298508e-06,1.4014585492163658e-07,-3.066228855721382e-08,1.954317408182299e-07,0.9945141822140094,0.034871828279449
Standard,2,2,MgCl2,0.5,0.25,10,4.744648208955224e-06,1.258158119227314e-07,4.800575621890547e-06,1.377685726380887e-07,5.592741293532394e-08,1.865738409759322e-07,1.011787473058543,0.0395344654620925
Standard,2,2,MgCl2,0.5,0.15,10,5.84392472636816e-06,1.3335185217330025e-07,5.815337562189054e-06,1.293265477909596e-07,-2.85871641791056e-08,1.8576348522133482e-07,0.9951082251196496,0.0317074178626187
Standard,2,2,MgCl2,0.5,0.125,10,5.775423681592039e-06,1.3139609931188254e-07,5.831588606965174e-06,1.3959904192024285e-07,5.6164925373135086e-08,1.9171026946782962e-07,1.009724814744267,0.0333461785104165
Standard,2,2,MgCl2,0.5,0.11,10,5.711252189054726e-06,1.3278068501549485e-07,5.726909800995024e-06,1.2981375966345086e-07,1.5657611940298248e-08,1.8569416391245105e-07,1.0027415374810984,0.0325593454524871
Standard,2,2,MgCl2,0.5,0.105,10,5.740787711442786e-06,1.3152814131103777e-07,5.7614267164179095e-06,1.3418997667547365e-07,2.0639004975123696e-08,1.879005103689197e-07,1.0035951520962856,0.0327884990263746
Standard,2,2,MgCl2,0.5,0.25,20,5.02126223880597e-06,1.341086534063432e-07,5.086619154228857e-06,1.4309684020893365e-07,6.535691542288705e-08,1.961168952340511e-07,1.0130160330838305,0.0392958278618475
Standard,2,2,MgCl2,0.5,0.15,20,5.393123930348258e-06,1.313535406297643e-07,5.437427014925373e-06,1.3489066373935884e-07,4.4303084577115215e-08,1.8827969566583626e-07,1.008214735123703,0.0350509405126423
Standard,2,2,MgCl2,0.5,0.125,20,5.441756815920398e-06,1.3901610059561776e-07,5.429064626865672e-06,1.4781237965740577e-07,-1.269218905472536e-08,2.02913715171735e-07,0.99766763023706,0.0372474781662408
Standard,2,2,MgCl2,0.5,0.11,20,5.414711542288558e-06,1.345276420558594e-07,5.411093980099503e-06,1.3497909099219628e-07,-3.617562189054603e-09,1.9057030587735605e-07,0.9993319012174884,0.0351831982928304
Standard,2,2,MgCl2,0.5,0.105,20,5.423311641791046e-06,1.3446165034607826e-07,5.393182786069651e-06,1.3679719553119132e-07,-3.012885572139519e-08,1.9181607888545213e-07,0.9944445649242748,0.0352723938409261
Standard,2,2,MgCl2,0.5,0.25,50,5.220003582089553e-06,1.2773274772392738e-07,5.1856044278606965e-06,1.3079924901847112e-07,-3.4399154228856595e-08,1.8282258718468162e-07,0.9934101282330756,0.0349109878518063
Standard,2,2,MgCl2,0.5,0.15,50,5.441637711442786e-06,1.401867431775784e-07,5.453499104477611e-06,1.2768789683910545e-07,1.1861393034824781e-08,1.89622050305154e-07,1.002179746918815,0.0348880391584656
Standard,2,2,MgCl2,0.5,0.125,50,5.354572835820895e-06,1.3183559961337437e-07,5.326639154228857e-06,1.339293356691546e-07,-2.7933681592037786e-08,1.8793001963017785e-07,0.9947832100807056,0.0350071226315384
Standard,2,2,MgCl2,0.5,0.11,50,5.324978756218907e-06,1.296668775668839e-07,5.245446567164179e-06,1.3892364947933346e-07,-7.953218905472727e-08,1.9003494289893626e-07,0.985064318057261,0.0354402928968361
Standard,2,2,MgCl2,0.5,0.105,50,5.268220995024876e-06,1.304490271907191e-07,5.200194378109453e-06,1.3513009198818866e-07,-6.80266169154224e-08,1.8782196478511585e-07,0.9870873645999922,0.0354305552531222
Standard,2,2,MgCl2,-0.8,0.25,10,4.805795124378109e-06,1.3667624652846398e-07,4.843989253731343e-06,1.411549348444479e-07,3.8194129353234017e-08,1.9648183630058482e-07,1.0079475151072272,0.0410419046833646
Standard,2,2,MgCl2,-0.8,0.15,10,5.779278706467663e-06,1.4075798511742912e-07,5.452728159203981e-06,1.1831366476909809e-07,-3.265505472636812e-07,1.838774962996096e-07,0.9434963143587046,0.0307759610733073
Standard,2,2,MgCl2,-0.8,0.125,10,5.763384328358209e-06,1.3946449868934976e-07,5.511383830845771e-06,1.328054766444187e-07,-2.520004975124379e-07,1.92581517860419e-07,0.9562756042014252,0.0326565808219159
Standard,2,2,MgCl2,-0.8,0.11,10,5.694052885572138e-06,1.3608544711919725e-07,5.432326567164179e-06,1.300706948841926e-07,-2.617263184079594e-07,1.882488634369104e-07,0.9540351444449816,0.0322753999059699
Standard,2,2,MgCl2,-0.8,0.105,10,5.7564450746268665e-06,1.4268894988442306e-07,5.517967014925374e-06,1.3584389579971845e-07,-2.3847805970149284e-07,1.970119297026557e-07,0.9585719907668968,0.0334883175823454
Standard,2,2,MgCl2,-0.8,0.25,20,5.03970671641791e-06,1.35716857579168e-07,4.980517064676617e-06,1.332549172707739e-07,-5.918965174129364e-08,1.9019973293357965e-07,0.9882553380440828,0.0375152128762642
Standard,2,2,MgCl2,-0.8,0.15,20,5.448933034825871e-06,1.3341441348011757e-07,5.194382288557214e-06,1.4036089129360893e-07,-2.545507462686568e-07,1.9365067913379522e-07,0.953284295358056,0.0347610589523249
Standard,2,2,MgCl2,-0.8,0.125,20,5.455515970149254e-06,1.5434356847688568e-07,5.194204228855722e-06,1.376707296251726e-07,-2.6131174129353214e-07,2.068215823498759e-07,0.9521013699302976,0.0369102953782884
Standard,2,2,MgCl2,-0.8,0.11,20,5.390869900497512e-06,1.2591801934985337e-07,5.209861542288557e-06,1.341640527529988e-07,-1.8100835820895506e-07,1.839982082741555e-07,0.9664231633205894,0.033599602990694
Standard,2,2,MgCl2,-0.8,0.105,20,5.428945870646767e-06,1.345291509092479e-07,5.223265024875623e-06,1.2861040330830296e-07,-2.056808457711442e-07,1.8611482553382885e-07,0.9621140363761556,0.0336096058239539
Standard,2,2,MgCl2,-0.8,0.25,50,5.251733631840796e-06,1.595485252556218e-07,5.058625820895523e-06,1.2531069355185838e-07,-1.9310781094527282e-07,2.02875582142582e-07,0.9632297019455676,0.0377579995777383
Standard,2,2,MgCl2,-0.8,0.15,50,5.451126915422885e-06,1.2035433421542328e-07,5.182639054726368e-06,1.1971975828827068e-07,-2.6848786069651737e-07,1.6975861182585042e-07,0.950746356696102,0.0303806301332638
Standard,2,2,MgCl2,-0.8,0.125,50,5.297756069651742e-06,1.2997807363542188e-07,5.092253482587065e-06,1.420199924229365e-07,-2.0550258706467705e-07,1.925200713530568e-07,0.9612095037289654,0.0357042944605972
Standard,2,2,MgCl2,-0.8,0.11,50,5.334052885572141e-06,1.325470454768111e-07,5.204820547263683e-06,1.3977960228588072e-07,-1.292323383084578e-07,1.9263191968059402e-07,0.9757722052854008,0.0357020298743985
Standard,2,2,MgCl2,-0.8,0.105,50,5.275634278606965e-06,1.2257005298033446e-07,5.168820298507464e-06,1.197758110300675e-07,-1.0681398009950169e-07,1.713757940769712e-07,0.9797533387534768,0.0321496446583482
Standard,2,2,MgCl2,0.8,0.25,10,4.670097512437811e-06,1.3332610603996918e-07,5.254343084577115e-06,1.302658298842709e-07,5.842455721393039e-07,1.86400206510666e-07,1.1251035059938876,0.0425414703005332
Standard,2,2,MgCl2,0.8,0.15,10,5.25541064676617e-06,1.267349605834144e-07,5.711845223880597e-06,1.4442250095838478e-07,4.564345771144273e-07,1.921447605769001e-07,1.0868504114698034,0.037975397064559
Standard,2,2,MgCl2,0.8,0.125,10,5.305406915422885e-06,1.401293177869564e-07,5.787937661691543e-06,1.396230528673721e-07,4.825307462686572e-07,1.978151222617797e-07,1.090950751556103,0.0390241352649807
Standard,2,2,MgCl2,0.8,0.11,10,5.255054825870647e-06,1.313278186146961e-07,5.678454875621889e-06,1.3509982675084906e-07,4.234000497512417e-07,1.8841167461228085e-07,1.0805700537446046,0.0372848480943308
Standard,2,2,MgCl2,0.8,0.105,10,5.300484179104478e-06,1.275216522769673e-07,5.724893233830846e-06,1.2249766181029758e-07,4.2440905472636774e-07,1.7682604148834468e-07,1.0800698653906882,0.0347752050004267
Standard,2,2,MgCl2,0.8,0.25,20,4.800813233830846e-06,1.3008191800165797e-07,5.59061960199005e-06,1.243634079335268e-07,7.898063681592039e-07,1.7996544841671937e-07,1.164515120603634,0.0408249087078692
Standard,2,2,MgCl2,0.8,0.15,20,5.002639303482586e-06,1.2661905063817368e-07,5.756978855721393e-06,1.287928377363588e-07,7.543395522388066e-07,1.8061001920352165e-07,1.1507883152226612,0.0388739533805953
Standard,2,2,MgCl2,0.8,0.125,20,4.976899253731344e-06,1.436958844815686e-07,5.703364278606965e-06,1.311986685397454e-07,7.264650248756211e-07,1.9458056902872465e-07,1.1459673961314298,0.042304627291152
Standard,2,2,MgCl2,0.8,0.11,20,4.934672388059702e-06,1.375918661522862e-07,5.6252554228855726e-06,1.340323698288785e-07,6.905830348258705e-07,1.920838301190756e-07,1.1399450623098824,0.0418091769119129
Standard,2,2,MgCl2,0.8,0.105,20,5.000029353233832e-06,1.5692984571164146e-07,5.642810497512438e-06,1.2992172465277398e-07,6.427811442786063e-07,2.03731762402996e-07,1.1285554741519426,0.0439294560854308
Standard,2,2,MgCl2,0.8,0.25,50,4.811666417910448e-06,1.3508855585172442e-07,6.137855721393034e-06,1.2652246878164354e-07,1.326189303482586e-06,1.8508606924538225e-07,1.2756195438956692,0.044429893635562
Standard,2,2,MgCl2,0.8,0.15,50,4.834559303482587e-06,1.353270780461635e-07,6.156893084577113e-06,1.32032346477815e-07,1.322333781094526e-06,1.8906601643063786e-07,1.2735169222439735,0.0449066430059041
Standard,2,2,MgCl2,0.8,0.125,50,4.83230616915423e-06,1.401983252993817e-07,6.063245621890548e-06,1.3677208317392965e-07,1.230939452736318e-06,1.958626384803584e-07,1.2547312628065044,0.046111700084994
Standard,2,2,MgCl2,0.8,0.11,50,4.9062635323383086e-06,1.4036208802579205e-07,6.06461e-06,1.2629683350345726e-07,1.1583464676616916e-06,1.8881844694827937e-07,1.2360954441249974,0.0437401518130714
Standard,2,2,MgCl2,0.8,0.105,50,4.8629679104477625e-06,1.2786093564733496e-07,5.986026616915423e-06,1.3604691856671178e-07,1.1230587064676609e-06,1.867007844549921e-07,1.2309410070452744,0.0427802142108366
Standard,2,1,KCl,-0.5,0.25,10,5.922804079601991e-06,1.419964286497151e-07,6.012300298507462e-06,1.4085267338574174e-07,8.94962189054708e-08,2.0000615327830305e-07,1.0151104472987202,0.034026978959423
Standard,2,1,KCl,-0.5,0.15,10,6.613506268656715e-06,1.321460502342293e-07,6.500761542288557e-06,1.3844686329458472e-07,-1.1274472636815825e-07,1.913899489226561e-07,0.9829523520825122,0.0287051216134218
Standard,2,1,KCl,-0.5,0.125,10,6.622758606965173e-06,1.378395169936756e-07,6.565882139303483e-06,1.4498465568431886e-07,-5.6876467661689975e-08,2.0005070064598694e-07,0.99141196727269,0.0300836727961056
Standard,2,1,KCl,-0.5,0.11,10,6.649032189054727e-06,1.3778479844737625e-07,6.551054925373133e-06,1.4779035646184566e-07,-9.797726368159381e-08,2.020560321947937e-07,0.9852644323420664,0.0301813867712221
Standard,2,1,KCl,-0.5,0.105,10,6.682303582089552e-06,1.475396930358216e-07,6.6132692039801e-06,1.3580061681878762e-07,-6.903437810945156e-08,2.005237356261539e-07,0.9896690748539944,0.029840746667233
