Type	Electrolyte	Potential [V]	Period [s]	A1_first [A]	A1_first [A]	A2_first [A]	A2_first [A]	Rat_first	Rat_first	A1_last [A]	A1_last [A]	A2_last [A]	A2_last [A]	Rat_last	Rat_last
				mean	std	mean	std	mean	std	mean	std	mean	std	mean	std
Enode	KCl	-0.8	0.3	2.07817626e-05	1.0483319511934843e-06	2.8987329266666665e-05	1.9486224678029497e-06	1.3953495659645327	0.07995609846660112	-7.105271733333334e-06	1.3384837469251075e-06	-1.1090834066666667e-05	1.870486855698575e-06	1.5659183240955796	0.1053187903758911
Enode	KCl	-0.8	0.5	1.704512217777778e-05	9.924259018521825e-07	1.8499488844444444e-05	9.77162224876149e-07	1.0857585104609255	0.027656305327891737	-5.235087822222223e-06	1.6440704390034882e-06	-6.276185155555556e-06	1.6761878139073693e-06	1.2107471297694061	0.05684896665608199
Enode	KCl	-0.8	0.6	1.648954785234899e-05	8.503593658877368e-07	1.746311451901566e-05	9.765717754576732e-07	1.0588901133354935	0.00532307716225408	-4.8250654809843394e-06	8.584581829967677e-07	-5.5244321476510065e-06	9.967674149236948e-07	1.144952752029182	0.04686155738573926
Enode	KCl	-0.8	0.85	1.6023598210290828e-05	8.806865664881599e-07	1.686599821029083e-05	1.1348433357404818e-06	1.0526173183938126	0.0405222122270466	-5.140055123042506e-06	2.638397579159244e-07	-4.838058456375839e-06	1.2061906245860291e-06	0.9352948187859406	0.18905046803745823
Enode	KCl	-0.8	1.1	1.6232709440715883e-05	8.015904663908523e-07	1.6490976107382547e-05	7.22587890238736e-07	1.0161125784867957	0.009735114490383164	-5.507093892617449e-06	1.2773685347983254e-06	-4.55739389261745e-06	7.760207134518015e-07	0.8498478287175448	0.19235100547937337
Enode	KCl	-0.8	1.6	1.5756651208053688e-05	6.620960379287233e-07	1.624148454138702e-05	6.157109308473002e-07	1.030918757190596	0.0114550044780132	-7.2984067919463095e-06	6.57676371309714e-07	-4.294335458612976e-06	5.747474074555966e-07	0.5869583427362106	0.027898407847915963
Enode	KCl	-0.8	2.1	1.644186451901566e-05	7.554709155348385e-07	1.6918697852348993e-05	8.81944294041157e-07	1.0288801822078175	0.01519043513193907	-7.0304414809843406e-06	3.303029735309205e-07	-4.18133748098434e-06	6.186639990303949e-07	0.5929675758875314	0.060499549007286296
Enode	KCl	-0.5	0.101	7.865885133333333e-06	4.2165264529804774e-07	9.908351799999999e-06	1.396304222588082e-07	1.262377928148455	0.07719000858338311	-5.860315333333328e-07	3.5514407546821493e-07	-7.8180632e-06	5.876684708188561e-07	20.047151480286356	16.831234938913006
Enode	KCl	-0.5	0.102	1.2293319172259508e-05	5.676718946007863e-07	1.0727685838926174e-05	4.1542758538691844e-07	0.8729811174269414	0.020796968940616663	-8.60805749440716e-06	7.949644486577453e-07	-7.900747261073827e-06	3.4082963631798635e-07	0.920605083834296	0.046394654721833684
Enode	KCl	-0.5	0.105	8.0721482e-06	7.022668239574124e-07	1.1799414866666669e-05	6.397848707999943e-07	1.4667851575925654	0.10677660254630367	-3.7582846666666686e-07	1.6208831270194783e-07	-7.866143466666668e-06	9.234965085433529e-07	25.303787268297935	15.448131818639016
Enode	KCl	-0.5	0.11	1.2494263870246085e-05	4.26805870693357e-07	1.2021397203579419e-05	7.327341673828653e-07	0.9616008501969827	0.028291187965355544	-8.506447129753915e-06	7.963439505489301e-07	-7.90245479642058e-06	7.196393485318047e-07	0.9297779814495688	0.040124814748525015
Enode	KCl	-0.5	0.12	1.2775234608501118e-05	6.153962580121613e-07	1.2103667941834452e-05	2.791621853530251e-07	0.9483338364200801	0.031441814173490165	-8.952668724832214e-06	3.2288854331142115e-07	-8.17383505816555e-06	1.737075222073949e-07	0.9135389645261927	0.02777210172520412
Enode	KCl	-0.5	0.14	1.3230928622222223e-05	4.060642592540728e-07	1.2773961955555556e-05	6.331533561426254e-07	0.9651555143969194	0.022370986682195625	-9.073122377777777e-06	7.328781051218274e-07	-8.286341077777778e-06	9.449763612649683e-07	0.9118078454186564	0.03273206246539058
Enode	KCl	-0.5	0.15	1.316350131111111e-05	3.150776323025887e-07	1.3219134644444443e-05	2.057944505721526e-07	1.0043641749836116	0.009153086671061288	-9.466385355555556e-06	7.311904712469219e-07	-8.67960068888889e-06	8.14319755743615e-07	0.9174420688793332	0.06169251274308741
Enode	KCl	-0.5	0.18	1.4306914266666668e-05	5.31396069852139e-07	1.39691476e-05	4.626108048539635e-07	0.9768735751324695	0.034370924658268076	-1.0285959066666666e-05	8.253973791798483e-07	-9.872699066666665e-06	7.754260737854355e-07	0.9604878203149129	0.04009503831117529
Enode	KCl	-0.5	0.2	1.4653567644444445e-05	4.4038683594462697e-07	1.4311867644444444e-05	5.241233285592112e-07	0.9765630448647326	0.008056868045399445	-1.0126059022222222e-05	6.90351190790754e-07	-9.756512355555554e-06	7.084011899378213e-07	0.9633248183719484	0.010917814167344341
