Type,Electrolyte,Measure,Sweep,VGSmin [V],VGSmin [V],IDSmin [A],IDSmin [A],IDSmax [A],IDSmax [A],Ronoff,Ronoff,Res [ohm],Res [ohm],IDS(-0.6V) [A],IDS(-0.6V) [A],IDS(+0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],VGS min |gm| [V],min |gm| [S],min |gm| [S],VGS min gm [V],VGS min gm [V],min gm [S],min gm [S],VGS max gm [V],VGS max gm [V],max gm [S],max gm [S]
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Standard,KCl,151,1,0.26,0.020000000000000018,7.848855666666667e-06,9.735037598521813e-07,1.9632790000000002e-05,1.7455958865957506e-06,2.508486602273175,0.09275876589573961,11319.819920256115,1368.1791289641565,1.9632790000000002e-05,1.7455958865957506e-06,9.008693333333333e-06,1.020848213723437e-06,0.26,0.020000000000000018,1.6060833333334047e-07,8.637050398331156e-08,-0.6,0.0,-7.522066666666657e-05,7.85470566497133e-06,0.6,0.0,6.108999999999995e-06,7.38847411513312e-07
Standard,KCl,152,1,0.16,0.019999999999999983,7.516544333333334e-06,8.970430469187826e-07,1.533947666666667e-05,1.3862512104713688e-06,2.0453279015715204,0.057523314083054534,12942.914532119144,1517.323948426483,1.533947666666667e-05,1.3862512104713688e-06,8.998033333333333e-06,9.564576501196129e-07,0.16,0.019999999999999983,6.177499999999597e-08,3.936750722358235e-08,-0.6,0.0,-7.778766666666658e-05,7.006860465524696e-06,0.6,0.0,6.0202333333333135e-06,6.898565364141215e-07
Standard,KCl,210,2,0.06,0.0282842712474619,7.4452285e-06,3.718733252122892e-06,1.617203e-05,7.150829456783318e-06,2.2076505115360243,0.14221644232031447,15226.73423612351,7704.808045579138,1.617203e-05,7.150829456783318e-06,1.02839335e-05,4.17885470570879e-06,0.06,0.0282842712474619,4.617500000002502e-08,6.42406510707782e-08,-0.6,0.0,-2.353650000000002e-05,5.223397792625072e-06,0.6,0.0,8.549099999999975e-06,1.8630849470702943e-06
Standard,KCl,230,2,0.11333333333333334,0.03055050463303894,6.934551999999999e-06,2.867754598539247e-06,1.5064589999999999e-05,5.598338759962637e-06,2.1951700033609067,0.0826748111028916,15453.867939295982,5462.3636140440185,1.5064589999999999e-05,5.598338759962637e-06,9.279193333333333e-06,3.158685357618472e-06,0.12000000000000001,0.03464101615137755,1.7886666666665682e-07,1.0373549697829066e-07,-0.6,0.0,-2.2467333333333297e-05,4.359770817753328e-06,0.6,0.0,8.277449999999991e-06,1.386509685324974e-06
Standard,KCl,250,2,0.21333333333333335,0.030550504633038923,6.851476666666667e-06,2.8481630898937883e-06,1.5310156666666667e-05,5.296000207197252e-06,2.273604055425995,0.1409179187682399,14840.535475740107,5255.4433330219235,1.5310156666666667e-05,5.296000207197252e-06,8.312645666666667e-06,2.9114857647335894e-06,0.22,0.04,1.5945000000000065e-07,1.1949310388052235e-07,-0.6,0.0,-2.2978333333333327e-05,3.5131990526204644e-06,0.6,0.0,6.850183333333328e-06,1.0193104560600292e-06
Standard,KCl,310,2,0.06,0.01632993161855452,4.80056825e-06,1.464498079322144e-06,1.10262325e-05,2.7392346396486374e-06,2.3217939102796104,0.17188068231760528,21732.056024427166,5134.820129526436,1.10262325e-05,2.7392346396486374e-06,7.406475e-06,1.8600388835145362e-06,0.06,0.01632993161855452,2.1969999999999724e-07,1.1319785223226726e-07,-0.585,0.02999999999999992,-1.7427899999999976e-05,1.636982996755538e-06,0.6,0.0,7.952374999999983e-06,7.919398593538075e-07
Standard,KCl,330,2,0.19999999999999998,0.16329931618554522,4.1539165e-06,1.283741198174175e-06,8.391399999999999e-06,2.8010888806901507e-06,2.0242854258589484,0.33801527082469796,23140.118673832258,6208.854205717461,8.285044e-06,2.941411595400752e-06,5.457157250000001e-06,1.891069119223017e-06,0.21,0.1570562531918633,9.183750000001079e-08,6.104344252252074e-08,-0.43999999999999995,0.32,-1.2970231249999973e-05,6.112603488196011e-06,0.3,0.6,6.141950000000001e-06,1.33197983343093e-06
Standard,MgCl2,110,2,0.1466666666666667,0.011547005383792509,1.1038949000000001e-05,2.949687724372362e-06,2.1963486666666665e-05,4.740857275813451e-06,2.011728707279952,0.1240886778999612,9237.577927652497,2845.676507302991,2.1963486666666665e-05,4.740857275813451e-06,1.3041153333333334e-05,3.330114146156754e-06,0.1466666666666667,0.011547005383792509,1.959999999999961e-07,5.331334260766869e-08,-0.6,0.0,-2.992049999999994e-05,2.6800009794774615e-06,0.52,0.0,6.806524999999969e-06,1.1685521337856453e-06
Standard,MgCl2,140,2,0.16666666666666666,0.011547005383792499,1.0238824333333335e-05,2.8987188664626192e-06,1.9534666666666664e-05,4.7146476666059916e-06,1.9264469509806776,0.09957695418879435,10042.014487397148,3299.0596411642896,1.9534666666666664e-05,4.7146476666059916e-06,1.2006733333333333e-05,3.18683248731924e-06,0.17333333333333334,0.011547005383792512,1.2022499999999654e-07,6.808199560088149e-08,-0.6,0.0,-2.7537833333333292e-05,3.6392360576545575e-06,0.5933333333333333,0.011547005383792535,7.274366666666648e-06,1.2600140141416233e-06
Standard,MgCl2,150,1,0.15333333333333335,0.011547005383792512,1.0183129e-05,2.870308575108781e-06,1.8414846666666667e-05,3.7874924881289654e-06,1.8399204555471347,0.16863303510153244,10131.587834482934,3313.285208179019,1.8414846666666667e-05,3.7874924881289654e-06,1.1946052333333334e-05,3.1640529230286788e-06,0.15333333333333335,0.011547005383792512,1.0138333333333767e-07,5.65222596269367e-08,-0.5533333333333333,0.08082903768654756,-3.1218333333333326e-05,1.6088636924342968e-05,0.6,0.0,7.305899999999991e-06,1.2643210549539821e-06
Standard,MgCl2,151,1,0.3333333333333333,0.030550504633038916,1.0691872333333333e-05,3.0213556905644746e-06,2.2389133333333336e-05,4.536820277378566e-06,2.1326290870819298,0.20650118214589022,8718.076877395422,2896.086698223645,2.2389133333333336e-05,4.536820277378566e-06,1.1383506666666666e-05,3.0737189383763327e-06,0.34,0.019999999999999962,7.758333333332614e-08,8.980859275888925e-08,-0.5466666666666666,0.0923760430703401,-3.151883333333326e-05,1.5786705691287637e-05,0.6,0.0,4.868049999999972e-06,7.108989959902867e-07
Standard,MgCl2,152,1,0.22,0.019999999999999983,1.0112822333333334e-05,2.9088530838435846e-06,1.7643599999999998e-05,3.8773109038223915e-06,1.7726487313421877,0.14778789303519516,10123.367942836443,3415.0149082727517,1.7643599999999998e-05,3.8773109038223915e-06,1.1237069000000001e-05,3.0711661842340924e-06,0.22,0.019999999999999983,1.284499999999914e-07,1.724151965459127e-08,-0.6,0.0,-3.638833333333336e-05,1.5899337512403823e-05,0.5933333333333333,0.011547005383792535,5.200583333333325e-06,9.605685924666245e-07
Standard,MgCl2,210,2,0.10666666666666667,0.01154700538379251,7.517356666666667e-06,2.659368712257353e-06,1.5038133333333334e-05,4.179525857825661e-06,2.0464827228353446,0.19654814247449814,14432.836447220558,6029.286649106756,1.5038133333333334e-05,4.179525857825661e-06,9.662465666666667e-06,3.013302435124349e-06,0.10666666666666667,0.01154700538379251,1.6487499999999844e-07,6.369386253793217e-08,-0.6,0.0,-2.1272333333333333e-05,2.507652105722231e-06,0.5933333333333333,0.011547005383792509,7.211999999999977e-06,1.3974207490945619e-06
Standard,MgCl2,230,2,0.20000000000000004,0.0,7.647472e-06,2.6784644126500914e-06,1.5908433333333335e-05,4.288643921944712e-06,2.1304182450338147,0.2165429734009301,13527.582779150593,5518.503116942421,1.5908433333333335e-05,4.288643921944712e-06,9.22506e-06,2.948822247189375e-06,0.20000000000000004,0.0,1.0155833333334765e-07,7.092089049309482e-08,-0.6,0.0,-2.287283333333332e-05,2.3982224841188883e-06,0.6,0.0,7.0730499999999636e-06,1.4659521931154166e-06
Standard,MgCl2,250,2,0.29333333333333333,0.011547005383792493,7.616172333333333e-06,2.6832159688173316e-06,1.626504333333333e-05,4.6846799089834685e-06,2.1767027524186426,0.17521696813406532,12983.010630773306,5429.965540271264,1.626504333333333e-05,4.6846799089834685e-06,8.462086666666666e-06,2.8262647039338567e-06,0.2866666666666667,0.023094010767585025,6.270000000001326e-08,2.9334184409987183e-08,-0.6,0.0,-2.3012166666666714e-05,3.0113429451548094e-06,0.6,0.0,5.0437833333333146e-06,1.239695311692904e-06
Standard,MgCl2,310,2,0.08666666666666667,0.01154700538379252,5.804101e-06,2.0460835705471567e-06,1.2182439999999998e-05,3.730741231323877e-06,2.1291336104119605,0.1289623446421348,18817.755123801784,8020.034607918126,1.2182439999999998e-05,3.730741231323877e-06,7.981103333333334e-06,2.541469693551811e-06,0.08666666666666667,0.01154700538379252,1.2239166666665668e-07,8.373800784789862e-08,-0.6,0.0,-1.7398333333333326e-05,3.3066558005533575e-06,0.6,0.0,6.81145e-06,1.471707318049335e-06
Standard,MgCl2,330,2,0.16666666666666666,0.07023769168568492,4.770108e-06,1.6476612211504527e-06,9.631687666666667e-06,3.218317758110025e-06,2.0262840420381445,0.09137589440908682,22239.809508220555,10052.97569442337,9.631687666666667e-06,3.218317758110025e-06,5.94049e-06,1.7987903964356152e-06,0.16666666666666666,0.07023769168568492,8.161666666666606e-08,7.133269908207927e-08,-0.6,0.0,-1.5166499999999984e-05,3.520117505140983e-06,0.6,0.0,4.8062166666666614e-06,1.0165252878474464e-06
