Type,Chip,Disp,Electrolyte,Measure,Sweep,VGSmin [V],IDSmin [A],IDSmax [A],Ronoff,Res [ohm],IDS(-0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],min |gm| [S],VGS min gm [V],min gm [S],VGS max gm [V],max gm [S]
Standard,1,3,MgCl2,410,133,0.24,4.622033e-06,9.527373e-06,2.0612948890672134,19382.27525815737,9.369313e-06,5.828717e-06,0.24,1.339249999999972e-07,-0.46,-1.0947000000000002e-05,-0.6,7.353199999999935e-06
Standard,1,3,MgCl2,410,134,0.24,4.62183e-06,9.541003e-06,2.0643344735743203,19358.198293768404,9.367793e-06,5.826533e-06,0.24,8.95000000000133e-08,-0.48,-1.096290000000003e-05,-0.6,8.051350000000053e-06
Standard,1,3,MgCl2,410,135,0.24,4.616863e-06,9.537097e-06,2.065709335538005,19386.64531550796,9.371417e-06,5.82159e-06,0.24,1.215000000000157e-07,-0.46,-1.0989750000000025e-05,-0.6,7.880149999999986e-06
Standard,1,3,MgCl2,410,136,0.24,4.61943e-06,9.540643e-06,2.0653290557493027,19367.721368213308,9.370043e-06,5.820017e-06,0.24,1.152499999999986e-07,-0.46,-1.102124999999998e-05,-0.6,8.112200000000007e-06
Standard,1,3,MgCl2,410,137,0.24,4.616053e-06,9.548917e-06,2.068632444211537,19383.06420271739,9.37023e-06,5.81502e-06,0.24,1.8000000000000166e-07,-0.46,-1.105982499999996e-05,-0.6,8.397850000000067e-06
Standard,1,3,MgCl2,410,138,0.26,4.616123e-06,9.54522e-06,2.067800186433507,19377.265081180085,9.373207e-06,5.813673e-06,0.24,1.793500000000104e-07,-0.48,-1.104275000000002e-05,-0.6,8.20315000000005e-06
Standard,1,3,MgCl2,410,139,0.24,4.61355e-06,9.54956e-06,2.0698941162445403,19386.957269401355,9.374363e-06,5.809447e-06,0.24,1.4732499999998592e-07,-0.48,-1.0999400000000009e-05,-0.6,8.137999999999999e-06
Standard,1,3,MgCl2,410,140,0.24,4.612077e-06,9.558237e-06,2.072436561661916,19369.484539277444,9.37578e-06,5.80699e-06,0.24,1.649999999999959e-07,-0.46,-1.100407500000003e-05,-0.6,8.563e-06
Standard,1,3,MgCl2,410,141,0.24,4.61121e-06,9.561017e-06,2.073429099954242,19388.626205318185,9.387393e-06,5.801957e-06,0.24,1.8589999999998077e-07,-0.48,-1.1059924999999994e-05,-0.6,8.080849999999999e-06
Standard,1,3,MgCl2,410,142,0.24,4.61087e-06,9.559693e-06,2.073294844573801,19376.28888651637,9.37711e-06,5.79954e-06,0.24,1.5357500000000301e-07,-0.48,-1.1118249999999988e-05,-0.6,8.646000000000044e-06
Standard,1,3,MgCl2,410,143,0.26,4.60707e-06,9.56124e-06,2.075340726318463,19394.364424374297,9.3717e-06,5.795727e-06,0.24,1.5232499999999689e-07,-0.48,-1.1113000000000014e-05,-0.6,9.06684999999994e-06
Standard,1,3,MgCl2,410,144,0.26,4.60278e-06,9.587713e-06,2.0830265622080573,19379.28161003072,9.37818e-06,5.792293e-06,0.26,1.7057499999999969e-07,-0.48,-1.1191825000000004e-05,-0.6,1.02715e-05
Standard,1,3,MgCl2,410,145,0.24,4.604097e-06,9.56779e-06,2.0781034804436134,19395.643389373166,9.376613e-06,5.790793e-06,0.26,1.9757500000000465e-07,-0.48,-1.1093175000000002e-05,-0.6,9.091999999999989e-06
Standard,1,3,MgCl2,410,146,0.28,4.56977e-06,9.596817e-06,2.1000656488182115,19392.611763984936,9.375927e-06,5.7851e-06,0.24,1.66250000000002e-07,-0.46,-1.1113400000000042e-05,-0.6,1.1044499999999948e-05
Standard,1,3,MgCl2,410,147,0.26,4.601007e-06,9.574907e-06,2.081045953635802,19397.43798639076,9.37249e-06,5.780153e-06,0.26,2.020750000000077e-07,-0.46,-1.1156925000000003e-05,-0.6,9.652850000000022e-06
Standard,1,3,MgCl2,410,148,0.24,4.59494e-06,9.577437e-06,2.084344300469647,19406.999716657803,9.37704e-06,5.776563e-06,0.24,1.5957500000000264e-07,-0.48,-1.1114000000000057e-05,-0.6,9.415500000000003e-06
Standard,1,3,MgCl2,410,149,0.26,4.59544e-06,9.56338e-06,2.081058614626673,19402.24402473941,9.3823e-06,5.772923e-06,0.26,1.9025000000001406e-07,-0.46,-1.1057500000000034e-05,-0.6,8.598350000000031e-06
Standard,1,3,MgCl2,410,150,0.26,4.594673e-06,9.57812e-06,2.0846140737327774,19406.17116242965,9.38166e-06,5.76932e-06,0.26,1.5192500000000956e-07,-0.46,-1.1088325000000002e-05,-0.6,9.209499999999992e-06
Standard,1,3,MgCl2,410,151,0.24,4.5944e-06,9.585457e-06,2.0863348859481112,19407.199333479144,9.367277e-06,5.766787e-06,0.26,1.7957500000001937e-07,-0.48,-1.1187424999999969e-05,-0.6,1.054230000000002e-05
Standard,1,3,MgCl2,410,152,0.24,4.591933e-06,9.587303e-06,2.087857771443965,19415.6925004752,9.369247e-06,5.764873e-06,0.26,1.736749999999726e-07,-0.48,-1.1126000000000029e-05,-0.6,1.0341149999999942e-05
Standard,1,3,MgCl2,410,153,0.26,4.59085e-06,9.589397e-06,2.0888064301817746,19421.031851074866,9.369513e-06,5.761537e-06,0.26,1.8492499999998705e-07,-0.48,-1.1508425000000035e-05,-0.6,1.0660350000000027e-05
Standard,1,3,MgCl2,410,154,0.26,4.58687e-06,9.581737e-06,2.0889488910738696,19426.01185724912,9.36968e-06,5.756433e-06,0.26,6.642500000000504e-08,-0.46,-1.1121824999999987e-05,-0.6,1.0077649999999976e-05
Standard,1,3,MgCl2,410,155,0.26,4.594047e-06,9.591177e-06,2.087740286505558,19393.123237286305,9.374457e-06,5.75483e-06,0.26,1.3732500000000465e-07,-0.48,-1.1260074999999996e-05,-0.6,1.0462999999999928e-05
Standard,1,3,MgCl2,410,156,0.26,4.585227e-06,9.594007e-06,2.092373398307216,19440.81603214112,9.363807e-06,5.75345e-06,0.26,1.5574999999998576e-07,-0.48,-1.1260324999999973e-05,-0.6,1.1111800000000048e-05
Standard,1,3,MgCl2,410,157,0.26,4.586523e-06,9.590903e-06,2.091105397269348,19430.83206709077,9.36545e-06,5.748267e-06,0.26,1.2432500000000325e-07,-0.46,-1.1119500000000008e-05,-0.6,1.0612499999999968e-05
Standard,1,3,MgCl2,410,158,0.26,4.582303e-06,9.590593e-06,2.0929635163803004,19445.7456889268,9.359323e-06,5.74624e-06,0.26,1.4450000000001194e-07,-0.46,-1.123150000000001e-05,-0.6,1.1135199999999974e-05
Standard,1,3,MgCl2,410,159,0.24,4.579567e-06,9.63172e-06,2.1031944723158325,19432.73136561382,9.403353e-06,5.74367e-06,0.26,1.7082499999999004e-07,-0.48,-1.1361500000000023e-05,-0.6,1.097434999999997e-05
Standard,1,3,MgCl2,410,160,0.24,4.58109e-06,9.596307e-06,2.0947650013424752,19447.98830009024,9.356903e-06,5.738333e-06,0.26,1.3107499999998756e-07,-0.46,-1.1208175000000051e-05,-0.6,1.1578849999999992e-05
Standard,1,3,MgCl2,410,161,0.26,4.576937e-06,9.595983e-06,2.096594949854018,19446.475520776617,9.360943e-06,5.735873e-06,0.26,1.2667500000001857e-07,-0.48,-1.119699999999998e-05,-0.6,1.119984999999999e-05
Standard,1,3,MgCl2,410,162,0.26,4.57384e-06,9.597807e-06,2.098413368198276,19453.04647352256,9.36237e-06,5.733787e-06,0.26,6.974999999998692e-08,-0.48,-1.134634999999998e-05,-0.6,1.1192150000000013e-05
Standard,1,3,MgCl2,410,163,0.26,4.575333e-06,9.599447e-06,2.098087068198096,19472.63053623925,9.35602e-06,5.728333e-06,0.26,1.1057500000001717e-07,-0.46,-1.1254325000000014e-05,-0.6,1.175250000000001e-05
Standard,1,3,MgCl2,410,164,0.26,4.57394e-06,9.60332e-06,2.0995727971945413,19460.41333528716,9.35677e-06,5.725477e-06,0.26,1.13824999999987e-07,-0.48,-1.137540000000002e-05,-0.6,1.171635000000004e-05
Standard,1,3,MgCl2,410,165,0.26,4.568937e-06,9.600297e-06,2.1012101939685315,19477.978489689234,9.349867e-06,5.72218e-06,0.26,1.143500000000034e-07,-0.46,-1.1280075000000012e-05,-0.6,1.213729999999996e-05
Standard,1,3,MgCl2,410,166,0.26,4.56552e-06,9.614003e-06,2.105784883211551,19471.50442684653,9.34731e-06,5.720247e-06,0.26,5.850000000001309e-08,-0.48,-1.1422750000000012e-05,-0.6,1.2424999999999958e-05
Standard,1,3,MgCl2,410,167,0.26,4.565437e-06,9.60561e-06,2.103984788312707,19498.53663482556,9.3492e-06,5.714423e-06,0.26,1.048499999999758e-07,-0.48,-1.1358574999999976e-05,-0.6,1.2535349999999988e-05
Standard,1,3,MgCl2,410,168,0.26,4.56142e-06,9.600053e-06,2.1046193948375724,19486.480572076303,9.359847e-06,5.712177e-06,0.26,9.132500000001221e-08,-0.48,-1.1341500000000034e-05,-0.6,1.144579999999995e-05
Standard,1,3,MgCl2,410,169,0.26,4.563917e-06,9.608533e-06,2.105325973281284,19485.455374117824,9.355853e-06,5.708947e-06,0.26,9.517500000002405e-08,-0.48,-1.1334249999999974e-05,-0.6,1.211220000000005e-05
Standard,1,3,MgCl2,410,170,0.26,4.558063e-06,9.599313e-06,2.106007091170087,19496.73848810202,9.35167e-06,5.706227e-06,0.26,1.16749999999968e-08,-0.48,-1.1292824999999996e-05,-0.6,1.182349999999998e-05
Standard,1,3,MgCl2,410,171,0.26,4.559013e-06,9.61026e-06,2.1079694223289125,19498.65069337202,9.35353e-06,5.701437e-06,0.26,5.617500000000629e-08,-0.48,-1.137142500000002e-05,-0.6,1.235249999999997e-05
Standard,1,3,MgCl2,410,172,0.26,4.55728e-06,9.608543e-06,2.1083942614893094,19521.90846177122,9.338883e-06,5.699137e-06,0.26,7.807500000002042e-08,-0.46,-1.1373325000000015e-05,-0.6,1.2961199999999978e-05
Standard,1,3,MgCl2,410,173,0.26,4.55617e-06,9.61152e-06,2.109561320143893,19516.47160929117,9.3458e-06,5.69705e-06,0.26,1.482500000000032e-08,-0.46,-1.1378824999999995e-05,-0.6,1.2576349999999977e-05
Standard,1,3,MgCl2,410,174,0.26,4.55173e-06,9.61109e-06,2.1115246290970684,19517.13438503364,9.337027e-06,5.694073e-06,0.26,7.675000000001582e-09,-0.48,-1.1399425000000029e-05,-0.6,1.3358000000000003e-05
Standard,1,3,MgCl2,410,175,0.26,4.54896e-06,9.613317e-06,2.113299963068481,19528.339819671408,9.33965e-06,5.6906e-06,0.26,1.5250000000009722e-08,-0.46,-1.1371150000000007e-05,-0.6,1.3137350000000002e-05
Standard,1,3,MgCl2,410,176,0.26,4.549253e-06,9.61643e-06,2.1138481416619386,19527.6762826803,9.345933e-06,5.687537e-06,0.26,2.38250000000065e-08,-0.48,-1.139242499999997e-05,-0.6,1.3003999999999974e-05
Standard,1,3,MgCl2,410,177,0.26,4.54782e-06,9.618763e-06,2.115027199845201,19534.836473883875,9.340437e-06,5.685173e-06,0.26,8.259999999999138e-08,-0.46,-1.147399999999998e-05,-0.6,1.3370149999999993e-05
Standard,1,3,MgCl2,410,178,0.26,4.544363e-06,9.620707e-06,2.1170639317325666,19524.53843991128,9.333593e-06,5.68303e-06,0.26,4.007499999999131e-08,-0.48,-1.149635000000001e-05,-0.6,1.3722999999999958e-05
Standard,1,3,MgCl2,410,179,0.26,4.54494e-06,9.614363e-06,2.1153993232033867,19540.89450007846,9.335087e-06,5.67937e-06,0.26,2.7249999999995377e-08,-0.48,-1.1431174999999985e-05,-0.6,1.3542299999999987e-05
Standard,1,3,MgCl2,410,180,0.26,4.542893e-06,9.64464e-06,2.123017205115771,19532.90190361802,9.336827e-06,5.677123e-06,0.26,7.042500000000026e-08,-0.48,-1.1468324999999997e-05,-0.6,1.5390649999999964e-05
Standard,1,3,MgCl2,410,181,0.26,4.540037e-06,9.618663e-06,2.118630971509704,19546.558926033867,9.337193e-06,5.676997e-06,0.26,3.9999999999979295e-08,-0.46,-1.1498250000000037e-05,-0.6,1.3575850000000017e-05
Standard,1,3,MgCl2,410,182,0.26,4.538713e-06,9.622067e-06,2.119998995309904,19563.663781221898,9.3285e-06,5.673153e-06,0.26,2.449999999999273e-08,-0.48,-1.1464424999999991e-05,-0.6,1.4301999999999974e-05
Standard,1,3,MgCl2,410,183,0.26,4.540317e-06,9.622193e-06,2.119277794920486,19562.00667064428,9.33484e-06,5.66754e-06,0.26,2.3424999999992072e-08,-0.48,-1.1411000000000017e-05,-0.6,1.3815999999999942e-05
Standard,1,3,MgCl2,410,184,0.26,4.537137e-06,9.620943e-06,2.1204876555413694,19564.597703937943,9.332697e-06,5.665e-06,0.26,4.7849999999999896e-08,-0.48,-1.1506824999999978e-05,-0.6,1.3789500000000036e-05
Standard,1,3,MgCl2,410,185,0.26,4.533513e-06,9.633383e-06,2.124926740035818,19558.104193844283,9.336627e-06,5.66305e-06,0.26,4.8250000000000766e-08,-0.48,-1.1546499999999982e-05,-0.6,1.4130299999999955e-05
Standard,1,3,MgCl2,410,186,0.26,4.53208e-06,9.634617e-06,2.1258709025436446,19565.17188101324,9.330357e-06,5.659463e-06,0.26,1.4000000000003593e-08,-0.48,-1.1546574999999951e-05,-0.6,1.4880000000000003e-05
Standard,1,3,MgCl2,410,187,0.26,4.531613e-06,9.62355e-06,2.123647804876542,19589.049173018902,9.330953e-06,5.658067e-06,0.26,2.3175000000001688e-08,-0.48,-1.1535649999999995e-05,-0.6,1.4180349999999951e-05
Standard,1,3,MgCl2,410,188,0.26,4.53057e-06,9.623963e-06,2.1242278565390227,19571.41344552189,9.319487e-06,5.65589e-06,0.26,1.1515000000000517e-07,-0.48,-1.1461249999999968e-05,-0.6,1.4719299999999991e-05
Standard,1,3,MgCl2,410,189,0.26,4.530297e-06,9.723613e-06,2.146352214876861,19451.64641653017,9.43152e-06,5.63149e-06,0.26,1.385000000000123e-07,-0.48,-1.1661324999999998e-05,-0.6,1.3807349999999948e-05
Standard,1,3,MgCl2,410,190,0.26,4.533637e-06,9.741317e-06,2.1486759967769804,19466.4139147484,9.422887e-06,5.634613e-06,0.26,4.059999999999416e-08,-0.48,-1.1783100000000052e-05,-0.6,1.539965e-05
Standard,1,3,MgCl2,410,191,0.26,4.53371e-06,9.725537e-06,2.145160806491813,19489.518829116485,9.40997e-06,5.63484e-06,0.26,7.50750000000003e-08,-0.48,-1.181792500000003e-05,-0.6,1.5439850000000052e-05
Standard,1,3,MgCl2,410,192,0.26,4.53118e-06,9.709167e-06,2.142745818969893,19503.37769246567,9.387183e-06,5.633617e-06,0.26,5.115000000000036e-08,-0.48,-1.1767749999999996e-05,-0.6,1.579819999999998e-05
Standard,1,3,MgCl2,410,193,0.26,4.527553e-06,9.69102e-06,2.1404542365379267,19510.72182451784,9.3769e-06,5.63157e-06,0.26,3.8499999999996335e-08,-0.48,-1.1687925000000016e-05,-0.6,1.5540349999999967e-05
Standard,1,3,MgCl2,410,194,0.26,4.52436e-06,9.6785e-06,2.1391975881671663,19545.09571526548,9.370353e-06,5.630477e-06,0.26,3.3499999999998924e-08,-0.48,-1.1666249999999995e-05,-0.6,1.4775349999999984e-05
Standard,1,3,MgCl2,410,195,0.26,4.521993e-06,9.669307e-06,2.138284380360606,19567.978177790737,9.346353e-06,5.628077e-06,0.26,3.43250000000092e-08,-0.48,-1.162475000000002e-05,-0.6,1.556999999999999e-05
Standard,1,3,MgCl2,410,196,0.26,4.51825e-06,9.65974e-06,2.13793836109113,19565.69249735912,9.351713e-06,5.625927e-06,0.26,5.84249999999875e-08,-0.48,-1.1665499999999983e-05,-0.6,1.4763000000000036e-05
Standard,1,3,MgCl2,410,197,0.26,4.517873e-06,9.654887e-06,2.1370425861904487,19594.472791115084,9.343717e-06,5.62602e-06,0.26,3.182500000001049e-08,-0.48,-1.1645824999999998e-05,-0.6,1.5090799999999978e-05
Standard,1,3,MgCl2,410,198,0.26,4.5124e-06,9.65059e-06,2.1386822976686464,19601.067317317564,9.33125e-06,5.621687e-06,0.26,4.400000000001517e-08,-0.48,-1.1651825000000013e-05,-0.6,1.5418850000000023e-05
Standard,1,3,MgCl2,410,199,0.26,4.516677e-06,9.652437e-06,2.137066033280662,19606.997345212563,9.323073e-06,5.621133e-06,0.26,2.399999999999841e-08,-0.48,-1.169482500000001e-05,-0.6,1.6116699999999984e-05
Standard,2,1,KCl,410,0,0.06,3.234743e-06,7.41202e-06,2.2913783258824583,30586.745539687832,7.41202e-06,5.386103e-06,0.06,1.3250000000045992e-09,-0.6,-3.364134999999998e-05,0.6,6.698499999999969e-06
Standard,2,1,KCl,410,1,0.04,3.266227e-06,7.745e-06,2.371237516559627,30385.780913050177,7.745e-06,5.37743e-06,0.06,1.671500000000243e-07,-0.6,-5.6604149999999945e-05,0.6,6.775149999999978e-06
Standard,2,1,KCl,410,2,0.04,3.274063e-06,7.65838e-06,2.3391058754825425,30366.551607802627,7.65838e-06,5.365837e-06,0.04,1.6599999999998455e-07,-0.6,-5.4453999999999936e-05,0.6,6.865349999999969e-06
Standard,2,1,KCl,410,3,0.06,3.281297e-06,7.651593e-06,2.3318806557285123,30305.537397487733,7.651593e-06,5.349917e-06,0.04,1.3532499999998674e-07,-0.6,-5.556599999999997e-05,0.6,6.837200000000007e-06
Standard,2,1,KCl,410,4,0.06,3.284097e-06,7.65287e-06,2.3302813528345845,30271.813641871733,7.65287e-06,5.33798e-06,0.04,1.5207499999999298e-07,-0.6,-5.645034999999997e-05,0.6,6.850849999999971e-06
Standard,2,1,KCl,410,5,0.06,3.284633e-06,7.665193e-06,2.333652800784745,30262.34120971288,7.665193e-06,5.323977e-06,0.04,1.40924999999999e-07,-0.6,-5.711799999999995e-05,0.6,6.877700000000003e-06
Standard,2,1,KCl,410,6,0.06,3.282957e-06,7.629457e-06,2.3239588578223835,30290.574451657303,7.629457e-06,5.3093e-06,0.06,1.2915000000000878e-07,-0.6,-5.575034999999992e-05,0.6,6.880849999999994e-06
Standard,2,1,KCl,410,7,0.06,3.282073e-06,7.653757e-06,2.331988654731324,30286.35445271497,7.653757e-06,5.293983e-06,0.06,9.457500000000917e-08,-0.6,-5.7071349999999966e-05,0.6,6.857499999999996e-06
Standard,2,1,KCl,410,8,0.06,3.280373e-06,7.668833e-06,2.337792988785117,30268.725747183496,7.668833e-06,5.281023e-06,0.06,7.465000000000444e-08,-0.6,-5.745929999999999e-05,0.6,6.901300000000019e-06
Standard,2,1,KCl,410,9,0.02,3.269063e-06,7.66094e-06,2.3434666141337748,30277.06542571068,7.66094e-06,5.268517e-06,0.06,3.3000000000018156e-08,-0.6,-5.68886499999999e-05,0.6,6.9913500000000165e-06
Standard,2,1,KCl,410,10,0.06,3.276537e-06,7.67945e-06,2.3437702672058944,30279.05479691384,7.67945e-06,5.252463e-06,0.06,1.1925000000000735e-08,-0.6,-5.769834999999995e-05,0.6,6.934999999999996e-06
Standard,2,1,KCl,410,11,0.06,3.27549e-06,7.694483e-06,2.3491089882735103,30286.87730180268,7.694483e-06,5.239903e-06,0.06,6.599999999987367e-09,-0.6,-5.813779999999998e-05,0.6,6.937500000000002e-06
Standard,2,1,KCl,410,12,0.06,3.273363e-06,7.701857e-06,2.3528881459220994,30284.309093772332,7.701857e-06,5.22357e-06,0.06,3.0099999999977916e-08,-0.6,-5.829784999999996e-05,0.6,6.986999999999992e-06
Standard,2,1,KCl,410,13,0.08,3.272247e-06,7.711117e-06,2.3565204582661394,30292.07925740785,7.711117e-06,5.212673e-06,0.06,1.1232500000000404e-07,-0.6,-5.853984999999995e-05,0.6,6.911150000000005e-06
Standard,2,1,KCl,410,14,0.06,3.26678e-06,7.714057e-06,2.36136409553138,30288.31752333639,7.714057e-06,5.198983e-06,0.06,1.3682499999998325e-07,-0.6,-5.822349999999995e-05,0.6,6.903799999999982e-06
Standard,2,1,KCl,410,15,0.06,3.266577e-06,7.73025e-06,2.36646801835683,30315.183935862773,7.73025e-06,5.18427e-06,0.06,9.092499999999779e-08,-0.6,-5.870299999999991e-05,0.6,6.921849999999983e-06
Standard,2,1,KCl,410,16,0.08,3.266707e-06,7.747627e-06,2.371693267868836,30297.67771330096,7.747627e-06,5.173533e-06,0.06,1.3707499999998716e-07,-0.6,-5.90052e-05,0.6,6.914500000000002e-06
Standard,2,1,KCl,410,17,0.08,3.263313e-06,7.719337e-06,2.3654908370726315,30304.802674823102,7.719337e-06,5.161777e-06,0.08,9.817500000000352e-08,-0.6,-5.729234999999996e-05,0.6,6.957199999999974e-06
Standard,2,1,KCl,410,18,0.08,3.262053e-06,7.74374e-06,2.3738854028429337,30307.098801445165,7.74374e-06,5.14865e-06,0.08,8.082499999999596e-08,-0.6,-5.823334999999994e-05,0.6,6.98000000000001e-06
Standard,2,1,KCl,410,19,0.08,3.260587e-06,7.75023e-06,2.3769431700488286,30298.74257188453,7.75023e-06,5.134543e-06,0.08,3.9824999999987375e-08,-0.6,-5.788834999999994e-05,0.6,6.864800000000007e-06
Standard,2,1,KCl,410,20,0.08,3.260497e-06,7.807743e-06,2.394648116529474,30284.244894152023,7.807743e-06,5.124043e-06,0.08,2.0575000000009543e-08,-0.6,-5.998764999999997e-05,0.6,6.887299999999971e-06
Standard,2,1,KCl,410,21,0.08,3.264957e-06,7.792577e-06,2.386731892640546,30185.189153978576,7.792577e-06,5.10715e-06,0.08,9.617499999999913e-08,-0.6,-5.899934999999991e-05,0.6,6.929e-06
Standard,2,1,KCl,410,22,0.08,3.254673e-06,7.8014e-06,2.3969842746106904,30315.68020959049,7.8014e-06,5.09739e-06,0.08,4.2999999999999426e-08,-0.6,-5.859864999999992e-05,0.6,6.880849999999994e-06
Standard,2,1,KCl,410,23,0.08,3.253717e-06,7.805767e-06,2.3990307085711517,30276.35958263433,7.805767e-06,5.086923e-06,0.08,3.0750000000009834e-08,-0.6,-5.869819999999999e-05,0.6,6.8938000000000025e-06
Standard,2,1,KCl,410,24,0.08,3.25098e-06,7.826403e-06,2.4073980768875844,30302.690545590853,7.826403e-06,5.07636e-06,0.08,4.4899999999996815e-08,-0.6,-5.934899999999995e-05,0.6,6.8533499999999765e-06
Standard,2,1,KCl,410,25,0.08,3.248677e-06,7.82518e-06,2.408728229984083,30487.40519560262,7.82518e-06,5.06699e-06,0.08,1.2017499999999754e-07,-0.6,-5.9014649999999925e-05,0.6,6.9510000000000144e-06
Standard,2,1,KCl,410,26,0.08,3.246333e-06,7.84309e-06,2.415984435361376,30301.19386703836,7.84309e-06,5.055393e-06,0.08,8.709999999999447e-08,-0.6,-5.936699999999998e-05,0.6,6.877000000000005e-06
Standard,2,1,KCl,410,27,0.1,3.244287e-06,7.870207e-06,2.4258664538618198,30325.572311782063,7.870207e-06,5.045947e-06,0.08,1.4232500000000206e-07,-0.6,-6.045584999999998e-05,0.6,6.888999999999997e-06
Standard,2,1,KCl,410,28,0.1,3.242077e-06,7.871233e-06,2.4278365381204705,30305.20676788,7.871233e-06,5.036403e-06,0.1,1.290000000000118e-07,-0.6,-5.9886149999999945e-05,0.6,6.913799999999962e-06
Standard,2,1,KCl,410,29,0.08,3.24248e-06,7.87829e-06,2.429711208704448,30327.632446078227,7.87829e-06,5.026403e-06,0.1,1.1242499999999749e-07,-0.6,-5.995449999999992e-05,0.6,6.947649999999975e-06
Standard,2,1,KCl,410,30,0.1,3.240023e-06,7.926177e-06,2.446333559977815,30298.77929248109,7.926177e-06,5.01647e-06,0.1,7.500000000001539e-08,-0.6,-6.183549999999992e-05,0.6,6.8485000000000014e-06
Standard,2,1,KCl,410,31,0.1,3.23781e-06,7.907133e-06,2.442123842967932,30309.85461272038,7.907133e-06,5.008457e-06,0.1,8.032500000001519e-08,-0.6,-6.04287999999999e-05,0.6,6.924199999999995e-06
Standard,2,1,KCl,410,32,0.1,3.235703e-06,7.90926e-06,2.444371439529524,30323.126265801,7.90926e-06,4.999107e-06,0.1,5.157500000000975e-08,-0.6,-6.031334999999992e-05,0.6,6.935849999999988e-06
Standard,2,1,KCl,410,33,0.1,3.232003e-06,7.929693e-06,2.453491843912274,30334.127379674377,7.929693e-06,4.99037e-06,0.1,6.460000000000612e-08,-0.6,-6.109079999999996e-05,0.6,6.896000000000021e-06
Standard,2,1,KCl,410,34,0.1,3.2301e-06,7.93626e-06,2.4569703724342897,30340.201647048187,7.93626e-06,4.982643e-06,0.1,1.9000000000001004e-08,-0.6,-6.094384999999994e-05,0.6,6.8986499999999776e-06
Standard,2,1,KCl,410,35,0.1,3.229713e-06,7.947273e-06,2.460674679143317,30334.77150485038,7.947273e-06,4.970533e-06,0.1,1.98999999999962e-08,-0.6,-6.122279999999997e-05,0.6,6.840650000000028e-06
Standard,2,1,KCl,410,36,0.1,3.228633e-06,7.957443e-06,2.4646477317180366,30313.897375938104,7.957443e-06,4.965923e-06,0.1,4.717499999998656e-08,-0.6,-6.150229999999995e-05,0.6,6.871500000000001e-06
Standard,2,1,KCl,410,37,0.1,3.225077e-06,7.95177e-06,2.4656062475407565,30335.636515976417,7.95177e-06,4.95678e-06,0.1,3.859999999998977e-08,-0.6,-6.094984999999998e-05,0.6,6.910650000000012e-06
Standard,2,1,KCl,410,38,0.1,3.221457e-06,7.969833e-06,2.47398397681546,30350.395313898967,7.969833e-06,4.946923e-06,0.1,6.357499999998185e-08,-0.6,-6.136979999999991e-05,0.6,6.8262999999999816e-06
Standard,2,1,KCl,410,39,0.1,3.221383e-06,7.98356e-06,2.4783020212126283,30343.515909257112,7.98356e-06,4.93972e-06,0.1,6.749999999999215e-08,-0.6,-6.147934999999991e-05,0.6,6.857000000000003e-06
Standard,2,1,KCl,410,40,0.1,3.219353e-06,7.960367e-06,2.4726605004173203,30367.750420821107,7.960367e-06,4.932687e-06,0.1,9.049999999998839e-08,-0.6,-6.061099999999997e-05,0.6,6.799849999999961e-06
Standard,2,1,KCl,410,41,0.1,3.21653e-06,7.99094e-06,2.484335603896124,30381.03591433399,7.99094e-06,4.924083e-06,0.1,8.142499999999729e-08,-0.6,-6.151034999999993e-05,0.6,6.883149999999994e-06
Standard,2,1,KCl,410,42,0.12,3.21721e-06,7.973637e-06,2.4784322440872684,30358.844578805943,7.973637e-06,4.916953e-06,0.1,1.383249999999933e-07,-0.6,-6.042e-05,0.6,6.877299999999992e-06
Standard,2,1,KCl,410,43,0.12,3.21472e-06,8.005897e-06,2.4903870321521007,30360.55896217894,8.005897e-06,4.9083e-06,0.1,1.2632499999999409e-07,-0.6,-6.160020000000001e-05,0.6,6.837149999999995e-06
Standard,2,1,KCl,410,44,0.12,3.213053e-06,8.014667e-06,2.4944085889650744,30377.84264459777,8.014667e-06,4.902347e-06,0.1,1.1024999999998765e-07,-0.6,-6.182599999999993e-05,0.6,6.832699999999989e-06
Standard,2,1,KCl,410,45,0.1,3.212307e-06,8.038783e-06,2.502495247185278,30360.900018520148,8.038783e-06,4.894973e-06,0.1,1.604999999999928e-07,-0.6,-6.259279999999996e-05,0.6,6.815149999999981e-06
Standard,2,1,KCl,410,46,0.1,3.20991e-06,8.032253e-06,2.502329660333156,30381.46973397985,8.032253e-06,4.888547e-06,0.12,1.4157499999999025e-07,-0.6,-6.224799999999998e-05,0.6,6.832499999999983e-06
Standard,2,1,KCl,410,47,0.12,3.208743e-06,8.046893e-06,2.507802276467763,30392.116041961788,8.046893e-06,4.88273e-06,0.12,5.924999999999779e-08,-0.6,-6.270514999999996e-05,0.6,6.862999999999999e-06
Standard,2,1,KCl,410,48,0.12,3.206683e-06,8.06013e-06,2.513541251193211,30381.46973397985,8.06013e-06,4.874237e-06,0.12,7.982499999998023e-08,-0.6,-6.303884999999991e-05,0.6,6.8811999999999935e-06
Standard,2,1,KCl,410,49,0.12,3.203623e-06,8.068093e-06,2.5184277301043227,30408.196590207284,8.068093e-06,4.868297e-06,0.12,4.732499999998349e-08,-0.6,-6.285049999999998e-05,0.6,6.8358499999999805e-06
