Type,Chip,Disp,Electrolyte,Measure,Sweep,VGSmin [V],IDSmin [A],IDSmax [A],Ronoff,Res [ohm],IDS(-0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],min |gm| [S],VGS min gm [V],min gm [S],VGS max gm [V],max gm [S]
Standard,1,2,MgCl2,410,102,0.24,5.61624e-06,1.089397e-05,1.9397265786362408,16211.036570963732,1.067037e-05,6.97325e-06,0.24,5.1600000000004724e-08,-0.46,-1.1890175000000056e-05,-0.6,7.5214999999999855e-06
Standard,1,2,MgCl2,410,103,0.24,5.610183e-06,1.089353e-05,1.9417423638408944,16218.127325274008,1.068943e-05,6.965267e-06,0.24,9.157499999997549e-08,-0.46,-1.1817425000000047e-05,0.6,6.735849999999973e-06
Standard,1,2,MgCl2,410,104,0.24,5.613097e-06,1.090523e-05,1.942818732688924,16206.843404454905,1.066367e-05,6.959547e-06,0.24,3.2399999999989735e-08,-0.46,-1.1834500000000015e-05,-0.6,8.679999999999966e-06
Standard,1,2,MgCl2,410,105,0.24,5.606313e-06,1.091013e-05,1.9460436832549304,16210.800056478429,1.06793e-05,6.95468e-06,0.24,1.0624999999999244e-07,-0.46,-1.1824325000000044e-05,-0.6,8.020000000000045e-06
Standard,1,2,MgCl2,410,106,0.24,5.60796e-06,1.09204e-05,1.947303475773721,16214.884842698591,1.067607e-05,6.949577e-06,0.24,2.7599999999979204e-08,-0.46,-1.184675000000002e-05,-0.6,8.794999999999964e-06
Standard,1,2,MgCl2,410,107,0.24,5.608077e-06,1.093907e-05,1.9505919765366984,16207.507965990168,1.067793e-05,6.946353e-06,0.24,1.16749999999968e-08,-0.46,-1.2034174999999963e-05,-0.6,8.586999999999982e-06
Standard,1,2,MgCl2,410,108,0.24,5.604763e-06,1.093863e-05,1.951666823378616,16232.730606635,1.06643e-05,6.938833e-06,0.24,6.499999999966819e-09,-0.46,-1.1911575000000037e-05,-0.6,1.016649999999994e-05
Standard,1,2,MgCl2,410,109,0.24,5.60327e-06,1.091737e-05,1.948392635014911,16217.014794620429,1.066757e-05,6.935433e-06,0.24,1.7399999999997496e-08,-0.44,-1.1782674999999935e-05,-0.6,8.989999999999968e-06
Standard,1,2,MgCl2,410,110,0.24,5.60368e-06,1.09369e-05,1.9517352882391568,16234.00341888112,1.066663e-05,6.93018e-06,0.24,1.5074999999990703e-08,-0.46,-1.1995324999999971e-05,-0.6,9.993500000000034e-06
Standard,1,2,MgCl2,410,111,0.2,5.573427e-06,1.094323e-05,1.9634652073132024,16219.51359949447,1.067427e-05,6.924013e-06,0.24,1.6175000000013444e-08,-0.46,-1.1932749999999965e-05,-0.6,9.959999999999976e-06
Standard,1,2,MgCl2,410,112,0.24,5.597507e-06,1.09335e-05,1.953280272807162,16218.39035719383,1.069073e-05,6.92091e-06,0.24,5.174999999975772e-09,-0.46,-1.1871925000000013e-05,-0.6,8.223500000000051e-06
Standard,1,2,MgCl2,410,113,0.24,5.597837e-06,1.093213e-05,1.9529203869280225,16219.871386151832,1.06911e-05,6.91609e-06,0.24,3.165000000003213e-08,-0.46,-1.1886575000000075e-05,-0.6,8.364999999999955e-06
Standard,1,2,MgCl2,410,114,0.24,5.589053e-06,1.09548e-05,1.9600458252945536,16217.72490294908,1.067627e-05,6.914333e-06,0.24,6.850000000002145e-08,-0.46,-1.1975824999999964e-05,-0.6,1.0340000000000048e-05
Standard,1,2,MgCl2,410,115,0.24,5.590787e-06,1.095997e-05,1.9603626466184456,16225.785044044896,1.066783e-05,6.907937e-06,0.24,7.825000000003944e-08,-0.46,-1.2035924999999993e-05,-0.6,1.0905000000000017e-05
Standard,1,2,MgCl2,410,116,0.26,5.587427e-06,1.102103e-05,1.972469617947581,16222.976374317275,1.067473e-05,6.90258e-06,0.24,2.0339999999999882e-07,-0.46,-1.216999999999996e-05,-0.6,1.2268500000000023e-05
Standard,1,2,MgCl2,410,117,0.24,5.587697e-06,1.096847e-05,1.9629679275737395,16235.065566124043,1.0675e-05,6.89721e-06,0.24,6.824999999999041e-08,-0.46,-1.2069825000000006e-05,-0.6,1.0929999999999983e-05
Standard,1,2,MgCl2,410,118,0.24,5.5869e-06,1.097537e-05,1.964482986987417,16220.17920053981,1.066947e-05,6.89626e-06,0.24,8.600000000002594e-08,-0.46,-1.222907500000002e-05,-0.6,1.1473000000000024e-05
Standard,1,2,MgCl2,410,119,0.24,5.579753e-06,1.096977e-05,1.965995627405012,16240.718632310618,1.06772e-05,6.89105e-06,0.24,3.942500000000005e-08,-0.46,-1.2088074999999968e-05,-0.6,1.0616499999999992e-05
Standard,1,2,MgCl2,410,120,0.24,5.582877e-06,1.097187e-05,1.9652716690695493,16232.422315684902,1.066287e-05,6.885313e-06,0.24,1.028250000000442e-07,-0.46,-1.2189674999999974e-05,-0.6,1.1801499999999963e-05
Standard,1,2,MgCl2,410,121,0.24,5.578157e-06,1.097973e-05,1.968343666196559,16245.309369985784,1.065257e-05,6.88207e-06,0.24,6.857500000001992e-08,-0.46,-1.2119674999999983e-05,-0.6,1.2800000000000018e-05
Standard,1,2,MgCl2,410,122,0.24,5.579577e-06,1.09858e-05,1.968930619650916,16238.432146899351,1.06691e-05,6.87865e-06,0.24,1.2484999999999257e-07,-0.46,-1.2135674999999935e-05,-0.6,1.2003500000000037e-05
Standard,1,2,MgCl2,410,123,0.24,5.575697e-06,1.09836e-05,1.969906183926422,16245.44132609588,1.065877e-05,6.875417e-06,0.24,1.1749999999997984e-07,-0.46,-1.2111425000000016e-05,-0.6,1.2657999999999996e-05
Standard,1,2,MgCl2,410,124,0.24,5.572303e-06,1.098563e-05,1.9714703238499416,16244.45434634184,1.065927e-05,6.871413e-06,0.24,7.775000000003158e-08,-0.44,-1.2020349999999969e-05,-0.6,1.2893000000000002e-05
Standard,1,2,MgCl2,410,125,0.24,5.569303e-06,1.09935e-05,1.9739453931667927,16259.271646415476,1.066327e-05,6.868017e-06,0.24,1.503500000000146e-07,-0.46,-1.2225924999999949e-05,-0.6,1.2798000000000048e-05
Standard,1,2,MgCl2,410,126,0.24,5.569727e-06,1.099083e-05,1.9733157477915884,16246.980092575295,1.067193e-05,6.86371e-06,0.24,1.40924999999999e-07,-0.48,-1.2201425000000024e-05,-0.6,1.1984999999999928e-05
Standard,1,2,MgCl2,410,127,0.22,5.529657e-06,1.098917e-05,1.987314945574382,16267.410195762017,1.06561e-05,6.858013e-06,0.26,2.728249999999833e-07,-0.46,-1.209724999999998e-05,-0.6,1.2876500000000032e-05
Standard,1,2,MgCl2,410,128,0.24,5.564453e-06,1.100177e-05,1.977152111806857,16252.691648895703,1.06768e-05,6.852887e-06,0.24,1.2750000000000174e-07,-0.46,-1.2353999999999957e-05,-0.6,1.212499999999998e-05
Standard,1,2,MgCl2,410,129,0.26,5.560157e-06,1.09811e-05,1.974962217793491,16288.03235194138,1.067903e-05,6.850457e-06,0.24,1.783250000000133e-07,-0.46,-1.2199574999999987e-05,-0.6,1.1117000000000022e-05
Standard,1,2,MgCl2,410,130,0.24,5.560557e-06,1.100123e-05,1.9784402893451143,16266.166536266232,1.065453e-05,6.847703e-06,0.24,1.2015000000001612e-07,-0.46,-1.2272424999999976e-05,-0.6,1.3571999999999985e-05
Standard,1,2,MgCl2,410,131,0.24,5.554977e-06,1.09962e-05,1.9795221474364344,16282.144820885824,1.06517e-05,6.84082e-06,0.24,1.2040000000002006e-07,-0.46,-1.222657499999998e-05,-0.6,1.343999999999998e-05
Standard,1,2,MgCl2,410,132,0.24,5.553377e-06,1.101073e-05,1.9827088994678368,16276.960954663293,1.065353e-05,6.83764e-06,0.24,1.7565000000002265e-07,-0.46,-1.2295999999999938e-05,-0.6,1.4067000000000052e-05
Standard,1,2,MgCl2,410,133,0.24,5.551457e-06,1.101433e-05,1.984043107962468,16282.595517368887,1.065323e-05,6.83351e-06,0.24,1.5382500000003408e-07,-0.46,-1.2302499999999986e-05,-0.6,1.4076999999999987e-05
Standard,1,2,MgCl2,410,134,0.24,5.551777e-06,1.101643e-05,1.9843070065674469,16271.724786555653,1.066067e-05,6.829943e-06,0.24,1.8132500000003337e-07,-0.46,-1.230057499999998e-05,-0.6,1.3924999999999944e-05
Standard,1,2,MgCl2,410,135,0.24,5.54416e-06,1.101457e-05,1.9866977143516784,16282.924276423482,1.06568e-05,6.82508e-06,0.24,2.2875000000002386e-07,-0.46,-1.2245924999999964e-05,-0.6,1.3993499999999992e-05
Standard,1,2,MgCl2,410,136,0.26,5.545477e-06,1.101957e-05,1.9871275275327984,16290.3593653276,1.065423e-05,6.8206e-06,0.24,1.9807500000002605e-07,-0.46,-1.2356424999999996e-05,-0.6,1.3961999999999906e-05
Standard,1,2,MgCl2,410,137,0.26,5.542797e-06,1.100627e-05,1.9856888137884177,16297.713593759932,1.066813e-05,6.81721e-06,0.24,1.670750000000259e-07,-0.46,-1.2302499999999986e-05,-0.6,1.2524999999999923e-05
Standard,1,2,MgCl2,410,138,0.24,5.541687e-06,1.10188e-05,1.9883475916268816,16292.554318968783,1.065147e-05,6.815723e-06,0.24,1.9735000000002282e-07,-0.46,-1.233817499999998e-05,-0.6,1.4493000000000036e-05
Standard,1,2,MgCl2,410,139,0.24,5.540307e-06,1.102303e-05,1.9896063521389693,16328.655336865875,1.064977e-05,6.810867e-06,0.24,1.9390000000001181e-07,-0.46,-1.2309999999999996e-05,-0.6,1.4807999999999964e-05
Standard,1,2,MgCl2,410,140,0.24,5.538637e-06,1.10267e-05,1.9908688726125217,16307.608461496187,1.065333e-05,6.807067e-06,0.26,1.6632500000001408e-07,-0.46,-1.2410325000000028e-05,-0.6,1.4673499999999955e-05
Standard,1,2,MgCl2,410,141,0.26,5.53491e-06,1.102477e-05,1.9918607529300385,16324.736890134358,1.064067e-05,6.799547e-06,0.26,2.0357500000000426e-07,-0.46,-1.2334174999999972e-05,-0.6,1.5288e-05
Standard,1,2,MgCl2,410,142,0.24,5.534213e-06,1.103077e-05,1.993195780502124,16300.893631289762,1.064387e-05,6.798113e-06,0.26,2.1399999999998135e-07,-0.46,-1.2227174999999995e-05,-0.6,1.511300000000004e-05
Standard,1,2,MgCl2,410,143,0.24,5.484513e-06,1.102603e-05,2.0103936302092817,16323.94543231521,1.065653e-05,6.796403e-06,0.24,2.068250000000012e-07,-0.46,-1.238425e-05,-0.6,1.4404999999999978e-05
Standard,1,2,MgCl2,410,144,0.26,5.52866e-06,1.10346e-05,1.9958905051133544,16315.547917703723,1.06583e-05,6.792053e-06,0.26,1.488500000000181e-07,-0.46,-1.239907499999996e-05,-0.6,1.5001500000000032e-05
Standard,1,2,MgCl2,410,145,0.26,5.526027e-06,1.104167e-05,1.9981208922793896,16322.426687820533,1.06419e-05,6.787e-06,0.26,1.421500000000102e-07,-0.48,-1.2376499999999986e-05,-0.6,1.6208499999999935e-05
Standard,1,2,MgCl2,410,146,0.24,5.5246e-06,1.103247e-05,1.9969717264598343,16317.544640314813,1.06511e-05,6.784053e-06,0.26,9.3575000000007e-08,-0.46,-1.2496175000000002e-05,-0.6,1.4978499999999948e-05
Standard,1,2,MgCl2,410,147,0.26,5.52234e-06,1.10387e-05,1.9989171257112024,16329.161940054668,1.064713e-05,6.782073e-06,0.26,1.2550000000002446e-07,-0.46,-1.2431325000000031e-05,-0.6,1.5393499999999926e-05
Standard,1,2,MgCl2,410,148,0.24,5.518253e-06,1.109663e-05,2.0108954772461503,16323.537741569997,1.06438e-05,6.77838e-06,0.26,1.982500000000044e-07,-0.48,-1.260825000000003e-05,-0.6,1.7476500000000035e-05
Standard,1,2,MgCl2,410,149,0.26,5.515857e-06,1.103707e-05,2.000971018646785,16353.70312435863,1.065357e-05,6.776113e-06,0.26,2.052500000000062e-07,-0.46,-1.2481674999999964e-05,-0.6,1.5021499999999992e-05
Standard,1,2,MgCl2,410,150,0.26,5.512383e-06,1.105297e-05,2.005116480476774,16343.722874527442,1.066143e-05,6.767623e-06,0.26,1.826749999999788e-07,-0.46,-1.2513749999999978e-05,-0.6,1.49635e-05
Standard,1,2,MgCl2,410,151,0.26,5.508253e-06,1.10506e-05,2.006189621282828,16350.307295850473,1.064107e-05,6.762867e-06,0.26,4.3100000000006414e-08,-0.46,-1.2479174999999952e-05,-0.6,1.6616500000000016e-05
Standard,1,2,MgCl2,410,152,0.26,5.507263e-06,1.10499e-05,2.0064231542964266,16347.10795139678,1.064843e-05,6.761277e-06,0.26,1.2800000000000964e-07,-0.46,-1.249842500000001e-05,-0.6,1.6223499999999968e-05
Standard,1,2,MgCl2,410,153,0.26,5.510043e-06,1.105137e-05,2.0056776326427945,16357.03615084917,1.065227e-05,6.758357e-06,0.26,1.4207500000001168e-07,-0.46,-1.2534749999999957e-05,-0.6,1.6071500000000007e-05
Standard,1,2,MgCl2,410,154,0.26,5.504857e-06,1.10535e-05,2.007954066745058,16363.326055471349,1.06392e-05,6.753197e-06,0.26,1.619250000000315e-07,-0.46,-1.2569674999999994e-05,-0.6,1.6523500000000032e-05
Standard,1,2,MgCl2,410,155,0.26,5.50313e-06,1.104877e-05,2.007724694855473,16359.722820488198,1.063027e-05,6.752567e-06,0.26,1.413249999999999e-07,-0.46,-1.2507324999999984e-05,-0.6,1.7194999999999994e-05
Standard,1,2,MgCl2,410,156,0.26,5.50133e-06,1.105363e-05,2.0092650322740138,16367.04070810365,1.06373e-05,6.747807e-06,0.26,1.4107499999999593e-07,-0.46,-1.252607499999998e-05,-0.6,1.7028499999999954e-05
Standard,1,2,MgCl2,410,157,0.26,5.51458e-06,1.11424e-05,2.0205346554044006,16322.30147062304,1.06363e-05,6.746073e-06,0.26,7.060000000000574e-08,-0.5,-1.3639999999999985e-05,-0.6,1.713849999999994e-05
Standard,1,2,MgCl2,410,158,0.24,5.498527e-06,1.104407e-05,2.00855065365688,16385.123815007366,1.0618e-05,6.741057e-06,0.26,1.8990000000003015e-07,-0.46,-1.249507499999998e-05,-0.6,1.735149999999993e-05
Standard,1,2,MgCl2,410,159,0.26,5.44402e-06,1.104173e-05,2.0282309763740765,16390.129667232835,1.06163e-05,6.7399e-06,0.26,3.567500000002232e-08,-0.46,-1.2664250000000015e-05,-0.6,1.7526499999999975e-05
Standard,1,2,MgCl2,410,160,0.26,5.49263e-06,1.10441e-05,2.0107125366172487,16394.176329530816,1.06154e-05,6.73343e-06,0.26,1.352500000000154e-07,-0.46,-1.2576249999999988e-05,-0.6,1.7636499999999962e-05
Standard,1,2,MgCl2,410,161,0.26,5.487217e-06,1.10464e-05,2.0131152094039653,16406.29063120414,1.061323e-05,6.729627e-06,0.26,1.1817499999999317e-07,-0.46,-1.2614174999999965e-05,-0.6,1.7733499999999972e-05
Standard,1,2,MgCl2,410,162,0.26,5.489297e-06,1.104523e-05,2.0121392593623555,16406.298706199283,1.062683e-05,6.727683e-06,0.26,1.2917500000000372e-07,-0.46,-1.2632575000000003e-05,-0.6,1.7008499999999995e-05
Standard,1,2,MgCl2,410,163,0.26,5.484877e-06,1.1048e-05,2.014265771137621,16408.5519403687,1.061247e-05,6.724203e-06,0.26,8.18249999999846e-08,-0.46,-1.2548674999999962e-05,-0.6,1.790499999999994e-05
Standard,1,2,MgCl2,410,164,0.26,5.48524e-06,1.10548e-05,2.015372162384873,16406.44136575749,1.061747e-05,6.7198e-06,0.26,1.1075000000000909e-07,-0.46,-1.2621749999999973e-05,-0.6,1.797800000000005e-05
Standard,1,2,MgCl2,410,165,0.26,5.48102e-06,1.105107e-05,2.0162433269719866,16435.97947672115,1.060303e-05,6.715677e-06,0.26,7.974999999998177e-08,-0.46,-1.2637424999999922e-05,-0.6,1.8404999999999936e-05
Standard,1,2,MgCl2,410,166,0.26,5.48064e-06,1.105477e-05,2.0170582267764345,16425.871601918345,1.060457e-05,6.71247e-06,0.26,7.507499999998674e-08,-0.46,-1.2583674999999944e-05,-0.6,1.8418e-05
Standard,1,2,MgCl2,410,167,0.26,5.477017e-06,1.10538e-05,2.0182153898737214,16440.005569873887,1.06103e-05,6.71071e-06,0.26,3.4900000000001993e-08,-0.46,-1.2582674999999957e-05,-0.6,1.829149999999996e-05
Standard,1,2,MgCl2,410,168,0.26,5.477767e-06,1.11001e-05,2.026391410952675,16427.328701155187,1.064193e-05,6.707147e-06,0.26,1.3067500000000026e-07,-0.48,-1.2700574999999964e-05,-0.6,2.138350000000001e-05
Standard,1,2,MgCl2,410,169,0.26,5.474107e-06,1.104917e-05,2.0184424601126723,16443.392798122823,1.05994e-05,6.703377e-06,0.26,4.8349999999980663e-08,-0.46,-1.269057499999994e-05,-0.6,1.847649999999994e-05
Standard,1,2,MgCl2,410,170,0.26,5.468327e-06,1.105317e-05,2.021307430956488,16451.58955258257,1.060103e-05,6.700663e-06,0.26,1.166749999999967e-07,-0.48,-1.2654574999999996e-05,-0.6,1.849350000000003e-05
Standard,1,2,MgCl2,410,171,0.26,5.470517e-06,1.104983e-05,2.019887699828005,16452.157947297157,1.06012e-05,6.696887e-06,0.26,5.7824999999986186e-08,-0.46,-1.2674250000000012e-05,-0.6,1.85585e-05
Standard,1,2,MgCl2,410,172,0.26,5.464477e-06,1.105493e-05,2.02305362434502,16476.418949199906,1.058927e-05,6.69363e-06,0.26,1.3792499999997886e-07,-0.48,-1.2720924999999963e-05,-0.6,1.9386499999999988e-05
Standard,1,2,MgCl2,410,173,0.26,5.463543e-06,1.104727e-05,2.021997447443902,16456.679437049912,1.060307e-05,6.691103e-06,0.26,7.81000000000154e-08,-0.46,-1.2645175000000016e-05,-0.6,1.8048000000000035e-05
Standard,1,2,MgCl2,410,174,0.26,5.46174e-06,1.105273e-05,2.0236646196999493,16476.8994693285,1.0588e-05,6.688917e-06,0.26,9.767499999999565e-08,-0.48,-1.277050000000001e-05,-0.6,1.922850000000003e-05
Standard,1,2,MgCl2,410,175,0.28,5.4152e-06,1.110137e-05,2.050038779731127,16470.84750581133,1.05932e-05,6.68399e-06,0.24,2.5974999999999696e-07,-0.48,-1.2861424999999953e-05,-0.6,2.069499999999996e-05
Standard,1,2,MgCl2,410,176,0.26,5.45744e-06,1.10532e-05,2.025345216804949,16483.281913735405,1.059267e-05,6.682203e-06,0.26,5.342500000000364e-08,-0.46,-1.2828674999999923e-05,-0.6,1.889499999999991e-05
Standard,1,2,MgCl2,410,177,0.26,5.453357e-06,1.105013e-05,2.026298663373771,16488.85361739891,1.060323e-05,6.675243e-06,0.26,7.250000000000313e-08,-0.46,-1.275607499999997e-05,-0.6,1.8336999999999923e-05
Standard,1,2,MgCl2,410,178,0.26,5.45052e-06,1.104943e-05,2.027224925328225,16494.36379341997,1.058567e-05,6.673483e-06,0.26,4.46750000000014e-08,-0.46,-1.2723424999999976e-05,-0.6,1.914799999999999e-05
Standard,1,2,MgCl2,410,179,0.26,5.450437e-06,1.105743e-05,2.028723568403781,16511.922433593176,1.057967e-05,6.67186e-06,0.26,3.41749999999987e-08,-0.48,-1.2754000000000076e-05,-0.6,2.0204999999999987e-05
Standard,1,2,MgCl2,410,180,0.26,5.442807e-06,1.106513e-05,2.0329822461094067,16496.29567432485,1.057633e-05,6.667543e-06,0.26,1.9999999999989644e-08,-0.46,-1.2869324999999963e-05,-0.6,2.0784999999999988e-05
Standard,1,2,MgCl2,410,181,0.26,5.444773e-06,1.105093e-05,2.0296401704901195,16519.450827376695,1.059337e-05,6.664563e-06,0.26,3.1175000000005684e-08,-0.46,-1.277899999999998e-05,-0.6,1.905499999999992e-05
Standard,1,2,MgCl2,410,182,0.26,5.439813e-06,1.105133e-05,2.031564320317629,16522.734373747888,1.058993e-05,6.661093e-06,0.26,7.084999999998257e-08,-0.48,-1.272967500000002e-05,-0.6,1.8959999999999968e-05
Standard,1,2,MgCl2,410,183,0.26,5.440987e-06,1.105637e-05,2.0320522728688744,16527.4968791954,1.05705e-05,6.66081e-06,0.26,1.424999999998042e-09,-0.46,-1.280999999999998e-05,-0.6,2.050350000000003e-05
Standard,1,2,MgCl2,410,184,0.26,5.436623e-06,1.10558e-05,2.0335785652233014,16550.172758978348,1.05763e-05,6.653137e-06,0.26,7.717500000002524e-08,-0.46,-1.283682499999994e-05,-0.6,1.9738499999999964e-05
Standard,1,2,MgCl2,410,185,0.26,5.43267e-06,1.105987e-05,2.0358074390677143,16533.26252688102,1.056743e-05,6.65283e-06,0.26,5.9325000000009824e-08,-0.48,-1.2955075000000013e-05,-0.6,2.0767e-05
Standard,1,2,MgCl2,410,186,0.26,5.43392e-06,1.106257e-05,2.0358360078911724,16539.486286863827,1.056657e-05,6.650853e-06,0.26,1.4849999999995292e-08,-0.48,-1.2847500000000027e-05,-0.6,2.0875000000000016e-05
Standard,1,2,MgCl2,410,187,0.26,5.42865e-06,1.106283e-05,2.037860241496505,16557.626417891643,1.055787e-05,6.647563e-06,0.26,5.5849999999990326e-08,-0.46,-1.2844575000000007e-05,-0.6,2.155999999999999e-05
Standard,1,2,MgCl2,410,188,0.26,5.428967e-06,1.105717e-05,2.0366986942451484,16550.84660062989,1.057813e-05,6.643613e-06,0.26,3.5749999999993686e-08,-0.48,-1.289424999999998e-05,-0.6,2.0028500000000007e-05
Standard,1,2,MgCl2,410,189,0.26,5.4267e-06,1.106063e-05,2.038187111872777,16565.4599888647,1.05619e-05,6.648163e-06,0.26,2.1574999999984627e-08,-0.48,-1.2968000000000027e-05,-0.6,2.1073500000000008e-05
Standard,1,2,MgCl2,410,190,0.26,5.42102e-06,1.106157e-05,2.040496069005464,16565.973159810288,1.055907e-05,6.636017e-06,0.26,5.6500000000293295e-09,-0.46,-1.2934000000000009e-05,-0.6,2.112999999999998e-05
Standard,1,2,MgCl2,410,191,0.3,5.387777e-06,1.10681e-05,2.054298089917233,16575.4189851534,1.056713e-05,6.630983e-06,0.26,2.3075000000008245e-08,-0.48,-1.2918325000000005e-05,-0.6,2.1208499999999965e-05
Standard,1,2,MgCl2,410,192,0.26,5.418977e-06,1.105773e-05,2.040556732386943,16591.8099507721,1.05566e-05,6.630297e-06,0.26,2.3499999999990546e-08,-0.48,-1.2909824999999978e-05,-0.6,2.135350000000003e-05
Standard,1,2,MgCl2,410,193,0.26,5.416593e-06,1.10645e-05,2.042704703860896,16591.0667060428,1.056343e-05,6.62927e-06,0.26,2.8925000000024464e-08,-0.48,-1.2795324999999964e-05,-0.6,2.1023499999999983e-05
Standard,1,2,MgCl2,410,194,0.26,5.414773e-06,1.106473e-05,2.0434337690610485,16597.29825859487,1.05509e-05,6.62317e-06,0.26,7.575000000000009e-08,-0.46,-1.2913000000000003e-05,-0.6,2.192850000000002e-05
Standard,1,2,MgCl2,410,195,0.26,5.409337e-06,1.10581e-05,2.0442616165345218,16593.497638828256,1.054983e-05,6.619147e-06,0.26,1.2074999999997678e-08,-0.46,-1.2909325000000053e-05,-0.6,2.160699999999997e-05
Standard,1,2,MgCl2,410,196,0.26,5.40787e-06,1.106033e-05,2.0452285280526343,16603.619954429705,1.055257e-05,6.613777e-06,0.26,6.117500000001725e-08,-0.48,-1.2933324999999968e-05,-0.6,2.170500000000005e-05
Standard,1,2,MgCl2,410,197,0.26,5.406047e-06,1.105657e-05,2.0452226922925383,16610.08993200992,1.054923e-05,6.615397e-06,0.26,5.174999999975772e-09,-0.48,-1.2954575000000005e-05,-0.6,2.151000000000005e-05
Standard,1,2,MgCl2,410,198,0.26,5.403977e-06,1.106557e-05,2.0476715574474134,16606.614381294843,1.054443e-05,6.612423e-06,0.26,4.80749999999682e-08,-0.48,-1.303525000000003e-05,-0.6,2.182849999999997e-05
Standard,1,2,MgCl2,410,199,0.26,5.40324e-06,1.10517e-05,2.0453838807826417,16626.43899751219,1.053137e-05,6.60802e-06,0.26,1.7500000000004491e-09,-0.46,-1.2986825000000052e-05,-0.6,2.234649999999996e-05
Standard,1,3,MgCl2,410,0,0.0,4.614103e-06,8.020613e-06,1.7382821753220503,21672.684810027,8.020613e-06,7.16817e-06,0.0,2.635750000000138e-07,-0.46,-8.892599999999997e-06,0.56,5.964575000000073e-06
Standard,1,3,MgCl2,410,1,0.0,4.64544e-06,8.226887e-06,1.7709596938072605,21526.486188606465,8.226887e-06,7.127823e-06,0.0,1.6192500000001796e-07,-0.6,-2.4201499999999955e-05,0.6,6.344500000000023e-06
Standard,1,3,MgCl2,410,2,0.02,4.672133e-06,8.261793e-06,1.7683128883531356,21390.635137155685,8.261793e-06,7.091717e-06,0.02,1.2000000000001918e-07,-0.6,-2.255615000000004e-05,0.6,6.527200000000005e-06
Standard,1,3,MgCl2,410,3,0.02,4.688993e-06,8.320383e-06,1.7744498658880483,21300.75170352762,8.320383e-06,7.056043e-06,0.02,1.0200000000000684e-07,-0.6,-2.440779999999996e-05,0.6,6.582499999999986e-06
Standard,1,3,MgCl2,410,4,0.02,4.697103e-06,8.35276e-06,1.7782790796795385,21254.572389885376,8.35276e-06,7.023637e-06,0.02,1.8350000000000256e-07,-0.6,-2.370384999999997e-05,0.58,6.56617500000001e-06
Standard,1,3,MgCl2,410,5,0.04,4.71088e-06,8.410947e-06,1.7854301107224126,21155.975177271204,8.410947e-06,6.99606e-06,0.04,4.7924999999998366e-08,-0.6,-2.466649999999996e-05,0.6,6.663500000000019e-06
Standard,1,3,MgCl2,410,6,0.04,4.721787e-06,8.435387e-06,1.7864818976374837,21081.39103450602,8.435387e-06,6.974727e-06,0.04,1.1332499999997913e-07,-0.6,-2.351770000000001e-05,0.6,6.722999999999989e-06
Standard,1,3,MgCl2,410,7,0.06,4.725197e-06,8.461253e-06,1.7906667171760244,21046.44170966981,8.461253e-06,6.944447e-06,0.06,1.1817500000000673e-07,-0.6,-2.4010799999999963e-05,0.6,6.689199999999988e-06
Standard,1,3,MgCl2,410,8,0.06,4.732543e-06,8.496703e-06,1.795377876122837,20988.561234127403,8.496703e-06,6.922083e-06,0.06,8.332500000000823e-08,-0.6,-2.324514999999995e-05,0.6,6.759999999999994e-06
Standard,1,3,MgCl2,410,9,0.06,4.737097e-06,8.526853e-06,1.8000165502205252,20930.60395467017,8.526853e-06,6.893853e-06,0.06,6.474999999998951e-08,-0.6,-2.299629999999997e-05,0.58,6.661649999999987e-06
Standard,1,3,MgCl2,410,10,0.08,4.742337e-06,8.56407e-06,1.805875457606661,20884.28228031301,8.56407e-06,6.872757e-06,0.06,1.925749999999801e-07,-0.6,-2.3177649999999973e-05,0.6,6.76170000000002e-06
Standard,1,3,MgCl2,410,11,0.08,4.743583e-06,8.571467e-06,1.806960476922192,20839.75892566875,8.571467e-06,6.850647e-06,0.08,1.0749999999993078e-08,-0.6,-2.190020000000002e-05,0.6,6.843349999999997e-06
Standard,1,3,MgCl2,410,12,0.08,4.746457e-06,8.60795e-06,1.8135527194284071,20807.48436889756,8.60795e-06,6.82701e-06,0.08,1.700000000001017e-08,-0.6,-2.2251849999999955e-05,0.6,6.81164999999999e-06
Standard,1,3,MgCl2,410,13,0.08,4.750257e-06,8.632023e-06,1.8171696815561769,20745.51067149069,8.632023e-06,6.805077e-06,0.08,1.0010000000000945e-07,-0.6,-2.1896999999999933e-05,0.6,6.829699999999991e-06
Standard,1,3,MgCl2,410,14,0.08,4.752947e-06,8.658267e-06,1.82166285464576,20702.090704140213,8.658267e-06,6.786107e-06,0.08,1.6410000000000068e-07,-0.6,-2.1714349999999963e-05,0.6,6.848000000000009e-06
Standard,1,3,MgCl2,410,15,0.1,4.75223e-06,8.65596e-06,1.8214522445252013,20664.91428193556,8.65596e-06,6.76442e-06,0.1,1.6407499999999218e-07,-0.6,-2.030100000000001e-05,0.6,6.79665e-06
Standard,1,3,MgCl2,410,16,0.1,4.754647e-06,8.69706e-06,1.829170493624448,20633.289295016217,8.69706e-06,6.744967e-06,0.1,8.425000000001194e-08,-0.6,-2.1093000000000016e-05,0.6,6.796700000000012e-06
