Type,Electrolyte,Measure,Sweep,VGSmin [V],VGSmin [V],IDSmin [A],IDSmin [A],IDSmax [A],IDSmax [A],Ronoff,Ronoff,Res [ohm],Res [ohm],IDS(-0.6V) [A],IDS(-0.6V) [A],IDS(+0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],VGS min |gm| [V],min |gm| [S],min |gm| [S],VGS min gm [V],VGS min gm [V],min gm [S],min gm [S],VGS max gm [V],VGS max gm [V],max gm [S],max gm [S]
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Standard,KCl,410,19,0.06666666666666667,0.023094010767585032,6.6408200000000006e-06,3.989817263000775e-06,1.2393523333333334e-05,5.679705357193569e-06,1.9925045960274097,0.34890428444480015,18999.502050295534,10727.354163162188,1.2393523333333334e-05,5.679705357193569e-06,9.163784333333333e-06,4.449211547825786e-06,0.06666666666666667,0.023094010767585032,3.5216666666681775e-08,2.7206804449117767e-08,-0.5599999999999999,0.06928203230275508,-3.9830616666666634e-05,1.98179039107528e-05,0.5933333333333333,0.011547005383792509,8.176099999999994e-06,1.1401683340629915e-06
Standard,KCl,410,20,0.06666666666666667,0.023094010767585032,6.639879e-06,3.987507795019716e-06,1.2442604333333334e-05,5.659124483932681e-06,2.003120578757788,0.3560786962634097,18989.836850287753,10722.306744520292,1.2442604333333334e-05,5.659124483932681e-06,9.153670999999999e-06,4.4517642889098476e-06,0.06666666666666667,0.023094010767585032,7.01916666666732e-08,4.816038525940026e-08,-0.5599999999999999,0.06928203230275508,-4.1305666666666667e-05,2.0983567301124746e-05,0.6,0.0,8.18538333333331e-06,1.125050592566105e-06
Standard,KCl,410,21,0.06666666666666667,0.023094010767585032,6.641218e-06,3.986470163271388e-06,1.2436005666666667e-05,5.660225221607029e-06,2.0005701769016215,0.35198513441064416,18957.639607884063,10670.436641845377,1.2436005666666667e-05,5.660225221607029e-06,9.138882333333334e-06,4.45484856400039e-06,0.06666666666666667,0.023094010767585032,1.638333333333289e-07,9.5046772477213e-08,-0.5599999999999999,0.06928203230275508,-4.067864999999996e-05,2.0447073931738914e-05,0.6,0.0,8.215949999999994e-06,1.115958783961121e-06
Standard,KCl,410,22,0.06666666666666667,0.023094010767585032,6.639472e-06,3.992580268887903e-06,1.244712e-05,5.6639574469888105e-06,2.0046353982424434,0.3571123568599583,18997.105421590928,10740.808706586466,1.244712e-05,5.6639574469888105e-06,9.129497666666668e-06,4.45518841224884e-06,0.06666666666666667,0.023094010767585032,3.3466666666676806e-08,2.675566918117998e-08,-0.5599999999999999,0.06928203230275508,-4.0326183333333296e-05,2.0233116067559383e-05,0.6,0.0,8.188116666666676e-06,1.1382849668836693e-06
Standard,KCl,410,23,0.06666666666666667,0.023094010767585032,6.6416433333333325e-06,3.996697227299352e-06,1.2472402333333333e-05,5.672836759791025e-06,2.0082606209852343,0.3566712325262116,18977.33311011487,10722.654998329592,1.2472402333333333e-05,5.672836759791025e-06,9.117802e-06,4.457070207772478e-06,0.06666666666666667,0.023094010767585032,5.624999999999573e-08,2.3942639787602696e-08,-0.5666666666666667,0.05773502691896256,-4.0740366666666674e-05,2.0239128399237752e-05,0.5933333333333333,0.011547005383792509,8.226533333333327e-06,1.1628102009069722e-06
Standard,KCl,410,24,0.06666666666666667,0.023094010767585032,6.639255666666667e-06,3.994932502812323e-06,1.2474481e-05,5.646581606871808e-06,2.0112019399059418,0.361761513949992,18986.871751174982,10734.760803585128,1.2474481e-05,5.646581606871808e-06,9.106897666666666e-06,4.458004776449475e-06,0.06666666666666667,0.023094010767585032,1.2144166666666246e-07,8.659014209672741e-08,-0.5599999999999999,0.06928203230275508,-4.089728333333332e-05,2.05763653378295e-05,0.6,0.0,8.185500000000003e-06,1.1552388162194209e-06
Standard,KCl,410,25,0.08,0.04,6.635723333333333e-06,3.987923535233886e-06,1.2479616666666665e-05,5.643984611888424e-06,2.0127684900801506,0.36147959996085266,19034.647279685665,10835.849811024344,1.2479616666666665e-05,5.643984611888424e-06,9.100572333333334e-06,4.4563434388808425e-06,0.06666666666666667,0.023094010767585032,1.1995000000001116e-07,1.3088950492676975e-08,-0.5666666666666667,0.05773502691896256,-4.073559999999993e-05,2.0414061216658985e-05,0.5933333333333333,0.011547005383792535,8.17316666666667e-06,1.0585166901534026e-06
Standard,KCl,410,26,0.07333333333333333,0.011547005383792512,6.639643333333333e-06,3.994811978394269e-06,1.2511116666666666e-05,5.6446890942312594e-06,2.018032242105343,0.36424847844732744,18979.479886084988,10736.814318808674,1.2511116666666666e-05,5.6446890942312594e-06,9.08548e-06,4.459262924299149e-06,0.06666666666666667,0.023094010767585032,9.989166666666832e-08,5.80297032418085e-08,-0.5599999999999999,0.06928203230275508,-4.097499999999998e-05,2.054322087697057e-05,0.6,0.0,8.245899999999976e-06,1.1884638109761474e-06
Standard,KCl,410,27,0.07333333333333335,0.030550504633038936,6.636001333333332e-06,3.9954082948475155e-06,1.2515102333333333e-05,5.637347050130614e-06,2.021246672785066,0.3695085012556328,18975.083012469,10752.729141722568,1.2515102333333333e-05,5.637347050130614e-06,9.084518e-06,4.459625324311785e-06,0.06666666666666667,0.023094010767585032,2.0466666666665918e-07,5.6011116828105845e-08,-0.5599999999999999,0.06928203230275508,-4.1175616666666656e-05,2.107943002765569e-05,0.6,0.0,8.241233333333323e-06,1.1718339316359287e-06
Standard,KCl,410,28,0.07333333333333335,0.030550504633038936,6.635864666666666e-06,3.993545031678788e-06,1.2548077666666666e-05,5.6217896365033385e-06,2.02730701021072,0.368684064204195,18968.11808262731,10741.874151120583,1.2548077666666666e-05,5.6217896365033385e-06,9.067248666666666e-06,4.462381080733283e-06,0.08,0.020000000000000004,2.0002500000000886e-07,7.960811437913787e-08,-0.5599999999999999,0.06928203230275508,-4.1757883333333305e-05,2.0768571287304106e-05,0.6,0.0,8.245599999999976e-06,1.153677025861236e-06
Standard,KCl,410,29,0.08,0.02,6.634139000000001e-06,3.997102116995887e-06,1.253515e-05,5.630190904152363e-06,2.025941169290859,0.37034828271141873,18984.215684918458,10753.48969173527,1.253515e-05,5.630190904152363e-06,9.047762e-06,4.452733710822263e-06,0.08666666666666667,0.023094010767585035,1.3478333333332958e-07,1.1912172433409603e-07,-0.5666666666666667,0.05773502691896256,-4.124424999999997e-05,2.0755690534465438e-05,0.6,0.0,8.208933333333313e-06,1.0927037182298511e-06
Standard,KCl,410,30,0.08666666666666667,0.023094010767585035,6.628864333333334e-06,3.9884992195193335e-06,1.2566325666666665e-05,5.627703505567465e-06,2.033671045834617,0.37686271085419715,18969.597939831005,10741.697501920265,1.2528802333333331e-05,5.5651222302395424e-06,9.052521e-06,4.452598037842963e-06,0.08666666666666667,0.023094010767585035,1.7000000000002942e-07,1.3398437408891654e-07,-0.5599999999999999,0.06928203230275508,-4.170341666666662e-05,2.172657638747604e-05,0.6,0.0,8.255766666666648e-06,1.2224959768168082e-06
Standard,KCl,410,31,0.08666666666666667,0.023094010767585035,6.652091e-06,4.012201291711696e-06,1.2586601e-05,5.6190364712727215e-06,2.0319246756530855,0.37727414115243285,18934.31886011489,10764.21330251849,1.2548011e-05,5.554867084689156e-06,9.053458e-06,4.454678042083737e-06,0.08666666666666667,0.023094010767585035,1.6310833333333467e-07,1.1024460398738147e-07,-0.5666666666666667,0.05773502691896256,-4.155051666666662e-05,2.1120269863352403e-05,0.6,0.0,8.293299999999985e-06,1.1932627665355132e-06
Standard,KCl,410,32,0.08,0.020000000000000004,6.640437666666667e-06,3.999522916977265e-06,1.262084e-05,5.6056461948913605e-06,2.040685303440427,0.37471868940821645,18942.433277216074,10760.168012026445,1.262084e-05,5.6056461948913605e-06,9.025582333333333e-06,4.4607873195161785e-06,0.08,0.020000000000000004,1.4330000000000026e-07,1.4965913979773116e-07,-0.5666666666666667,0.05773502691896256,-4.2248283333333296e-05,2.106160311599836e-05,0.6,0.0,8.261499999999983e-06,1.1482092132969464e-06
Standard,KCl,410,33,0.08,0.020000000000000004,6.631721e-06,4.000356851050041e-06,1.2580397666666669e-05,5.604681308764695e-06,2.038100347840548,0.3815571929675609,18969.082015268566,10759.801445801515,1.2580397666666669e-05,5.604681308764695e-06,9.013426666666667e-06,4.45873853775183e-06,0.08,0.020000000000000004,7.078333333333382e-08,2.034246379703568e-08,-0.5666666666666667,0.05773502691896256,-4.179384999999997e-05,2.1336107561303174e-05,0.6,0.0,8.24305e-06,1.1665795225787048e-06
Standard,KCl,410,34,0.08,0.020000000000000004,6.62637e-06,3.996673163357244e-06,1.2588776666666666e-05,5.603178182998765e-06,2.0412453629967393,0.3821799354716319,18981.994118366867,10760.608141677747,1.2588776666666666e-05,5.603178182998765e-06,9.002496666666668e-06,4.455991725578307e-06,0.08,0.020000000000000004,1.1122499999999937e-07,1.4491004321648753e-07,-0.5666666666666667,0.05773502691896256,-4.189986666666663e-05,2.127127773644151e-05,0.5866666666666667,0.023094010767584987,8.199583333333323e-06,1.1311415885437822e-06
Standard,KCl,410,35,0.08666666666666667,0.023094010767585035,6.624745333333333e-06,3.995392479516416e-06,1.2603147666666668e-05,5.6068329566704875e-06,2.044181910201084,0.3829519299719297,18974.021590148757,10757.22756572297,1.2603147666666668e-05,5.6068329566704875e-06,8.991097666666666e-06,4.452981967360337e-06,0.08666666666666667,0.023094010767585035,9.549166666666317e-08,1.3754090830854187e-07,-0.5666666666666667,0.05773502691896256,-4.187343333333332e-05,2.1350982866447447e-05,0.6,0.0,8.206383333333338e-06,1.1875225117164263e-06
Standard,KCl,410,36,0.08,0.020000000000000004,6.60172e-06,3.9545853063272004e-06,1.2627134333333334e-05,5.620903635889547e-06,2.0512182853414553,0.37832141615141984,18981.635056398693,10718.474797480558,1.2590624333333331e-05,5.56014678654137e-06,8.986733333333333e-06,4.457665880239605e-06,0.08,0.020000000000000004,1.4161666666663952e-07,1.3322376930687563e-07,-0.5666666666666667,0.05773502691896256,-4.2083599999999964e-05,2.1481566640494332e-05,0.6,0.0,8.306283333333335e-06,1.2426104239999503e-06
Standard,KCl,410,37,0.08,0.020000000000000004,6.612001333333334e-06,3.979646571232971e-06,1.2602146666666666e-05,5.57466971421925e-06,2.048507687287745,0.38449671209368297,18979.41200301411,10749.230704359046,1.2556433333333334e-05,5.498702055142954e-06,8.976905666666667e-06,4.4569779428370884e-06,0.08666666666666667,0.023094010767585035,1.7284166666664416e-07,1.4257649774185308e-07,-0.5666666666666667,0.05773502691896256,-4.190436666666664e-05,2.1325906526823985e-05,0.6,0.0,8.30545e-06,1.208360005337803e-06
Standard,KCl,410,38,0.09333333333333334,0.011547005383792521,6.620643333333334e-06,3.997631229212161e-06,1.2608624333333334e-05,5.555610792537247e-06,2.050349873229394,0.3914251004138611,18972.483731707056,10765.93439085187,1.2608624333333334e-05,5.555610792537247e-06,8.969757666666667e-06,4.462760004697354e-06,0.09333333333333334,0.011547005383792521,1.3285833333332367e-07,8.538558255544974e-08,-0.5666666666666667,0.05773502691896256,-4.219876666666662e-05,2.146602047104518e-05,0.6,0.0,8.256933333333325e-06,1.2402184740332468e-06
Standard,KCl,410,39,0.08666666666666667,0.023094010767585035,6.6215509999999995e-06,3.994607410170992e-06,1.2637839999999999e-05,5.579749677297359e-06,2.0539014428670512,0.3911160917574247,18967.142002302124,10763.914514985545,1.2637839999999999e-05,5.579749677297359e-06,8.961646666666666e-06,4.464544224905083e-06,0.08666666666666667,0.023094010767585035,1.7283333333333059e-07,9.471844241399813e-08,-0.5666666666666667,0.05773502691896256,-4.231794999999997e-05,2.1411460319943095e-05,0.6,0.0,8.254333333333365e-06,1.2166164487353437e-06
Standard,KCl,410,40,0.09333333333333334,0.011547005383792521,6.616964333333333e-06,3.995271349344915e-06,1.2625042333333333e-05,5.581631006843459e-06,2.0527488042011286,0.3881624077143425,18971.40495157455,10774.738256298531,1.2625042333333333e-05,5.581631006843459e-06,8.95464e-06,4.465264929300276e-06,0.09333333333333334,0.011547005383792521,1.6438333333334483e-07,7.855660910028099e-08,-0.5666666666666667,0.05773502691896256,-4.1750333333333326e-05,2.1137550297594376e-05,0.6,0.0,8.26428333333332e-06,1.2686276013209667e-06
Standard,KCl,410,41,0.09333333333333334,0.011547005383792521,6.619225666666667e-06,3.992664585458731e-06,1.2643680000000001e-05,5.56964450796458e-06,2.0565846722628907,0.3941051637927177,18977.972753310558,10782.576085282511,1.2643680000000001e-05,5.56964450796458e-06,8.953088666666668e-06,4.462848703361603e-06,0.09333333333333334,0.011547005383792521,1.6930833333333022e-07,7.701086097644801e-08,-0.5666666666666667,0.05773502691896256,-4.217694999999994e-05,2.146564788755512e-05,0.6,0.0,8.324383333333362e-06,1.2491457644460095e-06
Standard,KCl,410,42,0.09333333333333334,0.030550504633038933,6.618760999999999e-06,3.9930109217785764e-06,1.2649645666666666e-05,5.5718820797425665e-06,2.056993667682998,0.39026095890956974,18956.271694596613,10773.801636259657,1.2649645666666666e-05,5.5718820797425665e-06,8.942711e-06,4.465189587724467e-06,0.09333333333333334,0.011547005383792521,1.459999999999994e-07,7.189540579897059e-08,-0.5666666666666667,0.05773502691896256,-4.1631166666666635e-05,2.0891633590586786e-05,0.6,0.0,8.338433333333323e-06,1.2653979466291735e-06
Standard,KCl,410,43,0.09999999999999999,0.019999999999999993,6.610786666666667e-06,3.994164462529471e-06,1.2667465666666666e-05,5.564382636738447e-06,2.064137594980543,0.39521216955732336,18982.599519432377,10768.28446380804,1.2667465666666666e-05,5.564382636738447e-06,8.930825666666667e-06,4.468636530194231e-06,0.09333333333333334,0.011547005383792521,1.5450000000000674e-07,2.5048690085520535e-08,-0.5666666666666667,0.05773502691896256,-4.232206666666667e-05,2.1534837417852314e-05,0.6,0.0,8.306666666666648e-06,1.2728957167943118e-06
Standard,KCl,410,44,0.09999999999999999,0.019999999999999993,6.610287666666667e-06,3.9936141344058685e-06,1.2676042333333332e-05,5.55865529500223e-06,2.066334440993315,0.3970348942527726,18980.33412601802,10779.88151958847,1.2676042333333332e-05,5.55865529500223e-06,8.924305666666667e-06,4.468963822241833e-06,0.09333333333333334,0.011547005383792521,1.0322499999998635e-07,4.495110538127373e-08,-0.5666666666666667,0.05773502691896256,-4.2763416666666634e-05,2.1647565007890166e-05,0.6,0.0,8.272900000000002e-06,1.2473656360506443e-06
Standard,KCl,410,45,0.09333333333333334,0.011547005383792521,6.609068999999999e-06,3.991497282710212e-06,1.2679384333333334e-05,5.54933628846066e-06,2.0683088951279953,0.4014270603803992,18965.175612709343,10769.997141991636,1.2679384333333334e-05,5.54933628846066e-06,8.918995333333333e-06,4.471301872019639e-06,0.09333333333333334,0.011547005383792521,1.4319166666666613e-07,2.6035388576558085e-08,-0.5666666666666667,0.05773502691896256,-4.261826666666664e-05,2.1897350579769517e-05,0.6,0.0,8.299099999999978e-06,1.2859948123923328e-06
Standard,KCl,410,46,0.09333333333333334,0.011547005383792521,6.60775e-06,3.99419982459566e-06,1.2687871e-05,5.550050596520989e-06,2.070390072694044,0.40075755416129394,18972.54725057173,10782.481111973691,1.2687871e-05,5.550050596520989e-06,8.911689e-06,4.471864975267366e-06,0.09999999999999999,0.019999999999999993,1.5929999999998113e-07,2.6959379165703105e-08,-0.5666666666666667,0.05773502691896256,-4.280649999999997e-05,2.1785059783025643e-05,0.6,0.0,8.262949999999963e-06,1.240108657537702e-06
Standard,KCl,410,47,0.09999999999999999,0.019999999999999993,6.606252e-06,3.991557458216404e-06,1.2697964333333332e-05,5.547314566861729e-06,2.072953796361618,0.40295478251245087,18977.98609749685,10786.840821300973,1.2697964333333332e-05,5.547314566861729e-06,8.905213333333334e-06,4.473267458070591e-06,0.09999999999999999,0.019999999999999993,7.455000000002004e-08,7.719566049979488e-08,-0.5666666666666667,0.05773502691896256,-4.278904999999998e-05,2.1993217031791875e-05,0.6,0.0,8.270616666666658e-06,1.2209033093711045e-06
Standard,KCl,410,48,0.09999999999999999,0.019999999999999993,6.6071733333333335e-06,3.996669491770909e-06,1.270392e-05,5.535850516343447e-06,2.075273377801461,0.4065860874486792,18972.345072172047,10783.815952695373,1.270392e-05,5.535850516343447e-06,8.897691333333335e-06,4.4738197996752544e-06,0.09999999999999999,0.019999999999999993,6.880833333332441e-08,4.3508938257953855e-08,-0.5666666666666667,0.05773502691896256,-4.291719999999997e-05,2.2161563258432314e-05,0.6,0.0,8.305850000000027e-06,1.2348710651319317e-06
