Type,Electrolyte,Measure,Sweep,VGSmin [V],VGSmin [V],IDSmin [A],IDSmin [A],IDSmax [A],IDSmax [A],Ronoff,Ronoff,Res [ohm],Res [ohm],IDS(-0.6V) [A],IDS(-0.6V) [A],IDS(+0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],VGS min |gm| [V],min |gm| [S],min |gm| [S],VGS min gm [V],VGS min gm [V],min gm [S],min gm [S],VGS max gm [V],VGS max gm [V],max gm [S],max gm [S]
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Standard,KCl,410,91,0.12,0.020000000000000004,6.524016666666666e-06,3.952299050945201e-06,1.2915151e-05,5.374751546332444e-06,2.155640413128053,0.4622765144310752,19041.61721205657,10891.347529490715,1.2915151e-05,5.374751546332444e-06,8.657849e-06,4.469872915819084e-06,0.12,0.020000000000000004,7.145000000000647e-08,1.0091113664999203e-07,-0.5733333333333334,0.04618802153517005,-4.583458333333327e-05,2.4795150814137666e-05,0.6,0.0,8.371116666666672e-06,1.4268304159336335e-06
Standard,KCl,410,92,0.12,0.020000000000000004,6.523124333333334e-06,3.949683959301849e-06,1.2914326666666668e-05,5.390127852605477e-06,2.1543178814704196,0.4583668904588599,19030.822096580858,10881.667152610302,1.2914326666666668e-05,5.390127852605477e-06,8.655150999999999e-06,4.470234137889536e-06,0.12,0.020000000000000004,1.1672500000000014e-07,5.033055110963541e-08,-0.5666666666666667,0.05773502691896256,-4.473078333333327e-05,2.3367525405802654e-05,0.6,0.0,8.298883333333358e-06,1.3912464701961999e-06
Standard,KCl,410,93,0.12,0.020000000000000004,6.517992333333333e-06,3.953665407601702e-06,1.2933362333333333e-05,5.389444546544321e-06,2.160587969238467,0.4613167629782554,19048.65563499811,10894.761062062677,1.2933362333333333e-05,5.389444546544321e-06,8.64833e-06,4.4711016223185975e-06,0.12,0.020000000000000004,1.4097500000002057e-07,5.5803130512551384e-08,-0.5666666666666667,0.05773502691896256,-4.5289083333333296e-05,2.374087952026698e-05,0.6,0.0,8.303783333333301e-06,1.4035903393915418e-06
Standard,KCl,410,94,0.12,0.020000000000000004,6.515176666666666e-06,3.950212624426986e-06,1.291778e-05,5.391186944681107e-06,2.158784238805001,0.46268948759214656,19053.22225835404,10898.779147115401,1.291778e-05,5.391186944681107e-06,8.642867666666666e-06,4.473606266579159e-06,0.12,0.020000000000000004,1.1127500000000287e-07,5.1402352815811e-08,-0.5666666666666667,0.05773502691896256,-4.464113333333332e-05,2.3499142126167734e-05,0.6,0.0,8.319483333333347e-06,1.4141593990188263e-06
Standard,KCl,410,95,0.12,0.020000000000000004,6.51789e-06,3.9517287079010125e-06,1.2877446666666667e-05,5.435541196940129e-06,2.145418209230122,0.44281965292184605,19050.31231518587,10894.808032553152,1.2877446666666667e-05,5.435541196940129e-06,8.639345333333333e-06,4.4734173802884e-06,0.12,0.020000000000000004,8.367500000001014e-08,6.948425631034854e-08,-0.5666666666666667,0.05773502691896256,-4.392661666666664e-05,2.2379598951183918e-05,0.6,0.0,8.38031666666666e-06,1.4216972447864293e-06
Standard,KCl,410,96,0.12,0.020000000000000004,6.514428e-06,3.9508618973362e-06,1.2916474333333331e-05,5.384627246475501e-06,2.1590413396599684,0.4621965242091225,19056.544302628008,10898.887527972734,1.2916474333333331e-05,5.384627246475501e-06,8.635678666666667e-06,4.474603423785882e-06,0.12,0.020000000000000004,9.414166666662747e-08,9.921903274236286e-08,-0.5666666666666667,0.05773502691896256,-4.4769299999999944e-05,2.334051540952982e-05,0.6,0.0,8.35026666666668e-06,1.419376716496845e-06
Standard,KCl,410,97,0.12,0.020000000000000004,6.512355333333333e-06,3.952284269127959e-06,1.2930824333333332e-05,5.379827783281387e-06,2.163105556497305,0.4643847705276569,19053.188624195904,10904.932617126686,1.2930824333333332e-05,5.379827783281387e-06,8.632807666666667e-06,4.474366396094125e-06,0.12,0.020000000000000004,1.2425833333333644e-07,1.1052474930228558e-07,-0.5733333333333334,0.04618802153517005,-4.5259766666666636e-05,2.3693225744151743e-05,0.6,0.0,8.354716666666644e-06,1.4039043203984193e-06
Standard,KCl,410,98,0.12666666666666668,0.030550504633038936,6.511023333333333e-06,3.951367640929192e-06,1.2932095666666665e-05,5.4052860958635965e-06,2.1626849619684996,0.46304379707576354,19077.525711086422,10926.377494805147,1.2932095666666665e-05,5.4052860958635965e-06,8.629090999999999e-06,4.474839717638276e-06,0.12,0.020000000000000004,1.2305833333332928e-07,3.6572072108813546e-08,-0.5666666666666667,0.05773502691896256,-4.464006666666665e-05,2.33300442233471e-05,0.6,0.0,8.416499999999998e-06,1.3639564041786835e-06
Standard,KCl,410,99,0.12,0.020000000000000004,6.509899000000001e-06,3.950225086051807e-06,1.2883586666666668e-05,5.439464654801365e-06,2.149738445135718,0.44477971890595736,19059.589596290385,10913.235514047155,1.2883586666666668e-05,5.439464654801365e-06,8.626417666666667e-06,4.4766620216793594e-06,0.12,0.020000000000000004,1.289750000000123e-07,5.62390711605547e-08,-0.5666666666666667,0.05773502691896256,-4.302783333333326e-05,2.1387734360687525e-05,0.6,0.0,8.355100000000013e-06,1.4409286961886687e-06
Standard,KCl,410,100,0.12,0.020000000000000004,6.507172e-06,3.953222563973979e-06,1.2941635666666667e-05,5.3957011085128065e-06,2.167168112319818,0.4668049122281963,19067.473808376842,10925.124655990414,1.2941635666666667e-05,5.3957011085128065e-06,8.620104666666666e-06,4.4784796055253315e-06,0.12,0.020000000000000004,1.2744166666668467e-07,4.615074710484364e-08,-0.5666666666666667,0.05773502691896256,-4.4896116666666635e-05,2.348507671779744e-05,0.6,0.0,8.300116666666647e-06,1.4295126934844847e-06
Standard,KCl,410,101,0.12,0.020000000000000004,6.507131e-06,3.951317796932182e-06,1.2952699000000001e-05,5.383986083395183e-06,2.1701702325652446,0.4711359684943094,19073.34305656679,10931.73489366029,1.2952699000000001e-05,5.383986083395183e-06,8.619176666666666e-06,4.4780071893793715e-06,0.12,0.020000000000000004,1.6010833333332357e-07,8.543062365645774e-08,-0.5666666666666667,0.05773502691896256,-4.52657333333333e-05,2.4042332869614255e-05,0.6,0.0,8.36809999999999e-06,1.4412150108502225e-06
Standard,KCl,410,102,0.12666666666666668,0.030550504633038936,6.505922000000001e-06,3.952894101623898e-06,1.2955980999999999e-05,5.381199883712089e-06,2.1715882734833034,0.4716174193404327,19070.39287077879,10930.804645647091,1.2955980999999999e-05,5.381199883712089e-06,8.613411333333333e-06,4.479826389370054e-06,0.12666666666666668,0.030550504633038936,1.3715833333333537e-07,3.6233292126632205e-08,-0.5666666666666667,0.05773502691896256,-4.557154999999999e-05,2.411124496334639e-05,0.6,0.0,8.315733333333324e-06,1.4314390367156367e-06
Standard,KCl,410,103,0.12,0.020000000000000004,6.504222333333334e-06,3.949873850949716e-06,1.2958667666666666e-05,5.37801315601183e-06,2.1723495716342045,0.470979306057407,19079.37822113092,10934.997354442003,1.2958667666666666e-05,5.37801315601183e-06,8.611656666666667e-06,4.480119659817394e-06,0.12,0.020000000000000004,1.4764166666665217e-07,2.2292884701918647e-08,-0.5733333333333334,0.04618802153517005,-4.544938333333332e-05,2.4091121011501967e-05,0.6,0.0,8.33138333333333e-06,1.366410842621386e-06
Standard,KCl,410,104,0.12,0.020000000000000004,6.505585666666666e-06,3.949890952765195e-06,1.2908656666666666e-05,5.4316290748295155e-06,2.1573400840667545,0.45094011515863136,19069.985336148256,10938.95918828317,1.2908656666666666e-05,5.4316290748295155e-06,8.607951e-06,4.481780151607505e-06,0.12,0.020000000000000004,1.6341666666666926e-07,1.2695529068671814e-08,-0.5733333333333334,0.04618802153517005,-4.344288333333327e-05,2.1754754624928184e-05,0.6,0.0,8.31359999999999e-06,1.449991907736021e-06
Standard,KCl,410,105,0.12666666666666668,0.030550504633038936,6.499871e-06,3.947429534463282e-06,1.2969760999999999e-05,5.380501559741712e-06,2.176178629019108,0.47356960813075755,19079.988859189518,10937.226992776628,1.2969760999999999e-05,5.380501559741712e-06,8.605056666666668e-06,4.4804582913260485e-06,0.12666666666666668,0.030550504633038936,1.856916666666622e-07,7.035128967070702e-08,-0.5666666666666667,0.05773502691896256,-4.537351666666664e-05,2.4093879509137453e-05,0.6,0.0,8.365233333333329e-06,1.4337332608729514e-06
Standard,KCl,410,106,0.12666666666666668,0.023094010767585035,6.506195666666667e-06,3.955415415371227e-06,1.2982337666666667e-05,5.359086065949709e-06,2.179163022004479,0.4813307065259976,19068.904096701965,10933.391852426956,1.2982337666666667e-05,5.359086065949709e-06,8.601586666666665e-06,4.480818981956572e-06,0.13333333333333333,0.030550504633038943,1.9791666666667037e-07,3.8458039904968706e-08,-0.5733333333333334,0.04618802153517005,-4.608084999999996e-05,2.4822773282159663e-05,0.6,0.0,8.304833333333314e-06,1.3931172862803902e-06
Standard,KCl,410,107,0.12666666666666668,0.023094010767585035,6.501363333333334e-06,3.950230802716765e-06,1.2973829e-05,5.368903791017586e-06,2.17798535071605,0.47803086031508096,19083.04552889274,10947.043194470147,1.2973829e-05,5.368903791017586e-06,8.596937666666666e-06,4.48266238404883e-06,0.13333333333333333,0.030550504633038943,1.6833333333333652e-07,5.458462084996602e-08,-0.5666666666666667,0.05773502691896256,-4.539753333333328e-05,2.4283624551656853e-05,0.6,0.0,8.340266666666643e-06,1.468553570978382e-06
Standard,KCl,410,108,0.12666666666666668,0.011547005383792528,6.501372333333334e-06,3.952151478202263e-06,1.299536e-05,5.355951655467029e-06,2.183260142428015,0.4822360985037832,19074.580043086597,10940.815165960747,1.299536e-05,5.355951655467029e-06,8.594635666666668e-06,4.483942372985666e-06,0.13333333333333333,0.030550504633038943,1.940249999999912e-07,7.4103571944936e-08,-0.5733333333333334,0.04618802153517005,-4.605988333333328e-05,2.4636230990978186e-05,0.6,0.0,8.378616666666675e-06,1.4761724190735214e-06
Standard,KCl,410,109,0.13333333333333333,0.011547005383792521,6.497140000000001e-06,3.951038271378803e-06,1.2975983333333334e-05,5.368011240229787e-06,2.1801884626236854,0.47824139541300537,19083.688201769935,10958.36070370162,1.2975983333333334e-05,5.368011240229787e-06,8.590662e-06,4.483433828449239e-06,0.12666666666666668,0.023094010767585035,1.6835833333335407e-07,1.2769647688301346e-07,-0.5733333333333334,0.04618802153517005,-4.54859166666666e-05,2.3991618857339182e-05,0.6,0.0,8.332933333333335e-06,1.4370771250470077e-06
Standard,KCl,410,110,0.12666666666666668,0.030550504633038936,6.496418666666667e-06,3.946688196538503e-06,1.2986415666666667e-05,5.352523977941279e-06,2.183220964464503,0.48260637247551197,19086.804138417847,10955.311598187976,1.2986415666666667e-05,5.352523977941279e-06,8.587131333333332e-06,4.4828613717408595e-06,0.13333333333333333,0.030550504633038943,1.8280833333333946e-07,6.346655779491155e-08,-0.5733333333333334,0.04618802153517005,-4.603544999999995e-05,2.467827466887623e-05,0.6,0.0,8.321566666666643e-06,1.4231163210831896e-06
Standard,KCl,410,111,0.12666666666666668,0.023094010767585035,6.491442333333332e-06,3.948142627774018e-06,1.2997973333333334e-05,5.352287628017884e-06,2.1871261036493204,0.4818864014478414,19092.694399150445,10959.204584849813,1.2997973333333334e-05,5.352287628017884e-06,8.583333333333333e-06,4.482338102926008e-06,0.13333333333333333,0.030550504633038943,1.1461666666667067e-07,4.854093847809036e-08,-0.5666666666666667,0.05773502691896256,-4.619179999999999e-05,2.4562493808294354e-05,0.6,0.0,8.351949999999992e-06,1.4489667189069633e-06
Standard,KCl,410,112,0.13333333333333333,0.030550504633038943,6.491889e-06,3.946376308576388e-06,1.2979539e-05,5.337837796379074e-06,2.184878420352488,0.48577599252148307,19092.4962301315,10958.735430710833,1.2979539e-05,5.337837796379074e-06,8.579232e-06,4.481392132796794e-06,0.13333333333333333,0.030550504633038943,1.5160833333334334e-07,6.387422373958378e-08,-0.5666666666666667,0.05773502691896256,-4.560978333333328e-05,2.4686805229025335e-05,0.6,0.0,8.311666666666659e-06,1.4433073419522773e-06
Standard,KCl,410,113,0.13333333333333333,0.030550504633038943,6.489745666666667e-06,3.943344270837424e-06,1.2978459e-05,5.368860848731601e-06,2.1823141731097917,0.47690667714677504,19081.710169778595,10947.800357102733,1.2978459e-05,5.368860848731601e-06,8.575263333333333e-06,4.479652521743437e-06,0.13333333333333333,0.030550504633038943,1.398916666666657e-07,6.934139426295803e-08,-0.5666666666666667,0.05773502691896256,-4.554883333333335e-05,2.4378698777484646e-05,0.6,0.0,8.364716666666651e-06,1.4309883510473863e-06
Standard,KCl,410,114,0.13333333333333333,0.030550504633038943,6.485557666666666e-06,3.941700109468798e-06,1.2986805666666667e-05,5.3461746335025696e-06,2.1870159599553607,0.48137869800928473,19102.49091051472,10974.26407904346,1.2986805666666667e-05,5.3461746335025696e-06,8.572292333333334e-06,4.4790603610385e-06,0.13333333333333333,0.030550504633038943,1.5960833333333833e-07,3.605868769566617e-08,-0.5733333333333334,0.04618802153517005,-4.594814999999997e-05,2.4268212539606217e-05,0.6,0.0,8.35594999999999e-06,1.405962669312392e-06
Standard,KCl,410,115,0.13333333333333333,0.030550504633038943,6.485711333333334e-06,3.941537530937177e-06,1.2986540999999999e-05,5.346834750882339e-06,2.1869341721484186,0.481397722411895,19098.84560414257,10964.510075100894,1.2986540999999999e-05,5.346834750882339e-06,8.56582e-06,4.478579222353781e-06,0.13333333333333333,0.030550504633038943,1.3880000000001072e-07,9.010914562352705e-08,-0.5733333333333334,0.04618802153517005,-4.581008333333326e-05,2.4166583804311946e-05,0.6,0.0,8.37699999999999e-06,1.4575531371102625e-06
Standard,KCl,410,116,0.14,0.020000000000000007,6.48061e-06,3.936780945398029e-06,1.2952435666666665e-05,5.364573953765232e-06,2.1822569686117204,0.48409144935512877,19108.046803740264,10970.217323040233,1.2952435666666665e-05,5.364573953765232e-06,8.562303333333334e-06,4.4779776910858246e-06,0.14,0.020000000000000007,1.4563333333333418e-07,9.019737154335573e-08,-0.5733333333333334,0.04618802153517005,-4.385861666666662e-05,2.4196416213787323e-05,0.6,0.0,8.36805000000002e-06,1.478732532441219e-06
Standard,KCl,410,117,0.13333333333333333,0.030550504633038943,6.479285333333333e-06,3.9393382703540876e-06,1.2979739e-05,5.336809137843793e-06,2.18883089846034,0.4837689028683728,19106.65243110046,10970.593183794197,1.2979739e-05,5.336809137843793e-06,8.557381e-06,4.474597060185754e-06,0.13333333333333333,0.030550504633038943,1.455583333333493e-07,9.279798736143768e-08,-0.5733333333333334,0.04618802153517005,-4.558664999999997e-05,2.410792103630046e-05,0.6,0.0,8.381149999999965e-06,1.474372060404009e-06
Standard,KCl,410,118,0.13333333333333333,0.030550504633038943,6.47845e-06,3.93756320981505e-06,1.2998730000000002e-05,5.342590559017226e-06,2.1925828362887607,0.48613181985368675,19118.855087482607,10983.885809143867,1.2998730000000002e-05,5.342590559017226e-06,8.551582333333333e-06,4.4736062800626895e-06,0.13333333333333333,0.030550504633038943,1.3073333333333992e-07,1.3151821483481215e-07,-0.5733333333333334,0.04618802153517005,-4.590454999999995e-05,2.4433973208066267e-05,0.6,0.0,8.287549999999993e-06,1.443277765192814e-06
Standard,KCl,410,119,0.13333333333333333,0.030550504633038943,6.474251333333333e-06,3.934169115045301e-06,1.2991639e-05,5.332022089586932e-06,2.192827063377728,0.4855739490488556,19112.660573010166,10973.475992031643,1.2991639e-05,5.332022089586932e-06,8.547385333333333e-06,4.468710503162667e-06,0.13333333333333333,0.030550504633038943,1.5892499999999328e-07,1.1582119570698965e-07,-0.5733333333333334,0.04618802153517005,-4.585566666666662e-05,2.442663301773973e-05,0.6,0.0,8.298099999999993e-06,1.4364191266827402e-06
Standard,KCl,410,120,0.13333333333333333,0.030550504633038943,6.471733333333334e-06,3.930880291932373e-06,1.3004388999999999e-05,5.3124902148571514e-06,2.1979428097984584,0.4930215871675717,19111.737925849477,10972.935886855501,1.3004388999999999e-05,5.3124902148571514e-06,8.541962333333333e-06,4.466976365594106e-06,0.13333333333333333,0.030550504633038943,9.313333333334781e-08,1.1531301241983347e-07,-0.5733333333333334,0.04618802153517005,-4.644153333333329e-05,2.5068812985776425e-05,0.6,0.0,8.374783333333284e-06,1.4416993846961645e-06
Standard,KCl,410,121,0.13333333333333333,0.030550504633038943,6.468737666666666e-06,3.928102423006092e-06,1.2991861e-05,5.321406015139513e-06,2.1955300187625384,0.48902117058567457,19123.933980732003,10982.139924055662,1.2991861e-05,5.321406015139513e-06,8.537323333333333e-06,4.463144811552985e-06,0.13333333333333333,0.030550504633038943,1.2310833333335086e-07,1.1271899887920598e-07,-0.5733333333333334,0.04618802153517005,-4.592543333333332e-05,2.442501167171332e-05,0.6,0.0,8.388166666666674e-06,1.4737174189217479e-06
Standard,KCl,410,122,0.13333333333333333,0.030550504633038943,6.464831e-06,3.925964360142996e-06,1.3002052333333332e-05,5.300828682916129e-06,2.200231248333247,0.493667934124441,19130.66549801482,10982.442267405042,1.3002052333333332e-05,5.300828682916129e-06,8.531913333333332e-06,4.461375631398048e-06,0.13333333333333333,0.030550504633038943,1.324750000000132e-07,1.1398646575362511e-07,-0.5666666666666667,0.05773502691896256,-4.651491666666661e-05,2.5061444147750773e-05,0.6,0.0,8.399833333333352e-06,1.5277407251668545e-06
Standard,KCl,410,123,0.14,0.020000000000000007,6.444092333333334e-06,3.891563628619778e-06,1.2975579999999999e-05,5.292239708185939e-06,2.1986463378196777,0.4860121657218359,19141.150438716115,10977.613486237364,1.2975579999999999e-05,5.292239708185939e-06,8.527735666666667e-06,4.458326948568973e-06,0.14,0.020000000000000007,1.1609166666666318e-07,1.0229495446175373e-07,-0.5733333333333334,0.04618802153517005,-4.587666666666664e-05,2.4289281794308622e-05,0.6,0.0,8.447283333333331e-06,1.5299809756442466e-06
Standard,KCl,410,124,0.11333333333333334,0.023094010767585035,6.437225666666667e-06,3.889896779256017e-06,1.2902071e-05,5.160763141330263e-06,2.1958309999502683,0.500961270472496,19157.593146548625,10961.807545816228,1.2902071e-05,5.160763141330263e-06,8.521611333333333e-06,4.455670937882008e-06,0.13333333333333333,0.030550504633038943,3.980833333333309e-08,4.5854364114391685e-08,-0.5733333333333334,0.04618802153517005,-4.5809599999999996e-05,2.469285099841648e-05,0.6,0.0,8.401566666666663e-06,1.5101089408825247e-06
Standard,KCl,410,125,0.13333333333333333,0.023094010767585032,6.436343333333333e-06,3.890947697879442e-06,1.2899787666666667e-05,5.157390285662541e-06,2.194840982062548,0.4963115068641209,19137.313287897814,10972.225632384154,1.2899787666666667e-05,5.157390285662541e-06,8.515644666666667e-06,4.453103316989887e-06,0.14,0.034641016151377546,2.754916666666604e-07,2.0748748807658182e-07,-0.5733333333333334,0.04618802153517005,-4.5917333333333315e-05,2.4065071911035927e-05,0.6,0.0,8.36213333333332e-06,1.4800901368948255e-06
Standard,KCl,410,126,0.13333333333333333,0.030550504633038943,6.441011333333334e-06,3.8954434485172975e-06,1.2912795666666667e-05,5.170310306136019e-06,2.196042448532258,0.4987519422645828,19146.818808672888,10981.026361576543,1.2912795666666667e-05,5.170310306136019e-06,8.511037666666666e-06,4.45340215533993e-06,0.14,0.020000000000000007,1.0160833333334664e-07,1.1401415573662988e-07,-0.5733333333333334,0.04618802153517005,-4.598594999999995e-05,2.4180348355276048e-05,0.6,0.0,8.353833333333353e-06,1.5710184859935312e-06
Standard,KCl,410,127,0.14,0.020000000000000007,6.43778e-06,3.889006462739424e-06,1.2915833333333331e-05,5.15479762291725e-06,2.198130827693289,0.5009027695293525,19153.421660799275,10980.041512564867,1.2915833333333331e-05,5.15479762291725e-06,8.508578e-06,4.450757388305164e-06,0.14,0.020000000000000007,1.1322499999999473e-07,1.2578732795874853e-07,-0.5733333333333334,0.04618802153517005,-4.616279999999995e-05,2.47284972866832e-05,0.6,0.0,8.381733333333326e-06,1.467610495272293e-06
Standard,KCl,410,128,0.14,0.020000000000000007,6.439525333333334e-06,3.897595296669003e-06,1.2925563333333334e-05,5.150194707895357e-06,2.201279242330514,0.5057345463024784,19160.712321906394,10990.9128341176,1.2925563333333334e-05,5.150194707895357e-06,8.502631e-06,4.4488566570786475e-06,0.14,0.020000000000000007,6.159166666668144e-08,2.287755905540892e-08,-0.5733333333333334,0.04618802153517005,-4.652246666666664e-05,2.5219947294568854e-05,0.6,0.0,8.337266666666674e-06,1.5456805752914732e-06
Standard,KCl,410,129,0.13333333333333333,0.030550504633038943,6.4364656666666665e-06,3.891273150467124e-06,1.2916713333333335e-05,5.151935260718378e-06,2.1996956852318834,0.5036391323613191,19161.274026772622,10992.908218303688,1.2916713333333335e-05,5.151935260718378e-06,8.498965666666667e-06,4.448215865121245e-06,0.13333333333333333,0.030550504633038943,1.3195000000000134e-07,1.2884538214467084e-07,-0.5733333333333334,0.04618802153517005,-4.611674999999997e-05,2.47445982097608e-05,0.6,0.0,8.390166666666673e-06,1.5642963540625518e-06
Standard,KCl,410,130,0.14,0.020000000000000007,6.431278e-06,3.889064121851555e-06,1.2916515666666666e-05,5.153078341996785e-06,2.2010329415049914,0.5015983236773525,19167.131348254425,10992.329746358377,1.2916515666666666e-05,5.153078341996785e-06,8.497167666666667e-06,4.4529877992799764e-06,0.13333333333333333,0.030550504633038943,1.2385833333333556e-07,1.5323645195687182e-07,-0.5733333333333334,0.04618802153517005,-4.6511733333333303e-05,2.429444886313188e-05,0.6,0.0,8.880216666666672e-06,6.502065139886949e-07
Standard,KCl,410,131,0.13333333333333333,0.030550504633038943,6.44448e-06,3.9105181007636325e-06,1.2983825666666666e-05,5.24337166832243e-06,2.2065792245971907,0.49952144017563493,19157.365990982024,11011.256341914035,1.2983825666666666e-05,5.24337166832243e-06,8.484783333333332e-06,4.455317903745291e-06,0.14,0.020000000000000007,1.2700000000000292e-07,1.946900726154548e-07,-0.5733333333333334,0.04618802153517005,-4.648624999999997e-05,2.4845281391795444e-05,0.5866666666666667,0.023094010767584956,8.069241666666669e-06,1.3867573873819226e-06
Standard,KCl,410,132,0.13333333333333333,0.030550504633038943,6.443684333333333e-06,3.9150000336738615e-06,1.3007317666666668e-05,5.282543093400785e-06,2.2104921192143743,0.5008990443331333,19151.976274768243,11001.70198590845,1.3007317666666668e-05,5.282543093400785e-06,8.488659e-06,4.451278402128202e-06,0.13333333333333333,0.030550504633038943,1.1633333333331286e-07,1.4473690211319714e-07,-0.6,0.0,-4.655949999999998e-05,2.476221714124159e-05,0.6,0.0,8.313050000000014e-06,1.4373429505514599e-06
Standard,KCl,410,133,0.14,0.020000000000000007,6.4434509999999995e-06,3.9107105688893675e-06,1.3003733333333332e-05,5.266017839699494e-06,2.2097364567385775,0.4996041645625494,19155.580225577254,11008.217431684507,1.3003733333333332e-05,5.266017839699494e-06,8.487253333333334e-06,4.4516303709654885e-06,0.14,0.020000000000000007,8.74416666666557e-08,5.373462764673943e-08,-0.5733333333333334,0.04618802153517005,-4.649786666666663e-05,2.4892969874862908e-05,0.6,0.0,8.322499999999989e-06,1.4668869920685797e-06
Standard,KCl,410,134,0.13333333333333333,0.030550504633038943,6.4392366666666665e-06,3.916931277341017e-06,1.3003846666666666e-05,5.282259134256225e-06,2.211485786962744,0.4984797565744423,19180.598688138056,11043.744742199066,1.3003846666666666e-05,5.282259134256225e-06,8.480577666666666e-06,4.4558906543200024e-06,0.13333333333333333,0.030550504633038943,1.355000000000012e-07,8.439156874357607e-08,-0.5733333333333334,0.04618802153517005,-4.646838333333329e-05,2.437962348695797e-05,0.6,0.0,8.310999999999987e-06,1.4836842656037118e-06
Standard,KCl,410,135,0.13333333333333333,0.030550504633038943,6.440006666666666e-06,3.913084200514006e-06,1.2992101000000002e-05,5.3035512420663e-06,2.2066131387517323,0.49166553788050055,19178.937673573524,11040.640378633132,1.2992101000000002e-05,5.3035512420663e-06,8.477632333333334e-06,4.455996935997189e-06,0.14,0.020000000000000007,9.140833333331527e-08,1.0881607858368338e-07,-0.6,0.0,-4.6358499999999966e-05,2.347242417710619e-05,0.6,0.0,8.398550000000008e-06,1.51243174474091e-06
Standard,KCl,410,136,0.14,0.020000000000000007,6.435667666666666e-06,3.913307590742943e-06,1.2991001e-05,5.289227242462078e-06,2.2093465083506625,0.49541823121051154,19181.07652044136,11044.271322923678,1.2991001e-05,5.289227242462078e-06,8.472321e-06,4.453696990323096e-06,0.14,0.020000000000000007,1.3361666666664908e-07,1.0650429960020207e-07,-0.6,0.0,-4.634916666666664e-05,2.390276856523805e-05,0.5933333333333333,0.011547005383792535,8.280808333333317e-06,1.4691088957964816e-06
Standard,KCl,410,137,0.13333333333333333,0.030550504633038943,6.437364333333334e-06,3.911122999530485e-06,1.3007385666666667e-05,5.29143498148719e-06,2.2115260713235467,0.49651746550945897,19180.696219098416,11042.221186850895,1.3007385666666667e-05,5.29143498148719e-06,8.472044333333333e-06,4.454756302133298e-06,0.14,0.020000000000000007,1.387499999999982e-07,1.2330450113438574e-07,-0.6,0.0,-4.713133333333331e-05,2.3660576886105916e-05,0.6,0.0,8.308983333333333e-06,1.4825898221805253e-06
Standard,KCl,410,138,0.14,0.020000000000000007,6.4324e-06,3.909869178668258e-06,1.3000611e-05,5.2810051604919855e-06,2.21274709778783,0.49758379572889977,19191.671600581696,11050.539738628888,1.3000611e-05,5.2810051604919855e-06,8.46618e-06,4.452511364174156e-06,0.14,0.020000000000000007,1.43474999999956e-07,1.2795964451728807e-07,-0.6,0.0,-4.6638266666666616e-05,2.4139572374284776e-05,0.6,0.0,8.313833333333337e-06,1.4447098950423715e-06
Standard,KCl,410,139,0.14,0.020000000000000007,6.433455333333333e-06,3.908997585748338e-06,1.3018909999999999e-05,5.288295060820643e-06,2.215284878019498,0.49771520389610135,19189.99222758592,11044.861777821616,1.3018909999999999e-05,5.288295060820643e-06,8.465772333333334e-06,4.454253251517737e-06,0.14,0.020000000000000007,1.3847499999999926e-07,1.1172659430502113e-07,-0.6,0.0,-4.763861666666661e-05,2.359055813754373e-05,0.6,0.0,8.391333333333336e-06,1.5015455889960224e-06
Standard,KCl,410,140,0.14,0.020000000000000007,6.42897e-06,3.90985700722277e-06,1.3002629999999999e-05,5.272896089512858e-06,2.2155855515795095,0.5015202830651855,19191.385626246676,11055.206613210585,1.3002629999999999e-05,5.272896089512858e-06,8.461425666666666e-06,4.4545040583050695e-06,0.14,0.020000000000000007,1.375833333333267e-07,1.2291596044995764e-07,-0.6,0.0,-4.6660616666666594e-05,2.425460439155491e-05,0.6,0.0,8.281166666666658e-06,1.4856855600474145e-06
Standard,KCl,410,141,0.14,0.034641016151377546,6.429613333333333e-06,3.907296754488113e-06,1.3018715666666667e-05,5.2793333365337275e-06,2.2177594707070303,0.5020874009291983,19194.381546370638,11058.04170995487,1.3018715666666667e-05,5.2793333365337275e-06,8.457348e-06,4.454679477476803e-06,0.14666666666666667,0.023094010767585035,1.5429999999998822e-07,1.3958781510215772e-07,-0.6,0.0,-4.743516666666661e-05,2.397209111828442e-05,0.6,0.0,8.290783333333323e-06,1.4998257951620318e-06
Standard,KCl,410,142,0.14,0.020000000000000007,6.4271766666666665e-06,3.908194272828864e-06,1.2997964333333333e-05,5.2615787069021725e-06,2.2161206054791203,0.5036955892462232,19192.329867505407,11054.882778985264,1.2997964333333333e-05,5.2615787069021725e-06,8.454334333333332e-06,4.457124612765088e-06,0.14,0.020000000000000007,1.7675000000000018e-07,1.247995893422758e-07,-0.5733333333333334,0.04618802153517005,-4.6423166666666626e-05,2.4800774334349587e-05,0.6,0.0,8.354449999999998e-06,1.5007779091191588e-06
