,Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
290,Standard,MgCl2,-0.8,40.0,0.1,7.903290423280423e-06,2.620362722778716e-06,6.653139523809525e-06,2.2676260740388107e-06,-1.2501508994708988e-06,3.677985093356807e-07,0.8394163858248506,0.01826815140804729
304,Standard,MgCl2,-0.7,40.0,0.1,7.067375899470899e-06,2.34924057550218e-06,6.49668558201058e-06,2.211477538947922e-06,-5.706903174603185e-07,1.380545294210561e-07,0.9174542329902892,0.008109875034812017
319,Standard,MgCl2,-0.6,40.0,0.1,6.256248201058199e-06,2.0698340632212993e-06,6.218846031746031e-06,2.079617272046573e-06,-3.740216931216763e-08,9.932864820487406e-09,0.9931377257834431,0.004035664146870484
338,Standard,MgCl2,-0.5,40.0,0.1,5.805964312169313e-06,1.911820282362893e-06,5.9705251058201055e-06,2.044675977350849e-06,1.645607936507934e-07,1.3331793827705915e-07,1.024926702458795,0.01633199924337834
358,Standard,MgCl2,-0.4,40.0,0.1,5.711229179894179e-06,1.9211041584104202e-06,5.901679708994708e-06,2.008086877809251e-06,1.9045052910052854e-07,1.1681784694603264e-07,1.0317228124373286,0.017059435598144334
378,Standard,MgCl2,-0.3,40.0,0.1,5.77609955026455e-06,1.8773766333852355e-06,5.920097063492064e-06,1.9866628186112588e-06,1.4399751322751347e-07,1.1024823869892059e-07,1.0224082323127874,0.01164449452891012
398,Standard,MgCl2,-0.2,40.0,0.1,5.845070978835978e-06,1.9019701355851684e-06,5.985883835978835e-06,1.9470213734219436e-06,1.4081285714285715e-07,4.604193638819358e-08,1.0241990154276135,0.0017928530532584476
418,Standard,MgCl2,-0.1,40.0,0.1,5.932838544973546e-06,1.953008431866385e-06,5.99875023809524e-06,1.999825733551633e-06,6.59116931216937e-08,4.69512278372238e-08,1.0100823034284265,0.004689623535194503
438,Standard,MgCl2,0.1,40.0,0.1,5.991780555555556e-06,2.0034559158955495e-06,5.975855026455027e-06,1.9627304260969894e-06,-1.5925529100529426e-08,4.17082301131711e-08,0.998761919304958,0.006374565799218377
458,Standard,MgCl2,0.2,40.0,0.1,5.903981719576719e-06,1.929400130140641e-06,5.854153571428572e-06,1.911049274976961e-06,-4.982814814814857e-08,1.892102115386434e-08,0.9916106534001078,0.0007650396300772451
478,Standard,MgCl2,0.3,40.0,0.1,5.774018756613757e-06,1.9238611636767727e-06,5.742734232804232e-06,1.8703107370139589e-06,-3.128452380952396e-08,5.38490789881054e-08,0.9964970541623677,0.009012235336794839
498,Standard,MgCl2,0.4,40.0,0.1,5.686157407407408e-06,1.8936370617757086e-06,5.6831922222222225e-06,1.8969637712921143e-06,-2.965185185185579e-09,1.092365643916266e-08,0.9993770356280943,0.0017925077664942394
518,Standard,MgCl2,0.5,40.0,0.1,5.631504312169312e-06,1.9067345652473065e-06,5.792435714285714e-06,1.9396847978809753e-06,1.6093140211640216e-07,4.1520063745902766e-08,1.0297851103976499,0.007725356185872858
534,Standard,MgCl2,0.6,40.0,0.1,5.6113206084656066e-06,1.9028797862327485e-06,6.199828915343915e-06,2.0680396071323427e-06,5.88508306878307e-07,1.662991723549291e-07,1.1062744561612872,0.006621691240263168
549,Standard,MgCl2,0.7,40.0,0.1,5.785907962962963e-06,1.9488090713948794e-06,7.026757380952382e-06,2.3130384046413938e-06,1.2408494179894195e-06,3.6642863565819463e-07,1.2172300844580677,0.015773568968317258
560,Standard,MgCl2,0.8,40.0,0.1,6.100456084656084e-06,2.019986392828634e-06,8.00821439153439e-06,2.6076742283823267e-06,1.9077583068783057e-06,5.913653270657397e-07,1.3151288769366474,0.018060434494101864
