Type,Electrolyte,Width [s],Interval [s],Train pulses #,Resistor,Measure #,Polarization,IDSmed [A],IDSmed [A],delIDS [A],delIDS [A],Gn [S],Gn [S]
,,,,,,,,mean,std,mean,std,mean,std
Standard,KCl,0.1,0.03,40,0,47,pos,6.793001327758631e-06,2.6443939351920746e-06,-5.638779392731086e-09,3.357959083672329e-09,2.164595816323759e-06,5.831521986490183e-07
Standard,KCl,0.1,0.03,40,0,48,pos,6.789365155973907e-06,2.6416611621997054e-06,-3.636171784724653e-09,3.087726052956214e-09,1.9357461261969807e-06,5.700082729020668e-07
Standard,KCl,0.1,0.03,40,0,49,pos,6.786725184052524e-06,2.6370814695087828e-06,-2.6399719213815763e-09,4.807769829272214e-09,2.038043066452322e-06,5.33503900004181e-07
Standard,KCl,0.1,0.03,40,0,50,pos,6.780578324220475e-06,2.63310997308644e-06,-6.1468598320505665e-09,4.061063247286753e-09,2.008682357530549e-06,4.534544616665479e-07
Standard,KCl,0.1,0.03,40,0,51,pos,6.7788443406594504e-06,2.6328558263766195e-06,-1.7339835610239954e-09,2.7637983536335937e-09,1.8742203180783342e-06,5.81149329497393e-07
Standard,KCl,0.1,0.03,40,0,52,pos,6.773788104590239e-06,2.629326759891335e-06,-5.0562360692110165e-09,3.6426765324882297e-09,1.867432621393589e-06,6.967951116444468e-07
Standard,KCl,0.1,0.03,40,0,53,pos,6.7692373800367155e-06,2.6265145542422872e-06,-4.5507245535228e-09,2.8181434997811493e-09,1.7320234825796015e-06,6.112981571865953e-07
Standard,KCl,0.1,0.03,40,0,54,pos,6.770097351156373e-06,2.626201026294102e-06,8.599711196566971e-10,3.3487800155564624e-09,1.6368820566247667e-06,5.737264129716314e-07
Standard,KCl,0.1,0.03,40,0,55,pos,6.767661772213167e-06,2.62658086374138e-06,-2.4355789432056283e-09,1.421167112070462e-09,1.8005099275858278e-06,5.66047837050276e-07
Standard,KCl,0.1,0.03,40,0,56,pos,6.765379395259069e-06,2.628024363059844e-06,-2.282376954098881e-09,1.611526769445947e-09,1.6638235147423094e-06,7.096936210045064e-07
Standard,KCl,0.1,0.03,40,0,57,pos,6.764253508631475e-06,2.6220695058671823e-06,-1.1258866275934967e-09,5.996204417460734e-09,1.7015355124630236e-06,5.006127900549033e-07
Standard,KCl,0.1,0.03,40,0,58,pos,6.7628472064378705e-06,2.616880952193463e-06,-1.4063021936045107e-09,5.1887464754805125e-09,1.8157438969581434e-06,6.31325173072387e-07
Standard,KCl,0.1,0.03,40,0,59,pos,6.762888069875261e-06,2.621081030409179e-06,4.086343738999049e-11,4.3129005745726525e-09,1.627630376656334e-06,6.901721856916152e-07
Standard,KCl,0.1,0.03,40,0,60,pos,6.758149195599815e-06,2.621101192356106e-06,-4.738874275445852e-09,1.9511577146828986e-09,1.6107501914673574e-06,5.666002399929982e-07
Standard,KCl,0.1,0.03,40,0,61,pos,6.757406984098979e-06,2.621063776882285e-06,-7.422115008362181e-10,6.891551596905006e-10,1.742406303318491e-06,5.509320601635407e-07
Standard,KCl,0.1,0.03,40,0,62,pos,6.756297919134357e-06,2.6172973574906086e-06,-1.1090649646220124e-09,4.911722827011034e-09,1.7529287737109476e-06,3.889968608884415e-07
Standard,KCl,0.1,0.03,40,0,63,pos,6.752698159049798e-06,2.618657677267548e-06,-3.5997600845581344e-09,2.1821992616526847e-09,1.7807931169725558e-06,5.526202706031469e-07
Standard,KCl,0.1,0.03,40,0,64,pos,6.7517124383205856e-06,2.6196933711201684e-06,-9.85720729213008e-10,3.4461685811639604e-09,1.6874874004534248e-06,5.83661755832471e-07
Standard,KCl,0.1,0.03,40,0,65,pos,6.7531544022801294e-06,2.6185308449333046e-06,1.441963959543311e-09,4.9832067267540365e-09,1.6099781661360526e-06,4.4885192518491216e-07
Standard,KCl,0.1,0.03,40,0,66,pos,6.7510965269129405e-06,2.6187237098415564e-06,-2.0578753671880688e-09,3.1288005301368304e-09,1.6632821587268876e-06,5.682131480924102e-07
Standard,KCl,0.1,0.03,40,0,67,pos,6.7486674500590515e-06,2.616042237617185e-06,-2.4290768538898767e-09,2.9110667521890873e-09,1.6395334759637468e-06,4.961152581796809e-07
Standard,KCl,0.1,0.03,40,0,68,pos,6.745270543194093e-06,2.6152162834910037e-06,-3.3969068649567025e-09,3.9163317254791175e-09,1.65604667801158e-06,7.395127984324734e-07
Standard,KCl,0.1,0.03,40,0,69,pos,6.74645646843904e-06,2.6163809868190024e-06,1.1859252449461483e-09,2.575273527666317e-09,1.6800589583972055e-06,5.733647995613897e-07
Standard,KCl,0.1,0.03,40,0,70,pos,6.744514761074945e-06,2.6146418607669156e-06,-1.9417073640954106e-09,2.197460231526202e-09,1.6761256270005625e-06,6.381803586367748e-07
Standard,KCl,0.1,0.03,40,0,71,pos,6.744110861658108e-06,2.6129012719151095e-06,-4.0389941683636945e-10,3.481262345820612e-09,1.754291935209427e-06,7.210132503449721e-07
Standard,KCl,0.1,0.03,40,0,72,pos,6.745021349623832e-06,2.6163250557134967e-06,9.104879657238902e-10,4.326137397384649e-09,1.7276512041891162e-06,6.821959311755645e-07
Standard,KCl,0.1,0.03,40,0,73,pos,6.745285482043472e-06,2.6136008660088043e-06,2.641324196396055e-10,2.859747058520066e-09,1.476625721315929e-06,6.370657745417624e-07
Standard,KCl,0.1,0.03,40,0,74,pos,6.739900108617515e-06,2.607595664808815e-06,-5.3853734259558265e-09,6.40621687797607e-09,1.6000164612434451e-06,6.453673058571728e-07
Standard,KCl,0.1,0.03,40,0,75,pos,6.736711017302903e-06,2.60707190097683e-06,-3.1890913146129026e-09,3.934636631589121e-09,1.5173608870930042e-06,6.489090500828674e-07
Standard,KCl,0.1,0.03,40,0,76,pos,6.73733018773323e-06,2.610067547326579e-06,6.191704303266754e-10,3.0173416383860446e-09,1.6508442329671235e-06,5.683866080752131e-07
Standard,KCl,0.1,0.03,40,0,77,pos,6.734417826137679e-06,2.6120640084808257e-06,-2.9123615955506887e-09,2.967295646280823e-09,1.6604939329292017e-06,5.618681471282008e-07
Standard,KCl,0.1,0.03,40,0,78,pos,6.735749330370087e-06,2.606137563096379e-06,1.3315042324074465e-09,6.346211236762878e-09,1.5909728300565888e-06,5.77158127088961e-07
Standard,KCl,0.1,0.03,40,0,79,pos,6.7342341480980394e-06,2.6075493961216124e-06,-1.5151822720467814e-09,5.079669183654306e-09,1.5062078751296688e-06,7.413896946182987e-07
Standard,KCl,0.1,0.03,40,0,80,pos,6.734690423240465e-06,2.6063742480812067e-06,4.562751424250578e-10,1.6618658630041592e-09,1.4843626045321876e-06,4.854741959739253e-07
Standard,KCl,0.1,0.03,40,0,81,neg,6.59880505768422e-06,2.6382498961470015e-06,-1.358853655562454e-07,7.435236906374274e-08,7.730487411619321e-08,2.7657484359596406e-07
Standard,KCl,0.1,0.03,40,0,82,neg,6.61268266636047e-06,2.6584009248152398e-06,1.3877608676250567e-08,2.0486684498991492e-08,3.339923438868755e-07,6.20250850996596e-07
Standard,KCl,0.1,0.03,40,0,83,neg,6.626575150061909e-06,2.6775004944896567e-06,1.3892483701439488e-08,1.9102140302572457e-08,5.913904447726814e-07,9.159849370241087e-07
Standard,KCl,0.1,0.03,40,0,84,neg,6.635005830870349e-06,2.680891883438972e-06,8.4306808084397e-09,4.854467676032997e-09,4.679718152510527e-07,7.952505930341961e-07
Standard,KCl,0.1,0.03,40,0,85,neg,6.645529869306381e-06,2.687254106715655e-06,1.0524038436031987e-08,6.36701098936093e-09,7.314745094199216e-07,8.797064509809802e-07
Standard,KCl,0.1,0.03,40,0,86,neg,6.6523388931384765e-06,2.694773902629283e-06,6.809023832095693e-09,7.645462198495373e-09,8.17230067614069e-07,1.0502223482630536e-06
Standard,KCl,0.1,0.03,40,0,87,neg,6.658496698819043e-06,2.6927223416413955e-06,6.1578056805668785e-09,2.763411198144356e-09,8.189685579146168e-07,7.688637379594762e-07
Standard,KCl,0.1,0.03,40,0,88,neg,6.665396600319102e-06,2.6978108223974286e-06,6.899901500058871e-09,5.088499710248244e-09,9.433674750016212e-07,1.1429459491011237e-06
Standard,KCl,0.1,0.03,40,0,89,neg,6.670796417956968e-06,2.7055651515982144e-06,5.399817637864855e-09,8.334051509690843e-09,1.019936248918278e-06,8.847999678023786e-07
Standard,KCl,0.1,0.03,40,0,90,neg,6.672106545074872e-06,2.7086240777332914e-06,1.3101271179041854e-09,4.30739652992688e-09,9.09822717529744e-07,1.1592109476681826e-06
Standard,KCl,0.1,0.03,40,0,91,neg,6.678049682082737e-06,2.704717040708893e-06,5.94313700786531e-09,4.1155351558418995e-09,9.524887466113974e-07,1.1061570194454167e-06
Standard,KCl,0.1,0.03,40,0,92,neg,6.6813524841691416e-06,2.7102889793872635e-06,3.3028020864055133e-09,5.572453769824394e-09,9.75454388673555e-07,1.3198899135407134e-06
Standard,KCl,0.1,0.03,40,0,93,neg,6.683416594361851e-06,2.7095299143823248e-06,2.0641101927092994e-09,1.5133315399187686e-09,9.734766181958213e-07,1.0953700856930453e-06
Standard,KCl,0.1,0.03,40,0,94,neg,6.687709628749872e-06,2.7138622599930847e-06,4.293034388019623e-09,4.6987077081907506e-09,9.81622915571445e-07,1.1731493288172532e-06
Standard,KCl,0.1,0.03,40,0,95,neg,6.6894956689155385e-06,2.714180146676432e-06,1.7860401656662681e-09,1.1975405316872703e-09,8.416538556765937e-07,1.0625413787251186e-06
Standard,KCl,0.1,0.03,40,0,96,neg,6.691157128252119e-06,2.718292546155622e-06,1.661459336581928e-09,4.819733448061593e-09,9.859604209730932e-07,1.4469847103356051e-06
Standard,KCl,0.1,0.03,40,0,97,neg,6.694066350495344e-06,2.7219466045652943e-06,2.909222243225159e-09,5.164756134332778e-09,9.910030023988757e-07,1.330434462837917e-06
Standard,KCl,0.1,0.03,40,0,98,neg,6.69685339329462e-06,2.7230837124615152e-06,2.787042799275116e-09,1.3462999834752276e-09,1.171840998320668e-06,1.3234420288773793e-06
Standard,KCl,0.1,0.03,40,0,99,neg,6.697909188994998e-06,2.725939234632594e-06,1.0557957003785047e-09,6.981167476980134e-09,1.0602627666475904e-06,1.2720285201439382e-06
Standard,KCl,0.1,0.03,40,0,100,neg,6.699451488569602e-06,2.7247152716066877e-06,1.5422995746032854e-09,5.529778846546947e-09,9.563024797374562e-07,1.1140247662022796e-06
Standard,KCl,0.1,0.03,40,0,101,neg,6.7030347181890535e-06,2.72764678778831e-06,3.5832296194521668e-09,2.949185251132684e-09,1.2021322204876666e-06,1.3604682180811098e-06
Standard,KCl,0.1,0.03,40,0,102,neg,6.703519506788181e-06,2.730040304538753e-06,4.847885991269986e-10,4.12520897494072e-09,1.1597752475578497e-06,1.2362025603460838e-06
Standard,KCl,0.1,0.03,40,0,103,neg,6.707328594258573e-06,2.7313940567807885e-06,3.809087470393009e-09,3.3220067466124232e-09,1.3926836819510033e-06,1.369597935950915e-06
Standard,KCl,0.1,0.03,40,0,104,neg,6.7098462511096025e-06,2.733313405679468e-06,2.5176568510284738e-09,2.2896078374688553e-09,1.2140104576519416e-06,1.1451703968070602e-06
Standard,KCl,0.1,0.03,40,0,105,neg,6.713618252736828e-06,2.733887000173544e-06,3.772001627224767e-09,9.672469358423487e-10,1.2427068575757964e-06,1.5255373022603687e-06
Standard,KCl,0.1,0.03,40,0,106,neg,6.7131070728353e-06,2.734158566603897e-06,-5.111799015270613e-10,2.377428089381297e-09,1.1752564655766123e-06,1.234858427396092e-06
Standard,KCl,0.1,0.03,40,0,107,neg,6.7155576305180025e-06,2.7350143449232354e-06,2.4505576827020073e-09,1.2821515537355977e-09,1.1900287440190446e-06,1.382465127242508e-06
Standard,KCl,0.1,0.03,40,0,108,neg,6.717492839781795e-06,2.7373258576211086e-06,1.9352092637926674e-09,2.605000864732339e-09,1.2666546694896918e-06,1.3310463565791082e-06
Standard,KCl,0.1,0.03,40,0,109,neg,6.721342339931239e-06,2.7371106785055664e-06,3.8495001494434274e-09,7.165227167140371e-10,1.3035986148510273e-06,1.3881980078558527e-06
Standard,KCl,0.1,0.03,40,0,110,neg,6.718615251980065e-06,2.736214714797741e-06,-2.7270879511716526e-09,1.2010408314408634e-09,1.3418355859370328e-06,1.5924823640733655e-06
Standard,KCl,0.1,0.03,40,0,111,neg,6.721240201282822e-06,2.734464565332377e-06,2.6249493027550866e-09,2.1532252460384064e-09,1.3721740403623872e-06,1.1896110988775698e-06
Standard,KCl,0.1,0.03,40,0,112,neg,6.723317287731079e-06,2.7339657166450073e-06,2.0770864482567996e-09,5.638130350907173e-10,1.2682139161675102e-06,1.1239832617988811e-06
Standard,KCl,0.1,0.03,40,0,113,neg,6.7249530418752995e-06,2.738052360934926e-06,1.6357541442217684e-09,4.5589062619631405e-09,1.3644048748400438e-06,1.2694666138027287e-06
Standard,KCl,0.1,0.03,40,0,114,neg,6.727156655790423e-06,2.735885544610957e-06,2.2036139151231397e-09,2.881187524000632e-09,1.482965615539429e-06,1.498332601124511e-06
Standard,KCl,0.1,0.03,40,0,115,neg,6.728554469366811e-06,2.7388263359181188e-06,1.397813576387681e-09,3.091918060037859e-09,1.2366650356028624e-06,1.1036522350061304e-06
Standard,KCl,0.1,0.03,40,0,116,neg,6.726855473428722e-06,2.741512679043027e-06,-1.69899593808833e-09,2.9272361920948573e-09,1.4567420723193745e-06,1.4243428791675229e-06
Standard,KCl,0.1,0.03,40,0,117,neg,6.728873785776381e-06,2.741364596238924e-06,2.018312347659817e-09,1.3652796990694416e-09,1.3974229632841526e-06,1.1874223702116616e-06
Standard,KCl,0.1,0.03,40,0,118,neg,6.731084528055681e-06,2.7407039731985185e-06,2.2107422792989065e-09,5.563991742463152e-09,1.2884021049061627e-06,1.0196329631011056e-06
Standard,KCl,0.1,0.03,40,0,119,neg,6.7335181284490085e-06,2.742591892056087e-06,2.4336003933280283e-09,6.3007281004336766e-09,1.4230860728597216e-06,1.0701994625926949e-06
Standard,KCl,0.1,0.03,40,1,1,neg,6.630340322500846e-06,2.6429559161645888e-06,0.0,0.0,0.0,0.0
Standard,KCl,0.1,0.03,40,1,2,neg,6.717531062493339e-06,2.672614065821184e-06,8.719073999249351e-08,3.256102831562373e-08,9.238103088253622e-07,5.295785277325569e-07
Standard,KCl,0.1,0.03,40,1,3,neg,6.767623792831345e-06,2.6881129899204975e-06,5.00927303380051e-08,2.0482844870616322e-08,1.2602374525077098e-06,4.937393757216366e-07
Standard,KCl,0.1,0.03,40,1,4,neg,6.799646849973023e-06,2.695365390668599e-06,3.202305714167837e-08,1.0939594147916146e-08,1.868479062264468e-06,8.942787917754167e-07
Standard,KCl,0.1,0.03,40,1,5,neg,6.817935424183624e-06,2.7030210548555686e-06,1.828857421060121e-08,8.776067455164794e-09,1.9864630843653713e-06,6.707648671945958e-07
Standard,KCl,0.1,0.03,40,1,6,neg,6.830369174119704e-06,2.7046848763574813e-06,1.2433749936079127e-08,3.004944445711736e-09,1.99880522206231e-06,7.368697125935056e-07
Standard,KCl,0.1,0.03,40,1,7,neg,6.840674387332688e-06,2.710391534554116e-06,1.0305213212984061e-08,5.7922267329796945e-09,2.1861494205943014e-06,7.981085446133643e-07
Standard,KCl,0.1,0.03,40,1,8,neg,6.850908380728103e-06,2.7141393820227233e-06,1.0233993395415612e-08,6.497055299802435e-09,2.158877286121348e-06,7.884146281071463e-07
Standard,KCl,0.1,0.03,40,1,9,neg,6.855873703228243e-06,2.717271966214647e-06,4.96532250013951e-09,3.2787324512077456e-09,1.9837602932692847e-06,7.910287585671391e-07
Standard,KCl,0.1,0.03,40,1,10,neg,6.863468442724409e-06,2.719118284910959e-06,7.594739496166717e-09,1.9328834104628867e-09,2.0797614521388824e-06,8.053378865901251e-07
Standard,KCl,0.1,0.03,40,1,11,neg,6.87243640353891e-06,2.7220664038876574e-06,8.967960814499894e-09,3.167685006889628e-09,2.2729281922693887e-06,6.896886127785492e-07
Standard,KCl,0.1,0.03,40,1,12,neg,6.876062060288397e-06,2.7211274571481855e-06,3.6256567494882323e-09,2.3741305714758865e-09,2.3185954320367274e-06,1.095972527912609e-06
Standard,KCl,0.1,0.03,40,1,13,neg,6.877855990719501e-06,2.721271335661272e-06,1.7939304311034166e-09,2.8839475060633247e-09,2.1820378581047178e-06,8.891973053094274e-07
Standard,KCl,0.1,0.03,40,1,14,neg,6.881934619709601e-06,2.723657577540125e-06,4.07862899009985e-09,3.1093595911847556e-09,2.2957937925772217e-06,8.805575131721448e-07
Standard,KCl,0.1,0.03,40,1,15,neg,6.883865820016484e-06,2.7271059912482445e-06,1.9312003068830317e-09,3.6929666369611844e-09,2.2665904134441497e-06,9.252800236337202e-07
Standard,KCl,0.1,0.03,40,1,16,neg,6.8871447638230165e-06,2.7306832218366445e-06,3.2789438065326223e-09,3.645630960567646e-09,2.486000095833392e-06,1.338738918376655e-06
Standard,KCl,0.1,0.03,40,1,17,neg,6.887579370653074e-06,2.7322685497695246e-06,4.3460683005769213e-10,3.4885346766966483e-09,2.4147040113939726e-06,1.2349226690807726e-06
Standard,KCl,0.1,0.03,40,1,18,neg,6.890618175946243e-06,2.7284142795315397e-06,3.0388052931684033e-09,4.040090773452003e-09,2.4818228051065654e-06,1.1499852656574035e-06
Standard,KCl,0.1,0.03,40,1,19,neg,6.8957515954057355e-06,2.7340467905315645e-06,5.133419459493448e-09,6.671992938738862e-09,2.4527716543525e-06,1.1639616427383154e-06
Standard,KCl,0.1,0.03,40,1,20,neg,6.90069566843975e-06,2.737012416764551e-06,4.9440730340135746e-09,3.2493344629814493e-09,2.6346046963108508e-06,9.634482980964146e-07
Standard,KCl,0.1,0.03,40,1,21,neg,6.902006784832599e-06,2.735906530375605e-06,1.3111163928491973e-09,1.2949101626479537e-09,2.6245963297456435e-06,1.1529371586523345e-06
Standard,KCl,0.1,0.03,40,1,22,neg,6.903656588276548e-06,2.736333763124819e-06,1.6498034439493528e-09,1.536220980520755e-09,2.533225387127371e-06,1.1308654209036797e-06
Standard,KCl,0.1,0.03,40,1,23,neg,6.906476360918051e-06,2.7364625639254955e-06,2.819772641503867e-09,1.0181028343297853e-09,2.5561051134654922e-06,1.0882673794334794e-06
Standard,KCl,0.1,0.03,40,1,24,neg,6.91008218031161e-06,2.738616641945798e-06,3.6058193935583567e-09,2.1793197092150003e-09,2.6981304647885246e-06,1.1343971850279025e-06
Standard,KCl,0.1,0.03,40,1,25,neg,6.9111735380526324e-06,2.7358641301336407e-06,1.0913577410222915e-09,3.132097327855967e-09,2.7842118979258136e-06,1.0581892290169884e-06
Standard,KCl,0.1,0.03,40,1,26,neg,6.912132979171779e-06,2.7398558692775334e-06,9.594411191450093e-10,4.015863035454714e-09,2.5930998868325004e-06,1.0950634489764764e-06
Standard,KCl,0.1,0.03,40,1,27,neg,6.915170627651511e-06,2.7424983563957643e-06,3.0376484797329183e-09,2.662230269969577e-09,2.853202004549975e-06,1.0464509703327657e-06
Standard,KCl,0.1,0.03,40,1,28,neg,6.920548960471553e-06,2.741424852838389e-06,5.3783328200425395e-09,2.574409697318453e-09,2.743937860201017e-06,1.0874697982333797e-06
Standard,KCl,0.1,0.03,40,1,29,neg,6.920862460901845e-06,2.7432957050437006e-06,3.1350043029224995e-10,1.8944495516010276e-09,2.754644471034171e-06,1.171686747416314e-06
Standard,KCl,0.1,0.03,40,1,30,neg,6.91820585879006e-06,2.742269812224275e-06,-2.656602111785663e-09,1.0638072376562571e-09,2.6160210941960548e-06,9.814682978449735e-07
Standard,KCl,0.1,0.03,40,1,31,neg,6.919234668825276e-06,2.743578341474306e-06,1.0288100352168517e-09,1.5971066316845243e-09,2.817614533320631e-06,1.146643338658447e-06
Standard,KCl,0.1,0.03,40,1,32,neg,6.9224196634247166e-06,2.7455885491197157e-06,3.184994599439939e-09,4.304769977383855e-09,2.723744769108058e-06,1.4872441944792044e-06
Standard,KCl,0.1,0.03,40,1,33,neg,6.925414282433624e-06,2.74723792285418e-06,2.9946190089078326e-09,1.773435910330938e-09,2.9438450779043263e-06,1.249644674990437e-06
Standard,KCl,0.1,0.03,40,1,34,neg,6.92884010564548e-06,2.752206633518062e-06,3.4258232118570714e-09,5.192023004875669e-09,2.8800739391378273e-06,1.3397189920950495e-06
Standard,KCl,0.1,0.03,40,1,35,neg,6.930444019497117e-06,2.7545214972173952e-06,1.6039138516353926e-09,4.2576620648287856e-09,2.919600139497073e-06,1.2668067982863382e-06
Standard,KCl,0.1,0.03,40,1,36,neg,6.931677122785215e-06,2.7590827800495296e-06,1.233103288097503e-09,5.464773827403999e-09,2.954069032509239e-06,1.3515040476918392e-06
Standard,KCl,0.1,0.03,40,1,37,neg,6.935695521685392e-06,2.758119960563812e-06,4.018398900177824e-09,1.792745213451735e-09,2.9319011774205474e-06,1.3852970836989157e-06
Standard,KCl,0.1,0.03,40,1,38,neg,6.934668662276972e-06,2.7546645803162164e-06,-1.0268594084193027e-09,3.476471746358166e-09,2.9243503133197647e-06,1.1269527072196685e-06
Standard,KCl,0.1,0.03,40,1,39,neg,6.9349125065823425e-06,2.751676503791875e-06,2.438443053701584e-10,3.102395791146099e-09,2.8618246538815095e-06,1.1372208018972007e-06
Standard,KCl,0.1,0.03,40,1,40,neg,6.936375329084845e-06,2.7548343256136916e-06,1.4628225025019417e-09,3.163427641997584e-09,2.9267628932728632e-06,1.2028749815763197e-06
Standard,KCl,0.1,0.03,40,1,41,pos,6.679594315229272e-06,2.6840996845254763e-06,-2.567810138555736e-07,9.174870526161013e-08,4.803853409697832e-07,6.074677114312876e-07
Standard,KCl,0.1,0.03,40,1,42,pos,6.631501739256986e-06,2.6663837264801347e-06,-4.809257597228456e-08,2.4460071099019526e-08,-5.75345347129931e-08,1.4608816991399117e-07
Standard,KCl,0.1,0.03,40,1,43,pos,6.606134017298852e-06,2.653926639644177e-06,-2.5367721958135344e-08,1.7172451349194234e-08,-3.65494908495493e-07,2.5730102142375905e-07
Standard,KCl,0.1,0.03,40,1,44,pos,6.5916959325126345e-06,2.6455082098285824e-06,-1.4438084786218417e-08,8.418651621651761e-09,-5.307596694752192e-07,2.759104032992093e-07
Standard,KCl,0.1,0.03,40,1,45,pos,6.576579492327272e-06,2.63938952970401e-06,-1.5116440185361156e-08,6.126180433305543e-09,-6.898016963098307e-07,1.6094550867470699e-07
Standard,KCl,0.1,0.03,40,1,46,pos,6.565686530130303e-06,2.635854476854112e-06,-1.0892962196969177e-08,4.778384681525235e-09,-6.8203465386405e-07,1.0946474494669992e-07
Standard,KCl,0.1,0.03,40,1,47,pos,6.560680763039017e-06,2.6311060197341955e-06,-5.005767091286095e-09,4.8748661557735546e-09,-6.470912253323647e-07,1.3250834980524686e-07
Standard,KCl,0.1,0.03,40,1,48,pos,6.553179928870809e-06,2.6282266162969063e-06,-7.500834168208379e-09,3.996199679999471e-09,-8.311100824008087e-07,3.1119091083399255e-07
Standard,KCl,0.1,0.03,40,1,49,pos,6.550016375210057e-06,2.62569015154138e-06,-3.163553660750275e-09,2.5414509121337834e-09,-8.50431247573739e-07,4.175267219185404e-07
Standard,KCl,0.1,0.03,40,1,50,pos,6.542639822695045e-06,2.6238953118880205e-06,-7.376552515013316e-09,1.8054554536081874e-09,-9.728920123014858e-07,6.01766728767146e-07
Standard,KCl,0.1,0.03,40,1,51,pos,6.53775436021214e-06,2.6200110065775306e-06,-4.885462482904784e-09,4.217983736699855e-09,-9.537041320602942e-07,4.935745175274042e-07
Standard,KCl,0.1,0.03,40,1,52,pos,6.5324858329212915e-06,2.61763869215654e-06,-5.268527290849283e-09,2.4649166808853876e-09,-1.1022086155554916e-06,5.454730435840988e-07
Standard,KCl,0.1,0.03,40,1,53,pos,6.529317261083634e-06,2.614665077213501e-06,-3.168571837656697e-09,3.174624056636649e-09,-1.1655154239016768e-06,4.77456203935217e-07
Standard,KCl,0.1,0.03,40,1,54,pos,6.529923770390349e-06,2.613219205353685e-06,6.06509306714558e-10,1.7230965647773117e-09,-1.1742881280956862e-06,3.5143677305950986e-07
Standard,KCl,0.1,0.03,40,1,55,pos,6.524451659890729e-06,2.6150891242445372e-06,-5.472110499619882e-09,2.450640857031722e-09,-1.2969824279643654e-06,5.013329381525047e-07
Standard,KCl,0.1,0.03,40,1,56,pos,6.519233793050375e-06,2.6085613723081416e-06,-5.2178668403552715e-09,6.8351856986846035e-09,-1.441555571052763e-06,6.872078169683009e-07
Standard,KCl,0.1,0.03,40,1,57,pos,6.515993243482898e-06,2.6116248104349253e-06,-3.240549567476059e-09,3.0640532063713845e-09,-1.4787547093987171e-06,7.773906735935175e-07
Standard,KCl,0.1,0.03,40,1,58,pos,6.513732746258794e-06,2.6110962320878536e-06,-2.260497224102461e-09,1.4726884053165641e-09,-1.3142729081025533e-06,6.79615794594777e-07
Standard,KCl,0.1,0.03,40,1,59,pos,6.51172238401175e-06,2.6130064955967438e-06,-2.010362247044193e-09,5.627254462107672e-09,-1.3271528440900439e-06,5.069612759750891e-07
Standard,KCl,0.1,0.03,40,1,60,pos,6.507947011669514e-06,2.6140630298508185e-06,-3.775372342237054e-09,3.445666219711021e-09,-1.3238282635724294e-06,5.379529737806014e-07
Standard,KCl,0.1,0.03,40,1,61,pos,6.5083722363437e-06,2.6109536564303322e-06,4.2522467418604244e-10,3.2470426137901534e-09,-1.3385810691833225e-06,5.930838156520308e-07
Standard,KCl,0.1,0.03,40,1,62,pos,6.506737228144694e-06,2.605907031469123e-06,-1.6350081990062124e-09,5.346357492430042e-09,-1.4508271271166978e-06,7.279660552547268e-07
Standard,KCl,0.1,0.03,40,1,63,pos,6.507852827110726e-06,2.606757866110688e-06,1.1155989660325189e-09,1.2631655678321176e-09,-1.1526731588534349e-06,7.383634342654111e-07
Standard,KCl,0.1,0.03,40,1,64,pos,6.5036273266933245e-06,2.6080456693008625e-06,-4.225500417401104e-09,1.5850054174544606e-09,-1.336257726907404e-06,6.177352900389519e-07
Standard,KCl,0.1,0.03,40,1,65,pos,6.502652655526936e-06,2.6060872354057105e-06,-9.746711663883906e-10,1.960439137205787e-09,-1.4419284088299416e-06,4.831760674793472e-07
Standard,KCl,0.1,0.03,40,1,66,pos,6.500869000790356e-06,2.605794763188326e-06,-1.7836547365794894e-09,2.51963379994371e-09,-1.4946868911873468e-06,6.521060896107343e-07
Standard,KCl,0.1,0.03,40,1,67,pos,6.496532530052303e-06,2.6016782607911266e-06,-4.336470738053322e-09,4.146585128318919e-09,-1.3958189472161715e-06,6.90183706385141e-07
Standard,KCl,0.1,0.03,40,1,68,pos,6.497176723553964e-06,2.6042947654123807e-06,6.441935016607874e-10,5.146391674914517e-09,-1.457418873769294e-06,5.258716050587704e-07
Standard,KCl,0.1,0.03,40,1,69,pos,6.494800094227877e-06,2.600725792830146e-06,-2.376629326087638e-09,4.5667304418847326e-09,-1.3800082054132247e-06,5.7445544550365e-07
Standard,KCl,0.1,0.03,40,1,70,pos,6.494657957757642e-06,2.6026075290283074e-06,-1.4213647023517702e-10,1.9996741699126362e-09,-1.3609780428119818e-06,4.158364246106854e-07
Standard,KCl,0.1,0.03,40,1,71,pos,6.494122041993633e-06,2.6011980106013866e-06,-5.35915764008383e-10,1.4095198076191292e-09,-1.4330968239044378e-06,4.8175706233499e-07
Standard,KCl,0.1,0.03,40,1,72,pos,6.493616678071383e-06,2.6038908446519917e-06,-5.053639222495181e-10,3.09224606216557e-09,-1.4670536661233394e-06,5.63908732537536e-07
Standard,KCl,0.1,0.03,40,1,73,pos,6.4931605944015274e-06,2.607291822462691e-06,-4.560836698559663e-10,4.832809016079768e-09,-1.1970269119736646e-06,2.9345580785309635e-07
Standard,KCl,0.1,0.03,40,1,74,pos,6.490347419585624e-06,2.6052633923037016e-06,-2.8131748159035693e-09,3.3449287727641543e-09,-1.2763267595618176e-06,4.1414017482905756e-07
