Type	Chip	Disp	Electrolyte	Potential [V]	Width [s]	VDS [V]	IDSant (5sp 1sa) [A]	Std IDSant [A]	IDSdep (5sp 10sd) [A]	Std IDSdep [A]	delIDS [A]	Std del IDS [A]	RatioIDS	Std RazIDS
Standard	2	1	KCl	-0.5	10.0	0.1	3.735557884231536e-06	5.8951776990304274e-08	3.8710418762475045e-06	5.526838414204512e-08	1.3548399201596802e-07	8.080783561008939e-08	1.0362687438435556	0.0220530995780029
Standard	2	1	KCl	0.6	10.0	0.1	3.7230656087824354e-06	5.958021657126332e-08	3.885818423153692e-06	6.5749860320069e-08	1.627528143712568e-07	8.872906141049405e-08	1.0437147317488402	0.0243075351750348
Standard	2	1	KCl	-0.6	10.0	0.1	3.8822488622754495e-06	5.98312967610013e-08	4.010833632734532e-06	6.278701601427519e-08	1.2858477045908206e-07	8.672942667906813e-08	1.033121207583719	0.0226951435550114
Standard	2	1	KCl	0.7	10.0	0.1	3.7866202794411177e-06	6.255651744080508e-08	4.123285548902196e-06	6.107980408243054e-08	3.36665269461078e-07	8.74303170591863e-08	1.0889091708743417	0.0241620140272383
Standard	2	1	KCl	-0.7	10.0	0.1	4.079171177644711e-06	6.095223250390733e-08	4.146413313373253e-06	5.97424183491061e-08	6.724213572854156e-08	8.534829346513019e-08	1.0164842642782563	0.0210995607385644
Standard	2	1	KCl	0.8	10.0	0.1	3.946731736526947e-06	6.373718038930211e-08	4.554460678642714e-06	6.182455195097274e-08	6.077289421157677e-07	8.879585231257689e-08	1.153982835086369	0.0243451801065282
Standard	2	1	KCl	-0.8	10.0	0.1	4.4289227744510974e-06	6.07685012361425e-08	4.320349620758483e-06	6.56968202248472e-08	-1.0857315369261421e-07	8.949236241234749e-08	0.9754854263165448	0.019979474978714
Standard	2	1	KCl	0.1	40.0	0.1	4.188694365079367e-06	2.4811540169720458e-08	4.195600793650795e-06	3.0676043880609505e-08	6.906428571427815e-09	3.9454178406839647e-08	1.0016488260945955	0.0094253518609977
Standard	2	1	KCl	-0.1	40.0	0.1	4.176583253968255e-06	3.4169675862187915e-08	4.121613253968254e-06	2.8206418016596574e-08	-5.497000000000076e-08	4.430766035183951e-08	0.9868385240620374	0.0105257736376532
Standard	2	1	KCl	0.2	40.0	0.1	4.086325079365079e-06	3.2430875455245505e-08	4.138737142857144e-06	2.740910630741959e-08	5.24120634920651e-08	4.246199231507012e-08	1.0128262099745156	0.0104691948679707
Standard	2	1	KCl	-0.2	40.0	0.1	4.128140634920635e-06	2.0233399941523693e-08	4.207805555555557e-06	2.6823768312615705e-08	7.966492063492157e-08	3.3599181830552614e-08	1.019298015179285	0.0081963668834902
Standard	2	1	KCl	0.3	40.0	0.1	4.053969206349207e-06	2.519614245405589e-08	4.059267460317461e-06	2.3686442905139053e-08	5.2982539682536225e-09	3.4581688392319567e-08	1.001306929998372	0.0085362484053357
Standard	2	1	KCl	-0.3	40.0	0.1	4.031828571428572e-06	2.57072414300496e-08	4.101273015873016e-06	2.652143131189833e-08	6.94444444444437e-08	3.693573582283965e-08	1.0172240568303323	0.0092378107806151
Standard	2	1	KCl	0.4	40.0	0.1	4.036843333333334e-06	2.704332310941101e-08	4.046400476190476e-06	3.47313141209979e-08	9.557142857141911e-09	4.401824059831824e-08	1.0023674792574253	0.0109138751296893
Standard	2	1	KCl	-0.4	40.0	0.1	4.046021111111112e-06	2.920861150338295e-08	4.1561468253968254e-06	3.1539964937223254e-08	1.1012571428571345e-07	4.298735132799911e-08	1.0272182747596863	0.0107590747291578
Standard	2	1	KCl	0.5	40.0	0.1	3.97950888888889e-06	2.5278857196391466e-08	4.113004047619048e-06	2.8146455469307494e-08	1.3349515873015776e-07	3.783177998246001e-08	1.033545636523865	0.0096503328874427
Standard	2	1	KCl	-0.5	40.0	0.1	4.144414603174604e-06	3.149238713469133e-08	4.213103492063491e-06	2.9904855854993494e-08	6.868888888888678e-08	4.3428917222850624e-08	1.016573845878323	0.0105705839480544
Standard	2	1	KCl	0.6	40.0	0.1	3.984144365079367e-06	2.480370183649302e-08	4.343477063492065e-06	2.5385683684075532e-08	3.593326984126981e-07	3.54916407186479e-08	1.0901906822358682	0.0093092926244888
Standard	2	1	KCl	-0.6	40.0	0.1	4.345085158730158e-06	2.7087906282594183e-08	4.32748738095238e-06	2.6847193407984282e-08	-1.7597777777778192e-08	3.813825455707588e-08	0.995949957909934	0.0087594169963805
Standard	2	1	KCl	0.7	40.0	0.1	4.089163095238095e-06	3.2843978186919656e-08	4.732420317460317e-06	3.2374252138055846e-08	6.432572222222219e-07	4.6117449025735014e-08	1.157307793120628	0.0122100589552404
Standard	2	1	KCl	-0.7	40.0	0.1	4.772344285714285e-06	2.4868609785947373e-08	4.4945682539682544e-06	2.8044088234902242e-08	-2.777760317460303e-07	3.7482244297969935e-08	0.9417946369507464	0.0076561794337315
Standard	2	1	KCl	0.8	40.0	0.1	4.2308892857142855e-06	3.1448016285383045e-08	5.253440396825396e-06	2.9487291103817395e-08	1.02255111111111e-06	4.311006918258176e-08	1.241687040727769	0.0115653023720088
Standard	2	1	KCl	-0.8	40.0	0.1	5.248521031746032e-06	2.9990839610237454e-08	4.561552857142858e-06	2.802258257497748e-08	-6.869681746031742e-07	4.10452871192104e-08	0.8691120469084527	0.0072917703547626
Standard	2	1	KCl	0.1	0.01	0.05	1.111643662135146e-06	2.0384141114129186e-07	1.1636077029188325e-06	1.991510845388531e-07	5.196404078368641e-08	2.849780261161807e-07	1.0467452319063093	0.2625568880770605
Standard	2	1	KCl	-0.1	0.01	0.05	1.1349896965213916e-06	2.026424758338679e-07	1.149503650539784e-06	1.9909758375796722e-07	1.4513954018392512e-08	2.8408417919754085e-07	1.01278774077234	0.2519303899661582
Standard	2	1	KCl	0.2	0.01	0.05	1.10365031227509e-06	2.0264745823402945e-07	1.1632071675329868e-06	1.981916061318699e-07	5.955685525789666e-08	2.834535324702145e-07	1.0539635195999038	0.2640075058440723
Standard	2	1	KCl	-0.2	0.01	0.05	1.1439221547381048e-06	1.9915604773946654e-07	1.0981021131547382e-06	2.0071600363781014e-07	-4.582004158336665e-08	2.8275439071310296e-07	0.959944790479334	0.2423185235012915
Standard	2	1	KCl	0.3	0.01	0.05	1.10478943742503e-06	2.064207735511275e-07	1.1287552307077171e-06	2.0071508622735225e-07	2.3965793282687093e-08	2.879167963018123e-07	1.0216926343345072	0.2635288404980285
Standard	2	1	KCl	-0.3	0.01	0.05	1.1587505817672933e-06	2.0101534865747737e-07	1.1431403926429428e-06	1.9645067117798099e-07	-1.5610189124350488e-08	2.810694515634284e-07	0.9865284303887536	0.2408966778999639
Standard	2	1	KCl	0.4	0.01	0.05	1.118602780487805e-06	2.025220463652625e-07	1.177969049980008e-06	1.987053862502331e-07	5.9366269492203176e-08	2.837234741589561e-07	1.0530718057631812	0.2605864850779097
Standard	2	1	KCl	-0.4	0.01	0.05	1.1776257540983606e-06	2.0193895056306425e-07	1.190666855897641e-06	2.0506352273694019e-07	1.3041101799280446e-08	2.878026895492731e-07	1.01107406300677	0.2457284766055731
Standard	2	1	KCl	0.5	0.01	0.05	1.1756858440623752e-06	2.04837049235496e-07	1.1495751971211516e-06	2.0423294359833481e-07	-2.6110646941223568e-08	2.892564813281556e-07	0.9777911360648838	0.2433073435190866
Standard	2	1	KCl	-0.5	0.01	0.05	1.1636314222311077e-06	2.038930999699206e-07	1.1764580175929628e-06	1.9903602412197266e-07	1.2826595361855148e-08	2.849346155061306e-07	1.0110229021980706	0.2462525238665193
Standard	2	1	KCl	0.6	0.01	0.05	1.137511263094762e-06	2.0421449282526146e-07	1.2097374826069574e-06	1.968900621590167e-07	7.222621951219537e-08	2.836710342224955e-07	1.0634949488901706	0.257706330399276
Standard	2	1	KCl	-0.6	0.01	0.05	1.176171950419832e-06	2.0527728074640083e-07	1.142692262295082e-06	2.0099754600568802e-07	-3.347968812475015e-08	2.872956238632e-07	0.9715350394873814	0.2407386692055844
Standard	2	1	KCl	0.7	0.01	0.05	1.1414053766493403e-06	2.0064672026362521e-07	1.1633787964814077e-06	2.010353881738141e-07	2.1973419832067138e-08	2.840322757201117e-07	1.0192511970607423	0.2512464055213087
Standard	2	1	KCl	-0.7	0.01	0.05	1.132849611755298e-06	2.020060409197035e-07	1.18254474770092e-06	2.007638761752289e-07	4.969513594562182e-08	2.848026940619691e-07	1.0438673725355492	0.2570111798367912
Standard	2	1	KCl	0.8	0.01	0.05	1.1662147884846062e-06	2.022559493332273e-07	1.1894133098760496e-06	2.053179870920235e-07	2.3198521391443443e-08	2.88206427520632e-07	1.019892151617789	0.2495629431595966
Standard	2	1	KCl	-0.8	0.01	0.05	1.1731644142343064e-06	2.0702204051689643e-07	1.16310237305078e-06	2.055418441600079e-07	-1.0062041183526381e-08	2.91728598118999e-07	0.9914231619528848	0.2475963788061021
Standard	2	1	KCl	0.1	0.1	0.05	2.0907783033932136e-06	5.0325078910179334e-08	2.08901748502994e-06	5.199279628623828e-08	-1.7608183632738891e-09	7.235927330327504e-08	0.999157816799411	0.0345946783219594
Standard	2	1	KCl	-0.1	0.1	0.05	2.058680159680639e-06	5.223487750511573e-08	2.053136067864272e-06	5.47178507391088e-08	-5.544091816367124e-09	7.564737680502766e-08	0.9973069678695368	0.0366984213241363
Standard	2	1	KCl	0.2	0.1	0.05	2.0799996407185634e-06	5.156935234294365e-08	2.0650331337325348e-06	5.1317621682615843e-08	-1.496650698602863e-08	7.275229478326269e-08	0.9928045627061464	0.0348508445974945
Standard	2	1	KCl	-0.2	0.1	0.05	2.073837025948104e-06	5.3890573800408954e-08	2.0993918163672656e-06	5.2854261410923256e-08	2.5554790419161373e-08	7.548355379704598e-08	1.0123224680143217	0.0366273131287486
Standard	2	1	KCl	0.3	0.1	0.05	2.1577118163672656e-06	5.3596427016119467e-08	2.100248483033932e-06	4.984751817788136e-08	-5.7463333333333895e-08	7.319393456693278e-08	0.9733683928977692	0.0334406547532309
Standard	2	1	KCl	-0.3	0.1	0.05	2.10707758483034e-06	5.6311344497847854e-08	2.129824890219561e-06	5.1929548723611264e-08	2.2747305389221572e-08	7.660055841698034e-08	1.0107956657851558	0.0365665507930694
Standard	2	1	KCl	0.4	0.1	0.05	2.127969061876248e-06	5.512913171561977e-08	2.1649213972055887e-06	4.9890100653776243e-08	3.6952335329341044e-08	7.435215737933955e-08	1.0173650716974052	0.0352752878188103
Standard	2	1	KCl	-0.4	0.1	0.05	2.083782814371257e-06	5.0699407703280594e-08	2.1027945508982034e-06	5.402136803939641e-08	1.9011736526945927e-08	7.408601856161113e-08	1.0091236650939952	0.0357058950821136
Standard	2	1	KCl	0.5	0.1	0.05	2.1032941516966074e-06	5.328366324051817e-08	2.1388671856287427e-06	5.005133906164224e-08	3.557303393213523e-08	7.310461893883604e-08	1.016913009482502	0.0350707229367167
Standard	2	1	KCl	-0.5	0.1	0.05	2.1293966866267463e-06	5.353354300809544e-08	2.1411036726546907e-06	5.5340384589236784e-08	1.1706986027944428e-08	7.69960933650808e-08	1.0054977947986243	0.036254876720519
Standard	2	1	KCl	0.6	0.1	0.05	2.126160538922156e-06	5.455785122884688e-08	2.15466624750499e-06	5.445866726877017e-08	2.8505708582834242e-08	7.708635139504016e-08	1.0134071289825015	0.0365004260300706
Standard	2	1	KCl	-0.6	0.1	0.05	2.117142395209581e-06	5.4780467408114554e-08	2.1489080638722555e-06	5.22164642123911e-08	3.1765668662674355e-08	7.567997584761388e-08	1.0150040303073378	0.0360282951970329
Standard	2	1	KCl	0.7	0.1	0.05	2.153214850299401e-06	5.356595421186434e-08	2.192499021956088e-06	5.3654036072242656e-08	3.9284171656686494e-08	7.581600779168647e-08	1.0182444272345716	0.035532732482206
Standard	2	1	KCl	-0.7	0.1	0.05	2.0964891417165662e-06	5.5249551526341655e-08	2.1192128542914173e-06	5.217532255421836e-08	2.272371257485061e-08	7.599195501826893e-08	1.0108389364498425	0.0364554471478014
Standard	2	1	KCl	0.8	0.1	0.05	2.190190978043912e-06	5.29683570374004e-08	2.204538822355289e-06	5.2852856566229e-08	1.4347844311377286e-08	7.48269423032366e-08	1.0065509558094297	0.034276906516178
Standard	2	1	KCl	-0.8	0.1	0.05	2.1323947704590817e-06	5.179122752549125e-08	2.121972774451098e-06	4.9925996732033546e-08	-1.0421996007983813e-08	7.193703078584929e-08	0.9951125391262612	0.0336499634345614
Standard	2	1	KCl	0.1	1.0	0.05	2.2194366e-06	2.3061216635162048e-08	2.25401e-06	3.1755720680191935e-08	3.4573399999999705e-08	3.924596168540457e-08	1.0155775569349446	0.0177784411202756
Standard	2	1	KCl	-0.1	1.0	0.05	2.2459026e-06	2.1943860078456066e-08	2.2509096e-06	2.0676794935780746e-08	5.007000000000357e-09	3.0150669046626246e-08	1.0022293932069897	0.0134406064992589
Standard	2	1	KCl	0.2	1.0	0.05	2.2096616e-06	2.405395833690305e-08	2.2385112e-06	2.3013176761435188e-08	2.8849599999999552e-08	3.3289626256936693e-08	1.0130561168280243	0.0151685001186628
Standard	2	1	KCl	-0.2	1.0	0.05	2.194642e-06	2.3379428599361785e-08	2.2232514000000003e-06	2.0753401394194882e-08	2.8609400000000248e-08	3.1261819381815034e-08	1.0130360213647602	0.0143487629649472
Standard	2	1	KCl	0.3	1.0	0.05	2.299548e-06	2.3626184021728362e-08	2.2344582e-06	2.768882922842382e-08	-6.508980000000029e-08	3.639873398168389e-08	0.9716945243152132	0.0156414435426729
Standard	2	1	KCl	-0.3	1.0	0.05	2.214907e-06	2.4083956066143223e-08	2.2418494e-06	2.0496270881329024e-08	2.694239999999976e-08	3.1624896202781964e-08	1.0121641224665414	0.0143791889036074
Standard	2	1	KCl	0.4	1.0	0.05	2.2459028e-06	2.140871947480795e-08	2.2676016e-06	1.7581254089141124e-08	2.1698800000000037e-08	2.770259491271464e-08	1.0096615044960984	0.0124060362641746
Standard	2	1	KCl	-0.4	1.0	0.05	2.2473336e-06	2.3257847809603845e-08	2.2516254e-06	2.6673214203751018e-08	4.291800000000012e-09	3.538909211457507e-08	1.001909729823823	0.0157601427920167
Standard	2	1	KCl	0.5	1.0	0.05	2.228973e-06	1.9341396151830373e-08	2.2029866e-06	2.7033333060637333e-08	-2.5986399999999636e-08	3.3239896231326986e-08	0.988341536662849	0.0148540143943658
Standard	2	1	KCl	-0.5	1.0	0.05	2.2180058e-06	1.96261064255896e-08	2.2623546e-06	2.459680236476748e-08	4.4348800000000144e-08	3.1467232798579553e-08	1.0199948981197435	0.0142981906545384
Standard	2	1	KCl	0.6	1.0	0.05	2.2599708000000003e-06	2.9111173942775524e-08	2.2895352000000005e-06	2.3522862022175065e-08	2.9564400000000143e-08	3.7427068894595776e-08	1.013081761941349	0.0166922680156236
Standard	2	1	KCl	-0.6	1.0	0.05	2.2480484e-06	2.087237128603365e-08	2.2373188e-06	2.5653057950351283e-08	-1.0729599999999973e-08	3.3071668619924865e-08	0.9952271490240155	0.0146833519688952
Standard	2	1	KCl	0.7	1.0	0.05	2.232551e-06	2.7146777931106572e-08	2.2981176e-06	2.2370384445621305e-08	6.556659999999981e-08	3.517643603729221e-08	1.0293684668345762	0.0160333615553453
Standard	2	1	KCl	-0.7	1.0	0.05	2.3059848000000004e-06	2.4812679628918442e-08	2.3071768e-06	2.2617891909923363e-08	1.1919999999998691e-09	3.35743667820604e-08	1.0005169158096792	0.0145637763196351
Standard	2	1	KCl	0.8	1.0	0.05	2.3052696e-06	2.165911119588974e-08	2.3498510000000003e-06	2.1220531187450265e-08	4.4581400000000254e-08	3.0322071856544794e-08	1.01933890942734	0.0132837694750253
Standard	2	1	KCl	-0.8	1.0	0.05	2.3105144000000003e-06	1.8914749687878504e-08	2.319097e-06	2.562385067606712e-08	8.582599999999785e-09	3.184885365636391e-08	1.003714584077035	0.0138023943049426
Standard	2	1	KCl	0.1	10.0	0.05	2.17619998003992e-06	5.6690898833936364e-08	2.243894590818364e-06	6.619543098796355e-08	6.769461077844354e-08	8.715327357180482e-08	1.0311067968933636	0.0405801509280538
Standard	2	1	KCl	-0.1	10.0	0.05	2.179578702594811e-06	5.974870021777352e-08	2.190071796407185e-06	6.307443945027552e-08	1.0493093812374457e-08	8.688090750953194e-08	1.0048142761717584	0.0399522048869054
Standard	2	1	KCl	0.2	10.0	0.05	2.215198502994012e-06	5.5920697566772967e-08	2.1922610379241512e-06	6.312252949082886e-08	-2.2937465069860824e-08	8.43301734000058e-08	0.9896454132490344	0.0378960730783148
Standard	2	1	KCl	-0.2	10.0	0.05	2.204181916167665e-06	6.270225657439258e-08	2.239492774451098e-06	5.9302224073697494e-08	3.5310858283433006e-08	8.630368914251574e-08	1.0160199382929458	0.039486856864134
Standard	2	1	KCl	0.3	10.0	0.05	2.2252400798403195e-06	5.731335354691445e-08	2.243371137724551e-06	5.341452099666343e-08	1.8131057884231445e-08	7.834495228217713e-08	1.0081479108921734	0.0353612268411917
Standard	2	1	KCl	-0.3	10.0	0.05	2.1591392814371256e-06	5.8067292072927234e-08	2.1857651497005987e-06	5.4957015434133153e-08	2.6625868263473106e-08	7.995050940494492e-08	1.0123317048105165	0.0372704481502985
Standard	2	1	KCl	0.4	10.0	0.05	2.1635890618762475e-06	5.3485211093517854e-08	2.1954733532934133e-06	5.349930682105087e-08	3.1884291417165784e-08	7.56494787559776e-08	1.0147367593869772	0.0352233175294577
Standard	2	1	KCl	-0.4	10.0	0.05	2.1778416367265467e-06	5.171792344357781e-08	2.263406107784432e-06	4.9449265618615204e-08	8.55644710578846e-08	7.155398993442739e-08	1.0392886560780856	0.0335360153559909
Standard	2	1	KCl	0.5	10.0	0.05	2.1905239920159685e-06	5.1508174644729394e-08	2.19238001996008e-06	4.879390401064056e-08	1.8560279441111606e-09	7.095024400121219e-08	1.0008472986147954	0.0324040888092123
Standard	2	1	KCl	-0.5	10.0	0.05	2.1837424750499004e-06	5.133381097348889e-08	2.2346149301397205e-06	5.2620530375939064e-08	5.087245508982016e-08	7.351245041560657e-08	1.0232959955997822	0.0340481799792089
Standard	2	1	KCl	0.6	10.0	0.05	2.182885988023952e-06	4.904257544289317e-08	2.276635508982036e-06	5.2621621947545696e-08	9.374952095808416e-08	7.193197691195682e-08	1.0429475114469675	0.0336179635707507
Standard	2	1	KCl	-0.6	10.0	0.05	2.196424850299401e-06	5.3656678490450286e-08	2.2877949101796408e-06	6.121195644840899e-08	9.137005988023961e-08	8.139989409618092e-08	1.041599447332689	0.0377377924102704
Standard	2	1	KCl	0.7	10.0	0.05	2.2027305588822354e-06	5.46763162629583e-08	2.3851612574850297e-06	4.9805387534036634e-08	1.824306986027943e-07	7.395996340928389e-08	1.082820251377167	0.0351235509785948
Standard	2	1	KCl	-0.7	10.0	0.05	2.3848281636726545e-06	5.270527920257289e-08	2.4604704191616765e-06	5.1501373150858284e-08	7.564225548902201e-08	7.36901478641827e-08	1.031718115645084	0.0314047436840441
Standard	2	1	KCl	0.8	10.0	0.05	2.2426336127744514e-06	5.264455850628594e-08	2.6650061477045907e-06	5.917279213059106e-08	4.2237253493013924e-07	7.920144486593604e-08	1.1883377349399509	0.0383972869320535
Standard	2	1	KCl	-0.8	10.0	0.05	2.62819628742515e-06	5.5951932858384825e-08	2.574516367265469e-06	5.455147666907687e-08	-5.367992015968097e-08	7.814398503638038e-08	0.9795753763078816	0.0294231620321163
Standard	2	1	KCl	0.1	40.0	0.05	2.4172999206349205e-06	3.0303812446516506e-08	2.4438849206349206e-06	2.9719739615172376e-08	2.6585000000000105e-08	4.244507005044632e-08	1.0109978078322268	0.0176575735803725
Standard	2	1	KCl	-0.1	40.0	0.05	2.374156507936508e-06	2.7576609924135683e-08	2.4033930952380952e-06	2.4730384177017075e-08	2.9236587301587272e-08	3.704134603994292e-08	1.0123145155779971	0.0157086761605583
Standard	2	1	KCl	0.2	40.0	0.05	2.359017460317461e-06	2.7235810072373683e-08	2.38191507936508e-06	3.0709132967142725e-08	2.2897619047618682e-08	4.104680496569816e-08	1.0097064220306946	0.0174745174967536
Standard	2	1	KCl	-0.2	40.0	0.05	2.357882857142857e-06	2.9368817391434562e-08	2.4133267460317456e-06	2.7164972676720704e-08	5.544388888888812e-08	4.000578927478386e-08	1.0235142677766749	0.0171829877255641
Standard	2	1	KCl	0.3	40.0	0.05	2.362045555555556e-06	2.610633901735152e-08	2.3714126984126986e-06	2.9247635457594132e-08	9.367142857142596e-09	3.920414667798813e-08	1.00396569102366	0.0166267596875758
Standard	2	1	KCl	-0.3	40.0	0.05	2.373683571428572e-06	2.9726916515892767e-08	2.445777301587302e-06	3.2505994288135745e-08	7.20937301587302e-08	4.40491683258966e-08	1.030372089619065	0.0188160909199023
Standard	2	1	KCl	0.4	40.0	0.05	2.334514047619048e-06	3.162002163638906e-08	2.3052809523809528e-06	2.6669156759929825e-08	-2.923309523809541e-08	4.1365078152608674e-08	0.9874778670670626	0.0175896144713751
Standard	2	1	KCl	-0.4	40.0	0.05	2.352679523809524e-06	3.3463021521844495e-08	2.442181746031746e-06	3.57566128391236e-08	8.950222222222203e-08	4.8972534864946564e-08	1.0380426748804688	0.0211890565906144
Standard	2	1	KCl	0.5	40.0	0.05	2.3622343650793658e-06	2.578632370838565e-08	2.379644523809524e-06	2.105111370382646e-08	1.741015873015832e-08	3.32878938739759e-08	1.0073702080485876	0.0141541128342525
Standard	2	1	KCl	-0.5	40.0	0.05	2.3927011111111107e-06	3.1227758580396944e-08	2.4845667460317457e-06	3.1173018200472426e-08	9.186563492063501e-08	4.4124029390826724e-08	1.0383941121998204	0.0187990648276527
Standard	2	1	KCl	0.6	40.0	0.05	2.364127539682541e-06	2.89535499912949e-08	2.4860811111111104e-06	3.630353935851924e-08	1.2195357142856954e-07	4.643549318198277e-08	1.051585022119807	0.0200417094216704
Standard	2	1	KCl	-0.6	40.0	0.05	2.468009603174603e-06	2.5048103270333043e-08	2.5308326190476187e-06	3.4821563989656125e-08	6.28230158730159e-08	4.2894624326679743e-08	1.0254549316956492	0.017532363808724
Standard	2	1	KCl	0.7	40.0	0.05	2.404434047619048e-06	2.2531309280326187e-08	2.68788626984127e-06	2.588456515328405e-08	2.834522222222221e-07	3.4317205758341105e-08	1.1178872934788566	0.0150208912257454
Standard	2	1	KCl	-0.7	40.0	0.05	2.7866609523809515e-06	2.5251004049061442e-08	2.70860507936508e-06	3.849081279985721e-08	-7.805587301587134e-08	4.603429021370232e-08	0.9719894618148004	0.0163816670253331
Standard	2	1	KCl	0.8	40.0	0.05	2.527049365079365e-06	2.864936343435313e-08	3.0552585714285724e-06	4.33386321466524e-08	5.282092063492071e-07	5.1952122781812324e-08	1.2090221163260173	0.0219543794075291
Standard	2	1	KCl	-0.8	40.0	0.05	3.213919920634921e-06	2.4081180054010024e-08	2.7719949206349207e-06	2.8198932908776052e-08	-4.4192500000000043e-07	3.708211226436952e-08	0.8624965739928279	0.0108971046800193
Standard	2	1	KCl	0.1	0.01	0.2	9.927343154738106e-06	1.732284683040391e-07	9.974583522590964e-06	1.767137746070359e-07	4.724036785285773e-08	2.474588053936044e-07	1.004758611354168	0.0249851902231582
Standard	2	1	KCl	-0.1	0.01	0.2	9.869202978808478e-06	1.7425422870427986e-07	9.87413586965214e-06	1.7301819295257161e-07	4.932890843662848e-09	2.4556023968447494e-07	1.000499826668299	0.0248877293846937
Standard	2	1	KCl	0.2	0.01	0.2	9.722305989604158e-06	1.647114814823488e-07	9.762291915233907e-06	1.7128369217987518e-07	3.998592562974965e-08	2.376299125507569e-07	1.0041128026285642	0.0244900712206047
Standard	2	1	KCl	-0.2	0.01	0.2	9.689832131147542e-06	1.7310228257483184e-07	9.742668484606158e-06	1.68183836377883e-07	5.2836353458616454e-08	2.41350788379486e-07	1.0054527625188443	0.0249775904399058
Standard	2	1	KCl	0.3	0.01	0.2	9.602792027189124e-06	1.7030574635005357e-07	9.644360343862457e-06	1.712361164295716e-07	4.156831667333063e-08	2.41507463258862e-07	1.004328774022767	0.0252039089124177
Standard	2	1	KCl	-0.3	0.01	0.2	9.51930737704918e-06	1.78033584851166e-07	9.536928928428627e-06	1.700274471688942e-07	1.7621551379446603e-08	2.461814171007398e-07	1.0018511379747996	0.0258863221062211
Standard	2	1	KCl	0.4	0.01	0.2	9.479102267093164e-06	1.782888909396711e-07	9.533354222311076e-06	1.7494996783584957e-07	5.425195521791104e-08	2.497887505038262e-07	1.0057233220709356	0.0264284618553655
Standard	2	1	KCl	-0.4	0.01	0.2	9.431981059576173e-06	1.757130051864014e-07	9.42273880847661e-06	1.77975180175046e-07	-9.242251099561002e-09	2.501004297276925e-07	0.9990201156001922	0.0265033921093971
Standard	2	1	KCl	0.5	0.01	0.2	9.339759536185524e-06	1.7643708373974184e-07	9.42284850459816e-06	1.7428120652830885e-07	8.308896841263624e-08	2.479999666684407e-07	1.008896264201527	0.0266729679612727
Standard	2	1	KCl	-0.5	0.01	0.2	9.323687045181928e-06	1.7146564211557305e-07	9.355755733706517e-06	1.766279185673419e-07	3.206868852458868e-08	2.4616638284610946e-07	1.003439485728037	0.0264463547433256
Standard	2	1	KCl	0.6	0.01	0.2	9.250102323070772e-06	1.7787231479778054e-07	9.36741449820072e-06	1.770969144005561e-07	1.1731217512994793e-07	2.5100174792562426e-07	1.012682257020807	0.0273083844145288
Standard	2	1	KCl	-0.6	0.01	0.2	9.301522946821273e-06	1.7369939910060868e-07	9.335012163134748e-06	1.780824248779181e-07	3.34892163134738e-08	2.4876662014488974e-07	1.0036004014079134	0.0267917088211861
Standard	2	1	KCl	0.7	0.01	0.2	9.236212886845262e-06	1.787998235050099e-07	9.367538404638144e-06	1.7580176281748133e-07	1.3132551779288217e-07	2.5075014794643025e-07	1.0142185459995106	0.0273455401181374
Standard	2	1	KCl	-0.7	0.01	0.2	9.280359824070372e-06	1.767498607756432e-07	9.212594962015194e-06	1.828048903988317e-07	-6.776486205517766e-08	2.5427965163956417e-07	0.9926980350611604	0.0273032774596351
Standard	2	1	KCl	0.1	0.1	0.2	1.0044938463073852e-05	5.376931437756249e-08	1.0075204171656687e-05	5.5439428618650863e-08	3.0265708582834974e-08	7.723127225545123e-08	1.0030130307611236	0.0076998134185927
Standard	2	1	KCl	-0.1	0.1	0.2	9.995259660678643e-06	5.5236921725279344e-08	1.00368253493014e-05	5.294809887170412e-08	4.156568862275536e-08	7.651548010574326e-08	1.0041585401514157	0.0076717836911754
Standard	2	1	KCl	0.2	0.1	0.2	9.954573233532934e-06	5.08581202201119e-08	9.961854411177644e-06	4.9968196624479074e-08	7.281177644710371e-09	7.129774937700319e-08	1.000731440461976	0.0071649771169783
Standard	2	1	KCl	-0.2	0.1	0.2	9.967635848303392e-06	5.3494337366948974e-08	9.987053433133734e-06	5.1177204067729483e-08	1.941758483034092e-08	7.403208997805599e-08	1.001948063224405	0.0074348046777732
Standard	2	1	KCl	0.3	0.1	0.2	9.877120219560878e-06	4.8814104147794176e-08	9.940414351297403e-06	4.999409463755046e-08	6.329413173652721e-08	6.987292939601179e-08	1.0064081564595293	0.0070963820483011
Standard	2	1	KCl	-0.3	0.1	0.2	9.87231381237525e-06	5.0196876325491776e-08	9.915453273453094e-06	5.1039218971914894e-08	4.31394610778444e-08	7.158720741934129e-08	1.0043697416733013	0.0072669067652038
Standard	2	1	KCl	0.4	0.1	0.2	9.88697111776447e-06	4.928989218438293e-08	9.873693912175648e-06	5.031050377668935e-08	-1.3277205588822308e-08	7.043181285337165e-08	0.9986571008015824	0.0071190160846668
Standard	2	1	KCl	-0.4	0.1	0.2	9.82253632734531e-06	4.778136887202605e-08	9.863224351297407e-06	5.342573292177053e-08	4.0688023952097806e-08	7.167543616548822e-08	1.004142313410318	0.0073104877770441
