,Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
289,Standard,MgCl2,-0.8,40.0,0.05,4.066929497354497e-06,1.2436559289247625e-06,3.4277401322751325e-06,1.0718491933971378e-06,-6.391893650793652e-07,1.7234335969740858e-07,0.8412613000775888,0.008215987845662234
303,Standard,MgCl2,-0.7,40.0,0.05,3.7319459788359782e-06,1.064507381209465e-06,3.397874708994709e-06,1.038110763159133e-06,-3.3407126984126865e-07,8.683725135945251e-08,0.9059756296507767,0.031104502640858917
318,Standard,MgCl2,-0.6,40.0,0.05,3.3749482539682536e-06,9.825496531087945e-07,3.2952849470899474e-06,9.61846856822117e-07,-7.966330687830633e-08,5.921252060831036e-08,0.9760745867660119,0.014319005659836945
337,Standard,MgCl2,-0.5,40.0,0.05,3.1399661375661376e-06,9.140651997307217e-07,3.1935793121693123e-06,9.145318918464988e-07,5.3613174603174644e-08,7.204465958647667e-09,1.0182165393522757,0.006089327902019254
357,Standard,MgCl2,-0.4,40.0,0.05,3.1007658465608468e-06,8.709005752382441e-07,3.1891963227513236e-06,8.989621172915519e-07,8.843047619047657e-08,3.14620455566258e-08,1.0282097999014703,0.004507017336010829
377,Standard,MgCl2,-0.3,40.0,0.05,3.1130968518518517e-06,8.662444974589336e-07,3.201494973544974e-06,9.409955583053637e-07,8.83981216931217e-08,7.507453030501454e-08,1.0246328399916764,0.020561890742731705
397,Standard,MgCl2,-0.2,40.0,0.05,3.105558783068783e-06,8.937415995317879e-07,3.17800052910053e-06,9.153132536277806e-07,7.244174603174648e-08,3.4507443852899826e-08,1.0231634136400607,0.0077434756009134124
417,Standard,MgCl2,-0.1,40.0,0.05,3.113192724867725e-06,8.540148696583515e-07,3.157375476190476e-06,8.80304660416403e-07,4.418275132275104e-08,4.984072653185186e-08,1.013316372163586,0.012747350636521345
437,Standard,MgCl2,0.1,40.0,0.05,3.1830142857142863e-06,8.986857537941831e-07,3.1516664550264556e-06,8.942150211899303e-07,-3.134783068783109e-08,1.786169223835969e-08,0.9897864698636839,0.005137182694203109
457,Standard,MgCl2,0.2,40.0,0.05,3.0919353174603176e-06,8.75491308852404e-07,3.1044875925925927e-06,8.583112307287353e-07,1.2552275132275084e-08,1.718010404844719e-08,1.0056519369341734,0.008451853176601597
477,Standard,MgCl2,0.3,40.0,0.05,3.0821601058201057e-06,8.540038716526019e-07,3.080992513227513e-06,8.703847463821873e-07,-1.1675925925927046e-09,2.3089199153922734e-08,0.9983062513321367,0.008763305381428011
497,Standard,MgCl2,0.4,40.0,0.05,3.061597671957672e-06,8.650490971106826e-07,3.0733607142857145e-06,8.59980844056005e-07,1.1763042328042608e-08,2.1674952033531578e-08,1.004609708222575,0.007440715407517646
517,Standard,MgCl2,0.5,40.0,0.05,3.0346649999999996e-06,8.647199873043191e-07,3.1165981216931226e-06,8.852880754317286e-07,8.193312169312245e-08,3.48259762266533e-08,1.02740442544338,0.008593333322378017
533,Standard,MgCl2,0.6,40.0,0.05,3.0005100264550266e-06,8.470091730437251e-07,3.329282354497354e-06,9.822483876033453e-07,3.2877232804232764e-07,1.4923199397777592e-07,1.1067458369293803,0.02406509144495319
548,Standard,MgCl2,0.7,40.0,0.05,3.057151455026455e-06,8.881292417117739e-07,3.7056104232804238e-06,1.1001185677543684e-06,6.484589682539689e-07,2.1213695566895987e-07,1.2102685749421205,0.009700555536104015
559,Standard,MgCl2,0.8,40.0,0.05,3.1447597089947092e-06,9.396786656652105e-07,4.1132567460317465e-06,1.2488843598916743e-06,9.684970370370366e-07,3.1057837457527433e-07,1.3065046335926953,0.011520913197357246
