Type	Electrolyte	Width [s]	Interval [s]	Train pulses #	Resistor	Measure #	Polarization	IDSmed [A]	IDSmed [A]	delIDS [A]	delIDS [A]	Gn [S]	Gn [S]
								mean	std	mean	std	mean	std
Cinco Camadas	KCl	0.1	0.1	40	0	68	pos	6.064479228260814e-05	3.9110796479706773e-07	-1.3901488713960997e-10	2.4751059465877647e-09	-8.432432747259308e-07	2.9233840730644172e-06
Cinco Camadas	KCl	0.1	0.1	40	0	69	pos	6.064395465452407e-05	3.9281581056049053e-07	-8.376280840700384e-10	2.0572196803739012e-09	-1.8199628788934613e-06	3.150792622654082e-06
Cinco Camadas	KCl	0.1	0.1	40	0	70	pos	6.064620144818697e-05	3.870763113853016e-07	2.246793662905037e-09	5.753652303105347e-09	-1.5725197594619194e-06	3.2841635813476144e-06
Cinco Camadas	KCl	0.1	0.1	40	0	71	pos	6.064758577629232e-05	3.855383413834283e-07	1.3843281053445057e-09	1.7760969254147568e-09	-1.7904096482274075e-06	5.4178035126256195e-06
Cinco Camadas	KCl	0.1	0.1	40	0	72	pos	6.064814142794631e-05	3.88096544620197e-07	5.556516539834798e-10	6.444047246032159e-09	-1.0197224899113567e-06	3.851003575701879e-06
Cinco Camadas	KCl	0.1	0.1	40	0	73	pos	6.064529549224641e-05	3.9425726206779107e-07	-2.8459356998956397e-09	6.1642641569457476e-09	-1.5162673322543687e-06	4.259411912889664e-06
Cinco Camadas	KCl	0.1	0.1	40	0	74	pos	6.0647509775607785e-05	3.900031092147458e-07	2.2142833613795387e-09	4.632007075027125e-09	-2.372530000697605e-07	4.6877555993117875e-06
Cinco Camadas	KCl	0.1	0.1	40	0	75	pos	6.064613444323186e-05	3.9044752023276747e-07	-1.3753323759331114e-09	8.302723348631701e-09	-4.3774727511058383e-07	5.41299615532195e-06
Cinco Camadas	KCl	0.1	0.1	40	0	76	pos	6.0646804812484216e-05	3.886197327489176e-07	6.703692523643947e-10	4.232124070033424e-09	-7.747867025170848e-07	5.891099711309254e-06
Cinco Camadas	KCl	0.1	0.1	40	0	77	pos	6.064593640489462e-05	3.884730187373197e-07	-8.684075896057898e-10	8.858138343173502e-10	-1.332425341778086e-06	5.324676581580766e-06
Cinco Camadas	KCl	0.1	0.1	40	0	78	pos	6.0644001397039654e-05	3.9140060994452703e-07	-1.935007854958745e-09	6.259467171961974e-09	-1.8054162149524553e-07	5.6965625953854844e-06
Cinco Camadas	KCl	0.1	0.1	40	0	79	pos	6.06457122502792e-05	3.867462735812001e-07	1.7108532395483328e-09	5.593204984266818e-09	6.860155359531616e-07	4.7656174790878815e-06
Cinco Camadas	KCl	0.1	0.1	40	0	80	pos	6.0648915655981524e-05	3.872446071282554e-07	3.2034057023177134e-09	2.22539979239981e-09	-2.5965532932067877e-07	4.057227169547804e-06
Cinco Camadas	KCl	0.1	0.1	40	0	81	neg	6.060687695880364e-05	3.8744058709828615e-07	-4.203869717788072e-08	4.983771585255184e-09	-2.50258481690548e-07	5.367139305472214e-06
Cinco Camadas	KCl	0.1	0.1	40	0	82	neg	6.0609158787304874e-05	3.8760040324766813e-07	2.2818285012325637e-09	4.558666513616635e-09	-1.6402157727633207e-07	5.439921223094585e-06
Cinco Camadas	KCl	0.1	0.1	40	0	83	neg	6.0605799940689894e-05	3.851145049130768e-07	-3.3588466149818952e-09	2.5625488129572235e-09	-1.65286606093021e-07	4.645892011610256e-06
Cinco Camadas	KCl	0.1	0.1	40	0	84	neg	6.061073813312264e-05	3.911131563487537e-07	4.938192432745387e-09	8.268706846046352e-09	-9.119245581961664e-07	3.176365707523564e-06
Cinco Camadas	KCl	0.1	0.1	40	0	85	neg	6.061226549994018e-05	3.8507953209303005e-07	1.5273668175330459e-09	6.275671585547261e-09	2.4456241993489006e-07	6.170511521405144e-06
Cinco Camadas	KCl	0.1	0.1	40	0	86	neg	6.061119746653165e-05	3.900010766964735e-07	-1.0680334085146628e-09	5.086304561909818e-09	1.0917817678790678e-06	3.9321793154315e-06
Cinco Camadas	KCl	0.1	0.1	40	0	87	neg	6.060831233987825e-05	3.9597757194597614e-07	-2.8851266534086055e-09	7.382114161247635e-09	-7.467362806891957e-07	3.609610679705405e-06
Cinco Camadas	KCl	0.1	0.1	40	0	88	neg	6.0606340213615284e-05	3.9359644289579006e-07	-1.972126262967354e-09	2.4252377940844827e-09	-6.928460992287108e-08	4.001131031031757e-06
Cinco Camadas	KCl	0.1	0.1	40	0	89	neg	6.0608178363040544e-05	3.946214480381976e-07	1.8381494252618504e-09	4.5530947611499164e-09	-1.0437464880997923e-06	3.890756154618388e-06
Cinco Camadas	KCl	0.1	0.1	40	0	90	neg	6.060965220747289e-05	3.9533973015524893e-07	1.4738444323555732e-09	2.220422557472381e-09	-6.419761060090006e-07	3.87867319441614e-06
Cinco Camadas	KCl	0.1	0.1	40	0	91	neg	6.0608814755775684e-05	3.9620540911561136e-07	-8.37451697213077e-10	2.772236123736174e-09	-1.916795811329875e-06	2.9827509706701664e-06
Cinco Camadas	KCl	0.1	0.1	40	0	92	neg	6.0611172926710975e-05	3.8996000563779055e-07	2.3581709352933473e-09	6.365746366358762e-09	-1.3265688740164228e-06	4.3125943976857315e-06
Cinco Camadas	KCl	0.1	0.1	40	0	93	neg	6.060998628416917e-05	3.889089802337426e-07	-1.1866425418079983e-09	3.2912470433359675e-09	-2.228582836344605e-06	4.47688144158135e-06
Cinco Camadas	KCl	0.1	0.1	40	0	94	neg	6.061237295260512e-05	3.9054362021068484e-07	2.386668435951158e-09	1.8339564443464038e-09	3.5280729786185537e-07	5.871312831260763e-06
Cinco Camadas	KCl	0.1	0.1	40	0	95	neg	6.0609672778589426e-05	3.909856741799919e-07	-2.7001740156946605e-09	4.265628218484227e-09	-1.9972983725279666e-07	4.985201833673407e-06
Cinco Camadas	KCl	0.1	0.1	40	0	96	neg	6.061005719168338e-05	3.903920996287e-07	3.844130939493577e-10	4.178091624677163e-09	-9.701121331316144e-07	4.255621311946975e-06
Cinco Camadas	KCl	0.1	0.1	40	0	97	neg	6.06101543918626e-05	3.92548684609587e-07	9.720017921828069e-11	3.313763214946373e-09	4.831229820341856e-07	4.5420863837676324e-06
Cinco Camadas	KCl	0.1	0.1	40	0	98	neg	6.060909572900555e-05	3.9077964008254275e-07	-1.058662857042672e-09	3.3735278673381264e-09	-1.9917499781238178e-07	6.529837458032385e-06
Cinco Camadas	KCl	0.1	0.1	40	0	99	neg	6.061260737073043e-05	3.910437338406799e-07	3.511641724879747e-09	1.6304184784765774e-09	-8.078525169011337e-07	5.862796966639767e-06
Cinco Camadas	KCl	0.1	0.1	40	0	100	neg	6.060727682779543e-05	3.874154835984707e-07	-5.330542934998252e-09	4.1334735513443704e-09	3.474395799640876e-07	6.347989128526008e-06
Cinco Camadas	KCl	0.1	0.1	40	0	101	neg	6.0610956136246604e-05	3.899574113277451e-07	3.679308451173903e-09	2.5557202607876028e-09	-1.4556912194495129e-06	6.089909038349195e-06
Cinco Camadas	KCl	0.1	0.1	40	0	102	neg	6.061121683601276e-05	3.9245343713301014e-07	2.60699766152531e-10	2.6298653468055884e-09	-1.0805689787994968e-06	7.717054356168076e-06
Cinco Camadas	KCl	0.1	0.1	40	0	103	neg	6.0607935301959516e-05	3.918226648949812e-07	-3.281534053245093e-09	8.996379711550677e-10	-7.383469953131083e-07	6.1353777958363355e-06
Cinco Camadas	KCl	0.1	0.1	40	0	104	neg	6.0610306393231666e-05	3.9033391361812016e-07	2.3710912721473373e-09	3.63839763495236e-09	1.177764926732552e-07	5.444165865086533e-06
Cinco Camadas	KCl	0.1	0.1	40	0	105	neg	6.060839293764509e-05	3.8735992530256963e-07	-1.9134555865704564e-09	3.8329591496953565e-09	-6.100719842646781e-07	7.702369316300113e-06
Cinco Camadas	KCl	0.1	0.1	40	0	106	neg	6.0610691985912674e-05	3.916123147207653e-07	2.2990482675874857e-09	4.277245697741263e-09	-3.0486846137993867e-07	7.276655038206409e-06
Cinco Camadas	KCl	0.1	0.1	40	0	107	neg	6.060881809610168e-05	3.900090111541778e-07	-1.873889810999153e-09	3.6725486484585503e-09	-2.8438833748039926e-07	5.1400171770721366e-06
Cinco Camadas	KCl	0.1	0.1	40	0	108	neg	6.0607800696743654e-05	3.861341384053766e-07	-1.0173993580276073e-09	4.615626568258762e-09	1.9746351601498813e-07	5.422518275581144e-06
Cinco Camadas	KCl	0.1	0.1	40	0	109	neg	6.060861981523251e-05	3.9098822553015655e-07	8.191184888643841e-10	4.8636573640435595e-09	-8.658445378059666e-07	3.0708875786771602e-06
Cinco Camadas	KCl	0.1	0.1	40	0	110	neg	6.061046162468494e-05	3.9265025007198676e-07	1.8418094524269098e-09	2.9552041445112385e-09	-3.478660163251006e-07	4.438129583057156e-06
Cinco Camadas	KCl	0.1	0.1	40	0	111	neg	6.0609913414351245e-05	3.89971909938898e-07	-5.482103336980948e-10	2.7437484118717566e-09	-1.9583618419284922e-07	4.264501692589042e-06
Cinco Camadas	KCl	0.1	0.1	40	0	112	neg	6.061157569506163e-05	3.9083284378635156e-07	1.6622807103866515e-09	1.7016196806946948e-09	-7.872393900838524e-08	4.431089136307681e-06
Cinco Camadas	KCl	0.1	0.1	40	0	113	neg	6.0611833826194275e-05	3.9052014654669024e-07	2.5813113263231e-10	1.2317839813058773e-09	-9.328586239841606e-07	5.091355066666342e-06
Cinco Camadas	KCl	0.1	0.1	40	0	114	neg	6.0608326792575876e-05	3.8994106738187497e-07	-3.5070336183921197e-09	2.356891119128365e-09	2.7014927762431955e-07	4.9417827052721755e-06
Cinco Camadas	KCl	0.1	0.1	40	0	115	neg	6.061033225595373e-05	3.941797281028446e-07	2.0054633778556364e-09	5.363724997342614e-09	1.006358135742824e-06	5.70845686470366e-06
Cinco Camadas	KCl	0.1	0.1	40	0	116	neg	6.060938573103736e-05	3.903488032284099e-07	-9.46524916360962e-10	4.213178626248398e-09	-4.7233973007330634e-07	5.121708044749531e-06
Cinco Camadas	KCl	0.1	0.1	40	0	117	neg	6.060832557991627e-05	3.9373451877900455e-07	-1.0601511210970385e-09	4.6378941767676474e-09	-4.1696166924952226e-07	3.7251704022454256e-06
Cinco Camadas	KCl	0.1	0.1	40	0	118	neg	6.0612666835147656e-05	3.9063445138931413e-07	4.3412552313888755e-09	4.504247864373797e-09	7.452042960401029e-07	2.7959950656634807e-06
Cinco Camadas	KCl	0.1	0.1	40	0	119	neg	6.061362064704582e-05	3.887498818914453e-07	9.538118981541287e-10	1.8905991257805684e-09	1.8962244246674724e-06	1.8239339254935116e-06
Cinco Camadas	KCl	0.1	0.1	40	1	1	neg	6.0674921471879556e-05	3.9152887623210075e-07	0.0	0.0	0.0	0.0
Cinco Camadas	KCl	0.1	0.1	40	1	2	neg	6.067270061810797e-05	3.8982199225475205e-07	-2.2208537715929814e-09	3.88004829311254e-09	1.378483187236683e-08	1.622630051522128e-06
Cinco Camadas	KCl	0.1	0.1	40	1	3	neg	6.066987483460583e-05	3.934796341490518e-07	-2.825783502138883e-09	5.032221564786824e-09	-5.93319295969632e-07	2.2513166700817434e-06
Cinco Camadas	KCl	0.1	0.1	40	1	4	neg	6.066745460857144e-05	3.9572892528883493e-07	-2.4202260344010425e-09	3.1142954454259357e-09	8.479917674455488e-07	1.9747409527451017e-06
Cinco Camadas	KCl	0.1	0.1	40	1	5	neg	6.066842668753287e-05	3.9355047819023657e-07	9.720789614356964e-10	2.6462723695842307e-09	-1.4537462274103413e-06	3.129835901604087e-06
Cinco Camadas	KCl	0.1	0.1	40	1	6	neg	6.066748701965535e-05	3.962694640098918e-07	-9.396678775187915e-10	2.754244421093926e-09	-1.5489155308465348e-06	2.576405163909402e-06
Cinco Camadas	KCl	0.1	0.1	40	1	7	neg	6.067217074098263e-05	3.9370199120360545e-07	4.683721327282654e-09	2.5678955436670118e-09	-1.146961642777969e-06	1.8267367028962163e-06
Cinco Camadas	KCl	0.1	0.1	40	1	8	neg	6.067118469438741e-05	3.907769741956372e-07	-9.860465952163308e-10	2.9431804998759824e-09	-1.158665644257361e-06	2.4218743290820627e-06
Cinco Camadas	KCl	0.1	0.1	40	1	9	neg	6.067022012289133e-05	3.8756835202186745e-07	-9.645714960786682e-10	3.2087874950912907e-09	-1.3101227233758674e-06	3.8091669461770503e-06
Cinco Camadas	KCl	0.1	0.1	40	1	10	neg	6.0667417071244654e-05	3.879036381116864e-07	-2.80305164668744e-09	6.153464238566593e-10	-1.1049141385838033e-06	2.3042505927536717e-06
Cinco Camadas	KCl	0.1	0.1	40	1	11	neg	6.06686844107709e-05	3.912543996040229e-07	1.2673395262533399e-09	4.0393932420689644e-09	4.970728935552879e-07	2.234937348904188e-06
Cinco Camadas	KCl	0.1	0.1	40	1	12	neg	6.06695650662225e-05	3.905813906043468e-07	8.806554515937309e-10	1.968867749154184e-09	5.1430396803635835e-08	2.4108875245829413e-06
Cinco Camadas	KCl	0.1	0.1	40	1	13	neg	6.0669673544136024e-05	3.921746197013481e-07	1.0847791352116919e-10	3.958326560864709e-09	-2.223038300028498e-07	3.4259800996924852e-06
Cinco Camadas	KCl	0.1	0.1	40	1	14	neg	6.066574088904556e-05	3.9255121170550804e-07	-3.932655090466142e-09	3.0062742417455753e-09	-2.525938596079659e-07	1.971385161957394e-06
Cinco Camadas	KCl	0.1	0.1	40	1	15	neg	6.066436237068211e-05	3.915389015200958e-07	-1.378518363433498e-09	4.862506716843662e-09	-2.863268551341622e-07	2.226733005786737e-06
Cinco Camadas	KCl	0.1	0.1	40	1	16	neg	6.066734477468399e-05	3.9345035446209753e-07	2.982404001872996e-09	6.500596599516728e-09	-1.8055100761525536e-06	2.3088505169650933e-06
Cinco Camadas	KCl	0.1	0.1	40	1	17	neg	6.066720707167406e-05	3.941819002032681e-07	-1.3770300993542865e-10	3.328155808541618e-09	-1.0794874948573108e-06	1.958328764438139e-06
Cinco Camadas	KCl	0.1	0.1	40	1	18	neg	6.066719100944641e-05	3.9125331060696883e-07	-1.6062227640700414e-11	2.983153030172152e-09	-1.553649662666097e-06	1.999862697957855e-06
Cinco Camadas	KCl	0.1	0.1	40	1	19	neg	6.066636505596706e-05	3.898200479686952e-07	-8.259534793485869e-10	1.6221447266839952e-09	-1.3773927724002853e-06	3.106153212608019e-06
Cinco Camadas	KCl	0.1	0.1	40	1	20	neg	6.0669131330955264e-05	3.916839621629252e-07	2.7662749882002183e-09	2.4766568499596136e-09	-1.4360808930180735e-06	3.522660481385311e-06
Cinco Camadas	KCl	0.1	0.1	40	1	21	neg	6.066909270223484e-05	3.9394898180517503e-07	-3.8628720425459784e-11	2.2660021306770006e-09	-1.7993723665647302e-06	4.059605269263107e-06
Cinco Camadas	KCl	0.1	0.1	40	1	22	neg	6.066816260334401e-05	3.9054781837895104e-07	-9.300988908341312e-10	3.588323929961432e-09	-1.6198524517954714e-06	2.73567674342617e-06
Cinco Camadas	KCl	0.1	0.1	40	1	23	neg	6.0672206845166244e-05	3.9501405243141693e-07	4.04424182223707e-09	6.298133422633166e-09	1.0016959091840513e-08	3.118063515350165e-06
Cinco Camadas	KCl	0.1	0.1	40	1	24	neg	6.067172389796751e-05	3.93076088810127e-07	-4.829471987275285e-10	2.6673396172518314e-09	-1.823087044866296e-06	2.992951427675397e-06
Cinco Camadas	KCl	0.1	0.1	40	1	25	neg	6.0671537732670196e-05	3.939921434116939e-07	-1.8616529732082653e-10	3.71283694133475e-09	-4.815189922135916e-07	2.336713638808014e-06
Cinco Camadas	KCl	0.1	0.1	40	1	26	neg	6.066941022061546e-05	3.945110302572908e-07	-2.127512054741135e-09	6.950328028514548e-10	-1.5801222615996558e-07	2.2979978322443313e-06
Cinco Camadas	KCl	0.1	0.1	40	1	27	neg	6.066967105267175e-05	3.8996859078652977e-07	2.6083205628904045e-10	4.60781373845051e-09	4.894835102160607e-07	1.0978306473485822e-06
Cinco Camadas	KCl	0.1	0.1	40	1	28	neg	6.0670026229645104e-05	3.922330927451016e-07	3.551769733561144e-10	2.2862969463010742e-09	2.1747323161580597e-07	3.0735696514340597e-06
Cinco Camadas	KCl	0.1	0.1	40	1	29	neg	6.0670648136610076e-05	3.9209174237127697e-07	6.21906964978997e-10	3.890023057460918e-09	-1.720369072636648e-07	3.1487854203964282e-06
Cinco Camadas	KCl	0.1	0.1	40	1	30	neg	6.067224007203935e-05	3.9027208709047637e-07	1.5919354292728202e-09	2.0598096894084097e-09	2.8522395192352663e-07	3.321302043423336e-06
Cinco Camadas	KCl	0.1	0.1	40	1	31	neg	6.0674272280073524e-05	3.9446087520903677e-07	2.032208034177027e-09	4.492022928606933e-09	1.4459092004431792e-06	3.493169557425775e-06
Cinco Camadas	KCl	0.1	0.1	40	1	32	neg	6.067213360052626e-05	3.943350908576474e-07	-2.1386795472654804e-09	1.13298898244374e-09	1.2577511257833756e-06	1.963298507732551e-06
Cinco Camadas	KCl	0.1	0.1	40	1	33	neg	6.067187597650583e-05	3.9236734075654733e-07	-2.5762402043294525e-10	2.7598595355212525e-09	1.1226721586660682e-06	2.714276588991551e-06
Cinco Camadas	KCl	0.1	0.1	40	1	34	neg	6.0672835333565615e-05	3.961303555305596e-07	9.593570597876e-10	3.78702613054069e-09	1.0092840781047389e-06	2.3598796780061793e-06
Cinco Camadas	KCl	0.1	0.1	40	1	35	neg	6.067513083204782e-05	4.0111273208557355e-07	2.2954984822032287e-09	6.629269233454064e-09	1.0120405380412865e-08	3.2707258055063108e-06
Cinco Camadas	KCl	0.1	0.1	40	1	36	neg	6.067480586132275e-05	4.005616448802607e-07	-3.249707250733008e-10	3.704415784707496e-09	2.99806455519236e-07	2.4377444880688824e-06
Cinco Camadas	KCl	0.1	0.1	40	1	37	neg	6.067256268359029e-05	3.942135684870393e-07	-2.2431777324559126e-09	1.1262497591467829e-08	2.6788169357876347e-07	2.2727452426835927e-06
Cinco Camadas	KCl	0.1	0.1	40	1	38	neg	6.0673936263121895e-05	3.952402805180699e-07	1.3735795315989493e-09	1.2604306699184e-09	8.330742500915322e-07	2.07405929271723e-06
Cinco Camadas	KCl	0.1	0.1	40	1	39	neg	6.067276407327771e-05	3.9310717383523644e-07	-1.1721898441791904e-09	6.319538932174937e-09	4.5785566346261455e-08	1.2748629669696723e-06
Cinco Camadas	KCl	0.1	0.1	40	1	40	neg	6.0672013051137615e-05	3.9163649654503275e-07	-7.510221401028366e-10	3.02355390495733e-09	8.884207391371748e-07	1.5380214914074754e-06
Cinco Camadas	KCl	0.1	0.1	40	1	41	pos	6.073216595034341e-05	3.8463877166222547e-07	6.015289920579789e-08	1.8849166050322637e-08	1.3715529389519065e-06	1.023356824828778e-06
Cinco Camadas	KCl	0.1	0.1	40	1	42	pos	6.0741976112970434e-05	3.8826222094106326e-07	9.810162627025434e-09	7.791495320469425e-09	2.004231709211066e-06	3.0731086265371553e-06
Cinco Camadas	KCl	0.1	0.1	40	1	43	pos	6.074483176097133e-05	3.847541031549598e-07	2.855648000895793e-09	3.635473217040127e-09	8.895906710112096e-07	1.7553155640305324e-06
Cinco Camadas	KCl	0.1	0.1	40	1	44	pos	6.074114912321834e-05	3.835377364734896e-07	-3.6826377529920414e-09	3.5986570584445797e-09	2.237132217803603e-07	1.39042371771726e-06
Cinco Camadas	KCl	0.1	0.1	40	1	45	pos	6.075061235495731e-05	3.793502281085909e-07	9.463231738968556e-09	4.8843827645202355e-09	-1.625904346110547e-07	1.9682337027075395e-06
Cinco Camadas	KCl	0.1	0.1	40	1	46	pos	6.0746819993558654e-05	3.818083950312689e-07	-3.792361398650267e-09	3.4433736318368225e-09	2.1280596330934253e-07	6.527693316143799e-07
Cinco Camadas	KCl	0.1	0.1	40	1	47	pos	6.074890480897121e-05	3.846269686902505e-07	2.0848154125598455e-09	3.044300855051086e-09	8.720796414285397e-07	2.7581554620731717e-07
Cinco Camadas	KCl	0.1	0.1	40	1	48	pos	6.0745278328381984e-05	3.8432980965466557e-07	-3.626480589227223e-09	5.077105828889503e-10	-4.730770238459989e-07	9.363221533610375e-07
Cinco Camadas	KCl	0.1	0.1	40	1	49	pos	6.0746610820801414e-05	3.844142197265266e-07	1.332492419431811e-09	9.298776614467734e-10	-1.1336271459327918e-06	2.1627615067305047e-06
Cinco Camadas	KCl	0.1	0.1	40	1	50	pos	6.074996201663673e-05	3.8327945935824954e-07	3.351195835311633e-09	1.9868788940365044e-09	5.243843859175651e-07	1.2966096919742722e-06
Cinco Camadas	KCl	0.1	0.1	40	1	51	pos	6.0746775841724935e-05	3.900913471729679e-07	-3.1861749117883253e-09	6.816474280901844e-09	1.8594027155337328e-06	7.17831881729373e-07
Cinco Camadas	KCl	0.1	0.1	40	1	52	pos	6.0747175027217694e-05	3.8726223781906503e-07	3.991854927483616e-10	3.5674986082816648e-09	1.0625304115214783e-06	1.1679028867628035e-06
Cinco Camadas	KCl	0.1	0.1	40	1	53	pos	6.0748715623049075e-05	3.856462014484702e-07	1.5405958313782478e-09	3.944524161670042e-09	2.0755088398072405e-06	2.1446022843061474e-06
Cinco Camadas	KCl	0.1	0.1	40	1	54	pos	6.0745386233038243e-05	3.8335038932144983e-07	-3.3293900108293094e-09	6.324734021236012e-09	1.1441914119051848e-06	1.2537802137860602e-06
Cinco Camadas	KCl	0.1	0.1	40	1	55	pos	6.074997436371633e-05	3.8459718456489796e-07	4.588130678085301e-09	1.487688058111963e-09	2.190036175417737e-06	7.956129285224594e-07
Cinco Camadas	KCl	0.1	0.1	40	1	56	pos	6.07446435231285e-05	3.8162232130995715e-07	-5.330840587817259e-09	3.432242337050413e-09	1.1813626602333518e-06	1.6707172292297487e-06
Cinco Camadas	KCl	0.1	0.1	40	1	57	pos	6.074507386294885e-05	3.808089257464726e-07	4.3033982034245046e-10	2.4538577166299614e-09	1.7345816111226332e-06	1.144792447549258e-06
Cinco Camadas	KCl	0.1	0.1	40	1	58	pos	6.074679460487625e-05	3.865663821671726e-07	1.720741927396413e-09	6.469527435016151e-09	2.870948092480659e-06	2.686405649029294e-06
Cinco Camadas	KCl	0.1	0.1	40	1	59	pos	6.074753417289519e-05	3.891083046744907e-07	7.395680189429876e-10	3.473758598560018e-09	1.699540332346148e-06	2.0718733863043883e-06
Cinco Camadas	KCl	0.1	0.1	40	1	60	pos	6.074667977703609e-05	3.8758076830362427e-07	-8.543958591047032e-10	3.296750968746737e-09	4.689859315533005e-07	1.013465136240646e-06
Cinco Camadas	KCl	0.1	0.1	40	1	61	pos	6.074626871850342e-05	3.870594095629173e-07	-4.110585326666715e-10	1.7829402092271074e-09	3.809364062098989e-07	1.228726063785409e-06
Cinco Camadas	KCl	0.1	0.1	40	1	62	pos	6.07468428797526e-05	3.852168751499335e-07	5.741612491823579e-10	1.934445150119813e-09	1.0536985853714716e-06	1.205201572155675e-06
Cinco Camadas	KCl	0.1	0.1	40	1	63	pos	6.0743276381716976e-05	3.832892161840834e-07	-3.5664980356216267e-09	1.9782880018236607e-09	5.585206085588708e-07	2.4381062588935796e-06
Cinco Camadas	KCl	0.1	0.1	40	1	64	pos	6.074400624845911e-05	3.8247570895231164e-07	7.298667421285935e-10	3.505045307374453e-09	1.054019714942757e-06	2.3258123756531754e-06
Cinco Camadas	KCl	0.1	0.1	40	1	65	pos	6.0745290642389044e-05	3.8500438551849766e-07	1.2843939299325435e-09	6.666191657881004e-09	1.1106581354287358e-06	1.2370702905034336e-06
Cinco Camadas	KCl	0.1	0.1	40	1	66	pos	6.0744354325861694e-05	3.8473344278164796e-07	-9.36316527342686e-10	1.7564182396087643e-09	1.3313849007639262e-07	1.7964999018944603e-06
Cinco Camadas	KCl	0.1	0.1	40	1	67	pos	6.074622844718044e-05	3.8313060088475574e-07	1.8741213187397385e-09	4.448470109208903e-09	-8.709164866047438e-07	2.303305304714594e-06
Cinco Camadas	KCl	0.1	0.1	40	1	68	pos	6.074371546371064e-05	3.8678965919254855e-07	-2.51298346979838e-09	4.217934816670455e-09	-8.303202917059051e-08	2.7672851550982997e-06
Cinco Camadas	KCl	0.1	0.1	40	1	69	pos	6.0747367773949396e-05	3.846557126345223e-07	3.652310238756219e-09	2.1379840385864107e-09	3.693428799703931e-07	1.1021368683687362e-06
Cinco Camadas	KCl	0.1	0.1	40	1	70	pos	6.0744549398695e-05	3.866248442948099e-07	-2.8183752543881903e-09	3.986399181163152e-09	4.1469034802290097e-07	3.463314972079688e-06
Cinco Camadas	KCl	0.1	0.1	40	1	71	pos	6.0745647847811186e-05	3.891831162107061e-07	1.098449116173319e-09	5.949751130296964e-09	-7.706092511745562e-07	2.3741333440190346e-06
Cinco Camadas	KCl	0.1	0.1	40	1	72	pos	6.0747682514237096e-05	3.888728434491874e-07	2.034666425918705e-09	1.4813420050632385e-09	1.7344288382320856e-06	1.8230663731739095e-06
Cinco Camadas	KCl	0.1	0.1	40	1	73	pos	6.074761349185737e-05	3.8664546964717967e-07	-6.902237973066647e-11	2.227950801137909e-09	1.0052248618545722e-06	2.3356252288241586e-06
Cinco Camadas	KCl	0.1	0.1	40	1	74	pos	6.074551941613512e-05	3.8401430944583476e-07	-2.0940757222510354e-09	2.670138879419532e-09	2.3656722255703242e-06	1.0100822338441157e-06
Cinco Camadas	KCl	0.1	0.1	40	1	75	pos	6.074745575791564e-05	3.841390724010618e-07	1.936341780520894e-09	1.2737386113207747e-10	6.744835512455813e-07	2.3706473071447596e-06
Cinco Camadas	KCl	0.1	0.1	40	1	76	pos	6.074526748059064e-05	3.830049227347921e-07	-2.1882773250003575e-09	1.5470142603055367e-09	-6.9391752740601e-08	2.770050464084206e-06
Cinco Camadas	KCl	0.1	0.1	40	1	77	pos	6.074210690382064e-05	3.858828574902975e-07	-3.160576769997656e-09	3.316280249361837e-09	3.8726922973043976e-08	2.575973411333288e-06
Cinco Camadas	KCl	0.1	0.1	40	1	78	pos	6.0745220186866145e-05	3.8719019962677854e-07	3.1132830455032046e-09	2.523660404945371e-09	-1.0065617432296337e-06	1.2760632524111744e-06
Cinco Camadas	KCl	0.1	0.1	40	1	79	pos	6.074320574980723e-05	3.8327798690345924e-07	-2.0144370589113224e-09	3.957681415325371e-09	-1.1268604577707746e-06	8.598449562183844e-07
Cinco Camadas	KCl	0.1	0.1	40	1	80	pos	6.074412150624222e-05	3.8579537984534724e-07	9.157564349928999e-10	3.5743899011585745e-09	8.952989424690838e-07	2.5555010392998217e-06
Cinco Camadas	KCl	0.1	0.1	40	1	81	neg	6.068156340695692e-05	3.93539713234896e-07	-6.255809928530814e-08	1.3754735915589704e-08	3.895525728392459e-07	2.0631719270517003e-06
Cinco Camadas	KCl	0.1	0.1	40	1	82	neg	6.066983253483407e-05	3.9322605986012504e-07	-1.1730872122849847e-08	3.7369895750462805e-10	-1.4287295333020823e-06	4.4511621965185454e-06
Cinco Camadas	KCl	0.1	0.1	40	1	83	neg	6.067194463508768e-05	3.967297139458867e-07	2.1121002536130334e-09	3.5758882028231947e-09	-2.835592847857399e-07	3.5088087904973283e-06
Cinco Camadas	KCl	0.1	0.1	40	1	84	neg	6.066994420975927e-05	3.9967585236597406e-07	-2.0004253284102358e-09	3.013114481787477e-09	7.242235957629056e-08	2.830408671967356e-06
Cinco Camadas	KCl	0.1	0.1	40	1	85	neg	6.0669735907912114e-05	3.9086116451717373e-07	-2.0830184715684772e-10	8.82350587595462e-09	-1.2955271094329318e-06	3.5164500682258303e-06
Cinco Camadas	KCl	0.1	0.1	40	1	86	neg	6.0670126858343736e-05	3.900272018748532e-07	3.909504316235909e-10	8.343588368671133e-10	-3.3269148585344534e-07	2.746540174679667e-06
Cinco Camadas	KCl	0.1	0.1	40	1	87	neg	6.0669525368156786e-05	3.9139478363385836e-07	-6.014901869492211e-10	2.9047017431819376e-09	-2.2903378018317776e-07	2.4575812715873398e-06
