Type	Chip	Disp	Electrolyte	Potential [V]	Pulse #	Polarization	IDSant (10sp 5sa) [A]	Std IDSant [A]	IDSdur (10sp 15sa) [A]	Std IDSdur [A]	IDSdep (10sp 30sd) [A]	Std IDSdep [A]	delIDS [A]	Std del IDS [A]	RatioIDS	Std RazIDS
Standard	1	3	MgCl2	0.1	7	pos	4.58272866267465e-06	4.266539999118703e-08	4.286965648702595e-06	3.5606240664079295e-08	4.521576427145709e-06	3.6914787933959166e-08	-6.115223552894073e-08	5.6418418310133084e-08	0.9866559336085045	0.0122174181152909
Standard	1	3	MgCl2	0.1	8	neg	4.542349081836327e-06	4.16356961411153e-08	5.135588483033932e-06	3.379592454267548e-08	4.6023828742514965e-06	3.637356897696676e-08	6.003379241516984e-08	5.5286234392273833e-08	1.013216463845817	0.0122627784950767
Standard	1	3	MgCl2	0.1	9	pos	4.546441856287425e-06	3.900403309847973e-08	4.260649141716567e-06	4.076565286931969e-08	4.462092295409182e-06	3.742727084520799e-08	-8.434956087824312e-08	5.405659257544688e-08	0.9814471264464554	0.0117755390395786
Standard	1	3	MgCl2	0.1	10	neg	4.5475125548902194e-06	3.516632742638162e-08	5.123644111776447e-06	3.4719187978112134e-08	4.568237784431138e-06	4.1603094006112536e-08	2.072522954091821e-08	5.4474654799648957e-08	1.0045574870417084	0.0120017821552996
Standard	1	3	MgCl2	0.1	11	pos	4.433967205588822e-06	3.83583351225734e-08	4.1650207385229535e-06	3.736849340358125e-08	4.405722834331338e-06	4.1061494268359226e-08	-2.8244371257484593e-08	5.6190819400736146e-08	0.9936299999643922	0.0126352546799366
Standard	1	3	MgCl2	0.1	12	neg	4.453216746506986e-06	3.884606521121041e-08	5.07731626746507e-06	4.0910692404801945e-08	4.525050379241518e-06	3.596576526164686e-08	7.183363273453164e-08	5.2939144810333837e-08	1.0161307290490356	0.0119914765123038
Standard	1	3	MgCl2	0.1	13	pos	4.401962994011976e-06	3.6940756161967855e-08	4.2007367065868255e-06	3.3363064915138346e-08	4.412266007984031e-06	3.640104934795066e-08	1.0303013972055385e-08	5.1861892169972987e-08	1.0023405498833295	0.0117955361228301
Standard	1	3	MgCl2	0.1	14	neg	4.451004211576846e-06	3.789211763450481e-08	4.970766487025947e-06	3.3720784220334054e-08	4.423711457085828e-06	3.8754568010399176e-08	-2.7292754491017703e-08	5.420082213859681e-08	0.9938681804838488	0.012140775280009
Standard	1	3	MgCl2	0.1	15	pos	4.4713483832335335e-06	3.549264928940692e-08	4.21061119760479e-06	3.364722582565871e-08	4.390184730538923e-06	3.389364917174378e-08	-8.116365269461026e-08	4.907654844992754e-08	0.9818480588542476	0.0108720334397275
Standard	1	3	MgCl2	0.1	16	neg	4.3928499201596805e-06	3.702479490819112e-08	4.9096849500998e-06	3.604131784282452e-08	4.36715243512974e-06	3.141614279408417e-08	-2.5697485029940614e-08	4.855728025797885e-08	0.9941501563911824	0.0110161592826082
Standard	1	3	MgCl2	0.1	17	pos	4.320206806387225e-06	4.085541835032933e-08	4.129685389221557e-06	3.3574929243383425e-08	4.315781177644711e-06	4.019541088246726e-08	-4.4256287425147105e-09	5.731349112199321e-08	0.998975597942216	0.0132594727780048
Standard	1	3	MgCl2	0.1	18	neg	4.325442035928145e-06	3.477954285850666e-08	4.889484011976049e-06	3.736001510802503e-08	4.335387784431139e-06	3.909346150037674e-08	9.945748502993616e-09	5.232509277132857e-08	1.0022993600238732	0.0121093477812304
Standard	1	3	MgCl2	0.1	19	pos	4.291176966067865e-06	3.975525161254604e-08	4.093138463073853e-06	3.416443157778462e-08	4.246681636726547e-06	3.557306309717752e-08	-4.4495329341318336e-08	5.334719157455824e-08	0.9896309731122344	0.0123604102890979
Standard	1	3	MgCl2	0.1	20	neg	4.263242634730538e-06	3.770170540233305e-08	4.777341716566866e-06	3.9942613122422256e-08	4.336244371257485e-06	3.599953438940416e-08	7.300173652694632e-08	5.212854368288263e-08	1.017123523754486	0.0123374047900276
Standard	1	3	MgCl2	0.1	21	pos	4.249441956087824e-06	3.9221675453326466e-08	4.030059900199602e-06	3.919482473222733e-08	4.203425209580838e-06	3.61078191782055e-08	-4.60167465069861e-08	5.3311484983744894e-08	0.9891711083519892	0.0124721765952656
Standard	1	3	MgCl2	0.1	22	neg	4.2729742315369255e-06	4.085130088575255e-08	4.7811963872255485e-06	3.9892276263980676e-08	4.25177377245509e-06	3.6655300805478625e-08	-2.1200459081835217e-08	5.4885698148045896e-08	0.9950384771980688	0.0128095805936298
Standard	1	3	MgCl2	0.1	23	pos	4.261529361277445e-06	3.6381685612286015e-08	4.103012834331337e-06	3.680217810878168e-08	4.2197474251497e-06	4.03855209395259e-08	-4.17819361277443e-08	5.4356391984274535e-08	0.9901955536180514	0.0126992657388926
Standard	1	3	MgCl2	0.1	24	neg	4.203734510978044e-06	3.611907580781077e-08	4.707482235528943e-06	3.4830199060476474e-08	4.1994277445109775e-06	3.5296900876742644e-08	-4.306766467066128e-09	5.0502067766706116e-08	0.9989754903750894	0.0120073255717129
Standard	1	3	MgCl2	0.1	25	pos	4.16195125748503e-06	3.991933546310063e-08	4.004980079840319e-06	3.6425838785038566e-08	4.190052794411177e-06	3.62179090088819e-08	2.8101536926146943e-08	5.390074467752011e-08	1.006752010099976	0.0129988711741949
Standard	1	3	MgCl2	0.1	26	neg	4.17982133732535e-06	3.4776358544390274e-08	4.671623073852296e-06	3.40508331430016e-08	4.228813073852296e-06	3.4518919376662764e-08	4.8991736526946365e-08	4.899949906417953e-08	1.0117210121134737	0.0117922817879315
Standard	1	3	MgCl2	0.1	27	pos	4.162736526946108e-06	3.998427745894344e-08	3.991393393213573e-06	3.9216693135233625e-08	4.171564331337325e-06	3.401241163754785e-08	8.827804391217713e-09	5.249368142277481e-08	1.0021206733441028	0.0126259004908521
Standard	1	3	MgCl2	0.1	28	neg	4.154122694610778e-06	3.7656421223007365e-08	4.611947984031937e-06	4.048665128814366e-08	4.151196047904192e-06	4.001689730038671e-08	-2.926646706586305e-09	5.4948686325282215e-08	0.9992954838068738	0.0132231310948179
Standard	1	3	MgCl2	0.1	29	pos	4.181248922155688e-06	3.4321277354374947e-08	3.982066187624751e-06	3.4015568506740034e-08	4.120263433133733e-06	4.4464344180365625e-08	-6.098548902195521e-08	5.6169635770814334e-08	0.9854145280136746	0.0133608799736662
Standard	1	3	MgCl2	0.1	30	neg	4.206565908183633e-06	3.8715201451413855e-08	4.650470119760479e-06	3.820239888783997e-08	4.235046946107784e-06	3.662830548708328e-08	2.848103792415144e-08	5.329633745651434e-08	1.0067706149257625	0.0127151348088257
Standard	1	3	MgCl2	0.1	31	pos	4.118645349301397e-06	4.0012691643124224e-08	4.014736167664671e-06	4.0058833239172496e-08	4.143105948103792e-06	4.044047927694844e-08	2.44605988023951e-08	5.688978692768183e-08	1.0059389912769603	0.0138533837352833
Standard	1	3	MgCl2	0.1	32	neg	4.0986586427145705e-06	3.5481533954355575e-08	4.579183552894211e-06	3.5765826842835523e-08	4.160928023952096e-06	4.0006445089353136e-08	6.2269381237525e-08	5.3473871193710256e-08	1.0151926243841287	0.0131343123778893
Standard	1	3	MgCl2	0.1	33	pos	4.161998762475051e-06	3.5644844929743586e-08	4.044622215568861e-06	4.0400718499569274e-08	4.153599401197606e-06	4.161390020222472e-08	-8.399361277445121e-09	5.4792989151041816e-08	0.9979818924135264	0.0131538289891682
Standard	1	3	MgCl2	0.1	34	neg	4.162974271457086e-06	3.878600134736965e-08	4.60564241516966e-06	3.9801331866600775e-08	4.16799508982036e-06	3.7885969036596064e-08	5.020818363273668e-09	5.4219005434995546e-08	1.0012060651918264	0.013032143626552
Standard	1	3	MgCl2	0.1	35	pos	4.091139880239521e-06	3.5237161037541375e-08	4.00619377245509e-06	3.667344778365029e-08	4.073580319361278e-06	3.5737400004726225e-08	-1.7559560878243043e-08	5.0187839932432137e-08	0.9957079050356952	0.0122415194482908
Standard	1	3	MgCl2	0.1	36	neg	4.106748163672655e-06	3.60906197428245e-08	4.5365197405189616e-06	4.1095542387618297e-08	4.094518263473053e-06	4.0371609935429144e-08	-1.2229900199601733e-08	5.415163637600987e-08	0.9970219989850402	0.0131685855644151
Standard	1	3	MgCl2	0.1	37	pos	4.096921656686626e-06	3.759775151056096e-08	3.968313532934132e-06	4.061635805058609e-08	4.117241596806387e-06	4.7515887606621684e-08	2.031994011976067e-08	6.059167016756506e-08	1.0049598068556171	0.0148178468213855
Standard	1	3	MgCl2	0.1	38	neg	4.1346826546906185e-06	4.61219250068611e-08	4.527049301397205e-06	4.00736700554238e-08	4.076387584830339e-06	3.803017674893564e-08	-5.829506986027942e-08	5.97789788294665e-08	0.9859009566806424	0.0143369427777973
Standard	1	3	MgCl2	0.1	39	pos	4.055139401197606e-06	3.9661869275674724e-08	3.91970131736527e-06	3.683510054093896e-08	4.030891936127745e-06	3.838848953063818e-08	-2.4247465069860986e-08	5.5197282567936516e-08	0.9940205594257252	0.0135697239015808
Standard	1	3	MgCl2	0.1	40	neg	4.043598582834332e-06	4.3744642407815134e-08	4.484506147704591e-06	4.360554396094767e-08	4.093685788423154e-06	3.6417740221314455e-08	5.0087205588822384e-08	5.691964109351676e-08	1.0123867897771677	0.0141797268440773
Standard	1	3	MgCl2	0.1	41	pos	4.065823233532934e-06	3.5924653338944705e-08	3.99153616766467e-06	5.100537118464906e-08	4.068725788423154e-06	3.8800960988448994e-08	2.9025548902199342e-09	5.2878117318513644e-08	1.0007138910679343	0.0130097993341168
Standard	1	3	MgCl2	0.1	42	neg	4.087213832335328e-06	3.8132204374830356e-08	4.465923053892216e-06	4.0778952203987406e-08	4.115885489021955e-06	4.585326799269999e-08	2.8671656686626854e-08	5.963712934149495e-08	1.007014963704565	0.0146330785202913
Standard	1	3	MgCl2	0.1	43	pos	4.061777624750499e-06	4.423801529167986e-08	3.949111477045908e-06	3.7295716212642566e-08	4.082478862275449e-06	3.6167310772339546e-08	2.0701237524950162e-08	5.714084673374985e-08	1.005096595490311	0.0141109587135902
Standard	1	3	MgCl2	0.1	44	neg	4.013831117764472e-06	3.5219806796007714e-08	4.445079481037925e-06	3.521424589750778e-08	4.033105149700599e-06	4.0557673284195545e-08	1.9274031936127576e-08	5.371554386744735e-08	1.004801904058899	0.0134102762408039
Standard	1	3	MgCl2	0.1	45	pos	4.088926926147704e-06	4.06913847802275e-08	4.031534530938124e-06	3.974262760348818e-08	4.070986207584831e-06	3.9498616264229074e-08	-1.7940718562873694e-08	5.670916576816618e-08	0.9956123650808854	0.0138376629613035
Standard	1	3	MgCl2	0.1	46	neg	4.083121417165669e-06	4.1545568353166365e-08	4.4758214970059885e-06	3.6362507795179494e-08	4.084001676646707e-06	3.3117572380584174e-08	8.802594810384066e-10	5.313010305063269e-08	1.0002155849388503	0.0130138444609089
Standard	1	3	MgCl2	0.1	47	pos	4.109175329341317e-06	3.6363436583212505e-08	4.011475489021956e-06	3.656188387392503e-08	4.052878522954091e-06	4.007281162850904e-08	-5.629680638722647e-08	5.4112195963158684e-08	0.9862997312416332	0.0130874625361274
Standard	1	3	MgCl2	0.1	48	neg	4.01445001996008e-06	3.764624988228716e-08	4.390518223552894e-06	3.927704085897928e-08	3.998745648702595e-06	3.771742982532535e-08	-1.5704371257484876e-08	5.329019274526926e-08	0.9960880391636708	0.0132487032950198
Standard	1	3	MgCl2	0.1	49	pos	4.135181916167664e-06	3.7178384170388e-08	4.074151057884231e-06	3.7219642291116075e-08	4.036650778443115e-06	3.837154924671163e-08	-9.85311377245492e-08	5.34285320883306e-08	0.9761724780863174	0.0127723353197616
Standard	1	3	MgCl2	0.1	50	neg	3.985207225548903e-06	5.0226451776798045e-08	4.349688003992016e-06	3.762699896627399e-08	3.9682654491017965e-06	4.1617429647299206e-08	-1.6941776447106052e-08	6.522811440272451e-08	0.9957488342542156	0.0163263387737741
Standard	1	3	MgCl2	0.1	51	pos	4.0469774051896215e-06	4.00565104977142e-08	3.968027744510978e-06	4.033934475301488e-08	3.972548363273453e-06	3.988682861441565e-08	-7.442904191616808e-08	5.652860453053176e-08	0.9816087330211618	0.0138397100248356
Standard	1	3	MgCl2	0.1	52	neg	3.909493073852295e-06	3.910040142674409e-08	4.310569960079841e-06	3.9826562467760124e-08	3.957130299401198e-06	3.592366539915126e-08	4.7637225548902775e-08	5.3097562349346215e-08	1.01218501341453	0.0136716902075522
Standard	1	3	MgCl2	0.1	53	pos	4.009453193612775e-06	3.953735027262745e-08	3.974904391217565e-06	3.4274088829298434e-08	4.023658522954092e-06	3.8195623244214464e-08	1.4205329341316973e-08	5.497370009008316e-08	1.0035429592653549	0.0137361702655032
Standard	1	3	MgCl2	0.1	54	neg	4.070343712574851e-06	3.797420893961088e-08	4.42494878243513e-06	3.6657265128683234e-08	4.077553532934131e-06	3.540171651902504e-08	7.2098203592802e-09	5.191649137877706e-08	1.0017713050465509	0.0127669099552888
Standard	1	3	MgCl2	0.1	55	pos	3.995818962075848e-06	3.79906683136867e-08	3.95375133732535e-06	3.763563966784656e-08	3.980234011976048e-06	3.50334863762066e-08	-1.5584950099800116e-08	5.167819701375439e-08	0.9960996856344804	0.0129058312404226
Standard	1	3	MgCl2	0.1	56	neg	4.015972934131737e-06	3.728595510877584e-08	4.397537345309381e-06	4.062296895031832e-08	3.996937345309382e-06	3.672147597167791e-08	-1.9035588822354722e-08	5.2332678566190034e-08	0.9952600305991678	0.0129998152818974
Standard	1	3	MgCl2	0.1	57	pos	3.957534770459082e-06	3.560664236623847e-08	3.8923374650698606e-06	3.9441219597792426e-08	3.959461976047904e-06	3.5553851080964753e-08	1.9272055888219852e-09	5.031808131561285e-08	1.0004869712335085	0.0127176021521629
Standard	1	3	MgCl2	0.1	58	neg	3.941687744510978e-06	3.5506298386379184e-08	4.312925828343314e-06	3.7720162560127895e-08	3.967171097804391e-06	3.4954113380150454e-08	2.5483353293413143e-08	4.9824564898200624e-08	1.006465086771244	0.0126819808788765
Standard	1	3	MgCl2	0.1	59	pos	3.986658522954092e-06	3.8481955306532584e-08	3.940569081836327e-06	4.3020119483275355e-08	3.977640459081836e-06	3.4470896907229075e-08	-9.018063872256133e-09	5.166336823904134e-08	0.997737939223956	0.0129428095494631
Standard	1	3	MgCl2	0.1	60	neg	3.977140618762476e-06	3.811352183958291e-08	4.285347385229541e-06	3.466232253253235e-08	4.016972255489022e-06	3.5192755673612667e-08	3.9831636726546764e-08	5.1876493703015054e-08	1.0100151441813845	0.0131143413383181
Standard	1	3	MgCl2	0.1	61	pos	3.906756826347305e-06	3.90404936560462e-08	3.914466047904192e-06	3.8997861417643235e-08	3.865997085828343e-06	3.719490685955032e-08	-4.0759740518961594e-08	5.3922363089894414e-08	0.9895668601014334	0.013727037576246
Standard	1	3	MgCl2	0.1	62	neg	3.900760558882236e-06	3.9845244926929815e-08	4.22436375249501e-06	3.707358422233577e-08	3.9388562874251504e-06	3.396863853305316e-08	3.809572854291452e-08	5.23594494535251e-08	1.0097662309613362	0.013498953747415
Standard	1	3	MgCl2	0.1	63	pos	3.893931576846307e-06	3.893818588106782e-08	3.902259321357285e-06	3.6304848909457394e-08	3.860477105788423e-06	3.4173587394459924e-08	-3.3454471057884e-08	5.180749361931514e-08	0.9914085621697084	0.0132402253212815
Standard	1	3	MgCl2	0.1	64	neg	3.861523872255489e-06	3.3671645599460174e-08	4.257650718562875e-06	3.7502161045500296e-08	3.9651485628742525e-06	3.6988814113601116e-08	1.0362469061876322e-07	5.0019517059905554e-08	1.02683518062993	0.0131119719036834
Standard	1	3	MgCl2	0.1	65	pos	3.941045329341318e-06	3.512319684967928e-08	3.926030758483033e-06	3.338980568711888e-08	3.904067724550898e-06	3.3563270210335275e-08	-3.6977604790420125e-08	4.8581190435736536e-08	0.990617310459456	0.0122666614178007
Standard	1	3	MgCl2	0.1	66	neg	3.877227704590818e-06	3.605830268496511e-08	4.207755748502994e-06	3.66864278567514e-08	3.865497624750499e-06	3.89231989505861e-08	-1.1730079840319134e-08	5.305861484309094e-08	0.9969746218860372	0.0136655730420746
Standard	1	3	MgCl2	0.1	67	pos	3.886697924151697e-06	3.762643258777314e-08	3.905995289421157e-06	3.898293184159025e-08	3.88510373253493e-06	3.6543421485136265e-08	-1.5941916167669466e-09	5.245159752688716e-08	0.999589833928986	0.0134923085473072
Standard	1	3	MgCl2	0.1	68	neg	3.982089940119761e-06	3.7937370148659487e-08	4.3288684830339324e-06	3.618671429259929e-08	3.9964374051896215e-06	3.6450772996652463e-08	1.4347465069860454e-08	5.2610863002329545e-08	1.0036029987482975	0.0132366455711286
Standard	1	3	MgCl2	0.1	69	pos	3.9596284630738526e-06	3.7243608018465755e-08	3.918201996007984e-06	3.452908562368812e-08	3.918130858283433e-06	3.78625388353961e-08	-4.1497604790419526e-08	5.310986900092115e-08	0.9895198235952156	0.0133439003996302
Standard	1	3	MgCl2	0.1	70	neg	3.835564970059881e-06	4.3805340015220755e-08	4.2058047704590815e-06	3.2487446243083045e-08	3.89923754491018e-06	3.71427115833036e-08	6.367257485029886e-08	5.743247197892127e-08	1.0166005726268026	0.0151187713736294
Standard	1	3	MgCl2	0.1	71	pos	3.846082195608782e-06	3.517843916335204e-08	3.823025968063872e-06	3.707901194626116e-08	3.861785568862276e-06	3.4167133937831984e-08	1.5703373253493213e-08	4.9039939064964295e-08	1.0040829531078204	0.0127774373382893
Standard	1	3	MgCl2	0.1	72	neg	3.877418223552894e-06	4.1180323085642697e-08	4.208493253493013e-06	4.1632177862725535e-08	3.907232714570859e-06	3.7986459500937546e-08	2.9814491017965e-08	5.6024906201209166e-08	1.0076892636540626	0.0145091550873781
Standard	1	3	MgCl2	0.1	73	pos	3.90846994011976e-06	3.9817626400834195e-08	3.883937884231537e-06	4.1073065689263734e-08	3.965957704590819e-06	3.337549872167543e-08	5.7487764471058695e-08	5.1955435587789726e-08	1.0147085087903471	0.0134082194752293
Standard	1	3	MgCl2	0.1	74	neg	3.92698249500998e-06	3.571610592943301e-08	4.196310738522954e-06	3.8554339227296985e-08	3.951062814371258e-06	3.441567651323262e-08	2.4080319361277955e-08	4.959918358830064e-08	1.0061320159669356	0.0126705746439318
Standard	1	3	MgCl2	0.1	75	pos	3.875348063872255e-06	3.5371129945817587e-08	3.872849740518962e-06	3.810000601223754e-08	3.835018103792415e-06	3.561154790509964e-08	-4.0329960079839325e-08	5.0192620750874534e-08	0.989593203135529	0.012885010550461
Standard	1	3	MgCl2	0.1	76	neg	3.963578662674651e-06	3.5790771916906e-08	4.238663592814371e-06	3.578990665908298e-08	3.97357141716567e-06	3.9321511422980936e-08	9.992754491018736e-09	5.3171050535000796e-08	1.0025211444861992	0.0134302446021731
Standard	1	3	MgCl2	0.1	77	pos	3.8890772255489015e-06	3.820377110295566e-08	3.904139481037923e-06	3.8256713498811443e-08	3.857574011976048e-06	3.686729869236229e-08	-3.1503213572853616e-08	5.30916739174693e-08	0.9918995659520732	0.0135943363587268
Standard	1	3	MgCl2	0.1	78	neg	3.854100379241517e-06	3.473021964882868e-08	4.178584051896208e-06	3.58547901032666e-08	3.9107307784431136e-06	4.5980281512761776e-08	5.663039920159666e-08	5.7622690364549176e-08	1.0146935454786317	0.01503118464838
Standard	1	3	MgCl2	0.1	79	pos	3.890862035928144e-06	4.2746495662764146e-08	3.947183992015968e-06	4.4369543130755036e-08	3.931312974051897e-06	4.045929088525068e-08	4.0450938123752774e-08	5.885760027714384e-08	1.0103963948734829	0.015210292565395
Standard	1	3	MgCl2	0.1	80	neg	3.852363512974052e-06	3.9619400243243676e-08	4.144723952095809e-06	4.1836467039530324e-08	3.869399820359281e-06	4.6265153463137495e-08	1.7036307385229416e-08	6.091109341164384e-08	1.004422300057576	0.0158409771799717
Standard	1	3	MgCl2	0.1	81	pos	3.857740738522954e-06	4.289151041469045e-08	3.940355189620758e-06	3.9510499878057367e-08	3.857716906187624e-06	4.3130338211161533e-08	-2.383233532938546e-11	6.082686692459739e-08	0.9999938222039932	0.0157674359691343
Standard	1	3	MgCl2	0.1	82	neg	3.83487502994012e-06	4.157820209014697e-08	4.144509820359282e-06	4.357722372257849e-08	3.928885928143713e-06	4.067259055662456e-08	9.401089820359348e-08	5.8163618453771665e-08	1.0245147227666145	0.0153581435920735
Standard	1	3	MgCl2	0.1	83	pos	3.753783373253493e-06	3.8609553853915433e-08	3.801444191616767e-06	3.833252891207685e-08	3.740910778443114e-06	3.994795951225557e-08	-1.2872594810379524e-08	5.55566118296572e-08	0.9965707678013336	0.0147756742196969
Standard	1	3	MgCl2	0.1	84	neg	3.93645261477046e-06	3.930051755065456e-08	4.193907185628741e-06	4.066072168891586e-08	3.915370698602794e-06	3.808752772904778e-08	-2.108191616766566e-08	5.4728333139794155e-08	0.9946444379671784	0.0138646115122854
Standard	1	3	MgCl2	0.1	85	pos	3.791474351297405e-06	3.9208429030354495e-08	3.876514031936128e-06	3.7461408469396633e-08	3.851697145708583e-06	3.6836558982032164e-08	6.022279441117792e-08	5.379807603125859e-08	1.015883740421604	0.0143093770153568
Standard	1	3	MgCl2	0.1	86	neg	3.853648383233533e-06	3.3155719542498857e-08	4.117074790419162e-06	3.5857756809454586e-08	3.883009860279441e-06	3.9156676035900175e-08	2.9361477045908346e-08	5.130835230799445e-08	1.0076191375356545	0.0133566821027651
Standard	1	3	MgCl2	0.1	87	pos	3.855765848303393e-06	3.8882747782647055e-08	3.9409263872255496e-06	3.548925078839731e-08	3.902354610778442e-06	3.525327017594541e-08	4.6588762475049334e-08	5.248486575411189e-08	1.012082881665532	0.0137025605865687
Standard	1	3	MgCl2	0.1	88	neg	3.8922897205588825e-06	3.6538559724238636e-08	4.1644734131736525e-06	3.9447124185762176e-08	3.876680578842315e-06	3.9464973090884965e-08	-1.5609141716567347e-08	5.378243623885058e-08	0.9959897276828802	0.0137921375134336
Standard	1	3	MgCl2	0.1	89	pos	3.888982015968064e-06	3.580716347503318e-08	3.883200139720558e-06	3.934536373933332e-08	3.8642124750499e-06	4.033030148488697e-08	-2.47695409181636e-08	5.3932236871741446e-08	0.9936308420001788	0.0138290921572171
Standard	1	3	MgCl2	0.1	90	neg	3.8514594610778446e-06	3.42614738256979e-08	4.155883233532935e-06	3.647962454197352e-08	3.860477165668662e-06	3.618525093391654e-08	9.017704590817438e-09	4.983192725411581e-08	1.0023413733629936	0.0129527820608333
Standard	1	3	MgCl2	0.1	91	pos	3.869970678642715e-06	3.791399008728204e-08	3.9526803792415166e-06	3.87693735834857e-08	3.882296067864271e-06	3.8097137324310666e-08	1.2325389221556244e-08	5.374813965753519e-08	1.0031848792264957	0.0139105410295237
Standard	1	3	MgCl2	0.1	92	neg	3.84370255489022e-06	4.10352412087402e-08	4.142273013972056e-06	4.0204199809196655e-08	3.923603373253493e-06	3.958408388226775e-08	7.990081836327304e-08	5.7015705887570145e-08	1.0207874613662855	0.0149940534824995
Standard	1	3	MgCl2	0.1	93	pos	3.950087065868264e-06	3.7116525332709286e-08	4.011546866267465e-06	3.4972323937080375e-08	3.9335256686626754e-06	4.0410805047684935e-08	-1.6561397205588048e-08	5.4869569137871387e-08	0.9958073336284936	0.0138641049873543
Standard	1	3	MgCl2	0.1	94	neg	3.963459321357287e-06	3.4660451986933484e-08	4.219319361277445e-06	4.0047960811896766e-08	3.93828499001996e-06	3.5868336078634855e-08	-2.5174331337327e-08	4.987869750693596e-08	0.9936483941687824	0.0125461029624217
Standard	1	3	MgCl2	0.1	95	pos	3.924412694610778e-06	3.5903786799229835e-08	3.963673393213574e-06	3.734575509563397e-08	3.917297904191617e-06	3.6981199804749525e-08	-7.114790419161004e-09	5.15430989126901e-08	0.9981870432666444	0.0131224166354893
Standard	1	3	MgCl2	0.1	96	neg	3.901022315369261e-06	4.1494282375145894e-08	4.224791756487026e-06	3.733376072817448e-08	3.893003113772455e-06	3.4529428415266785e-08	-8.019201596806129e-09	5.398200530281712e-08	0.997944333318676	0.0138211120887274
Standard	1	3	MgCl2	0.1	97	pos	3.858621497005988e-06	4.4033036828664144e-08	3.887744690618762e-06	3.7325363459102384e-08	3.898785648702596e-06	4.1045740195888114e-08	4.0164151696607665e-08	6.019685307873525e-08	1.0104089379400836	0.0156877076910759
Standard	1	3	MgCl2	0.1	98	neg	3.889267604790419e-06	3.7086872850801296e-08	4.122595169660679e-06	4.0654097513303054e-08	3.900641776447106e-06	4.5845612747982e-08	1.1374171656686874e-08	5.896826558488414e-08	1.0029245021974516	0.0151793463155288
Standard	1	3	MgCl2	0.1	99	pos	3.823192355289421e-06	4.299625020442505e-08	3.861904770459081e-06	4.2035364732534576e-08	3.819932175648703e-06	4.1901330621557785e-08	-3.260179640718702e-09	6.00366474705127e-08	0.9991472624608572	0.0156964100788441
Standard	1	3	MgCl2	0.1	100	neg	3.948397644710579e-06	3.767763153439337e-08	4.211848103792415e-06	3.9752382185187436e-08	3.954417664670659e-06	3.856523599740225e-08	6.020019960079989e-09	5.39155019041541e-08	1.0015246741847657	0.013665204805754
Standard	2	1	KCl	0.1	1	pos	3.7666800998003993e-06	3.37083407273336e-08	3.404198343313374e-06	3.64376098701588e-08	3.7777448502994013e-06	3.697144233902088e-08	1.1064750499001952e-08	5.003138798012267e-08	1.002937533904084	0.013300347732795526
Standard	2	1	KCl	0.1	2	neg	3.569807604790419e-06	3.769778236781968e-08	4.147840758483034e-06	3.7157026864693467e-08	3.5675232734530938e-06	4.280784414640703e-08	-2.2843313373253445e-09	5.7040637408031925e-08	0.9993600967922586	0.015974165531529583
Standard	2	1	KCl	0.1	3	pos	3.623176926147705e-06	3.5662897427614283e-08	3.308546726546906e-06	3.262189266218426e-08	3.6170140918163676e-06	3.621209773851213e-08	-6.162834331337379e-09	5.0824780132884914e-08	0.9982990523352968	0.014015940967492571
Standard	2	1	KCl	0.1	4	neg	3.466325429141717e-06	3.7061646564413043e-08	4.079814011976047e-06	3.32383978926761e-08	3.5195534131736524e-06	3.431111439937425e-08	5.322798403193531e-08	5.050562560143589e-08	1.0153557376882283	0.014691266994429393
Standard	2	1	KCl	0.1	5	pos	3.5581956487025947e-06	4.0055428873354206e-08	3.223171457085828e-06	3.6741605197278145e-08	3.5071324351297403e-06	3.57241547255954e-08	-5.106321357285441e-08	5.367171147901488e-08	0.985649127081735	0.014963788697687773
Standard	2	1	KCl	0.1	6	neg	3.5239794810379243e-06	3.411627994565261e-08	4.014521417165669e-06	3.9755437290861484e-08	3.489143792415169e-06	3.5302881344004055e-08	-3.4835688622755075e-08	4.9093930261479045e-08	0.9901146732521567	0.01386505531976646
Standard	2	1	KCl	0.1	7	pos	3.4141924950099804e-06	3.3872344600905254e-08	3.1653762674650696e-06	3.6707573091125525e-08	3.397797724550898e-06	3.71960419024925e-08	-1.6394770459082376e-08	5.03078648123179e-08	0.995198053278178	0.014702889293180076
Standard	2	1	KCl	0.1	8	neg	3.384876726546906e-06	3.341524507261731e-08	3.9193204790419164e-06	3.653054507901655e-08	3.38323500998004e-06	3.478950262147909e-08	-1.6417165668660379e-09	4.8237828474268785e-08	0.9995149848282537	0.014247668959250262
Standard	2	1	KCl	0.1	9	pos	3.3444507584830335e-06	4.1294270288062425e-08	3.146221377245509e-06	3.836761390938203e-08	3.3425949900199593e-06	4.3545386109780785e-08	-1.8557684630741752e-09	6.001181058819544e-08	0.9994451201117651	0.017938983255154067
Standard	2	1	KCl	0.1	10	neg	3.370505129740519e-06	4.07922930494613e-08	3.9583911377245516e-06	4.098259279868696e-08	3.4408898003992013e-06	3.956240962277288e-08	7.038467065868233e-08	5.682601013086526e-08	1.0208825288641827	0.01704212381377963
Standard	2	1	KCl	0.1	11	pos	3.3202526546906188e-06	4.0075484310716946e-08	3.124044251497006e-06	3.3911515355239147e-08	3.3030257884231534e-06	3.6236695230486235e-08	-1.7226866267465334e-08	5.4029089608891837e-08	0.9948115797021867	0.016226187296924665
