Type,Chip,Disp,Electrolyte,Potential [V],Period [s],A1_first [A],A2_first [A],Rat_first,A1_last [A],A2_last [A],Rat_last
Standard,1,2,MgCl2,-0.8,0.85,3.339011739130435e-05,2.8848217391304352e-05,0.8639747220181134,-3.268758260869565e-05,-2.360388260869565e-05,0.722105482416937
Standard,1,2,MgCl2,-0.8,0.6,2.8438175050167227e-05,3.3063475050167225e-05,1.1626440512388927,-2.615972494983277e-05,-1.9126354949832777e-05,0.7311374636588082
Standard,1,2,MgCl2,-0.8,0.5,2.96228613e-05,3.5964761300000007e-05,1.214088029369398,-2.40213387e-05,-2.23047387e-05,0.9285385372797728
Standard,1,2,MgCl2,-0.8,0.3,4.683506996666666e-05,5.866066996666667e-05,1.2524945518052282,-2.5334230033333336e-05,-4.5909730033333336e-05,1.8121620421432951
Standard,1,2,MgCl2,-0.8,0.2,5.56903853e-05,5.16610853e-05,0.9276481931612708,-5.35053147e-05,-4.97264147e-05,0.9293733712026928
Standard,1,2,MgCl2,-0.8,0.18,5.355944703333335e-05,5.218854703333334e-05,0.9744041420153796,-5.315675296666667e-05,-4.8352552966666665e-05,0.9096220191814084
Standard,1,2,MgCl2,-0.8,0.15,4.435398733333333e-05,3.895378733333333e-05,0.87824769936881,-4.264491266666667e-05,-3.577851266666667e-05,0.8389866558369784
Standard,1,2,MgCl2,-0.8,0.14,4.1371259e-05,3.5363159e-05,0.8547759931598891,-4.1085841e-05,-3.3969041e-05,0.8267821753971155
Standard,1,2,MgCl2,-0.8,0.12,4.126488053511706e-05,3.406468053511706e-05,0.8255126415821677,-3.947561946488294e-05,-3.252571946488294e-05,0.8239444980418217
Standard,1,2,MgCl2,-0.8,0.11,3.893116976588629e-05,3.0956069765886285e-05,0.7951487189324519,-3.845943023411371e-05,-3.066323023411372e-05,0.7972876885449872
Standard,1,2,MgCl2,-0.8,0.105,3.9357437266666665e-05,2.9236537266666668e-05,0.7428465697238936,-3.709146273333333e-05,-3.032036273333333e-05,0.8174485582118887
Standard,1,2,MgCl2,-0.8,0.102,3.829682240802676e-05,2.295462240802676e-05,0.5993871283486857,-3.678117759197325e-05,-2.915177759197324e-05,0.7925732535092904
Standard,1,2,MgCl2,-0.8,0.101,3.9407981900000005e-05,2.07159819e-05,0.5256798471073191,-3.85907181e-05,-3.01030181e-05,0.7800585110127817
Standard,1,2,MgCl2,0.8,2.1,-5.34305195986622e-05,-5.30014195986622e-05,0.9919690094121648,6.66608804013378e-05,6.71734804013378e-05,1.0076896674168394
Standard,1,2,MgCl2,0.8,1.6,-5.3258611204013376e-05,-5.256721120401338e-05,0.987018061786262,6.691618879598662e-05,6.587908879598662e-05,0.9845015082499408
Standard,1,2,MgCl2,0.8,1.1,-5.195289722408027e-05,-5.306159722408027e-05,1.02134048453964,6.573050277591973e-05,6.607620277591974e-05,1.0052593542632486
Standard,1,2,MgCl2,0.8,0.85,-5.147349712374581e-05,-5.241519712374582e-05,1.0182948517707295,6.406420287625418e-05,6.388540287625418e-05,0.9972090497973516
Standard,1,2,MgCl2,0.8,0.6,-4.60372172e-05,-4.91247172e-05,1.06706530472046,5.88788828e-05,5.77582828e-05,0.9809677095299776
Standard,1,2,MgCl2,0.8,0.5,-4.61766067e-05,-4.6093206700000006e-05,0.9981938906740848,5.74519933e-05,5.73565933e-05,0.9983394832011862
Standard,1,2,MgCl2,0.8,0.3,-3.6870377533333335e-05,-3.850357753333333e-05,1.044295722183031,4.704102246666666e-05,4.5491322466666666e-05,0.9670564133443716
Standard,1,2,MgCl2,0.8,0.2,-2.21505228e-05,-2.29254228e-05,1.0349833729432336,2.75477772e-05,2.90140772e-05,1.0532275250142504
Standard,1,2,MgCl2,0.8,0.18,-2.619143796666667e-05,-2.7478837966666668e-05,1.049153467695758,3.456956203333333e-05,3.663186203333333e-05,1.0596565266870157
Standard,1,2,MgCl2,0.8,0.15,-5.44047841e-05,-5.37133841e-05,0.9872915587951024,6.56032159e-05,6.58535159e-05,1.003815361740521
