Type	Chip	Disp	Electrolyte	Width [s]	Interval [s]	Train pulses #	Resistor	Measure #	Polarization	IDSmed [A]	Std IDS [A]	delIDS [A]	Std delIDS [A]	Gn [S]	Std Gn [S]
Standard	1	2	MgCl2	0.1	0.1	10	1	30	neg	9.642395109543206e-06	2.3833058255032843e-08	2.5450467643520582e-09	3.4186795546694603e-08	2.616328200901518e-06	4.990531348300179e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	31	pos	9.514264692892964e-06	1.2722979096745148e-08	-1.281304166502417e-07	2.70164554093242e-08	1.6582339622114243e-06	3.793048735685283e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	32	pos	9.471949010247122e-06	1.3053055383324852e-08	-4.23156826458418e-08	1.8227903114081992e-08	1.4573492016668196e-06	3.950082670084885e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	33	pos	9.445697239069442e-06	1.6066508172775997e-08	-2.625177117768012e-08	2.0700602399592723e-08	8.138645950045117e-07	4.554374016343935e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	34	pos	9.424496849842786e-06	1.5330623784873136e-08	-2.120038922665621e-08	2.220722203471645e-08	4.115384312971133e-07	3.6501490508864937e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	35	pos	9.41819229062295e-06	1.4426178642856172e-08	-6.304559219836778e-09	2.105095379950556e-08	4.1623725880700617e-07	3.243172575117064e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	36	pos	9.407029133302438e-06	1.4861407383888961e-08	-1.1163157320511412e-08	2.071173724402443e-08	2.260964418381929e-07	3.6214733053422e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	37	pos	9.395718724919516e-06	1.4592878365382617e-08	-1.1310408382920578e-08	2.082819071395212e-08	2.7449039975988097e-07	3.4546036287120665e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	38	pos	9.389473979489535e-06	1.3184664319735005e-08	-6.244745429981918e-09	1.966691313376213e-08	7.967116694229205e-08	3.335640691013997e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	39	pos	9.38411812967388e-06	1.3425666547012522e-08	-5.35584981565569e-09	1.881711708672889e-08	2.637198988916323e-07	4.242964280481912e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	40	pos	9.381615858186936e-06	1.3347083195750137e-08	-2.5022714869421504e-09	1.893127444378341e-08	2.6420993321433605e-07	3.728469395257795e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	41	neg	9.452108886452674e-06	7.957088348990174e-09	7.049302826573638e-08	1.5538979529811824e-08	5.353376941555105e-07	3.579136013680612e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	42	neg	9.518641529715016e-06	1.9038322471134848e-08	6.653264326234227e-08	2.0634267069817465e-08	1.453879370057323e-06	4.343142005222595e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	43	neg	9.555053130749545e-06	2.0356690299420732e-08	3.6411601034527e-08	2.787207495794757e-08	1.594078963010757e-06	3.921707383335374e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	44	neg	9.584438633650513e-06	2.249488761458245e-08	2.9385502900968e-08	3.033833892518219e-08	2.0134096575575466e-06	4.435344908665565e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	45	neg	9.600036487136867e-06	2.3517772460606795e-08	1.5597853486357902e-08	3.254390250571634e-08	2.087873384768718e-06	4.6084006882274123e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	46	neg	9.617513685643257e-06	2.500466536345156e-08	1.7477198506387552e-08	3.432665016349643e-08	2.2543840026185985e-06	4.317476072760999e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	47	neg	9.629044191744004e-06	2.464037915267317e-08	1.1530506100747932e-08	3.5105292688221313e-08	2.205422889678689e-06	4.766652168468718e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	48	neg	9.637755660963756e-06	2.347713567906352e-08	8.711469219751275e-09	3.4034162021131776e-08	2.275361390438531e-06	4.257526015883938e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	49	neg	9.64456365452745e-06	2.46889571589248e-08	6.807993563694674e-09	3.406934847173308e-08	2.306949309131956e-06	4.074266681275287e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	50	neg	9.647884451895036e-06	2.5014461207647976e-08	3.320797367585603e-09	3.5146377837611506e-08	2.532342205761187e-06	4.892735202026203e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	51	pos	9.523815035518442e-06	1.3149375982458283e-08	-1.2406941637659365e-07	2.8260031108209643e-08	1.3110186116078754e-06	3.883541161340815e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	52	pos	9.487389646931254e-06	1.606916153177838e-08	-3.64253885871882e-08	2.076352670098307e-08	1.1833570559583188e-06	3.86505090036373e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	53	pos	9.46078770094244e-06	1.4019045854561226e-08	-2.6601945988814882e-08	2.1324905603699093e-08	6.346385989319347e-07	4.001779027540362e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	54	pos	9.44279200337676e-06	1.6482560748459936e-08	-1.7995697565677862e-08	2.16381250458297e-08	7.457112699515268e-07	4.067931591344103e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	55	pos	9.429164347625858e-06	1.5696028840436413e-08	-1.3627655750903404e-08	2.276049494599104e-08	5.704337016818029e-07	3.977539626420608e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	56	pos	9.417683496065636e-06	1.3338752535307746e-08	-1.1480851560221569e-08	2.0598243627989024e-08	2.868357293309441e-07	3.44815398360894e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	57	pos	9.408340711741674e-06	1.4001515640362913e-08	-9.342784323962404e-09	1.933816846098684e-08	5.758713401939406e-07	3.2978225080407e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	58	pos	9.402972293483275e-06	1.26661727102137e-08	-5.368418258397121e-09	1.888052889493008e-08	8.641551402727095e-07	3.981650591545349e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	59	pos	9.397764875138044e-06	1.3627795535473598e-08	-5.207418345232824e-09	1.860507302543144e-08	6.614710632232043e-07	3.372406190563021e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	60	pos	9.393513229294144e-06	1.545185028578661e-08	-4.251645843899706e-09	2.0602827194611865e-08	6.262066759586861e-07	3.5826175105618685e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	61	neg	9.4595643338138e-06	7.74528474884972e-09	6.605110451965616e-08	1.7284360361179924e-08	8.296622896039249e-07	3.559519038081425e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	62	neg	9.528608372536528e-06	1.658990250987981e-08	6.904403872272702e-08	1.830885854246737e-08	1.4643466863887016e-06	3.340003195709706e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	63	neg	9.569725931369442e-06	2.122726919692312e-08	4.111755883291447e-08	2.6941080580517884e-08	2.1044378059080824e-06	4.708402699420825e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	64	neg	9.595539422855623e-06	2.3196833999834133e-08	2.58134914861814e-08	3.1443442323869414e-08	2.2140094183633767e-06	4.399067876775503e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	65	neg	9.613952597840367e-06	2.3783081976159528e-08	1.8413174984743825e-08	3.322240352383592e-08	2.192365783448461e-06	4.093676048673012e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	66	neg	9.627622661200611e-06	2.372129046036244e-08	1.367006336024386e-08	3.359069230292234e-08	2.2734012318577395e-06	5.036573594013259e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	67	neg	9.639768101825462e-06	2.68527266891524e-08	1.214544062485106e-08	3.582971604335149e-08	2.453131679328179e-06	5.101093186277223e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	68	neg	9.647700530780292e-06	2.6203298217189384e-08	7.932428954829601e-09	3.751908538465827e-08	2.4036977676833383e-06	4.869878896089809e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	69	neg	9.659404808421932e-06	2.395525153161072e-08	1.1704277641639722e-08	3.5503054986883845e-08	3.0044018618192937e-06	3.587820709417269e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	70	neg	9.663980137624908e-06	2.670953185705992e-08	4.5753292029750365e-09	3.5878310550610325e-08	3.195142949490785e-06	4.055034934313154e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	71	pos	9.539572476298531e-06	1.100569161914224e-08	-1.2440766132637341e-07	2.8888134935280188e-08	1.6391065327570517e-06	3.9473204787922883e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	72	pos	9.49514847850375e-06	1.6516561250566346e-08	-4.4423997794783366e-08	1.9847469449765323e-08	9.856345094276162e-07	3.693540673729392e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	73	pos	9.467317127889552e-06	1.4507999352892969e-08	-2.7831350614197545e-08	2.198360390762289e-08	8.58470274940718e-07	3.5140130853882293e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	74	pos	9.4476525946254e-06	1.4779417655113933e-08	-1.9664533264153145e-08	2.0710220458697106e-08	9.56132627118227e-07	3.745917995238506e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	75	pos	9.43689111467238e-06	1.2679988616976406e-08	-1.0761479953020158e-08	1.9473399743006988e-08	6.242231388748628e-07	3.3825064389449586e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	76	pos	9.422425359553792e-06	1.3954354139617184e-08	-1.4465755118587157e-08	1.885486968346645e-08	3.924153439419575e-07	3.505256661523864e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	77	pos	9.411715556315686e-06	1.3945776777791634e-08	-1.070980323810588e-08	1.9728372699993367e-08	2.275485641451547e-07	3.703818633429888e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	78	pos	9.401043884126729e-06	1.587298789324215e-08	-1.0671672188958974e-08	2.112904244387341e-08	3.693612254260318e-07	3.673116479560493e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	79	pos	9.397208380486269e-06	1.3786208466004824e-08	-3.835503640459828e-09	2.1024064510154905e-08	6.74506209927668e-07	3.466101555691314e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	80	pos	9.390631021233276e-06	1.3748551273558628e-08	-6.5773592529915875e-09	1.9470033538487133e-08	4.885424470195258e-07	3.69783118267794e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	81	neg	9.458635904206374e-06	7.886497245573832e-09	6.800488297309829e-08	1.5849905391708625e-08	1.218750832780499e-06	3.47993151030026e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	82	neg	9.524410919031189e-06	1.5939030127656158e-08	6.577501482481322e-08	1.7783405754094866e-08	1.6454496704116126e-06	3.367607957733003e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	83	neg	9.563804956377815e-06	1.925321952581655e-08	3.9394037346628187e-08	2.4994782325909843e-08	1.6814173231683317e-06	4.316709686504113e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	84	neg	9.59074706306057e-06	2.2940990777054417e-08	2.694210668275405e-08	2.994954957828547e-08	2.2189013569404457e-06	3.914294009454091e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	85	neg	9.605919021464133e-06	2.4515653440035083e-08	1.5171958403561653e-08	3.3575382669819266e-08	2.3162023928730192e-06	4.451701107329245e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	86	neg	9.62513976001572e-06	2.5493450374724312e-08	1.9220738551588927e-08	3.53685351067928e-08	2.966928810603568e-06	4.291880321606742e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	87	neg	9.635906716287905e-06	2.5411589122094883e-08	1.0766956272184673e-08	3.599534516737826e-08	2.954060726578618e-06	4.34478672133752e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	88	neg	9.643581661487377e-06	2.4822752026380388e-08	7.674945199470336e-09	3.552348349857235e-08	3.293942834227273e-06	4.733991849591705e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	89	neg	9.651693512460815e-06	2.5665845130375963e-08	8.111850973441999e-09	3.5705806592480376e-08	3.3967475365112137e-06	4.2136329196708354e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	90	neg	9.660462850699835e-06	2.5725751169749328e-08	8.769338239018483e-09	3.6339370928846606e-08	3.229297042722402e-06	4.6864681378400373e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	91	pos	9.536136337586906e-06	1.3341703767892668e-08	-1.2432651311292956e-07	2.8979567503295496e-08	2.1228229700504013e-06	4.580847023700789e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	92	pos	9.4907093122682e-06	1.467807037561765e-08	-4.542702531870431e-08	1.9835493676281058e-08	1.5530364347837418e-06	3.625487828528129e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	93	pos	9.467261784169404e-06	1.4886513820163772e-08	-2.3447528098798884e-08	2.0905837550060304e-08	1.1283086591277504e-06	3.6725632105302417e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	94	pos	9.448881544503433e-06	1.4710773967346052e-08	-1.8380239665970023e-08	2.0928811825717043e-08	1.2909117761440296e-06	4.088975638137722e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	95	pos	9.432404412825448e-06	1.3959688667164724e-08	-1.6477131677984568e-08	2.0280033984254403e-08	9.041021904600364e-07	3.599202768436685e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	96	pos	9.42319696905349e-06	1.3103232624191454e-08	-9.20744377195772e-09	1.9145955522977763e-08	1.0712786067083727e-06	4.56906755365954e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	97	pos	9.420305075841594e-06	1.6024651650876668e-08	-2.891893211896018e-09	2.0699859075259898e-08	1.0136517990913426e-06	3.410453734644204e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	98	pos	9.40637569038564e-06	1.393772315290258e-08	-1.3929385455953773e-08	2.123792803497793e-08	1.147574916972259e-06	3.380714922662429e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	99	pos	9.40071953315984e-06	1.4381643534483752e-08	-5.656157225801932e-09	2.0027276336035185e-08	7.881229599396002e-07	3.871328369512683e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	100	pos	9.399318650081267e-06	1.3244624793873604e-08	-1.400883078569531e-09	1.9551259721139447e-08	7.517609464544007e-07	3.4948493387567693e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	101	neg	9.470558315444306e-06	7.539086030607294e-09	7.12396653630371e-08	1.524000997727329e-08	1.7680381107470757e-06	3.533035249998081e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	102	neg	9.536502157642006e-06	1.6494980600689856e-08	6.594384219770013e-08	1.813621248204908e-08	2.171222467406588e-06	3.85669451545643e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	103	neg	9.573170952167623e-06	1.9667066200680165e-08	3.666879452561877e-08	2.5668616596129043e-08	2.0283457625279043e-06	3.991692373967784e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	104	neg	9.599191498830593e-06	2.2542238108817192e-08	2.6020546662967645e-08	2.9915647943785985e-08	2.2765535485146733e-06	3.671552278766488e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	105	neg	9.616676089400302e-06	2.3167225516622213e-08	1.748459056970975e-08	3.2324492835814793e-08	2.6108956304400687e-06	4.3705703340858297e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	106	neg	9.631627388908454e-06	2.3596374576915323e-08	1.4951299508151488e-08	3.30682511075522e-08	2.4600355557147853e-06	4.054064464855474e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	107	neg	9.63971965671938e-06	2.2046996038318772e-08	8.092267810925607e-09	3.2293326361459566e-08	2.6106043001121243e-06	3.474144278090139e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	108	neg	9.652721783300453e-06	2.4553941516957423e-08	1.3002126581071385e-08	3.299948603132795e-08	2.8709157823469733e-06	4.365175349556786e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	109	neg	9.662797823539028e-06	2.50666069923904e-08	1.0076040238577449e-08	3.5088898958632494e-08	2.735942423704227e-06	3.896652184930868e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	110	neg	9.664827012648916e-06	2.4419097735379985e-08	2.029189109887326e-09	3.4994672742018826e-08	2.7351166969410984e-06	4.905459062782604e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	111	pos	9.544513373994244e-06	1.0236768635089284e-08	-1.2031363865467188e-07	2.6477986447205305e-08	1.7037269637487542e-06	3.724476368327274e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	112	pos	9.50298115330565e-06	1.5046396119498242e-08	-4.153222068859368e-08	1.819850181397357e-08	1.4412303942057636e-06	3.640825409105405e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	113	pos	9.482763792394952e-06	1.4277870390914977e-08	-2.0217360910698178e-08	2.0742507540907846e-08	1.1925975469303374e-06	4.1117579986846e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	114	pos	9.461279273153271e-06	1.668818563609552e-08	-2.148451924167881e-08	2.1962539077359693e-08	1.113968287443784e-06	4.654657258172449e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	115	pos	9.448233171535824e-06	1.4465973855056756e-08	-1.3046101617448868e-08	2.2085287849606363e-08	5.839889669643562e-07	4.262340604002595e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	116	pos	9.43421795493626e-06	1.6412519683715855e-08	-1.4015216599564992e-08	2.1877733016552377e-08	7.48120001918518e-07	3.73637672081114e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	117	pos	9.426658902582936e-06	1.4501217364952442e-08	-7.55905235332354e-09	2.1901052655841883e-08	6.767760085129193e-07	4.053174794623345e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	118	pos	9.418601408431138e-06	1.4207034092236932e-08	-8.057494151797776e-09	2.0300865074266682e-08	4.845279011429288e-07	3.442224251147739e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	119	pos	9.411275476985734e-06	1.544538593342812e-08	-7.325931445403868e-09	2.098570380831965e-08	2.630385486497534e-07	3.4360666657098377e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	120	pos	9.405799902835611e-06	1.4110040580087308e-08	-5.475574150121243e-09	2.092016232738766e-08	5.923957352344688e-07	3.820987764936819e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	121	neg	9.4723838164429e-06	6.825368213695236e-09	6.65839136072861e-08	1.5674147390663132e-08	1.2315958627061297e-06	3.801890660755633e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	122	neg	9.539239649615065e-06	1.82097487483698e-08	6.685583317216404e-08	1.944686609022844e-08	1.453610554505975e-06	4.5071237195391306e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	123	neg	9.577169226333276e-06	2.2981824995727312e-08	3.79295767182126e-08	2.932165120884211e-08	2.0042787005721723e-06	4.125031905342217e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	124	neg	9.603242959085348e-06	2.4982787150874363e-08	2.6073732752070872e-08	3.3945602571763694e-08	2.211501240160729e-06	4.205158304774792e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	125	neg	9.62044357444764e-06	2.240205291657687e-08	1.7200615362294444e-08	3.3555798734391695e-08	2.3900288399695792e-06	3.540596088776587e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	126	neg	9.635507951238554e-06	2.400115895800765e-08	1.5064376790913225e-08	3.2831503258374585e-08	2.43384697397275e-06	4.834723931934856e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	127	neg	9.64596497300242e-06	2.279840299649898e-08	1.0457021763866166e-08	3.3103214504309465e-08	2.448098723051111e-06	3.752828704105208e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	128	neg	9.65630966249514e-06	2.490476210770727e-08	1.0344689492719424e-08	3.3764098608318656e-08	2.580737916928061e-06	4.154474119896898e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	129	neg	9.667004410693288e-06	2.4331542873441792e-08	1.0694748198147865e-08	3.4817684504338134e-08	2.6026791336625823e-06	4.231282419820459e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	130	neg	9.671713803285494e-06	2.3996200428778692e-08	4.7093925922068035e-09	3.4173697687260224e-08	2.918255053501907e-06	3.895800036587349e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	131	pos	9.545843867988182e-06	1.3725705860738662e-08	-1.2586993529731262e-07	2.7644396111936218e-08	1.58004350714325e-06	3.485145148907247e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	132	pos	9.505867463768151e-06	1.4059253426300421e-08	-3.997640422002866e-08	1.9648348741827025e-08	9.450067683951962e-07	3.284989142114339e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	133	pos	9.477172083511795e-06	1.6004544237064693e-08	-2.869538025635792e-08	2.1302770785536345e-08	9.786161156346423e-07	3.3814721239315134e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	134	pos	9.4567764422886e-06	1.499706721205404e-08	-2.039564122319616e-08	2.1933022162917423e-08	7.92026533784232e-07	3.332788018983392e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	135	pos	9.44369115499517e-06	1.6723325842383012e-08	-1.3085287293428751e-08	2.246289500917861e-08	8.618891072121611e-07	3.57870374094823e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	136	pos	9.430156974013563e-06	1.5710952005304622e-08	-1.3534180981606854e-08	2.2945667132238733e-08	5.128756613649089e-07	3.856683887625393e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	137	pos	9.422636691290772e-06	1.313706758520267e-08	-7.520282722791871e-09	2.047966204924212e-08	5.003215207516039e-07	3.63322850796368e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	138	pos	9.413256685412366e-06	1.60051648944374e-08	-9.380005878405843e-09	2.0706227276747303e-08	5.158790544994437e-07	3.511873880443633e-07
Standard	1	2	MgCl2	0.1	0.1	10	1	139	pos	9.406283676613152e-06	1.5070419358849257e-08	-6.9730087992133e-09	2.1983694933966624e-08	1.6158840722488158e-07	4.351430720514401e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	1	neg	9.40808808991278e-06	5.99904182982981e-08	0.0	0.0	0.0	5.747268511103192e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	2	neg	9.443898619565516e-06	5.8293898253899264e-08	3.5810529652735574e-08	8.364824481864958e-08	5.064999265466641e-07	8.191363429957984e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	3	neg	9.479220580033145e-06	6.071920658491412e-08	3.532196046762692e-08	8.417244574050011e-08	7.316851020203793e-07	9.35318732325752e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	4	neg	9.500834806885903e-06	5.8473468786377785e-08	2.161422685276193e-08	8.429690741784647e-08	5.906217406358833e-07	8.164831646511619e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	5	neg	9.524936359639469e-06	5.758609682425181e-08	2.4101552753563737e-08	8.206890458245196e-08	1.3835307546040411e-06	7.767992644063879e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	6	neg	9.544773831748898e-06	5.588076796178882e-08	1.983747210942965e-08	8.024225056322503e-08	1.439054015821517e-06	8.196513663965738e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	7	neg	9.558054870240085e-06	5.648255270607176e-08	1.3281038491186337e-08	7.945400548866909e-08	1.4810742331651283e-06	8.218764854219589e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	8	neg	9.576576928793656e-06	5.745712400677386e-08	1.8522058553571696e-08	8.05704651800147e-08	1.5144599646446189e-06	9.218907956035832e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	9	neg	9.588209195499076e-06	5.625376222631018e-08	1.1632266705419171e-08	8.041024103771879e-08	2.0155490292062266e-06	7.943729367129572e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	10	neg	9.599107357871617e-06	5.5521774547501166e-08	1.0898162372541265e-08	7.903893479493377e-08	1.804069952929298e-06	8.995509911345431e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	11	pos	9.707427210514652e-06	7.467554951415472e-08	1.0831985264303513e-07	9.305431287234634e-08	3.2175933703308365e-06	9.89884212797851e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	12	pos	9.667171013916231e-06	7.416347232685677e-08	-4.02561965984205e-08	1.0524570453380709e-07	2.557673587006806e-06	9.094376238051972e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	13	pos	9.64153690574676e-06	7.199337140926117e-08	-2.5634108169469986e-08	1.0335988658298861e-07	2.3289959930965595e-06	9.423323660228744e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	14	pos	9.62039217711208e-06	7.247942098203491e-08	-2.114472863468278e-08	1.0215826933128257e-07	1.964361496234338e-06	8.987807401677556e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	15	pos	9.61288557732587e-06	7.724110460757836e-08	-7.50659978620946e-09	1.0592192741302393e-07	2.238013607566965e-06	1.0888918036435406e-06
Standard	1	2	MgCl2	0.1	0.03	10	0	16	pos	9.59136599476551e-06	7.819748079737052e-08	-2.1519582560358685e-08	1.099137582109446e-07	2.0043659134831105e-06	8.809544041245483e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	17	pos	9.588436910235032e-06	6.96580702745242e-08	-2.929084530478576e-09	1.0472388818901677e-07	1.785332109326948e-06	9.222120956937412e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	18	pos	9.575439008813191e-06	7.227480434813494e-08	-1.2997901421840652e-08	1.003787532196517e-07	2.04772619653848e-06	8.878241191276112e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	19	pos	9.567641228613866e-06	7.190392081102942e-08	-7.797780199325643e-09	1.0195009157210197e-07	1.8839095144273225e-06	9.177464307870572e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	20	pos	9.55920165779389e-06	7.430016106424865e-08	-8.43957081997529e-09	1.0339578212950505e-07	1.909492193441777e-06	9.784243696706013e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	21	neg	9.419254155318413e-06	5.945912959827095e-08	-1.3994750247547757e-07	9.516250326025093e-08	2.903257246733473e-07	7.704217334714726e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	22	neg	9.463715485935609e-06	5.7358908849232144e-08	4.4461330617195927e-08	8.261617587953646e-08	1.0802053837635138e-06	7.812652391090212e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	23	neg	9.497472746033964e-06	5.625190471497335e-08	3.375726009835489e-08	8.033879018529569e-08	6.463424472776951e-07	7.803346382760617e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	24	neg	9.523383596388156e-06	5.812023839611709e-08	2.5910850354193823e-08	8.08841078042153e-08	8.673429797499785e-07	7.874087835289491e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	25	neg	9.542902716930255e-06	5.6585281563257786e-08	1.95191205420997e-08	8.111631279104497e-08	1.3987544841816493e-06	7.85170828318688e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	26	neg	9.559366759503972e-06	5.758294172764333e-08	1.6464042573716142e-08	8.073220712703405e-08	1.737937449070926e-06	7.669727212503252e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	27	neg	9.579655198876935e-06	5.72015454940184e-08	2.0288439372961875e-08	8.116533733628799e-08	1.968342187654045e-06	7.187257977254908e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	28	neg	9.585906497022734e-06	5.6483962454273344e-08	6.251298145798501e-09	8.038939495630015e-08	2.311515875926692e-06	8.241950811743163e-07
Standard	1	2	MgCl2	0.1	0.03	10	0	29	neg	9.599271237448193e-06	5.368425444143718e-08	1.3364740425458876e-08	7.7925844169112e-08	2.4972665750238687e-06	8.267729677258186e-07
