IDSant (5sp 1sa) [A]	IDSant (5sp 1sa) [A]	IDSdep (5sp 10sd) [A]	IDSdep (5sp 10sd) [A]	delIDS [A]	delIDS [A]	RatioIDS	RatioIDS
mean	std	mean	std	mean	std	mean	std
1.7589205157936745e-06	9.516495078113356e-07	1.7754505803012022e-06	9.905518093481268e-07	1.6530064507527716e-08	3.8993002807894405e-08	1.003853766808785	0.015668264628422406
4.611018003246737e-06	9.665711192009079e-07	4.600750192595888e-06	9.637030445608927e-07	-1.0267810650848166e-08	3.7460856812053306e-08	0.9978547365487467	0.009187768723139991
2.6353740186294062e-06	7.541488207179205e-07	2.636333606121089e-06	7.778718669565317e-07	9.595874916828404e-10	2.4170369325973555e-08	0.9988411820389831	0.008160333860548336
4.71288348636062e-06	1.449747332927723e-06	4.745751157684639e-06	1.4652282389844362e-06	3.286767132401919e-08	1.913741034810027e-08	1.00678027625904	0.0030300150371570813
2.7327538666666675e-06	8.733380675611558e-07	2.7182099333333346e-06	8.720348171176736e-07	-1.4543933333332642e-08	2.139052470729407e-08	0.9943691387231272	0.009689453618325851
4.849671933333333e-06	1.570503852985737e-06	4.8960053999999995e-06	1.5712341931494358e-06	4.6333466666667404e-08	6.03687832023768e-09	1.0101309071704607	0.0031106214901444416
3.0681763739188286e-06	8.771379149771757e-07	2.9374024351297427e-06	8.417805372332101e-07	-1.307739387890858e-07	6.73877203534507e-08	0.9572315505783037	0.02186545651463894
5.637726892880906e-06	1.7994120786277197e-06	5.449387445109776e-06	1.7537251838050566e-06	-1.883394477711301e-07	6.950713852061527e-08	0.9662401097294925	0.011154406723563902
3.5875057407407418e-06	9.983740161106916e-07	3.0252671957671948e-06	8.870351856399376e-07	-5.622385449735462e-07	1.3447303086967424e-07	0.8408939985635803	0.02738277403985949
6.71592997354497e-06	2.2678950471744725e-06	5.887519470899472e-06	2.0874741083216764e-06	-8.284105026454976e-07	1.8240228547326335e-07	0.8737012319631038	0.013713602565785658
1.7903236606690536e-06	1.0172951061989454e-06	1.7838126124216854e-06	1.0105927244642833e-06	-6.511048247368188e-09	5.387639661592472e-08	0.9982513057896027	0.044584304960123174
4.5928979315870835e-06	9.847395126681835e-07	4.59682262947624e-06	9.766223829726354e-07	3.924697889155815e-09	2.1895358924207095e-08	1.0010963986536927	0.005231291251032343
1.0171845865653687e-05	3.444048596078437e-06	1.0121295838997695e-05	3.4199060897185677e-06	-5.055002665599177e-08	3.195808804045014e-08	0.9952634608488434	0.0027207720109939278
2.624190698602792e-06	7.870420617077723e-07	2.6139987358616066e-06	7.810155098989004e-07	-1.0191962741185224e-08	3.10093074774816e-08	0.9964851897434936	0.014073562886334216
4.682046087824363e-06	1.4470936011576477e-06	4.685068030605466e-06	1.4616265196417112e-06	3.0219427811022864e-09	3.544688664781119e-08	1.0001091050334852	0.00886288765731563
1.0573015921490351e-05	3.2252781977629076e-06	1.043793681304059e-05	3.206441028018743e-06	-1.3507910844975963e-07	3.083974418261618e-08	0.9867295935417241	0.003826008276987493
2.719721133333333e-06	8.35558576998987e-07	2.7109779333333336e-06	8.097951755888482e-07	-8.743199999999884e-09	2.5909755337323496e-08	0.9983646941653584	0.007875223076011928
4.810333266666668e-06	1.5614293750780572e-06	4.818439666666667e-06	1.6003038213715075e-06	8.106399999999474e-09	3.8961034806071365e-08	1.0002239707209937	0.006794828347977838
1.0354916933333333e-05	3.2222902215886215e-06	1.0177213266666663e-05	3.1422663301293974e-06	-1.7770366666666982e-07	8.018257385351208e-08	0.9833505059090871	0.0026431563894906804
2.7799877045908194e-06	7.769984200323884e-07	2.77533994677312e-06	8.021563197418174e-07	-4.647757817698762e-09	8.978929323797851e-08	0.9968084561066243	0.03854848497241056
5.110113140385894e-06	1.6237041614131083e-06	5.175673938789086e-06	1.6483600800850476e-06	6.556079840319235e-08	3.0396103326088335e-08	1.012716832675911	0.004289920758448072
1.0606477285429144e-05	3.2403121118633677e-06	1.0359628456420497e-05	3.1325138647904507e-06	-2.4684882900864673e-07	1.0967396794950032e-07	0.9772704035876144	0.003202766160134958
3.184371640211641e-06	9.022716937372369e-07	3.0206946031746033e-06	8.253812307296989e-07	-1.636770370370372e-07	9.177052056041837e-08	0.9501387113594966	0.01894962004017321
5.962292962962963e-06	1.9440178568014316e-06	5.721667248677249e-06	1.9132479664086666e-06	-2.40625714285715e-07	6.582687694911301e-08	0.9580665802076717	0.01409434904139324
1.167411436507936e-05	3.658458983797276e-06	1.0664344814814813e-05	3.3265631833927637e-06	-1.0097695502645444e-06	3.403413592656504e-07	0.913597669377802	0.006978151371624224
1.8044831772624166e-06	9.795334680765154e-07	1.8112722375049865e-06	1.0322698606481e-06	6.789060242569838e-09	5.314154632332718e-08	0.9947609104231523	0.02600068954819575
4.6007375272934174e-06	9.509117752349779e-07	4.608311475429552e-06	9.323572237479444e-07	7.573948136134517e-09	2.5796761456278212e-08	1.0021902673699306	0.005795444027415924
1.0221365917632909e-05	3.4407882686242294e-06	1.021369838331331e-05	3.428858629397476e-06	-7.667534319600334e-09	3.586113027282989e-08	0.9993308915421037	0.0037323409068186464
2.6463668396540236e-06	8.236343627606801e-07	2.652307551563536e-06	8.196061902047132e-07	5.9407119095125655e-09	2.4381185703414406e-08	1.002758030040985	0.011379699318405207
4.6780330006653454e-06	1.4673312229858336e-06	4.670965914837006e-06	1.4895031467372827e-06	-7.067085828339322e-09	2.3771837147844767e-08	0.9975152511593585	0.0051613745006465275
1.0573920964737188e-05	3.2041446668353604e-06	1.0502706154357945e-05	3.190072705766358e-06	-7.121481037924445e-08	1.886108999082062e-08	0.9930855003519644	0.0017051313576701037
2.6617840666666663e-06	8.53260227732298e-07	2.6627376e-06	8.396235993528519e-07	9.535333333336928e-10	2.2332576344285153e-08	1.0014594975670674	0.009796380474955634
4.7592316e-06	1.5760043034132992e-06	4.8019880000000004e-06	1.57877763992029e-06	4.275639999999978e-08	1.8369204739454925e-08	1.0094714634845317	0.005238959221629068
1.0322412599999999e-05	3.205454473697415e-06	1.0267578533333336e-05	3.1693916772153106e-06	-5.483406666666335e-08	4.4369582024774846e-08	0.9951560653016945	0.0038623020924476096
2.620550053226876e-06	7.560131846872356e-07	2.691877258815697e-06	7.851046334326213e-07	7.132720558882086e-08	4.545375774689914e-08	1.0266862528083822	0.016547302103183885
4.85161186294079e-06	1.566393941259214e-06	4.999215894876912e-06	1.5820407140696095e-06	1.476040319361219e-07	1.832988402992746e-08	1.0316877591998115	0.006291737305014561
1.0109829627411843e-05	3.0865077507479665e-06	1.0150241190951432e-05	3.0635645848597563e-06	4.041156353958785e-08	4.4542825496464616e-08	1.0048011954588354	0.006253275324379493
2.884959021164019e-06	8.116825779097546e-07	2.857301904761904e-06	8.221649857839357e-07	-2.765711640211496e-08	9.040081893997614e-08	0.9894400939534824	0.0377612398051129
5.444112142857143e-06	1.7821617859895196e-06	5.455023994708995e-06	1.8268632483142887e-06	1.0911851851851798e-08	4.4711646841228975e-08	1.0005254694937382	0.006788603232523386
1.0826032328042323e-05	3.3792222533994285e-06	1.0550147671957674e-05	3.2839829083477096e-06	-2.758846560846484e-07	1.498393018054152e-07	0.9744369015186329	0.012260463624469704
