Type	Chip	Disp	Electrolyte	Potential [V]	Width [s]	VDS [V]	IDSant (5sp 1sa) [A]	Std IDSant [A]	IDSdep (5sp 10sd) [A]	Std IDSdep [A]	delIDS [A]	Std del IDS [A]	RatioIDS	Std RazIDS
Standard	1	1	KCl	-0.5	0.01	0.4	2.676377413034764e-05	1.6880256502344345e-07	2.700262958816428e-05	1.619685358215914e-07	2.388554578166347e-07	2.339404038525282e-07	1.0089245805413445	0.0087816368838368
Standard	1	1	KCl	0.1	0.1	0.4	2.728117824351301e-05	6.383216106093052e-08	2.742220738522956e-05	5.847781464238653e-08	1.4102914171654386e-07	8.65690452243635e-08	1.0051694666725062	0.0031821441828408
Standard	1	1	KCl	-0.1	0.1	0.4	2.720386886227548e-05	5.943496839826692e-08	2.7378044111776417e-05	6.070933791649752e-08	1.741752495009449e-07	8.495963264258192e-08	1.006402591130796	0.0031328734383405
Standard	1	1	KCl	0.2	0.1	0.4	2.7102173253492986e-05	6.40119835905248e-08	2.72900305389222e-05	5.340762684775447e-08	1.878572854292165e-07	8.33661121121922e-08	1.0069314472928848	0.0030885819390513
Standard	1	1	KCl	-0.2	0.1	0.4	2.708080319361274e-05	6.388627105865892e-08	2.725274371257492e-05	5.3590598666083414e-08	1.7194051896218265e-07	8.338709669469049e-08	1.0063491661503872	0.0030906863301347
Standard	1	1	KCl	0.3	0.1	0.4	2.704266287425148e-05	6.894298179598953e-08	2.7212218762475098e-05	6.164226834944905e-08	1.695558882236168e-07	9.248191167027005e-08	1.0062699405384763	0.0034317849825132
Standard	1	1	KCl	-0.3	0.1	0.4	2.6950342914171635e-05	7.095805334625963e-08	2.714207704590817e-05	5.0605107766468566e-08	1.9173413173653373e-07	8.715458832870776e-08	1.007114348501878	0.0032491640382235
Standard	1	1	KCl	0.4	0.1	0.4	2.695621736526948e-05	5.6867846080577934e-08	2.7090322155688607e-05	5.2063933467840454e-08	1.3410479041912876e-07	7.710126513869937e-08	1.0049749113016098	0.0028679902997636
Standard	1	1	KCl	-0.4	0.1	0.4	2.684728882235524e-05	6.219131768028705e-08	2.7049086826347305e-05	5.277258593349183e-08	2.017980039920628e-07	8.156412091672516e-08	1.007516513318247	0.00305137371099
Standard	1	1	KCl	0.5	0.1	0.4	2.6823636127744485e-05	5.8262059971954886e-08	2.702869181636725e-05	5.333738944581184e-08	2.050556886227693e-07	7.898952300824373e-08	1.0076445895569943	0.0029570416428764
Standard	1	1	KCl	-0.5	0.1	0.4	2.676345329341317e-05	5.3178481871258135e-08	2.686666047904189e-05	5.2978442360738304e-08	1.0320718562871557e-07	7.506441426602755e-08	1.003856273123548	0.0028101692487703
Standard	1	1	KCl	0.1	1.0	0.4	2.674555400000001e-05	4.2884692145428414e-08	2.6991596000000003e-05	3.4424510489605685e-08	2.460419999999887e-07	5.4992215293231655e-08	1.009199360761044	0.0020676490620631
Standard	1	1	KCl	-0.1	1.0	0.4	2.6818990000000005e-05	2.9289729689878014e-08	2.700733800000001e-05	2.0455615365957972e-08	1.8834800000000425e-07	3.5725627570500945e-08	1.0070229341224262	0.0013383973163327
Standard	1	1	KCl	0.2	1.0	0.4	2.674602800000001e-05	4.246114209197747e-08	2.696418800000001e-05	2.938180500422188e-08	2.1815999999999454e-07	5.163563743250605e-08	1.0081567251780337	0.0019412533997402
Standard	1	1	KCl	-0.2	1.0	0.4	2.678655600000001e-05	5.956115074065505e-08	2.6968238e-05	2.5576287567085933e-08	1.8168199999998586e-07	6.482034528807531e-08	1.006782581530824	0.0024337485476455
Standard	1	1	KCl	0.3	1.0	0.4	2.6732920000000004e-05	4.751185029408298e-08	2.6962046e-05	2.5465833132706453e-08	2.291259999999953e-07	5.3906257294586894e-08	1.0085709305231152	0.0020299134615357
Standard	1	1	KCl	-0.3	1.0	0.4	2.6717182000000006e-05	4.767847967888436e-08	2.6837834e-05	2.3038075050681427e-08	1.206519999999957e-07	5.295271783894211e-08	1.0045158954263962	0.0019892317177806
Standard	1	1	KCl	0.4	1.0	0.4	2.6633748e-05	3.874734086992013e-08	2.6923896000000004e-05	2.662165728752985e-08	2.901480000000106e-07	4.7011371616072585e-08	1.01089399809595	0.0017781908075439
Standard	1	1	KCl	-0.4	1.0	0.4	2.672576200000001e-05	4.049926625689608e-08	2.6685954000000003e-05	2.2605410315015465e-08	-3.9808000000011264e-08	4.638097824385736e-08	0.9985105008418464	0.0017334702662896
Standard	1	1	KCl	0.5	1.0	0.4	2.654362e-05	3.247603197838703e-08	2.6845456e-05	3.2323676543768e-08	3.018360000000029e-07	4.5820439962612254e-08	1.0113713201138357	0.0017361204251067
Standard	1	1	KCl	-0.5	1.0	0.4	2.6676172000000007e-05	5.583604658246461e-08	2.6580581999999985e-05	2.1109468714009696e-08	-9.55900000000226e-08	5.969316348918789e-08	0.9964166522842924	0.002230681894545
Standard	1	1	KCl	0.1	10.0	0.4	2.6299782235528952e-05	7.524229650796438e-08	2.653896606786423e-05	6.120427996723263e-08	2.391838323352785e-07	9.699158247033517e-08	1.0090945175968855	0.0037081442339739
Standard	1	1	KCl	-0.1	10.0	0.4	2.623565489021957e-05	6.61752419038868e-08	2.658414950099804e-05	5.795846879232165e-08	3.484946107784689e-07	8.796787337311535e-08	1.0132832442047552	0.0033782661144932
Standard	1	1	KCl	0.2	10.0	0.4	2.621335988023953e-05	6.694006190007325e-08	2.6543698003992e-05	7.134415095863137e-08	3.303381237524689e-07	9.783128212996917e-08	1.012601899384958	0.0037542081949048
Standard	1	1	KCl	-0.2	10.0	0.4	2.634301836327341e-05	8.14072801542697e-08	2.6665117764471057e-05	6.318917236198301e-08	3.220994011976421e-07	1.030534655696166e-07	1.0122271258652236	0.0039419005742445
Standard	1	1	KCl	0.3	10.0	0.4	2.6241078443113792e-05	8.075884752998428e-08	2.6710822754491005e-05	7.155875321159246e-08	4.697443113772128e-07	1.0790109645211601e-07	1.0179011054136184	0.0041533099008221
Standard	1	1	KCl	-0.3	10.0	0.4	2.6310515968063845e-05	7.869338793387275e-08	2.6670020558882247e-05	6.497510535956838e-08	3.5950459081840285e-07	1.0205103439455185e-07	1.0136639126064566	0.0039103172410234
Standard	1	1	KCl	0.4	10.0	0.4	2.6179192614770475e-05	7.284464870770755e-08	2.6871654491017925e-05	6.458170425740124e-08	6.924618762474496e-07	9.73506002556726e-08	1.0264508492082662	0.0037740140260992
Standard	1	1	KCl	-0.4	10.0	0.4	2.6451807984031865e-05	7.206432804188034e-08	2.666233552894214e-05	6.479025123558069e-08	2.105275449102757e-07	9.690739925979545e-08	1.0079589094642365	0.0036796982886884
Standard	1	1	KCl	0.5	10.0	0.4	2.616681736526949e-05	5.988030225244626e-08	2.727825029940122e-05	4.788723947890678e-08	1.1114329341317309e-06	7.667358282195043e-08	1.042474899358869	0.0030067074764625
Standard	1	1	KCl	-0.5	10.0	0.4	2.6626406986028e-05	5.24666466538296e-08	2.6767977245508928e-05	6.467033014603842e-08	1.4157025948093033e-07	8.327665106316064e-08	1.005316911874562	0.0031342075299781
Standard	1	1	KCl	0.1	40.0	0.4	2.6277508730158723e-05	3.630233495485669e-08	2.6559649999999985e-05	2.7809499815710345e-08	2.82141269841262e-07	4.5729944272594574e-08	1.010736987008112	0.0017520677739972
Standard	1	1	KCl	-0.1	40.0	0.4	2.6326710317460323e-05	3.960363585200748e-08	2.6640911111111096e-05	3.067861593285388e-08	3.142007936507739e-07	5.009616201121568e-08	1.0119346773623437	0.0019170891917666
Standard	1	1	KCl	0.2	40.0	0.4	2.627570952380953e-05	5.995663690177616e-08	2.668594761904762e-05	3.32159545141445e-08	4.10238095238093e-07	6.854267242278451e-08	1.0156128265486557	0.0026398140904117
Standard	1	1	KCl	-0.2	40.0	0.4	2.6486218253968243e-05	2.9549441688921705e-08	2.700241269841269e-05	2.6027004388909533e-08	5.161944444444492e-07	3.937733436365773e-08	1.0194891712925878	0.0015030954887558
Standard	1	1	KCl	0.3	40.0	0.4	2.640391825396825e-05	3.679488312424672e-08	2.715266349206351e-05	3.961764375260016e-08	7.487452380952642e-07	5.4068670416747946e-08	1.028357353287243	0.0020748460328857
Standard	1	1	KCl	-0.3	40.0	0.4	2.6815942063492065e-05	4.8605081797153176e-08	2.7383792857142853e-05	6.388559296563991e-08	5.678507936507879e-07	8.0273426269715e-08	1.021175865919843	0.0030168912467151
Standard	1	1	KCl	0.4	40.0	0.4	2.6602311904761896e-05	5.5889433143867687e-08	2.798249126984128e-05	3.324694998303754e-08	1.380179365079386e-06	6.50306729191499e-08	1.0518819330447866	0.0025388393996976
Standard	1	1	KCl	-0.4	40.0	0.4	2.738228095238096e-05	3.795154534779477e-08	2.7559485714285708e-05	9.238341731223056e-08	1.772047619047502e-07	9.987499981762937e-08	1.0064715120779353	0.0036508494401182
Standard	1	1	KCl	0.5	40.0	0.4	2.658519126984125e-05	2.825081384977449e-08	2.9121317460317465e-05	3.9211935079748665e-08	2.536126190476211e-06	4.832891821542288e-08	1.095396198760971	0.0018789476305724
Standard	1	1	KCl	-0.5	40.0	0.4	2.806129603174605e-05	3.995009967605804e-08	2.742438174603174e-05	8.035985206635839e-08	-6.36914285714312e-07	8.97424998997352e-08	0.9773027487756174	0.0031838349156111
Standard	1	2	MgCl2	0.1	0.01	0.1	6.388489076369446e-06	1.9121440962183466e-07	6.3666585885645564e-06	1.891640413462537e-07	-2.1830487804889363e-08	2.689720896031295e-07	0.9965828402390732	0.042029964377672
Standard	1	2	MgCl2	-0.1	0.01	0.1	6.356868228708514e-06	1.901303130954701e-07	6.3436366133546335e-06	1.8855489556160013e-07	-1.3231615353880362e-08	2.677731961904093e-07	0.997918532384528	0.0420792648826599
Standard	1	2	MgCl2	0.2	0.01	0.1	6.313083478608532e-06	1.923471069117874e-07	6.2977878328668425e-06	1.951056212176917e-07	-1.5295645741689858e-08	2.739773949946892e-07	0.9975771513566204	0.0433465548303176
Standard	1	2	MgCl2	-0.2	0.01	0.1	6.253188192722899e-06	1.8497158426940346e-07	6.2606333346661065e-06	1.8523376417099445e-07	7.445141943207907e-09	2.617747779601552e-07	1.0011906153651144	0.0418875031511004
Standard	1	2	MgCl2	0.3	0.01	0.1	6.270194918032766e-06	2.539860565000433e-07	6.27334556977209e-06	1.8902938748703925e-07	3.150651739324294e-09	3.166086325894611e-07	1.000502480669343	0.0505105544861076
Standard	1	2	MgCl2	-0.3	0.01	0.1	6.247525705717717e-06	1.907456323839463e-07	6.2667632027188845e-06	1.947854667577082e-07	1.9237497001167772e-08	2.72626620735338e-07	1.0030792185430404	0.0437033633733816
Standard	1	2	MgCl2	0.4	0.01	0.1	6.250833498600552e-06	1.839833164465592e-07	6.253574246301463e-06	1.8775274513796534e-07	2.740747700910968e-09	2.628706032205132e-07	1.0004384611590638	0.0420627217566852
Standard	1	2	MgCl2	-0.4	0.01	0.1	6.288793682526963e-06	1.9331424714943657e-07	6.316529680127918e-06	1.9530372625912133e-07	2.773599760095441e-08	2.747980051631585e-07	1.004410384407747	0.0437919359067881
Standard	1	2	MgCl2	0.5	0.01	0.1	6.305805257097144e-06	2.3621743137960282e-07	6.316262914834044e-06	1.966296863906878e-07	1.0457657736899368e-08	3.073465608359358e-07	1.0016584174915852	0.0487880192254531
Standard	1	2	MgCl2	-0.5	0.01	0.1	6.279651539384231e-06	1.939478699807476e-07	6.328584054378228e-06	1.978922769400452e-07	4.8932514993997044e-08	2.770868628112573e-07	1.00779223412113	0.0442933474518211
Standard	1	2	MgCl2	0.6	0.01	0.1	6.323736677329044e-06	2.49628340295959e-07	6.32275471411433e-06	1.931802461908797e-07	-9.819632147139315e-10	3.15646821300776e-07	0.9998447178836156	0.0499097579231133
Standard	1	2	MgCl2	-0.6	0.01	0.1	6.3557147940823605e-06	1.933422036067849e-07	6.398865689724124e-06	1.9673602867388882e-07	4.315089564176313e-08	2.7583740260142506e-07	1.0067893064808289	0.0435449158943947
Standard	1	2	MgCl2	0.7	0.01	0.1	6.369918844462192e-06	1.9444937339571026e-07	6.355919760095936e-06	1.919513639889609e-07	-1.3999084366256046e-08	2.732322911941539e-07	0.997802313544634	0.0428464383451094
Standard	1	2	MgCl2	-0.7	0.01	0.1	6.389032387045175e-06	1.857611713040704e-07	6.369666245501776e-06	1.8899421494981752e-07	-1.936614154339881e-08	2.6500193593398144e-07	0.9969688459268626	0.0414159019793114
Standard	1	2	MgCl2	0.8	0.01	0.1	6.341882495001975e-06	1.8900219287450765e-07	6.393074374250292e-06	1.941208673858085e-07	5.1191879248316514e-08	2.709330914930681e-07	1.0080720321274732	0.042889404647911
Standard	1	2	MgCl2	-0.8	0.01	0.1	6.407006769292275e-06	2.015454732217981e-07	6.381349004398244e-06	1.977308903078337e-07	-2.5657764894030697e-08	2.823439086612762e-07	0.9959953585476132	0.0439781541364966
Standard	1	2	MgCl2	0.1	0.1	0.1	6.922704970059876e-06	5.275783471152983e-08	6.9708887025948114e-06	5.5046723184158433e-08	4.81837325349357e-08	7.624651373513722e-08	1.0069602464272749	0.0110507465136897
Standard	1	2	MgCl2	-0.1	0.1	0.1	6.94514305389222e-06	5.2017198725566456e-08	6.964654331337319e-06	5.3293005374082576e-08	1.9511277445099423e-08	7.447102379487653e-08	1.002809341333029	0.0107374563194911
Standard	1	2	MgCl2	0.2	0.1	0.1	6.90538301397205e-06	5.5098976860716673e-08	6.897316566866265e-06	5.4098842310996064e-08	-8.066447105785013e-09	7.72177569635884e-08	0.9988318610148832	0.011175606533362
Standard	1	2	MgCl2	-0.2	0.1	0.1	6.888846007984028e-06	5.361391935339108e-08	6.88530085828343e-06	5.04523241948462e-08	-3.545149700598137e-09	7.361989788836838e-08	0.9994853782917358	0.0106839094795981
Standard	1	2	MgCl2	0.3	0.1	0.1	6.893676506986019e-06	4.853361466421435e-08	6.919706926147696e-06	5.493634790311901e-08	2.6030419161677162e-08	7.330425685665854e-08	1.0037759850110892	0.0106511699961367
Standard	1	2	MgCl2	-0.3	0.1	0.1	6.920801636726542e-06	5.4824240698032254e-08	6.922633692614772e-06	5.293343621698212e-08	1.8320558882297182e-09	7.620791322332012e-08	1.00026471729496	0.0110129373069335
Standard	1	2	MgCl2	0.4	0.1	0.1	6.922491017964069e-06	5.566698495124078e-08	6.888513053892215e-06	5.294779850055224e-08	-3.3977964071854774e-08	7.682631436960092e-08	0.9950916564595488	0.0110695074922403
Standard	1	2	MgCl2	-0.4	0.1	0.1	6.910260818363271e-06	5.1118244753990984e-08	6.909975608782431e-06	5.3941942774418456e-08	-2.8520958083997527e-10	7.431559820796412e-08	0.9999587266547042	0.0107541739638123
Standard	1	2	MgCl2	0.5	0.1	0.1	6.841685269461068e-06	5.7453594301638354e-08	6.8770441516966e-06	5.5084237062238973e-08	3.535888223553216e-08	7.959389845274695e-08	1.0051681538748007	0.0116650347645384
Standard	1	2	MgCl2	-0.5	0.1	0.1	6.798379580838321e-06	5.449058887940151e-08	6.89822103792415e-06	5.67157226677096e-08	9.984145708582838e-08	7.865047663011653e-08	1.014686066863233	0.0116508659763601
Standard	1	2	MgCl2	0.6	0.1	0.1	6.878709600798396e-06	5.4726602111224727e-08	6.874426666666659e-06	5.5211106472037444e-08	-4.282934131737591e-09	7.773845416849348e-08	0.9993773637236786	0.0112978268260545
Standard	1	2	MgCl2	-0.6	0.1	0.1	6.866193752495006e-06	5.351664096606411e-08	6.900957225548898e-06	5.5247577287036e-08	3.47634730538925e-08	7.691765503691353e-08	1.0050629904000683	0.0112298638815245
Standard	1	2	MgCl2	0.7	0.1	0.1	6.864456686626747e-06	5.240900456791375e-08	6.933817145708576e-06	5.8024032800527775e-08	6.936045908182884e-08	7.81888236401874e-08	1.0101042897126813	0.0114422400846239
Standard	1	2	MgCl2	-0.7	0.1	0.1	6.898006686626733e-06	5.837240566054818e-08	6.950544530938119e-06	5.8535375646095693e-08	5.2537844311385816e-08	8.26663652559439e-08	1.0076163806006802	0.0120296917267403
Standard	1	2	MgCl2	0.8	0.1	0.1	6.916946906187626e-06	6.216342053176593e-08	7.057380339321361e-06	6.328103313382792e-08	1.404334331337355e-07	8.870614413158656e-08	1.020302806286992	0.0129529859114071
Standard	1	2	MgCl2	-0.8	0.1	0.1	6.988567764471054e-06	5.6370636772990375e-08	6.994659021956081e-06	6.164118974226184e-08	6.091257485026925e-09	8.353014403814913e-08	1.0008716031224587	0.0119571437515796
Standard	1	2	MgCl2	0.1	1.0	0.1	6.9460858e-06	1.9332285155845842e-08	6.9828026e-06	2.2794055867659017e-08	3.671679999999996e-08	2.98882289914424e-08	1.0052859698335428	0.004312418479699
Standard	1	2	MgCl2	-0.1	1.0	0.1	6.9346424e-06	2.8088369192930383e-08	6.9143784000000015e-06	2.519883374042428e-08	-2.0263999999998626e-08	3.773509912264583e-08	0.9970778594149284	0.0054327305431691
Standard	1	2	MgCl2	0.2	1.0	0.1	6.9150932e-06	2.9773166760335894e-08	6.947516e-06	2.3961323938755024e-08	3.242279999999959e-08	3.8217620331945386e-08	1.004688700363431	0.0055424376174289
Standard	1	2	MgCl2	-0.2	1.0	0.1	6.935357600000001e-06	2.0046035442939522e-08	6.913901400000002e-06	2.9738553826880706e-08	-2.145619999999922e-08	3.5863980826086064e-08	0.9969062590226062	0.0051661868783538
Standard	1	2	MgCl2	0.3	1.0	0.1	6.865741000000001e-06	2.401462422214044e-08	6.906034000000002e-06	2.4846421990183724e-08	4.029300000000114e-08	3.455498317529469e-08	1.0058687037568124	0.0050472449418639
Standard	1	2	MgCl2	-0.3	1.0	0.1	6.916762400000005e-06	2.08959375565526e-08	6.971119e-06	2.0048164173676653e-08	5.43565999999949e-08	2.8958057481503094e-08	1.007858676770507	0.0042038130078362
Standard	1	2	MgCl2	0.4	1.0	0.1	6.921768800000002e-06	2.3442597947552856e-08	6.934881000000005e-06	2.8879984329946424e-08	1.3112200000002676e-08	3.7196893599177886e-08	1.0018943423825428	0.0053779457374908
Standard	1	2	MgCl2	-0.4	1.0	0.1	6.9067494000000025e-06	2.0979542067140986e-08	6.918669400000001e-06	2.6913172437545496e-08	1.1919999999998692e-08	3.412418549943715e-08	1.0017258480523412	0.004943925981237
Standard	1	2	MgCl2	0.5	1.0	0.1	6.9456088000000015e-06	2.2301578295021504e-08	6.954668999999998e-06	2.4678518978650046e-08	9.060199999996703e-09	3.326243667304853e-08	1.001304450086506	0.0047917971727819
Standard	1	2	MgCl2	-0.5	1.0	0.1	7.009269999999999e-06	1.8886233405443788e-08	7.0009244e-06	2.2599906461789496e-08	-8.34559999999896e-09	2.9452429175308026e-08	0.998809348191752	0.0041998688300214
Standard	1	2	MgCl2	0.6	1.0	0.1	6.868601999999999e-06	2.331375559621412e-08	7.054329599999999e-06	3.5028435385426835e-08	1.857276000000008e-07	4.207757699239618e-08	1.0270400876335537	0.0061774010371742
Standard	1	2	MgCl2	-0.6	1.0	0.1	6.990194199999999e-06	2.2452061683434235e-08	7.042647599999999e-06	2.0895937556552607e-08	5.2453400000000286e-08	3.067140818749738e-08	1.0075038544708816	0.004405449924267
Standard	1	2	MgCl2	0.7	1.0	0.1	7.002116999999998e-06	1.9991612756659945e-08	7.208345799999999e-06	2.035518026529496e-08	2.0622880000000098e-07	2.8530649208262025e-08	1.0294523499107486	0.0041339317151049
Standard	1	2	MgCl2	-0.7	1.0	0.1	7.197379200000001e-06	1.8270633495490333e-08	7.210253999999999e-06	3.0402887752209824e-08	1.2874799999998708e-08	3.5470433208518946e-08	1.0017888177963443	0.0049305834853626
Standard	1	2	MgCl2	0.8	1.0	0.1	7.065057200000003e-06	2.509736461000141e-08	7.6746958e-06	1.7198551682022435e-08	6.096385999999978e-07	3.0424790719519306e-08	1.086289265994902	0.0045625211165004
Standard	1	2	MgCl2	-0.8	1.0	0.1	7.610319799999998e-06	2.2721989034269666e-08	7.472276400000001e-06	2.9170183949942293e-08	-1.380433999999967e-07	3.6975511049165246e-08	0.9818610250780792	0.0048255102420642
Standard	1	2	MgCl2	0.1	10.0	0.1	7.234671077844311e-06	5.840474174616237e-08	7.22734235528942e-06	6.127761644549757e-08	-7.328722554890989e-09	8.465258493204703e-08	0.9989869998959132	0.0116953176678023
Standard	1	2	MgCl2	-0.1	10.0	0.1	7.171973273453087e-06	5.888716539334421e-08	7.228889241516967e-06	5.866409843356964e-08	5.691596806387957e-08	8.312144544632644e-08	1.007935886804619	0.0116360124258415
Standard	1	2	MgCl2	0.2	10.0	0.1	7.184917325349284e-06	6.114443475928066e-08	7.1967668463073794e-06	6.341060956050127e-08	1.1849520958095586e-08	8.808829267766667e-08	1.0016492216154371	0.0122699141561192
Standard	1	2	MgCl2	-0.2	10.0	0.1	7.174614510978032e-06	6.32410703230928e-08	7.2470683233532915e-06	6.22348377774317e-08	7.245381237525963e-08	8.872771837928442e-08	1.010098634883365	0.0124304996122383
Standard	1	2	MgCl2	0.3	10.0	0.1	7.123861457085811e-06	6.414960376551564e-08	7.114081936127734e-06	6.148698211852585e-08	-9.779520958076986e-09	8.885843028838949e-08	0.998627216290352	0.0124644304203511
Standard	1	2	MgCl2	-0.3	10.0	0.1	7.107181257485023e-06	6.521107148801927e-08	7.2309354291417156e-06	6.507246952487264e-08	1.237541716566931e-07	9.212442745917632e-08	1.0174125531871527	0.0130757402381558
Standard	1	2	MgCl2	0.4	10.0	0.1	7.159148123752482e-06	6.179090865550241e-08	7.199075049900199e-06	5.70716557587696e-08	3.992692614771735e-08	8.411474474502161e-08	1.0055770498748655	0.0117846731766374
Standard	1	2	MgCl2	-0.4	10.0	0.1	7.145966127744503e-06	5.7842475297791776e-08	7.28873185628743e-06	6.232806443286456e-08	1.427657285429277e-07	8.50325794300218e-08	1.019978506193674	0.0120099712882057
Standard	1	2	MgCl2	0.5	10.0	0.1	7.0375124151696605e-06	5.825320269612049e-08	7.188415169660668e-06	5.6126790881193054e-08	1.5090275449100736e-07	8.08928444238208e-08	1.021442627108654	0.0116229918020756
Standard	1	2	MgCl2	-0.5	10.0	0.1	7.134640019960058e-06	5.3053851846963936e-08	7.345719640718561e-06	5.4098535838511e-08	2.110796207585025e-07	7.57717808664298e-08	1.0295851816164487	0.0107754499354339
Standard	1	2	MgCl2	0.6	10.0	0.1	7.064780159680633e-06	5.365661941992301e-08	7.447392195608781e-06	5.199487577415352e-08	3.826120359281483e-07	7.471612887686376e-08	1.0541576704837543	0.0108750166208889
Standard	1	2	MgCl2	-0.6	10.0	0.1	7.451746626746515e-06	5.342412496988963e-08	7.605862315369272e-06	6.354356885026489e-08	1.5411568862275737e-07	8.301760217584423e-08	1.020681820832393	0.0112366826828975
Standard	1	2	MgCl2	0.7	10.0	0.1	7.187415928143702e-06	5.7717474859758326e-08	8.288424231536936e-06	6.412479794009703e-08	1.1010083033932345e-06	8.627454210278431e-08	1.15318555575475	0.0128590580695442
Standard	1	2	MgCl2	-0.7	10.0	0.1	8.27633634730538e-06	5.364353414560916e-08	8.08672053892215e-06	6.77416258552229e-08	-1.896158083832304e-07	8.640923925796442e-08	0.9770894027953606	0.0103489852029768
Standard	1	2	MgCl2	0.8	10.0	0.1	7.61266738522954e-06	5.665303680606449e-08	9.634395049900183e-06	5.997891200620025e-08	2.0217276646706435e-06	8.250476631563058e-08	1.2655741492913897	0.012279288040851
Standard	1	2	MgCl2	-0.8	10.0	0.1	9.587378123752492e-06	6.022861265605129e-08	8.715127465069843e-06	7.63202975345437e-08	-8.722506586826489e-07	9.72228039002884e-08	0.909020939048845	0.0097969250770669
Standard	1	2	MgCl2	0.1	40.0	0.1	7.984939920634925e-06	2.6207785087520288e-08	7.923256190476197e-06	2.9752596897941866e-08	-6.168373015872787e-08	3.964927516821804e-08	0.9922749913246908	0.0049487844080436
Standard	1	2	MgCl2	-0.1	40.0	0.1	7.861568095238093e-06	2.7297902445844817e-08	7.975857619047624e-06	2.7380973757076483e-08	1.1428952380953153e-07	3.866384877154073e-08	1.0145377515560488	0.0049538528603605
Standard	1	2	MgCl2	0.2	40.0	0.1	7.821832857142856e-06	2.9343233192193184e-08	7.751062380952382e-06	2.85840702330111e-08	-7.077047619047343e-08	4.096430647841044e-08	0.9909521876159952	0.0052129152919378
Standard	1	2	MgCl2	-0.2	40.0	0.1	7.728922936507936e-06	2.356835916452257e-08	7.920039285714285e-06	3.8498347168231874e-08	1.9111634920634882e-07	4.5139675324415457e-08	1.024727423313228	0.0058800789968631
Standard	1	2	MgCl2	0.3	40.0	0.1	7.695905952380953e-06	2.569230310201316e-08	7.614351507936502e-06	3.5721502769451586e-08	-8.15544444444506e-08	4.4001365874182264e-08	0.9894028792777516	0.0056969184248457
Standard	1	2	MgCl2	-0.3	40.0	0.1	7.639139999999992e-06	2.822801870482581e-08	7.900359365079363e-06	4.5197406752972593e-08	2.612193650793712e-07	5.3288147060989546e-08	1.0341948655319018	0.0070434229518995
Standard	1	2	MgCl2	0.4	40.0	0.1	7.568370793650797e-06	2.516753695070454e-08	7.574803809523812e-06	3.3996372391351325e-08	6.433015873015329e-09	4.229844266561729e-08	1.0008499868793972	0.005590526095964
Standard	1	2	MgCl2	-0.4	40.0	0.1	7.642640634920627e-06	2.1550911618621712e-08	7.873679444444443e-06	4.490299374082855e-08	2.310388095238167e-07	4.980683325089573e-08	1.03023023331336	0.0065543013050364
Standard	1	2	MgCl2	0.5	40.0	0.1	7.53828611111111e-06	3.0955611755472704e-08	7.746710634920638e-06	3.635985799193456e-08	2.084245238095277e-07	4.775237347346419e-08	1.0276487945319983	0.0064088306717095
Standard	1	2	MgCl2	-0.5	40.0	0.1	7.723435873015871e-06	2.3611760841405773e-08	8.014649047619046e-06	3.9800483764468494e-08	2.912131746031743e-07	4.6277356859672345e-08	1.037705132714394	0.0060514353188965
Standard	1	2	MgCl2	0.6	40.0	0.1	7.508482777777775e-06	2.8956266296299725e-08	8.249754523809521e-06	3.06218199487135e-08	7.412717460317457e-07	4.214452769688673e-08	1.098724571657223	0.0058810192617345
Standard	1	2	MgCl2	-0.6	40.0	0.1	8.281355793650792e-06	2.6656369455818283e-08	8.254580634920631e-06	4.7458068173848426e-08	-2.677515873016039e-08	5.443188649457894e-08	0.9967668145896244	0.0065677327805607
Standard	1	2	MgCl2	0.7	40.0	0.1	7.71293468253968e-06	3.0549120620705575e-08	9.33957492063492e-06	4.37715191739292e-08	1.626640238095239e-06	5.337784804103729e-08	1.2108977069101312	0.0074302707571737
Standard	1	2	MgCl2	-0.7	40.0	0.1	9.387162857142856e-06	2.8112373442515026e-08	8.685626904761908e-06	3.995472026110135e-08	-7.015359523809462e-07	4.8853712363691333e-08	0.925266455577988	0.0050788212432178
Standard	1	2	MgCl2	0.8	40.0	0.1	8.128748174603176e-06	2.9170946708005075e-08	1.0668186507936506e-05	5.2501936502456254e-08	2.53943833333333e-06	6.006161393393638e-08	1.312402140992306	0.0079935843924506
Standard	1	2	MgCl2	-0.8	40.0	0.1	1.0585967460317454e-05	2.4262962158368163e-08	8.920828412698414e-06	3.9148222833997294e-08	-1.6651390476190407e-06	4.605729783387984e-08	0.8427031772144606	0.0041721335114502
Standard	1	2	MgCl2	0.1	0.01	0.05	3.532347429028391e-06	2.206544435651081e-07	3.5281672810875715e-06	2.1802600568731346e-07	-4.180147940819379e-09	3.101994884279984e-07	0.9988166090610262	0.0877642434544953
Standard	1	2	MgCl2	-0.1	0.01	0.05	3.460874286285496e-06	2.1054804162361808e-07	3.475512223110761e-06	2.1361672787442466e-07	1.463793682526569e-08	2.999376339496543e-07	1.0042295488406707	0.0868460976266336
Standard	1	2	MgCl2	0.2	0.01	0.05	3.440292758896455e-06	2.03114907527304e-07	3.437690219912039e-06	2.1495481747174609e-07	-2.602538984416058e-09	2.957384642114328e-07	0.9992435123500214	0.0859324992419613
