IDSmed [A],IDSmed [A],delIDS [A],delIDS [A],Gn [S],Gn [S]
mean,std,mean,std,mean,std
7.4045995700008785e-06,2.5545096967944643e-06,-4.461121502152631e-09,3.445730494307109e-09,1.9480992686538509e-07,6.18869201227858e-07
7.4010278762642055e-06,2.5513130025104047e-06,-3.5716937366729967e-09,4.939002724565881e-09,1.8396578180296378e-07,4.873353081069386e-07
7.399459318806919e-06,2.549447775384274e-06,-1.568557457285723e-09,5.426814170145684e-09,1.6996005534496514e-08,6.43241135955657e-07
7.3974094499806214e-06,2.54864311791928e-06,-2.0498688262969383e-09,1.3174748493115129e-09,6.128116140018132e-08,5.433491998865315e-07
7.394321418753519e-06,2.5497635065037306e-06,-3.0880312271025704e-09,1.1230606853555933e-09,1.9077336008474926e-08,6.349786064206606e-07
7.389693901648002e-06,2.5485856048176866e-06,-4.627517105517119e-09,2.3833014775129084e-09,-4.427527965168888e-08,8.63379640616815e-07
7.386896255630868e-06,2.5486062726030895e-06,-2.7976460171352653e-09,2.5052601040700576e-10,3.217133857482058e-08,7.326830240129404e-07
7.383989454123727e-06,2.546875516312235e-06,-2.9068015071400907e-09,1.8376992487146806e-09,-1.025560640957069e-07,8.852463347161739e-07
7.384412454626752e-06,2.553671482749788e-06,4.2300050302508614e-10,6.9366429023474e-09,-2.4487636041331188e-08,5.074771845503471e-07
7.417643801026387e-06,2.5611310699656246e-06,3.323134639963433e-08,8.051038932990125e-09,4.2738177435979835e-07,1.508960911688981e-07
7.4360970099038006e-06,2.5702240630434275e-06,1.8453208877413905e-08,9.316851125091226e-09,6.381616005859432e-07,1.1153503515476166e-07
7.45286273037846e-06,2.572244804744755e-06,1.676572047465949e-08,2.0208249294347175e-09,8.614014511195279e-07,2.3746594119748188e-07
7.465395283554942e-06,2.5777783104164823e-06,1.2532553176481131e-08,5.78027749481407e-09,7.896342367702916e-07,3.549650207779391e-07
7.474706467775755e-06,2.580258514937525e-06,9.311184220812995e-09,2.5025123135287877e-09,9.916354842575128e-07,2.5734878527984846e-07
7.484424231605004e-06,2.5836858589761535e-06,9.717763829250035e-09,3.5965888193246707e-09,1.030233162987703e-06,3.008909786102724e-07
7.488996877476093e-06,2.586962894446722e-06,4.572645871088937e-09,3.6582139286879363e-09,9.689715244726704e-07,2.3357751053515788e-07
7.499120538792753e-06,2.588382109402745e-06,1.012366131665933e-08,1.4634124408549296e-09,9.786522216970707e-07,3.618172131275025e-07
7.50231933647654e-06,2.589872447488342e-06,3.1987976837876813e-09,3.144722979975792e-09,1.1504647369277027e-06,3.90192515657498e-07
7.508928674788806e-06,2.5954473554231125e-06,6.609338312265325e-09,6.203011995523814e-09,1.1843844377158157e-06,2.5115516254846506e-07
7.51265161072155e-06,2.593033053547859e-06,3.722935932744288e-09,2.6037807245106636e-09,1.1945349132730524e-06,4.633197519995831e-07
7.519391127719613e-06,2.5939431146458764e-06,6.7395169980635025e-09,1.0119199449331049e-09,1.3354010538320532e-06,2.317516600516209e-07
7.523137207389876e-06,2.595600266379806e-06,3.746079670262146e-09,2.647153046296234e-09,1.447845784202584e-06,2.942127016959227e-07
7.525614725785199e-06,2.5996204710054882e-06,2.4775183953239197e-09,5.030431319055595e-09,1.402075383232536e-06,2.2074182079141426e-07
7.529798712641153e-06,2.599349696592532e-06,4.183986855952521e-09,2.190334614353442e-09,1.4682229179235298e-06,1.6213818377766875e-07
7.534607811008909e-06,2.599206922782748e-06,4.809098367757824e-09,7.265669201031181e-10,1.5262079813714063e-06,4.18078072937797e-07
7.535245815091886e-06,2.600813906030451e-06,6.380040829765971e-10,1.684325760146618e-09,1.269573994340773e-06,3.1322920119910274e-07
7.535603398092134e-06,2.602270583470985e-06,3.5758300024649155e-10,1.4855763011273457e-09,1.318233356804426e-06,6.260977442742147e-07
7.539974105500422e-06,2.602193984892662e-06,4.370707408289983e-09,7.676455897292937e-10,1.500602470765106e-06,5.044111130031029e-07
7.532844663612504e-06,2.5906417341606235e-06,-7.129441887917962e-09,1.156749586612028e-08,1.3500911959389965e-06,5.007840648871489e-07
7.502190268857852e-06,2.5822420476742062e-06,-3.0654394754653765e-08,8.402271593781735e-09,1.000235202013342e-06,3.7398200613503896e-07
7.479539840299089e-06,2.575407526619289e-06,-2.265042855876135e-08,6.919810172460978e-09,8.91069229052176e-07,4.100303281584584e-07
7.46421060542787e-06,2.576095719200714e-06,-1.5329234871219877e-08,1.709208417894494e-09,5.328650378396886e-07,2.775254575292123e-07
7.452150397679723e-06,2.5729159240146894e-06,-1.20602077481471e-08,3.631373469731202e-09,5.331396682380332e-07,3.5597061752390136e-07
7.443896763900138e-06,2.5672683745936064e-06,-8.25363377958396e-09,5.829772319409632e-09,3.8554577582489006e-07,1.3980461182926153e-07
7.436680781333737e-06,2.5673342159515946e-06,-7.215982566402462e-09,3.2106477511074658e-09,5.033411894844779e-07,3.185374927483364e-07
7.428816959563459e-06,2.562913892846717e-06,-7.863821770277407e-09,4.479068379628467e-09,4.3138726379060067e-07,5.435579950868341e-07
7.423159939607755e-06,2.5607587225628293e-06,-5.657019955704573e-09,4.672212236912161e-09,4.203628346106655e-07,3.6159825444230803e-07
7.418861388670965e-06,2.5570840754029255e-06,-4.298550936789786e-09,4.030401172099011e-09,3.788401039659171e-07,2.56668352084001e-07
7.413245342741638e-06,2.55847393761311e-06,-5.616045929326506e-09,2.398127445733575e-09,2.4349093927422097e-07,4.007582869964225e-07
7.409322172842369e-06,2.5574239452681874e-06,-3.923169899267798e-09,1.0922589565290383e-09,2.821142300126079e-07,4.793594172004147e-07
7.403827725064607e-06,2.5571657234323135e-06,-5.494447777762944e-09,1.0204549060427428e-09,2.1936557157711657e-07,3.6439826591916274e-07
7.401226962074296e-06,2.5537609921013407e-06,-2.600762990310894e-09,3.479921426444428e-09,1.8023394708153488e-07,4.81316204878241e-07
7.40006619688505e-06,2.550460510185434e-06,-1.1607651892468858e-09,3.5245233727390354e-09,9.300481593938694e-08,4.5660955304223103e-07
7.396685351903615e-06,2.551287935349715e-06,-3.3808449814338654e-09,2.589912989769077e-09,6.579023260841038e-08,5.694631990006016e-07
7.393950507785702e-06,2.551506951085684e-06,-2.7348441179143656e-09,4.888803950605488e-10,1.341957913345659e-07,3.524836308263869e-07
7.390400046880125e-06,2.5519137856333795e-06,-3.550460905576471e-09,6.078529349368137e-10,-3.669012158781719e-08,3.010457520311591e-07
7.390749263819179e-06,2.548548194221366e-06,3.492169390542242e-10,3.8177625484156714e-09,2.370898525852565e-08,1.0357979852619803e-07
7.386683572552469e-06,2.5492597228088628e-06,-4.065691266709901e-09,4.84072446976013e-09,4.608725471056098e-08,1.276035689545075e-07
7.383586778569676e-06,2.5530402982688443e-06,-3.0967939827928463e-09,3.973180839674316e-09,-8.497415481048306e-09,1.9324094288848926e-07
7.416135183140138e-06,2.563898604561524e-06,3.2548404570461104e-08,1.0950135958685755e-08,1.387858890320782e-07,1.4693163174048927e-07
7.4370994536740315e-06,2.570220624237518e-06,2.0964270533894123e-08,6.507700054663104e-09,1.9584153628025898e-07,3.780143221170133e-07
7.455931147804041e-06,2.575615136593235e-06,1.8831694130009662e-08,5.405662690901767e-09,6.146919932778582e-07,3.387522690718194e-07
7.466736256088901e-06,2.579035811853994e-06,1.0805108284859157e-08,3.4553906640538273e-09,6.942153573720624e-07,2.2881708305049276e-07
7.4780108297355384e-06,2.5822203528326628e-06,1.1274573646638138e-08,3.730262135166078e-09,9.612446266131056e-07,4.1277015151422653e-07
7.486910575646609e-06,2.5900203683900607e-06,8.89974591107117e-09,8.256494577862602e-09,8.271474572273183e-07,2.0094567427196178e-07
7.493152490999993e-06,2.587725972752755e-06,6.241915353383568e-09,2.5913426216370735e-09,8.994560179680197e-07,2.5435737478324646e-07
7.501519053705047e-06,2.587978342824257e-06,8.366562705053534e-09,3.866802938640388e-09,1.2803906719296043e-06,4.5874653307141597e-07
7.506620852946587e-06,2.592688913701109e-06,5.1017992415400836e-09,6.587280681961516e-09,1.2779304497931872e-06,3.9725979265853126e-07
7.513050746664129e-06,2.593396521819298e-06,6.42989371754233e-09,1.8169159835558677e-09,1.2967469672733092e-06,3.9471026329712843e-07
7.513184411746284e-06,2.5940682676087914e-06,1.336650821546917e-10,6.905371935976565e-10,1.1657675700066954e-06,2.733988122779487e-07
7.515941261120759e-06,2.596294339715688e-06,2.7568493744750946e-09,2.957119112090549e-09,1.1322940866503317e-06,3.1126300403625506e-07
7.5191648554358036e-06,2.5986573357617652e-06,3.2235943150443703e-09,3.469505352997148e-09,1.093344438520141e-06,2.2553485497323568e-07
7.52438428910909e-06,2.6020134483573534e-06,5.219433673286494e-09,3.570220850202804e-09,1.351790008570207e-06,3.38076250988398e-07
7.525100558113797e-06,2.600187212212094e-06,7.162690047072672e-10,1.8266537324558595e-09,1.174907607751543e-06,3.523999501998327e-07
7.5295825028519145e-06,2.6021182205818566e-06,4.481944738118054e-09,1.933870464504499e-09,1.2284929673472322e-06,4.3314467609311353e-07
7.5323761206460615e-06,2.603279146677429e-06,2.793617794147277e-09,1.2650925030633734e-09,1.096445971453413e-06,2.3712141686969984e-07
7.535935663598022e-06,2.6034275217089455e-06,3.559542951959976e-09,1.300759600130166e-09,1.5162913210868028e-06,4.091573598980831e-07
7.2519670274432304e-06,2.5324689165360776e-06,0.0,0.0,0.0,0.0
7.312815949662505e-06,2.546739595627988e-06,6.084892221927567e-08,1.4808828396347229e-08,6.429696141785712e-07,2.0105585500850792e-07
7.348841186382181e-06,2.5564468674383815e-06,3.60252367196757e-08,1.0949767479465702e-08,9.336224854307001e-07,3.252149570166571e-07
7.372093942320405e-06,2.5634001211354573e-06,2.325275593822376e-08,7.12247660732773e-09,1.0897006698702778e-06,2.626191371627875e-07
7.3927830310415806e-06,2.569920690499976e-06,2.0689088721175586e-08,6.770804290950477e-09,1.3794880032654846e-06,3.500064450030126e-07
7.405511435194161e-06,2.5755144454962465e-06,1.2728404152580579e-08,5.9677134546386474e-09,1.5312737505998619e-06,4.924251113346979e-07
7.413727224963707e-06,2.5758913932695087e-06,8.215789769545006e-09,1.708225360616834e-09,1.544110521302552e-06,4.061389921170429e-07
7.424543503585089e-06,2.581656337911526e-06,1.0816278621382738e-08,5.765324113859963e-09,1.5316049720872015e-06,4.789824931544363e-07
7.432723916590863e-06,2.583561200926777e-06,8.180413005773562e-09,2.7930133390234186e-09,1.7708971592260585e-06,5.869443761541914e-07
7.4407998457487426e-06,2.585206843434485e-06,8.075929157880385e-09,1.6955526704959147e-09,1.9033221189882198e-06,6.147790189064791e-07
7.447987448532777e-06,2.589597868241076e-06,7.187602784033426e-09,4.412232852567029e-09,1.897341085815086e-06,7.274465869883965e-07
7.453236363380065e-06,2.588826944705356e-06,5.2489148472893355e-09,9.594937613962473e-10,1.8910141241794255e-06,6.943764693760098e-07
7.46037248779643e-06,2.59056874212971e-06,7.136124416365187e-09,3.030053183507414e-09,1.8798116479261467e-06,6.622787898270967e-07
7.465910080132253e-06,2.592004632322673e-06,5.5375923358227815e-09,1.5685136239959189e-09,2.066170799695456e-06,5.392066165798318e-07
7.4709212008169325e-06,2.5907076906785934e-06,5.011120684678386e-09,2.2430664169179345e-09,2.0828605416674792e-06,6.042986531126934e-07
7.475012340196921e-06,2.5963553403886166e-06,4.091139379988685e-09,6.107314194043834e-09,2.0887565473448e-06,6.500273212532323e-07
7.4772205288296545e-06,2.5964863877857957e-06,2.2081886327338326e-09,4.6337414163771066e-10,2.0095535896898887e-06,5.807978577726051e-07
7.4807242459002656e-06,2.5988153023384903e-06,3.5037170706116483e-09,2.3530494288821605e-09,2.007022420127096e-06,7.046413004253221e-07
7.484938078373134e-06,2.6003423807221806e-06,4.213832472867812e-09,1.7111886566353196e-09,2.096701563384803e-06,6.107126659339201e-07
7.487287391879672e-06,2.600720521362371e-06,2.3493135065379982e-09,2.115551502879591e-09,2.280676154536428e-06,5.789061070784369e-07
7.378330823201343e-06,2.576767793284612e-06,-1.0895656867832869e-07,2.4739779131427228e-08,1.2654228515116814e-06,4.0864841136069337e-07
7.33937529130731e-06,2.566416799492948e-06,-3.8955531894032815e-08,1.0629278944915836e-08,9.466604896232183e-07,3.9877708286672337e-07
7.3133881089092e-06,2.5588729291793738e-06,-2.598718239811028e-08,7.805353612158344e-09,7.902840846970459e-07,3.535379525190016e-07
7.296502378673548e-06,2.550973403947036e-06,-1.688573023565195e-08,8.103342950219081e-09,4.5484455548379046e-07,3.7095123887885424e-07
7.283827839505938e-06,2.550132665715268e-06,-1.2674539167610284e-08,2.1725447453304268e-09,2.0917279390676667e-07,1.9703655677634347e-07
7.274040081673975e-06,2.5434561500418636e-06,-9.787757831962942e-09,6.869177781168325e-09,7.679345982875787e-08,4.844585294228779e-08
7.26361609037106e-06,2.540956149420249e-06,-1.042399130291504e-08,3.3107084931157827e-09,2.4544417269045353e-08,1.3778690210608008e-07
7.255276281968484e-06,2.5418432898994937e-06,-8.339808402575815e-09,1.836188365548207e-09,8.57587502858957e-08,2.139585648887961e-07
7.247695479146123e-06,2.5414601936766112e-06,-7.580802822361311e-09,2.7781462530585198e-09,-8.819479432325751e-08,3.0844932128562937e-07
7.243121281973787e-06,2.541543649099359e-06,-4.574197172336431e-09,4.3065756879832414e-10,-3.105593328416374e-08,3.222155574346476e-07
7.239090817500977e-06,2.537798046148552e-06,-4.030464472809121e-09,3.816108540807796e-09,-1.7825532767880365e-07,1.294105294327403e-07
7.234040959437352e-06,2.538320592259509e-06,-5.04985806362478e-09,1.0711731110580539e-09,-8.44563061474072e-08,1.4111697116626556e-07
7.233285511206981e-06,2.5395550711266437e-06,-7.554482303708877e-10,1.2497304405271009e-09,-8.146808519235062e-08,2.1589191782850905e-07
7.228476093548532e-06,2.5354278425078216e-06,-4.809417658450489e-09,4.1469864928109655e-09,-2.628907336059858e-07,3.2218104374369076e-07
7.228786003868161e-06,2.5343233881503663e-06,3.0991031962912535e-10,1.2968985242735657e-09,-3.4500439402183284e-07,2.0855515008943796e-07
7.224288817030892e-06,2.5326032433179267e-06,-4.497186837268928e-09,3.002015615105143e-09,-3.8472742443140177e-07,2.206869986080277e-07
7.220875533405093e-06,2.528938999661259e-06,-3.4132836257970997e-09,4.438748726994065e-09,-3.832350109736576e-07,3.0729075016701204e-07
7.219666189265686e-06,2.5292936271899306e-06,-1.2093441394081747e-09,5.3302982828141395e-09,-2.3802599684729603e-07,2.3547642671171233e-07
7.214945165139288e-06,2.5281892172983122e-06,-4.721024126398099e-09,1.1363096515611875e-09,-2.7649556072227496e-07,6.495505941451565e-08
7.2126716767220614e-06,2.529138883287768e-06,-2.273488417226475e-09,9.588669013978708e-10,-4.804213518637729e-07,2.1003086584516442e-07
7.274083290735205e-06,2.548191844346615e-06,6.141161401314335e-08,2.0429158641428343e-08,2.8253427319407655e-07,4.1282776241253443e-07
7.33675184577715e-06,2.5628245780899276e-06,6.266855504194545e-08,1.4723745594142866e-08,8.377733584788514e-07,6.227809853969982e-07
7.370446273337278e-06,2.5700937559680935e-06,3.369442756012778e-08,7.275843746691886e-09,1.3924097178989118e-06,7.821101562997781e-07
7.392279046808196e-06,2.5772929518606243e-06,2.1832773470917845e-08,7.800113845799017e-09,1.3959239303913737e-06,6.340327472288567e-07
7.407700813089844e-06,2.5792302472001928e-06,1.5421766281648903e-08,2.6621683653765473e-09,1.619614694070119e-06,5.383171466697282e-07
7.4260471740781735e-06,2.580258372549698e-06,1.8346360988328134e-08,1.528298167299816e-09,1.8013976881994546e-06,7.890198393919039e-07
7.436796424230098e-06,2.5883304060445923e-06,1.0749250151924987e-08,8.081732452129815e-09,1.853022634761921e-06,8.123663136182996e-07
7.444159267614728e-06,2.588300488916631e-06,7.362843384629886e-09,1.3632392401829821e-09,1.931769458066058e-06,7.218846549883747e-07
7.454886731820871e-06,2.589824252477915e-06,1.0727464206144087e-08,2.112522603704113e-09,1.980396890238502e-06,7.274242641239779e-07
7.461140627025566e-06,2.5961232738623346e-06,6.253895204693265e-09,6.3591121050042725e-09,1.9885146384640415e-06,6.803053417980833e-07
7.4675433649083965e-06,2.598266170856052e-06,6.402737882830251e-09,4.593490425272264e-09,2.1685088863259115e-06,8.735079896298446e-07
7.47291463743208e-06,2.5992646206788578e-06,5.3712725236840055e-09,2.725496400724798e-09,2.253079374651873e-06,8.300636243922453e-07
7.476670197455802e-06,2.600752950310045e-06,3.755560023722726e-09,1.9275545767623325e-09,2.179755769856597e-06,7.520948049439437e-07
7.480103918911121e-06,2.6005844813557234e-06,3.4337214553185427e-09,1.0499453076073477e-09,2.2925271773550308e-06,7.966054260299105e-07
7.486998145150662e-06,2.6026549632157053e-06,6.8942262395405374e-09,5.2720153292259635e-09,2.2060319162659322e-06,8.185630361087596e-07
7.490574004179559e-06,2.6012918001565574e-06,3.575859028897708e-09,1.5145395735538967e-09,2.3567029413242783e-06,7.210281597881396e-07
7.493677625822931e-06,2.604395037763139e-06,3.103621643372973e-09,5.277692384834156e-09,2.3232258798011373e-06,8.789856943669078e-07
7.495089832433056e-06,2.6038884090293657e-06,1.4122066101233213e-09,2.1464407876333096e-09,2.3668445965552415e-06,6.727754925821788e-07
7.5006634610775666e-06,2.605760111180642e-06,5.5736286445119345e-09,1.9404593297268297e-09,2.5533218760968035e-06,8.091842351226329e-07
7.501910663740227e-06,2.605300161105187e-06,1.2472026626595706e-09,2.2090237036448024e-09,2.443295836946657e-06,7.057746124671374e-07
7.391206946064316e-06,2.581173026892301e-06,-1.1070371767591085e-07,2.5845568380493572e-08,1.3090782125798085e-06,6.227802266772993e-07
7.354727668303469e-06,2.5692517317721083e-06,-3.6479277760847594e-08,1.1954979349845801e-08,8.538419285887677e-07,5.382786893022682e-07
7.328567951212758e-06,2.561603753781686e-06,-2.6159717090710608e-08,8.96135160918944e-09,7.091304732333984e-07,2.696859815889982e-07
7.310330444162114e-06,2.556238574285312e-06,-1.823750705064371e-08,5.373778163461797e-09,6.225313768965537e-07,2.986944170333986e-07
7.295843246577126e-06,2.550315744282519e-06,-1.4487197584987704e-08,6.057716543179999e-09,5.683811660218851e-07,3.268095687232461e-07
7.286244044412696e-06,2.551551829033037e-06,-9.59920216442958e-09,1.2365186362638573e-09,3.593519152917333e-07,2.448718280815895e-07
7.278016331232114e-06,2.546580099683229e-06,-8.227713180582584e-09,4.976783410698541e-09,2.9522789374519657e-07,1.3564184972088557e-07
7.267290107099419e-06,2.547111384036927e-06,-1.072622413269421e-08,2.8213372425815407e-09,1.8658584343386966e-07,2.2928140035159337e-07
7.262022824974377e-06,2.5440028026745414e-06,-5.267282125043537e-09,3.3515732133507352e-09,1.3172469232611406e-07,2.0893799999098912e-07
7.2540675522217725e-06,2.5404431091512537e-06,-7.955272752603871e-09,5.703923245509852e-09,1.4315906929331129e-08,2.337057395201367e-07
7.251571024742151e-06,2.54270679767618e-06,-2.496527479622431e-09,2.4240716953887605e-09,-1.9270858472190475e-07,2.241815531753845e-07
7.243607614914609e-06,2.538751090293407e-06,-7.96340982754163e-09,3.994001692856385e-09,-7.900891436809011e-08,2.2481524532877428e-07
7.2438569664327646e-06,2.536658107064374e-06,2.493515181567291e-10,3.6255321430530877e-09,-3.4006438786041335e-08,2.1826060953637584e-07
7.238126000042584e-06,2.535445301529156e-06,-5.730966390180605e-09,1.2487249867856364e-09,-1.496702268449177e-07,1.832591104006597e-07
7.233469846754595e-06,2.532343938253764e-06,-4.656153287989025e-09,3.794910485735823e-09,-2.791383314409198e-07,3.0679473278261553e-07
7.232080222704409e-06,2.533591818905067e-06,-1.3896240501874262e-09,1.573400434409822e-09,-1.6025162320844894e-07,2.019614727309997e-07
7.227685000866231e-06,2.5320852641880453e-06,-4.395221838177047e-09,2.633034806297919e-09,-2.9185886439533074e-07,1.4189463846420375e-07
7.227993666274672e-06,2.532303615584457e-06,3.08665408441484e-10,1.0619676407868502e-09,-3.3437423452047327e-07,2.3737412041971703e-07
7.226606725556371e-06,2.529405545175721e-06,-1.3869407183010437e-09,4.1801052205845125e-09,-1.6228033447853395e-07,2.123916011096117e-07
7.222174267650538e-06,2.5283573562444098e-06,-4.432457905833775e-09,1.420165316931143e-09,-2.7638654477825267e-07,3.268383821497387e-07
7.2828782996234395e-06,2.547915894953666e-06,6.070403197290206e-08,2.0584432809332616e-08,3.8739567485766217e-07,5.15802979682893e-07
7.3442467868168955e-06,2.5624112645302405e-06,6.136848719345494e-08,1.463825303732775e-08,8.254151423607884e-07,3.967721605630527e-07
7.375735275292356e-06,2.5708590301353585e-06,3.148848847545984e-08,8.46591694875508e-09,1.171996441088436e-06,4.960490105410509e-07
7.399167616119698e-06,2.5752117494774336e-06,2.3432340827343028e-08,6.289562646172668e-09,1.4317229885881807e-06,5.207601559116868e-07
7.41774574183679e-06,2.580819111099716e-06,1.8578125717092173e-08,6.192199293071607e-09,1.608088986453873e-06,6.556205192406827e-07
7.433704663107171e-06,2.585796621689517e-06,1.5958921270381277e-08,5.409664655703835e-09,1.7260360336582926e-06,7.149300461200932e-07
7.4432150943960015e-06,2.5895530019685735e-06,9.510431288830518e-09,3.984296079925166e-09,1.9384961823654774e-06,7.331063049812829e-07
7.451915190094241e-06,2.5936633197659938e-06,8.700095698239938e-09,4.118982591545361e-09,2.01739365950631e-06,8.296142033744733e-07
7.461985697573384e-06,2.59701981570535e-06,1.0070507479141944e-08,3.429915995847607e-09,2.0802188156245985e-06,8.141282003970104e-07
7.467088907821776e-06,2.5987520627763726e-06,5.103210248392157e-09,1.7794711262328982e-09,2.161387898058558e-06,8.87194595059979e-07
7.474135829191299e-06,2.598362979540496e-06,7.0469213695241424e-09,8.621283242826954e-10,2.1807789795107816e-06,8.597848032101768e-07
7.477872238223749e-06,2.602183071387757e-06,3.736409032449447e-09,4.115886768470864e-09,2.4806754657177927e-06,9.551658146066887e-07
7.481961081290873e-06,2.6049136222140765e-06,4.088843067123655e-09,4.029810665101138e-09,2.4845167199131645e-06,7.716474295682333e-07
7.484923168465311e-06,2.6052273339238093e-06,2.962087174437422e-09,1.182159797162982e-09,2.3827677214467955e-06,9.07313057080742e-07
7.488445528564729e-06,2.603612451782133e-06,3.5223600994183624e-09,1.8599773010859984e-09,2.3563325203215714e-06,9.147407188774606e-07
7.491578236300187e-06,2.6049104312217817e-06,3.1327077354582837e-09,1.6247982970321902e-09,2.601959481562364e-06,9.2764990600102e-07
7.495922002346806e-06,2.6075548999207975e-06,4.343766046618841e-09,5.037433708270278e-09,2.6071587676337507e-06,9.610899857843567e-07
7.497250095210228e-06,2.6082276542414705e-06,1.3280928634223335e-09,2.9776442143070856e-09,2.7386183515136942e-06,1.017377135423499e-06
7.501251170426053e-06,2.6109283059206405e-06,4.001075215823784e-09,3.966509193528499e-09,2.5930938906512966e-06,1.0902722542247476e-06
7.505836057386292e-06,2.6070751302469323e-06,4.584886960239831e-09,4.219293712189344e-09,2.6434305730049164e-06,1.0170391727711892e-06
7.395249522619936e-06,2.578801819504852e-06,-1.1058653476635608e-07,2.9741788645275438e-08,1.6587153393400735e-06,6.486231111993372e-07
7.356074055878578e-06,2.5645087692138e-06,-3.917546674135725e-08,1.5439596033440048e-08,1.2510910744502397e-06,6.33339887553377e-07
7.3334854519960074e-06,2.5616099514983027e-06,-2.258860388257119e-08,2.8996225912697836e-09,1.015875445512303e-06,4.911591146483646e-07
7.315137425213305e-06,2.558790709968013e-06,-1.834802678270232e-08,3.629345261800161e-09,8.068294314164199e-07,5.036779043577543e-07
7.300967339726915e-06,2.5554457255708827e-06,-1.4170085486389346e-08,4.59752225816836e-09,7.619451642391735e-07,4.399698848165754e-07
7.291134723165141e-06,2.5550485814292895e-06,-9.832616561775446e-09,4.197613069879075e-09,5.410541289768388e-07,3.8758488192461074e-07
7.284252070406937e-06,2.552829088635031e-06,-6.8826527582024e-09,4.957323045731748e-09,5.732563559656805e-07,5.129717366130506e-07
7.2726328256821745e-06,2.546902096605408e-06,-1.1619244724762563e-08,6.182180513840416e-09,4.5852084956385397e-07,3.6046725234266356e-07
7.269553245982966e-06,2.54501155589198e-06,-3.079579699209346e-09,2.2595295835889995e-09,3.088109833071158e-07,3.3259142953797417e-07
7.261350313307848e-06,2.542814680468006e-06,-8.202932675117687e-09,2.206889749880955e-09,1.3063973347669444e-07,3.1328812853215735e-07
7.2556277549059205e-06,2.5408529357753652e-06,-5.722558401926969e-09,2.4958316628365504e-09,1.1319499036972269e-07,2.0806137938407475e-07
7.250357147642446e-06,2.539993479198581e-06,-5.270607263475358e-09,8.673969295253504e-10,9.093639205661861e-08,3.7077208596671274e-07
7.246962371588799e-06,2.5398960815672864e-06,-3.394776053647478e-09,1.6955931895255506e-09,1.6161827909749849e-07,4.161023048536038e-07
7.242802839497301e-06,2.5346390852481638e-06,-4.159532091497401e-09,5.2591553522893415e-09,1.66325522465905e-08,2.5766188912027864e-07
7.239087027939721e-06,2.5341631548955033e-06,-3.7158115575806825e-09,1.1762735037243087e-09,-1.1898817391637073e-09,2.4936665040820793e-07
7.235935461089834e-06,2.5347706353413566e-06,-3.15156684988613e-09,6.390613389516577e-10,8.120382564583182e-08,2.3049519504976932e-07
7.233635584425622e-06,2.5341099694299684e-06,-2.2998766642118313e-09,2.8253051061812537e-09,-1.6281583644667415e-08,3.5659392151942874e-07
7.231081187926731e-06,2.5334502202200293e-06,-2.5543964988927446e-09,2.673631108492116e-09,-5.621277552110044e-08,4.465873684516888e-07
7.2286331539305665e-06,2.5318058805436844e-06,-2.448033996162099e-09,2.0292336863932834e-09,-5.851843675453688e-08,4.8168585554539e-07
7.226932189202949e-06,2.532681174029538e-06,-1.7009647276191141e-09,2.8616179943631348e-09,-1.897758260119826e-07,5.424559366516515e-08
7.284846899292848e-06,2.5474025947061322e-06,5.7914710089899954e-08,1.5320675230290068e-08,4.166853782785379e-07,4.336850261111382e-07
7.344955270288941e-06,2.5640680689264617e-06,6.010837099609368e-08,1.7334121135400143e-08,8.785305954743528e-07,4.989676110303957e-07
7.379080498397969e-06,2.571553414755313e-06,3.412522810902654e-08,7.682180367324033e-09,1.5222599138074305e-06,5.883509693947968e-07
7.403871364684499e-06,2.5781893487803584e-06,2.479086628653134e-08,7.56104283914392e-09,1.6939728199949916e-06,6.499320280341475e-07
7.42081935983048e-06,2.584894481890376e-06,1.6947995145980274e-08,8.171068447748056e-09,1.8979622703527704e-06,6.89758941156661e-07
7.435502759933843e-06,2.5902067017531028e-06,1.4683400103363968e-08,5.9847433803638204e-09,1.9181006675731066e-06,7.190941756997305e-07
7.445247952123701e-06,2.59167344509247e-06,9.745192189857056e-09,1.4806693131618038e-09,1.981549472380643e-06,7.364730637791641e-07
7.453337968773984e-06,2.593068328973511e-06,8.090016650282336e-09,2.1597640211272827e-09,1.8717865602178738e-06,7.045182350837665e-07
7.458412533164427e-06,2.596972853341662e-06,5.074564390443596e-09,5.419859021313395e-09,1.9839525629914165e-06,7.428655943954491e-07
7.469986251551566e-06,2.5986137148199876e-06,1.1573718387137869e-08,3.917113914199112e-09,2.0773405076418702e-06,7.078513419029119e-07
7.47536234891239e-06,2.6008970240505943e-06,5.376097360825295e-09,3.159935385677475e-09,2.0874788183648763e-06,7.357149759437245e-07
7.4794263534211966e-06,2.602739087382607e-06,4.064004508806161e-09,4.007396937282119e-09,2.2082634899370303e-06,7.797744550361969e-07
7.485265164274445e-06,2.6035668742488437e-06,5.838810853248733e-09,1.52432082360994e-09,2.2349670001979642e-06,7.376511858281082e-07
7.487693039417298e-06,2.605108350960148e-06,2.4278751428524297e-09,2.2475116082978577e-09,2.224614545176965e-06,7.287189052725298e-07
7.491337034757602e-06,2.6054017509482444e-06,3.643995340304965e-09,9.383926681248202e-10,2.266688359023224e-06,8.941970955485578e-07
