A1_first [A],A1_first [A],A2_first [A],A2_first [A],Rat_first,Rat_first,A1_last [A],A1_last [A],A2_last [A],A2_last [A],Rat_last,Rat_last
mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
1.3230928622222221e-05,4.060642592540724e-07,1.2773961955555556e-05,6.331533561426243e-07,0.9651555143969194,0.022370986682195563,-9.073122377777778e-06,7.328781051218305e-07,-8.28634107777778e-06,9.449763612649694e-07,0.9118078454186564,0.03273206246539046
1.316350131111111e-05,3.150776323025876e-07,1.3219134644444443e-05,2.057944505721519e-07,1.0043641749836116,0.009153086671061288,-9.466385355555556e-06,7.311904712469226e-07,-8.67960068888889e-06,8.143197557436173e-07,0.9174420688793332,0.06169251274308741
1.4306914266666667e-05,5.313960698521362e-07,1.39691476e-05,4.6261080485396294e-07,0.9768735751324695,0.034370924658268076,-1.0285959066666666e-05,8.253973791798511e-07,-9.872699066666667e-06,7.754260737854386e-07,0.9604878203149129,0.04009503831117529
1.4653567644444445e-05,4.4038683594462644e-07,1.4311867644444444e-05,5.241233285592095e-07,0.9765630448647326,0.008056868045399445,-1.0126059022222222e-05,6.903511907907557e-07,-9.756512355555556e-06,7.084011899378242e-07,0.9633248183719484,0.010917814167344341
9.662377577777775e-06,4.844245265365294e-07,1.4371144244444443e-05,1.0129783725305192e-06,1.4863045400918946,0.032046254410428035,-2.902296622222224e-06,5.253285243262991e-07,-4.952692422222224e-06,4.1836952036703797e-07,1.7467279188493017,0.3677166838742458
7.714052400000001e-06,5.829543036128318e-07,8.1829524e-06,1.3505686711181087e-07,1.0639366687170353,0.06256348570737394,-2.2041275999999995e-06,3.0991766748507715e-07,-2.506122933333333e-06,7.129506300587229e-07,1.161490072237206,0.38464394910042815
7.350773131991051e-06,3.894839987893973e-07,8.062039798657718e-06,6.887932045230244e-07,1.0955099495013616,0.03541731942030171,-2.742265534675616e-06,4.0878632652996317e-07,-2.213773201342283e-06,2.7367830089100944e-07,0.8110865314429271,0.06084453475574061
7.107980134228188e-06,3.969557898018912e-07,7.4377968008948535e-06,7.224557783879547e-07,1.0449256297204685,0.049625465860256554,-3.87915653243848e-06,2.4602966366953283e-07,-2.440695199105146e-06,2.4740796388437875e-08,0.631024897818742,0.0438400178766687
7.818964093959734e-06,5.4225152186067416e-08,7.3222640939597335e-06,1.067487298797743e-07,0.9365244441578495,0.016781981985472462,-4.268839239373599e-06,5.932194111577474e-07,-2.929720172706933e-06,2.623224700352039e-07,0.6919872991777801,0.07503814649844139
8.099332572706933e-06,4.391888478195896e-07,7.229132572706933e-06,2.834331681972518e-07,0.8948639839154926,0.07138115854067342,-4.640150760626401e-06,5.262214022194416e-07,-3.6546847606264013e-06,4.6335337335491277e-07,0.7905092056504243,0.09250354825817068
9.475435324384787e-06,2.5018782496403195e-06,8.81976865771812e-06,2.2058541761127068e-06,0.932832401044759,0.023537196347853444,-5.8787246756152136e-06,2.1962711060668475e-06,-5.064128008948546e-06,2.807993430571855e-06,0.8268845609073487,0.14129494509000012
-7.957271e-06,3.7990962495415316e-07,-6.0737648e-06,2.8244028195577556e-07,0.7635200792679332,0.02127378732650556,1.0619531866666665e-05,3.6104403569175866e-07,1.1922831866666666e-05,3.0228087246012944e-07,1.1233536387129333,0.03825539971601386
-8.98203342281879e-06,2.7638676894959824e-07,-7.4203894228187896e-06,7.275866445551685e-07,0.8250134485909175,0.05551026159047865,1.2074303243847877e-05,6.237436591189645e-07,1.1820003243847877e-05,5.184356413843061e-07,0.9792793105567682,0.01811290203209516
-8.131211955555555e-06,2.2594252221853316e-07,-7.972267288888889e-06,4.747765236563237e-07,0.9799015069809295,0.03213438078846208,1.0838986711111111e-05,3.909989702417611e-07,1.2050920044444445e-05,6.168225645183596e-07,1.1116065447932963,0.029584344312838243
-9.377744630872486e-06,1.379766809388498e-06,-8.332673964205817e-06,2.911104882612206e-07,0.8980124463496756,0.09724623386555742,1.1960705369127515e-05,6.812602645001126e-07,1.1801772035794184e-05,5.117410648570587e-07,0.9880840579815451,0.05363308656820221
-9.206793959731542e-06,1.2602386917362206e-06,-8.439884626398208e-06,5.633376560023237e-07,0.9225574329792493,0.06476323690480063,1.1837626040268457e-05,7.417380534765601e-07,1.1762092706935126e-05,5.622455131466096e-07,0.9942415094932472,0.017000494476157455
-9.260146911111112e-06,9.508070988107702e-07,-8.723708911111113e-06,4.940746416812091e-07,0.9449199989895293,0.04218915227921119,1.2006763088888886e-05,6.493122217307617e-07,1.1959096422222222e-05,4.368646692131516e-07,0.9971134683698151,0.04139310359330883
-5.759848177777776e-06,2.989648336992437e-06,-6.58239151111111e-06,5.057633887033396e-06,1.702988272431486,1.9791284825082314,1.0762565155555556e-05,6.362373932509534e-07,1.1604965155555559e-05,1.4195126029700354e-06,1.0788854308361866,0.12684815865756432
-2.8740815111111118e-06,1.1217947909190703e-06,-3.0727635111111124e-06,8.960974148748715e-07,1.0959998967214724,0.11098630169267208,5.62158182222222e-06,7.080262084915637e-07,6.130195155555555e-06,4.353004440437867e-07,1.0955709486230347,0.06071556772598293
-1.0871092888888863e-06,5.865990873843892e-07,-9.71875955555553e-07,1.3842678556702624e-07,1.0556094352598564,0.4658449635720028,3.879920711111114e-06,5.066230696795475e-07,4.019020711111114e-06,4.180289549519211e-07,1.0381166327384863,0.02688887102351976
-7.514262977777778e-06,4.5945059885570296e-07,-7.510290677777778e-06,2.3719319211051105e-07,1.0026763207597276,0.08302928702539032,9.755204355555555e-06,1.9063103936411177e-07,9.707504355555555e-06,3.5266625614364463e-07,0.9953096929911668,0.0386352879029261
-8.122550288888888e-06,4.426368602551549e-07,-7.848366955555557e-06,6.170520594336941e-07,0.9666115095636506,0.061474422418728206,1.0998606044444444e-05,1.1411893825900481e-07,1.0871472711111111e-05,2.686504345560242e-07,0.9884108350843963,0.02019783030599407
-8.337341492617446e-06,7.355376770606962e-07,-7.626059092617448e-06,4.231068417374517e-07,0.9164757512014289,0.032727582133769466,1.0883182774049221e-05,4.555148769961173e-07,1.1065982774049222e-05,1.919835981101257e-07,1.0177269519834307,0.03624817234386289
-8.942427800894856e-06,1.1988425439023013e-06,-9.284163467561522e-06,6.249543185916356e-07,1.044922541134901,0.08514622301018969,1.1287393199105146e-05,1.2072683740837807e-07,1.1374826532438478e-05,5.133466879367174e-07,1.007976068229765,0.051596655936958946
-9.187167451901565e-06,7.47900034581508e-07,-8.746096451901566e-06,1.199175789470148e-06,0.9512185665228291,0.0885420276084515,1.1483735548098434e-05,4.4708487525752926e-07,1.1388335548098435e-05,3.5607561485746497e-07,0.9919120877925859,0.011313013194801293
-8.95042944966443e-06,5.668641366338781e-07,-8.823272782997764e-06,6.620430159821276e-07,0.9859256250785234,0.04255907189931674,1.1422425883668902e-05,4.1287112016881e-07,1.1549592550335568e-05,1.372384461679211e-07,1.0117671976764797,0.02682970452091927
-8.827807742729306e-06,8.846484728899047e-07,-9.157621409395975e-06,4.317687015804031e-07,1.041315347704402,0.06434353082637749,1.1612595257270692e-05,2.2375287313465348e-07,1.1286795257270694e-05,1.8943891029209595e-07,0.9719949330939514,0.008077405159331367
-1.529563888888889e-05,1.7065994775639755e-06,-1.1584255555555556e-05,9.331053653422684e-07,0.7596170112269531,0.04086369036508636,2.0975797777777777e-05,8.232682410462728e-07,2.4774564444444445e-05,1.423445769181204e-06,1.180608402779902,0.02524757635659398
-1.896957413870246e-05,1.9707123727887914e-06,-1.3700520805369128e-05,8.467617995456365e-07,0.7243062032400389,0.030706284008275388,2.4668995861297538e-05,1.2123887120871685e-06,2.512592919463087e-05,1.086304957268073e-06,1.0187166909623653,0.006333513439866804
-1.5438019888888886e-05,1.142244374317927e-06,-1.5294986555555554e-05,1.5195931461229483e-06,0.9896661891932346,0.03071214729955208,2.1361893444444446e-05,7.283223022329076e-07,2.4858660111111112e-05,1.675752508908843e-06,1.162845966734378,0.03923948904073154
-1.876383400447427e-05,2.2897315039662997e-06,-1.6506790671140937e-05,1.0906241370249326e-06,0.8834993050663617,0.046582448919159504,2.4755539328859065e-05,1.0184787486926574e-06,2.4743572662192396e-05,1.2752039105423472e-06,0.9992434768657068,0.011267140386196528
-1.8941536577181203e-05,1.742166406110551e-06,-1.710174324384787e-05,1.51705913309538e-06,0.9030509542336903,0.005364439215599113,2.4796363422818797e-05,1.6430095772787843e-06,2.514999675615213e-05,1.4765017802817662e-06,1.0145912866151825,0.007771625185214518
-1.894563402222222e-05,1.8184720887575465e-06,-1.7817120688888888e-05,2.128681355891591e-06,0.9392413913743681,0.028576358845982835,2.5014799311111112e-05,1.3680547890219075e-06,2.5030699311111113e-05,1.357015134958257e-06,1.000652489423885,0.0011301448335702905
-1.7163760755555554e-05,1.8515179303275487e-06,-1.3396740755555555e-05,3.2803494294134417e-06,0.7793348798405164,0.16296978986062835,2.3403189244444445e-05,1.4393074752061801e-06,2.4257522577777775e-05,1.0506929335125888e-06,1.0374998737274346,0.030765822318477437
-7.75988793333333e-06,2.3472075247714547e-06,-7.10423793333333e-06,2.9368715201012346e-06,0.8970833478687643,0.09901069941307504,1.3042088733333337e-05,2.194619571255514e-06,1.390042206666667e-05,2.401359167662709e-06,1.0654548526442131,0.016958086274246244
-4.602538577777775e-06,2.3269081989346445e-06,-3.1481835777777755e-06,1.299183060023902e-06,0.702931973341591,0.06602947000217614,9.098606422222224e-06,9.82930087428602e-07,9.468106422222224e-06,7.426611732899463e-07,1.0427513394781267,0.031470172664112527
-1.319758111111111e-05,1.058094424378577e-06,-1.2700874444444443e-05,3.159733863464568e-07,0.9651941526426558,0.05329164631903974,1.8686902222222225e-05,6.654084284914521e-07,1.888956888888889e-05,5.544991700892679e-07,1.0110125798302843,0.009403243364099693
-1.6356807e-05,9.743328868948683e-07,-1.6221697e-05,1.1428363155332265e-06,0.9915884292863887,0.029427194433017324,2.1694836333333333e-05,5.334599327224243e-07,2.210803633333333e-05,6.620036859868834e-07,1.0189575207573112,0.0057074980305432685
-1.636384621923937e-05,1.0884561691351138e-06,-1.6566522885906035e-05,1.2381595691959893e-06,1.0120445025981433,0.012423036745539998,2.1973827114093963e-05,6.586184551208936e-07,2.20930604474273e-05,8.590653156060262e-07,1.005249385155644,0.008847869082202415
-1.7314100178970917e-05,1.3667416433808476e-06,-1.7461110178970915e-05,1.3942588750270345e-06,1.008444328239973,0.000883818602820568,2.2736273154362418e-05,9.050665108026234e-07,2.2791873154362418e-05,7.54996626169131e-07,1.0026278470604537,0.007800491679751172
-1.7264169105145413e-05,1.5525039661815034e-06,-1.750655577181208e-05,1.4591876854549402e-06,1.0145103133583493,0.018953447865415713,2.3219300894854584e-05,8.759202209794653e-07,2.3449767561521255e-05,8.089339366534847e-07,1.0100253955403546,0.008038131296536374
-1.780632357941834e-05,1.431197139600803e-06,-1.798513357941834e-05,1.5664258512599563e-06,1.0097236080663434,0.013484343456798829,2.3459946420581655e-05,7.809831037324878e-07,2.363477975391499e-05,9.049472229374524e-07,1.0073478884731761,0.006248358590442841
-1.7489362684563756e-05,1.3303648849026355e-06,-1.7878762684563756e-05,2.0507515796437973e-06,1.020595537306429,0.0473659281883517,2.3729210648769575e-05,1.012952449867477e-06,2.3689510648769576e-05,1.2074204877823982e-06,0.9981363331100132,0.01498298138799667
1.4563881333333337e-05,1.216498101929033e-06,1.764741466666667e-05,1.4974686436061367e-06,1.2125943826860197,0.05971579046175817,-3.372819999999964e-07,1.4180494340562123e-07,-1.2742998666666664e-05,1.2222601143620245e-06,42.49622595614213,17.35911576810949
2.219132796420582e-05,1.8408072579059572e-06,2.0232361297539154e-05,1.967683195951966e-06,0.9110370183225961,0.01292298315368214,-1.4505238702460846e-05,1.1571609068412447e-06,-1.2796568702460847e-05,1.4639972744843126e-06,0.880544148861627,0.03431587310477676
1.4575571377777783e-05,9.953451610454842e-07,2.1092304711111114e-05,2.0934429380677036e-06,1.4451371252247165,0.043530726566827556,-4.289386222222199e-07,1.77506568008066e-07,-1.2647895288888887e-05,9.401052930239021e-07,32.050812389126534,9.320957276831866
2.2672998836689038e-05,1.2713876312012668e-06,2.2072998836689037e-05,1.3007971850822437e-06,0.973436781242126,0.0029813077768485585,-1.4754751163310962e-05,6.807548984424942e-07,-1.3224897829977627e-05,6.974415412410953e-07,0.8962572224977704,0.020010035460788597
2.3440453221476512e-05,1.6825814017527806e-06,2.2939753221476515e-05,1.4553023036402892e-06,0.9790497264898715,0.01370715144528319,-1.5084030111856822e-05,8.186570760375061e-07,-1.3744910111856823e-05,7.959261666876452e-07,0.9111969948532735,0.015495120629105668
2.3834883666666668e-05,1.7310112768822378e-06,2.3179250333333333e-05,1.671641775411273e-06,0.972599206844754,0.01470684049349173,-1.560352633333333e-05,9.455991692604938e-07,-1.4204792999999999e-05,1.0837905510116482e-06,0.9097783013601367,0.01569606839417587
2.4234083866666665e-05,9.518039678374426e-07,2.4075150533333332e-05,1.0996283794769466e-06,0.9932906087539838,0.00874982461407804,-1.6134149466666666e-05,7.812453208455682e-07,-1.4663909466666666e-05,7.717374114211994e-07,0.9087487481871165,0.004162664514554931
2.598477195555556e-05,1.8603810920924312e-06,2.5869538622222225e-05,1.2341206125026492e-06,0.996693939471396,0.024308521645879308,-1.814249471111111e-05,9.700320260621017e-07,-1.6882868044444442e-05,8.003034501356567e-07,0.9309872389836249,0.026265152644107035
2.6283146688888892e-05,1.7412209871663509e-06,2.6171880022222226e-05,1.6375550822877247e-06,0.9959435235914986,0.007757114395129819,-1.846005331111111e-05,9.889776475609644e-07,-1.6977869977777776e-05,1.251296715765821e-06,0.9190694379187359,0.02237406599071832
1.8080615488888893e-05,2.2457059690884195e-06,2.7601448822222225e-05,2.7939255874564315e-06,1.5303091792641978,0.08018597435438644,-6.182457844444444e-06,7.225041143386092e-07,-8.654064511111109e-06,1.7752652805322717e-06,1.4250185840851832,0.3852087262441261
1.4741023911111113e-05,1.5754071489528855e-06,1.6326490577777778e-05,1.5985332302279409e-06,1.108326595786543,0.01514881656750455,-3.5019694222222194e-06,2.940135932066941e-07,-4.213253422222219e-06,2.7101274662651337e-07,1.2055632853712792,0.06732950615262598
1.4334103199105147e-05,1.1887395496715215e-06,1.5573836532438478e-05,1.0121278269504675e-06,1.087580655522221,0.022431782677180365,-3.050610134228186e-06,4.0366740118357344e-07,-3.551288800894853e-06,6.586213536556347e-08,1.1797335451033,0.1789155446026819
1.3845151722595081e-05,1.6152606683865652e-06,1.4572351722595082e-05,1.200843124300129e-06,1.055316972313651,0.041015241755836346,-4.628308277404919e-06,1.052139842738703e-06,-2.9673249440715847e-06,4.507656735251248e-07,0.6518028553677581,0.10620570621881942
1.3571795950783002e-05,1.4024110903774708e-06,1.4628795950783e-05,1.342411687482231e-06,1.078707113677009,0.012254372543098838,-5.779862715883666e-06,6.122610852335513e-07,-2.9426840492169995e-06,7.402021746663819e-07,0.504276565925377,0.07228463782858269
1.4304539440715888e-05,7.543654573646851e-07,1.4185339440715885e-05,1.4762067387736054e-06,0.9899597710293686,0.05099417219369058,-6.3623892259507806e-06,9.521563819532718e-07,-4.0656235592841144e-06,8.970562551019492e-07,0.637546380225423,0.09916614708232652
1.4255880559284119e-05,1.44773933609091e-06,1.4601580559284118e-05,1.369560441301895e-06,1.0247710126933527,0.008045361257403995,-6.20443044071588e-06,7.865766717950462e-07,-3.7407727740492126e-06,7.875478282502733e-07,0.5990659361792157,0.05201085081467153
6.341304333333338e-06,6.092738146518405e-07,9.397004333333337e-06,1.364602601165288e-06,1.477657110726985,0.07541312788170444,-1.3397789999999963e-06,2.7982505534780824e-07,-6.628697666666664e-06,9.56084606967617e-08,5.103045661915636,1.1213035417758614
1.0789567337807607e-05,6.123285965147406e-07,9.915400671140942e-06,5.674112253284478e-07,0.9192037414479289,0.025959934362925024,-7.544825995525726e-06,2.187693836420164e-07,-6.889175662192392e-06,1.3607278596546588e-07,0.9132656539664176,0.008693809974147955
6.520415044444446e-06,8.324963153558232e-07,1.044634837777778e-05,8.895092551157511e-07,1.6100786568125347,0.12633492234761026,-1.3911449555555535e-06,1.1092969968526727e-06,-6.751590288888888e-06,4.804614483609112e-08,11.296548517007807,13.20623528815406
1.1394451297539149e-05,1.0351234871435302e-06,1.0953384630872482e-05,8.539308413170907e-07,0.9620774035357204,0.015042573565815143,-7.73865870246085e-06,4.0118408520539394e-07,-6.784982035794184e-06,2.3366506360516813e-07,0.8785856748079149,0.06122291865464259
1.1318264899328861e-05,7.92474609900651e-07,1.1032164899328859e-05,5.979865168635597e-07,0.9754447347792397,0.015775507625663612,-7.643956100671141e-06,5.536305221609194e-07,-6.821410434004473e-06,5.515235546788618e-07,0.8925497026967154,0.03846063220692712
1.1744875266666675e-05,1.334616020412813e-06,1.1383275266666675e-05,1.0491019687694144e-06,0.9707045725203244,0.01976431539335828,-8.031948733333328e-06,3.1515942644592177e-07,-7.2094067333333275e-06,4.831852548419233e-07,0.896941801115856,0.026180074936804094
1.1856798511111113e-05,8.805052126306744e-07,1.2190598511111113e-05,1.0296867588396944e-06,1.028030735468912,0.03314753151942605,-8.261760155555553e-06,5.177618641383466e-07,-7.65776482222222e-06,3.9524194189328194e-07,0.9274981345583977,0.026195315659537546
1.3111365200000005e-05,1.2689880102465916e-06,1.275769853333334e-05,8.126646386935637e-07,0.975154117066951,0.03775779834603682,-9.113232466666662e-06,9.882478588021965e-08,-8.429764466666661e-06,3.586093296245527e-08,0.9250934926097907,0.012926906425456724
1.2658990800000002e-05,4.735916327211907e-07,1.2730524133333337e-05,1.0432134239503404e-06,1.0048438247310658,0.05337028990855168,-9.10067553333333e-06,4.711999010594749e-07,-8.45694463333333e-06,3.8198144007465623e-07,0.9295417121467583,0.01594500162035153
8.255626511111112e-06,7.206608745500757e-07,1.3624026511111113e-05,1.3364193475854097e-06,1.6492909120659596,0.018555827264309464,-2.087780155555553e-06,1.6503062769932357e-07,-3.542133488888886e-06,1.4375716929349084e-07,1.7051235584779374,0.1708915392581738
6.474973911111115e-06,5.500731301077719e-07,7.154473911111115e-06,7.898784890938804e-07,1.1037001336607475,0.03949245332436609,-2.0206794222222188e-06,3.7150716575189496e-07,-2.1756494222222186e-06,1.6129103257054413e-07,1.0928496474884313,0.14732003911292754
6.359883624161078e-06,5.469943313511643e-07,6.6738169574944105e-06,8.105807248931713e-07,1.047707234887362,0.04904946074628318,-2.6324730425055893e-06,2.3835201876118402e-07,-2.2152397091722555e-06,1.2521799267334125e-07,0.8483559662500181,0.11934947780223681
6.356187494407162e-06,7.560644926836588e-07,6.352220827740496e-06,6.725321562355426e-07,1.0041598182701887,0.10216368106293551,-3.7487978389261712e-06,9.341692136398242e-07,-1.9527125055928383e-06,7.6010541412021e-07,0.5078437644045802,0.1010522043955668
7.089223691275169e-06,5.477357053884982e-07,6.401790357941836e-06,6.386452142938468e-07,0.9020229048684376,0.021426830524998906,-4.18797930872483e-06,3.59452673708023e-07,-3.0435729753914972e-06,5.068635471919218e-07,0.7233277019726777,0.059773506837683996
7.532227114093961e-06,5.388108938612791e-07,6.3202937807606264e-06,7.533242643916476e-07,0.8380746492856281,0.058288978775569496,-3.7529062192393744e-06,1.1260784307005454e-06,-3.5383295525727075e-06,4.1614460582445443e-07,0.9743454500879457,0.1584309982199688
8.635406107382548e-06,2.1022385981799136e-06,7.963839440715882e-06,2.2098510901813888e-06,0.9177713360920569,0.03601869901796584,-5.089570559284117e-06,1.9072980577770337e-06,-4.449813892617451e-06,2.3295506933818457e-06,0.8408423041200527,0.17891512910732557
-6.96238091111111e-06,6.526636898494904e-07,-5.5358399111111104e-06,9.73557584273658e-07,0.8076752982443226,0.2073578816600648,9.822307755555557e-06,5.554945751188241e-07,1.0505741088888888e-05,3.3068820288032827e-07,1.0706213892531513,0.02948244904047863
-7.910669903803127e-06,3.366022562898146e-07,-6.492078903803127e-06,6.81124865520919e-07,0.8192535488443852,0.05145405692509014,1.0550884429530206e-05,6.726376500858329e-07,1.068201776286354e-05,8.128391596404447e-07,1.0120795170427235,0.025097620415371304
-7.46282033333333e-06,7.65688111384614e-07,-7.01777033333333e-06,3.671116561670805e-07,0.9478220714294675,0.11636384348139993,9.405318333333337e-06,4.4688149250348157e-07,1.0744418333333337e-05,7.176639312395037e-07,1.1418486906419696,0.03347975397524986
-7.653449635346752e-06,3.352924750546274e-07,-6.783221968680085e-06,2.990250955496515e-07,0.887196770831741,0.049682355914603,1.0541888031319913e-05,5.405054771807962e-07,1.0597488031319913e-05,6.935141980348112e-07,1.0055027535912346,0.046689174662794285
-7.792445030648767e-06,7.48317069248918e-07,-7.450714597315434e-06,2.2782118837792554e-07,0.9600287717245622,0.06072853293192121,1.0684983736017899e-05,2.9230097549967e-07,1.0597583736017899e-05,2.494287198340624e-07,0.9919459310187042,0.013841304748087356
-7.262310244444439e-06,6.42512528495128e-07,-7.480859244444439e-06,7.482402706843613e-07,1.0317490407485956,0.08814613094510129,1.054754475555556e-05,1.974715641568007e-07,1.0356811422222227e-05,4.737326696419503e-07,0.9815970832602138,0.026745354055978502
-6.593442155555555e-06,3.0177881787643827e-06,-5.039744155555556e-06,3.7570199908995334e-06,1.103819538304666,1.1159344081578855,9.372671177777777e-06,8.144351720988051e-07,1.0060104511111112e-05,7.328134492173517e-07,1.079335135827922,0.13084152083418732
-1.1683589333333328e-06,4.714974579111289e-07,-1.1008055999999995e-06,4.821694791979171e-07,0.9393902934092343,0.09423620896034815,4.092727733333335e-06,4.3690487650668553e-07,4.168261066666668e-06,9.822669196652485e-07,1.0141685424745546,0.17784631958939523
-2.8586401111111082e-06,3.29252723421973e-06,-7.724734444444412e-07,2.0307734828593143e-07,0.6414044582691832,0.6144807096692728,3.2170765555555586e-06,8.890507320833436e-08,2.9786265555555588e-06,2.521382057878393e-08,0.9263615540044045,0.02717435412169446
