Type,Chip,Disp,Electrolyte,Potential [V],Period [s],Pulses #,IDSant (2-3s) [A],Std IDSant [A],"IDSdep (+3, +4s) [A]",Std IDSdep [A],delIDS [A],Std del IDS [A],RatioIDS,Std RazIDS
Enode,1,1,MgCl2,0.8,0.25,50,9.420618009950252e-06,1.2778396246407413e-07,1.006404830845772e-05,1.0067660173607565e-07,6.434302985074668e-07,1.626791910483461e-07,1.0683002216869275,0.0180052696387386
Enode,1,1,MgCl2,0.8,0.15,50,9.324063731343285e-06,1.0648704424251549e-07,1.0068025323383084e-05,1.064808083225327e-07,7.439615920397991e-07,1.505910127880392e-07,1.0797894151601448,0.0168075157764655
Enode,1,1,MgCl2,0.8,0.125,50,9.30603422885571e-06,1.016775486846892e-07,1.0055744079601996e-05,1.0154935940848497e-07,7.497098507462857e-07,1.437031534198224e-07,1.0805616906524609,0.0160767688282025
Enode,1,1,MgCl2,0.8,0.11,50,9.367477412935328e-06,9.605074196107813e-08,1.0115523482587074e-05,1.0747890378028128e-07,7.480460696517457e-07,1.4414388571522753e-07,1.07985565768419,0.0159450055032211
Enode,1,1,MgCl2,0.8,0.105,50,9.465099353233834e-06,9.48302711378578e-08,1.025111094527364e-05,1.1600077045693268e-07,7.860115920398066e-07,1.498297669713252e-07,1.083043142254102,0.0163689803575891
Enode,1,2,KCl,-0.5,0.25,10,8.179061293532328e-06,9.222221589898177e-08,8.22170427860696e-06,9.655668373863089e-08,4.264298507463185e-08,1.3352202170398858e-07,1.0052136771622378,0.016365517203781
Enode,1,2,KCl,-0.5,0.15,10,8.264346815920391e-06,1.0680054033950817e-07,8.375193184079594e-06,1.065885404666512e-07,1.1084636815920272e-07,1.5088894053449326e-07,1.0134125987967575,0.0183809115637989
Enode,1,2,KCl,-0.5,0.125,10,8.427799950248747e-06,9.61055180491604e-08,8.471154079601987e-06,1.0150198361743288e-07,4.3354129353240086e-08,1.397816986510434e-07,1.0051441811159698,0.0166261738880513
Enode,1,2,KCl,-0.5,0.11,10,8.558989402985075e-06,8.90807249332974e-08,8.559878756218902e-06,9.38972513173058e-08,8.893532338269242e-10,1.294297854420963e-07,1.0001039086733203,0.0151228317025759
Enode,1,2,KCl,-0.5,0.105,10,8.552702935323385e-06,9.455128926059548e-08,8.565394875621886e-06,1.004413351967677e-07,1.2691940298501069e-08,1.3794349610239057e-07,1.0014839683307697,0.0161398927443064
Enode,1,2,KCl,-0.5,0.25,20,8.113763283582081e-06,9.917614019089569e-08,8.231371741293521e-06,1.138874930510491e-07,1.1760845771143993e-07,1.5101744222644258e-07,1.014494933312809,0.0187293334111062
Enode,1,2,KCl,-0.5,0.15,20,8.25206999999999e-06,1.0334833914001705e-07,8.487641442786064e-06,1.105147930614177e-07,2.3557144278607405e-07,1.513089511179293e-07,1.0285469515874288,0.0185819095668019
Enode,1,2,KCl,-0.5,0.125,20,8.305921691542273e-06,1.0215027139036073e-07,8.49084422885571e-06,1.0672718580815005e-07,1.8492253731343825e-07,1.4773411974101216e-07,1.0222639394134598,0.0179770168369882
Enode,1,2,KCl,-0.5,0.11,20,8.415700845771142e-06,1.0104566096958889e-07,8.606791791044772e-06,9.915908150429849e-08,1.9109094527362922e-07,1.4157241625951437e-07,1.022706480277237,0.0170180749250285
Enode,1,2,KCl,-0.5,0.105,20,8.24661358208954e-06,9.103291809617249e-08,8.470976368159198e-06,9.303822368383748e-08,2.2436278606965853e-07,1.30165676133719e-07,1.027206656870275,0.0159956162296528
Enode,1,2,KCl,-0.5,0.25,50,8.137308457711435e-06,1.0363649255985777e-07,8.362619900497508e-06,1.0892570912319113e-07,2.2531144278607282e-07,1.5035069902763838e-07,1.0276886938668957,0.0187215303286466
Enode,1,2,KCl,-0.5,0.15,50,8.270040895522376e-06,9.332851466295813e-08,8.508577363184074e-06,1.0876028624232488e-07,2.3853646766169765e-07,1.433143799927503e-07,1.0288434447513854,0.0175430547459644
Enode,1,2,KCl,-0.5,0.125,50,8.417539850746264e-06,9.907416242632385e-08,8.668472885572133e-06,1.1002724419266273e-07,2.509330348258696e-07,1.4805973161231058e-07,1.029810733216027,0.0178261230025538
Enode,1,2,KCl,-0.5,0.11,50,8.346725422885564e-06,9.819734753518174e-08,8.667345422885565e-06,1.046641907623868e-07,3.2062000000000135e-07,1.4351763616674625e-07,1.0384126688917914,0.0175067957095048
Enode,1,2,KCl,-0.5,0.105,50,8.361137213930339e-06,1.0078447903421933e-07,8.675411393034822e-06,1.0878220260249269e-07,3.1427417910448335e-07,1.4829389339163214e-07,1.0375874921154118,0.018047074926992
Enode,1,2,KCl,0.5,0.25,10,8.07159582089552e-06,1.00572012112952e-07,8.034113034825867e-06,1.0930782716367469e-07,-3.74827860696533e-08,1.4853595759846012e-07,0.99535621122497,0.0183631756519416
Enode,1,2,KCl,0.5,0.15,10,8.176452388059694e-06,1.0702796759851444e-07,8.169216567164171e-06,1.0223160187367076e-07,-7.235820895522652e-09,1.480077236833449e-07,0.9991150415177504,0.0180933295022966
Enode,1,2,KCl,0.5,0.125,10,8.318316915422874e-06,1.2072310751234742e-07,8.347140995024866e-06,9.932787717959624e-08,2.88240796019925e-08,1.5633328459558044e-07,1.0034651336195848,0.0188327213883333
Enode,1,2,KCl,0.5,0.11,10,8.42507199004975e-06,9.63904860451481e-08,8.448083283582082e-06,1.064573641377813e-07,2.3011293532332067e-08,1.4361161575298866e-07,1.0027312874666838,0.0170667327571177
Enode,1,2,KCl,0.5,0.105,10,8.415522686567154e-06,1.0293610410709293e-07,8.395358109452724e-06,9.505406620133593e-08,-2.0164577114429893e-08,1.401110881770398e-07,0.9976038829832142,0.0166276045000188
Enode,1,2,KCl,0.5,0.25,20,8.062936865671637e-06,1.0518375046853429e-07,8.080313731343278e-06,1.0350959629670805e-07,1.737686567164151e-08,1.475732289005508e-07,1.0021551533840758,0.018322714117414
Enode,1,2,KCl,0.5,0.15,20,8.160854029850735e-06,1.0613912351333565e-07,8.279944726368148e-06,1.066218542234646e-07,1.1909069651741301e-07,1.504451173625414e-07,1.0145929207999314,0.0185693590640047
Enode,1,2,KCl,0.5,0.125,20,8.235167114427848e-06,1.0068842984986825e-07,8.191990845771134e-06,1.0138872249802281e-07,-4.3176268656713705e-08,1.4289098276452897e-07,0.994757086522134,0.0173062048002878
Enode,1,2,KCl,0.5,0.11,20,8.30734532338307e-06,8.627050060721729e-08,8.302838109452723e-06,1.0623733561892417e-07,-4.507213930346612e-09,1.3685382988585964e-07,0.9994574423290604,0.016470283004188
Enode,1,2,KCl,0.5,0.105,20,8.307997512437805e-06,9.462650078482812e-08,8.297321990049739e-06,9.596835700906777e-08,-1.0675522388066129e-08,1.3477425643571908e-07,0.9987150306229527,0.0162119587615479
Enode,1,2,KCl,0.5,0.25,50,8.183687711442775e-06,1.268842032750189e-07,8.105223482587055e-06,1.0596747602831237e-07,-7.846422885571972e-08,1.6531396497739465e-07,0.990412118396697,0.0200865521273312
Enode,1,2,KCl,0.5,0.15,50,8.212986019900488e-06,9.704628204150633e-08,8.32074915422885e-06,1.0239850076920593e-07,1.0776313432836285e-07,1.410795301163874e-07,1.0131210663292556,0.017284633792105
Enode,1,2,KCl,0.5,0.125,50,8.276564129353223e-06,9.964921809709889e-08,8.288722139303477e-06,9.244242352892141e-08,1.2158009950253337e-08,1.3592486282966652e-07,1.001468968253038,0.016435831626125
Enode,1,2,KCl,0.5,0.11,50,8.375846119402975e-06,1.0177389330209225e-07,8.314224875621878e-06,1.1526881580943494e-07,-6.162124378109699e-08,1.5376873952782176e-07,0.9926429828219564,0.0182995476932455
Enode,1,2,KCl,0.5,0.105,50,8.447964527363188e-06,1.1398242975081944e-07,8.35354641791044e-06,1.0847399017324137e-07,-9.441810945274829e-08,1.5734866010235025e-07,0.9888235670087244,0.0185166861215243
Enode,1,2,KCl,-0.8,0.25,10,8.096089800995023e-06,1.0233764421736618e-07,8.368906915422877e-06,1.1307500357920753e-07,2.728171144278544e-07,1.525088517378517e-07,1.0336973923380055,0.0191257771524074
Enode,1,2,KCl,-0.8,0.15,10,8.224194825870636e-06,1.0582398518339077e-07,8.472162537313428e-06,1.11307606793201e-07,2.479677114427927e-07,1.5358417617099865e-07,1.0301510016108528,0.0189440821774386
Enode,1,2,KCl,-0.8,0.125,10,8.243055024875619e-06,1.0160174279570385e-07,8.528504975124374e-06,1.1021884185167425e-07,2.854499502487549e-07,1.4990365985608468e-07,1.0346291453092735,0.0184774115571523
Enode,1,2,KCl,-0.8,0.11,10,8.388419253731341e-06,9.803616355172365e-08,8.559522985074617e-06,1.0021710140512332e-07,1.7110373134327537e-07,1.401947102353904e-07,1.0203976132055113,0.016880449799726
Enode,1,2,KCl,-0.8,0.105,10,8.288722537313428e-06,9.966237841347065e-08,8.418607114427858e-06,9.984012398646065e-08,1.2988457711442957e-07,1.410696282998635e-07,1.0156700355850647,0.0171530941582274
Enode,1,2,KCl,-0.8,0.25,20,7.986132388059697e-06,1.0708226670774513e-07,8.368313980099492e-06,1.0138023468151757e-07,3.8218159203979493e-07,1.4746038053439385e-07,1.0478556544606257,0.0189356630736338
Enode,1,2,KCl,-0.8,0.15,20,8.27822487562188e-06,1.0502996876182269e-07,8.582357213930341e-06,1.170476820752935e-07,3.04132338308461e-07,1.5726237381302764e-07,1.036738835061619,0.0193115372088581
Enode,1,2,KCl,-0.8,0.125,20,8.291391492537306e-06,1.015943073245798e-07,8.581052338308454e-06,1.1253886506449653e-07,2.896608457711483e-07,1.516126625014089e-07,1.0349351307355177,0.0185751078498088
Enode,1,2,KCl,-0.8,0.11,20,8.34073552238805e-06,9.23863468422187e-08,8.578027213930345e-06,9.515510334290536e-08,2.372916915422949e-07,1.326262823691056e-07,1.028449732149564,0.0161221277744797
Enode,1,2,KCl,-0.8,0.105,20,8.336643731343273e-06,1.0137791714425516e-07,8.589236368159197e-06,9.693520962603717e-08,2.5259263681592386e-07,1.402637406807306e-07,1.030299080176145,0.0170931670566674
Enode,1,2,KCl,-0.8,0.25,50,8.035595373134325e-06,1.1168154528831117e-07,8.512906517412928e-06,1.0462742122795032e-07,4.77311144278603e-07,1.5303484841955458e-07,1.0593995991727525,0.0196551976300574
Enode,1,2,KCl,-0.8,0.15,50,8.221941542288545e-06,1.0180287250912645e-07,8.629506815920393e-06,9.921242719947409e-08,4.0756527363184745e-07,1.421510835763147e-07,1.0495704416694749,0.0177339702205039
Enode,1,2,KCl,-0.8,0.125,50,8.169631442786064e-06,9.887752593187181e-08,8.638224975124365e-06,1.0012593738949165e-07,4.685935323383016e-07,1.4071946728343017e-07,1.0573579769932069,0.0177193774570202
Enode,1,2,KCl,-0.8,0.11,50,8.294890597014913e-06,1.0119067914902913e-07,8.689764378109446e-06,9.48356455861209e-08,3.948737810945322e-07,1.386843654503928e-07,1.0476044592121123,0.0171475822104053
Enode,1,2,KCl,-0.8,0.105,50,8.347793084577108e-06,9.562421446703653e-08,8.821488557213917e-06,1.0144035829692225e-07,4.736954726368086e-07,1.3940637246498368e-07,1.0567449944958482,0.0171521813529001
Enode,1,2,KCl,0.8,0.25,10,8.138672587064667e-06,1.0111188234462673e-07,8.28095288557213e-06,1.0731251823357717e-07,1.422802985074623e-07,1.4744351230524008e-07,1.0174820029907086,0.0182660336151113
Enode,1,2,KCl,0.8,0.15,10,8.224195223880589e-06,1.202559215551344e-07,8.431120845771135e-06,1.1570679601812969e-07,2.0692562189054605e-07,1.6688184237314645e-07,1.025160592162221,0.0205582668874305
Enode,1,2,KCl,0.8,0.125,10,8.223839502487552e-06,1.1016220172432661e-07,8.294771592039797e-06,9.725684865063602e-08,7.093208955224545e-08,1.4695103027268625e-07,1.00862517921596,0.0179556842753924
Enode,1,2,KCl,0.8,0.11,10,8.279411343283569e-06,9.281541586227229e-08,8.389605422885562e-06,1.028778547936594e-07,1.101940796019927e-07,1.385588482509573e-07,1.01330940993666,0.0168356606552367
Enode,1,2,KCl,0.8,0.105,10,8.214290398009941e-06,8.997807533972254e-08,8.336939800995016e-06,9.652967587203525e-08,1.226494029850745e-07,1.3196223840857266e-07,1.0149312231540766,0.0161769204549558
Enode,1,2,KCl,0.8,0.25,20,8.066732388059696e-06,9.972792619556809e-08,8.21654437810944e-06,9.93738572801534e-08,1.4981199004974408e-07,1.4078644385737206e-07,1.0185715829957982,0.0176161069587856
Enode,1,2,KCl,0.8,0.15,20,8.214765273631836e-06,1.1535244214601493e-07,8.36540771144278e-06,1.0713101875150957e-07,1.5064243781094384e-07,1.5742693888844445e-07,1.018338008791862,0.0193533756527382
Enode,1,2,KCl,0.8,0.125,20,8.272175323383076e-06,9.818228358527764e-08,8.405322388059692e-06,9.237148651109096e-08,1.3314706467661594e-07,1.3480449669906618e-07,1.01609577402213,0.0164357982808014
Enode,1,2,KCl,0.8,0.11,20,8.311140646766156e-06,9.868051536184638e-08,8.444346467661688e-06,9.642863261480069e-08,1.3320582089553256e-07,1.3797219031398978e-07,1.016027381385654,0.0167375061410652
Enode,1,2,KCl,0.8,0.105,20,8.248689452736306e-06,1.048147187192667e-07,8.449743880597015e-06,1.037197214847093e-07,2.010544278607088e-07,1.4745814960545468e-07,1.024374105609469,0.0180980164901847
Enode,1,2,KCl,0.8,0.25,50,8.152669402985063e-06,1.5509307177511764e-07,8.452827960198997e-06,1.0332038406973917e-07,3.0015855721393386e-07,1.86357083785297e-07,1.0368172119311048,0.0234445235084708
Enode,1,2,KCl,0.8,0.15,50,8.226686069651731e-06,9.1032507583693e-08,8.614857860696514e-06,1.0406369461008245e-07,3.881717910447824e-07,1.382612381431456e-07,1.0471844662307888,0.0171547025207024
Enode,1,2,KCl,0.8,0.125,50,8.279292786069642e-06,1.0722910687494789e-07,8.558040447761187e-06,9.715349074170465e-08,2.787476616915452e-07,1.4469582621657573e-07,1.0336680521989212,0.0178023842914984
Enode,1,2,KCl,0.8,0.11,50,8.269862189054721e-06,1.0814590963686081e-07,8.61782328358208e-06,1.0920407681567646e-07,3.4796109452735975e-07,1.536914706948575e-07,1.0420758032688733,0.0189757267357149
Enode,1,2,KCl,0.8,0.105,50,8.328695870646757e-06,1.00818009042845e-07,8.602640298507457e-06,1.026666895682843e-07,2.739444278607002e-07,1.438913482259223e-07,1.0328916353911033,0.017557839633788
Enode,1,3,KCl,-0.5,0.25,10,8.287595472636803e-06,9.443803765909417e-08,8.330534228855711e-06,9.295333711883261e-08,4.293875621890765e-08,1.3250987072074229e-07,1.0051810873685472,0.016031070323332
Enode,1,3,KCl,-0.5,0.15,10,8.34215905472636e-06,1.0228165785028121e-07,8.343760547263668e-06,9.868413747507249e-08,1.6014925373069063e-09,1.4212704359762426e-07,1.0001919757855011,0.0170388953351469
Enode,1,3,KCl,-0.5,0.125,10,8.473941791044782e-06,1.004126794671676e-07,8.506323731343281e-06,1.1007854375175685e-07,3.2381940298499525e-08,1.4899661738537416e-07,1.0038213550549426,0.0176134653831891
Enode,1,3,KCl,-0.5,0.11,10,8.550271094527358e-06,1.0641591192484333e-07,8.622034577114426e-06,1.2295242579121925e-07,7.176348258706773e-08,1.626088722017999e-07,1.00839312365581,0.0190865036382683
