Type,Chip,Disp,Electrolyte,Potential [V],Period [s],Pulses #,IDSant (2-3s) [A],Std IDSant [A],"IDSdep (+3, +4s) [A]",Std IDSdep [A],delIDS [A],Std del IDS [A],RatioIDS,Std RazIDS
Enode,1,3,KCl,-0.5,0.105,10,8.662957014925367e-06,1.147766258523261e-07,8.69118786069651e-06,1.1487252319375817e-07,2.823084577114385e-08,1.62386484742251e-07,1.0032588001674838,0.0187754679203232
Enode,1,3,KCl,-0.5,0.25,20,8.096445771144273e-06,1.091126802416996e-07,8.300702736318401e-06,1.071068525024198e-07,2.042569651741284e-07,1.52896876496881e-07,1.025227979158719,0.0191285541426393
Enode,1,3,KCl,-0.5,0.15,20,8.24821537313432e-06,9.606688899920232e-08,8.446126119402982e-06,1.0468784212059037e-07,1.9791074626866205e-07,1.420858594296094e-07,1.023994371790204,0.0174164215796773
Enode,1,3,KCl,-0.5,0.125,20,8.303786666666658e-06,1.049554537283953e-07,8.476847960199004e-06,9.742544091415956e-08,1.73061293532346e-07,1.4320392384516466e-07,1.0208412499597388,0.017439602376976
Enode,1,3,KCl,-0.5,0.11,20,8.347852686567159e-06,1.11858510059567e-07,8.523641940298498e-06,1.065004072091577e-07,1.757892537313392e-07,1.544495484242756e-07,1.0210580205870436,0.0187070809433885
Enode,1,3,KCl,-0.5,0.105,20,8.420504776119397e-06,1.036382585200785e-07,8.569427761194022e-06,1.1183131333603606e-07,1.489229850746247e-07,1.524700995983714e-07,1.0176857550745615,0.0182556593519713
Enode,1,3,KCl,-0.5,0.25,50,8.187898905472623e-06,1.0488889995512397e-07,8.48859084577114e-06,1.04632378720839e-07,3.006919402985176e-07,1.4815402799308928e-07,1.0367239439287097,0.0184303218092783
Enode,1,3,KCl,-0.5,0.15,50,8.265710696517409e-06,1.0935228317923877e-07,8.457335124378106e-06,1.0862425056178497e-07,1.916244278606979e-07,1.5413354484544196e-07,1.0231830552624392,0.0188661765506754
Enode,1,3,KCl,-0.5,0.125,50,8.330831194029844e-06,1.1284930089977145e-07,8.653408258706464e-06,1.1624022731590273e-07,3.2257706467662e-07,1.6200850335713834e-07,1.0387208739636675,0.0198157898142646
Enode,1,3,KCl,-0.5,0.11,50,8.417539701492528e-06,1.0762002961768053e-07,8.676953582089542e-06,1.142238172672604e-07,2.594138805970142e-07,1.5693677454954568e-07,1.030818254477733,0.0189163928744831
Enode,1,3,KCl,-0.5,0.105,50,8.404135870646758e-06,1.0937404658493332e-07,8.714970298507463e-06,1.1019069066355137e-07,3.1083442786070586e-07,1.5525678849980645e-07,1.0369858879776517,0.0188160513410109
Enode,1,3,KCl,0.5,0.25,10,8.121058208955213e-06,9.649730682136224e-08,8.090810895522381e-06,1.087476942707019e-07,-3.0247313432831444e-08,1.4538841505763165e-07,0.9962754467885137,0.0178733008469584
Enode,1,3,KCl,0.5,0.15,10,8.275971194029843e-06,1.088746871571494e-07,8.280834278606955e-06,1.1131845951863493e-07,4.863084577111574e-09,1.557096558764713e-07,1.0005876149714754,0.018820074679077
Enode,1,3,KCl,0.5,0.125,10,8.37928611940297e-06,1.585535296796185e-07,8.44932895522387e-06,9.289270646505569e-08,7.00428358209001e-08,1.837614668211719e-07,1.0083590457257103,0.0220670621732311
Enode,1,3,KCl,0.5,0.11,10,8.509052238805967e-06,1.135345802232196e-07,8.49292029850746e-06,1.1168055045490425e-07,-1.6131940298507933e-08,1.5925654227181093e-07,0.9981041436994668,0.0186981064718242
Enode,1,3,KCl,0.5,0.105,10,8.533842437810942e-06,9.593440658349513e-08,8.452649601990046e-06,1.0728613610267069e-07,-8.119283582089576e-08,1.4392263674060497e-07,0.990485782176953,0.0167938238725813
Enode,1,3,KCl,0.5,0.25,20,8.074916368159198e-06,1.0483327333553885e-07,8.041467014925368e-06,1.1430230936006837e-07,-3.344935323382954e-08,1.550968507845616e-07,0.9958576223320744,0.0191709300267528
Enode,1,3,KCl,0.5,0.15,20,8.18374711442785e-06,1.0514836656188169e-07,8.149466865671634e-06,9.460852436026505e-08,-3.4280248756216794e-08,1.414459326819216e-07,0.9958111793684604,0.0172437903252088
Enode,1,3,KCl,0.5,0.125,20,8.248926467661677e-06,9.203023255409165e-08,8.228346716417897e-06,9.534144522275797e-08,-2.057975124378052e-08,1.3251247066266762e-07,0.9975051600563468,0.0160448897237282
Enode,1,3,KCl,0.5,0.11,20,8.303667960198995e-06,1.1234651952917104e-07,8.403365024875619e-06,1.1109455391298149e-07,9.969706467662392e-08,1.5799917835053052e-07,1.0120063886410788,0.019143484193639
Enode,1,3,KCl,0.5,0.105,20,8.293407661691535e-06,1.1040924856190697e-07,8.370390099502481e-06,1.1867416565533565e-07,7.698243781094596e-08,1.6209182509304717e-07,1.0092823650966225,0.0196290410655363
Enode,1,3,KCl,0.5,0.25,50,8.219924975124368e-06,1.295434913537703e-07,8.161981094527354e-06,1.0152412400408105e-07,-5.7943880597013234e-08,1.645863417994348e-07,0.9929508017685847,0.019935530025328
Enode,1,3,KCl,0.5,0.15,50,8.263100796019894e-06,1.0803038596322409e-07,8.257110995024868e-06,1.0513195123750417e-07,-5.989800995025569e-09,1.5074246734868086e-07,0.999275114615822,0.0182360544719155
Enode,1,3,KCl,0.5,0.125,50,8.334092786069643e-06,1.0213228645339824e-07,8.30159258706467e-06,1.0740675848974117e-07,-3.2500199004973454e-08,1.482134127043588e-07,0.9961003315130716,0.0177510913450917
Enode,1,3,KCl,0.5,0.11,50,8.380650199004969e-06,1.080205795113143e-07,8.363272786069645e-06,1.2577984567170917e-07,-1.737741293532411e-08,1.65798115716552e-07,0.9979264839215712,0.0197660408435648
Enode,1,3,KCl,0.5,0.105,50,8.371931293532329e-06,1.104644073687013e-07,8.369143980099504e-06,1.15073553052296e-07,-2.787313432824764e-09,1.595127202056249e-07,0.9996670644639692,0.0190502344031681
Enode,1,3,KCl,-0.8,0.25,10,8.05902233830845e-06,9.8935379253354e-08,8.356333532338302e-06,1.06236575292882e-07,2.9731119402985224e-07,1.451703110073309e-07,1.0368917198078218,0.0183250413102098
Enode,1,3,KCl,-0.8,0.15,10,8.200056517412926e-06,1.1070639083544781e-07,8.43711104477611e-06,1.0049364523392997e-07,2.3705452736318457e-07,1.4951547647054433e-07,1.0289088894521392,0.0185243105213373
Enode,1,3,KCl,-0.8,0.125,10,8.354910149253728e-06,1.0060337258500629e-07,8.516939900497512e-06,9.36828296754002e-08,1.6202975124378405e-07,1.3746821869605948e-07,1.0193933565232003,0.0166252428288041
Enode,1,3,KCl,-0.8,0.11,10,8.460597661691537e-06,1.0882051079647137e-07,8.6281431840796e-06,1.0541287801218105e-07,1.675455223880625e-07,1.5150504420914808e-07,1.0198030362732748,0.0180909475793458
Enode,1,3,KCl,-0.8,0.105,10,8.527852288557214e-06,1.0651965788405597e-07,8.60590223880597e-06,1.1331018779201929e-07,7.804995024875587e-08,1.555173179205422e-07,1.0091523571947285,0.0183148907377106
Enode,1,3,KCl,-0.8,0.25,20,8.04004388059701e-06,1.0514006293923209e-07,8.389308905472633e-06,1.0379435084722097e-07,3.492650248756241e-07,1.477420052072588e-07,1.043440686402036,0.0187842803866368
Enode,1,3,KCl,-0.8,0.15,20,8.183569054726356e-06,9.934574100383969e-08,8.470857661691536e-06,1.045265923724914e-07,2.8728860696518065e-07,1.4420604969489657e-07,1.0351055395321995,0.0179176704581817
Enode,1,3,KCl,-0.8,0.125,20,8.269862139303472e-06,8.5780672816786e-08,8.548314079601985e-06,1.0010597411879885e-07,2.784519402985136e-07,1.3183144497112254e-07,1.0336706870813648,0.0161706201453663
Enode,1,3,KCl,-0.8,0.11,20,8.293466766169146e-06,1.0932745510616277e-07,8.627253184079602e-06,1.038415732633658e-07,3.3378641791045565e-07,1.5078317140119117e-07,1.0402469108903942,0.0185692352760489
Enode,1,3,KCl,-0.8,0.105,20,8.30817542288556e-06,9.876134311027393e-08,8.616281442786065e-06,1.113633384710066e-07,3.0810601990050485e-07,1.488475597662025e-07,1.037084679152513,0.0182112777295353
Enode,1,3,KCl,-0.8,0.25,50,8.154567512437802e-06,9.881592460621464e-08,8.579450597014916e-06,1.028063166183955e-07,4.2488308457711403e-07,1.425963733494751e-07,1.0521036932895655,0.017930001869115
Enode,1,3,KCl,-0.8,0.15,50,8.237598905472622e-06,1.0504649970273168e-07,8.735372437810938e-06,1.046096803815373e-07,4.977735323383166e-07,1.4824962842895558e-07,1.0604270173930928,0.0185506837263811
Enode,1,3,KCl,-0.8,0.125,50,8.31250487562188e-06,1.0552015292402406e-07,8.70465109452736e-06,1.0883456976896649e-07,3.921462189054805e-07,1.5158979599532898e-07,1.0471754573107717,0.0186581651913633
Enode,1,3,KCl,-0.8,0.11,50,8.416116069651734e-06,1.0948801991530893e-07,8.842661293532328e-06,1.069332694829743e-07,4.265452238805944e-07,1.5304362328203514e-07,1.0506819559462477,0.0186619706692663
Enode,1,3,KCl,-0.8,0.105,50,8.413328606965166e-06,1.0900505913052725e-07,8.84764308457711e-06,1.2029951439817952e-07,4.343144776119433e-07,1.6233938548758753e-07,1.0516221935337682,0.019750814806194
Enode,1,3,KCl,0.8,0.25,10,8.095674676616908e-06,1.0782491547420713e-07,8.295186766169144e-06,1.1171883580663565e-07,1.9951208955223642e-07,1.5526529126308277e-07,1.0246442819804131,0.0194081762001545
Enode,1,3,KCl,0.8,0.15,10,8.242640049751233e-06,1.0258074299544485e-07,8.336405671641784e-06,1.0762819065965781e-07,9.376562189055136e-08,1.4868300594946668e-07,1.0113756783414776,0.0181362388255017
Enode,1,3,KCl,0.8,0.125,10,8.269031940298498e-06,1.344299969862248e-07,8.355147263681583e-06,1.0342789932593201e-07,8.611532338308475e-08,1.6961354441403416e-07,1.010414196486944,0.0206463413694831
Enode,1,3,KCl,0.8,0.11,10,8.379522985074623e-06,1.1274536557235845e-07,8.47216228855721e-06,1.1643671307940769e-07,9.263930348258741e-08,1.620772211348068e-07,1.011055438793783,0.0194458260161675
Enode,1,3,KCl,0.8,0.105,10,8.390376368159196e-06,1.1011040745199236e-07,8.464748805970145e-06,1.1129955365843633e-07,7.437243781094971e-08,1.565627429301458e-07,1.00886401688644,0.0187417942841913
Enode,1,3,KCl,0.8,0.25,20,8.135766666666662e-06,1.0171365355906426e-07,8.33344079601989e-06,1.034076979163696e-07,1.9767412935322745e-07,1.4504764496087653e-07,1.0242969270693474,0.0180427029471747
Enode,1,3,KCl,0.8,0.15,20,8.078237960199002e-06,9.872651996965364e-08,8.291035124378098e-06,9.739565390257125e-08,2.12797164179096e-07,1.386825120353243e-07,1.0263420272128074,0.0173980710662677
Enode,1,3,KCl,0.8,0.125,20,8.230778358208943e-06,1.0872136035660625e-07,8.366000945273627e-06,1.1404666690264109e-07,1.3522258706468354e-07,1.5756578445015593e-07,1.0164288942284323,0.01929386379667
Enode,1,3,KCl,0.8,0.11,20,8.331009402985064e-06,1.0810217197467305e-07,8.513737263681591e-06,1.087883327704544e-07,1.8272786069652685e-07,1.5336551415692157e-07,1.0219334599035568,0.0186106995605326
Enode,1,3,KCl,0.8,0.105,20,8.307344925373125e-06,1.0355638530346357e-07,8.509526019900492e-06,9.839026150020945e-08,2.021810945273667e-07,1.4284456060767242e-07,1.0243376308969483,0.0174161663312053
Enode,1,3,KCl,0.8,0.25,50,8.292340149253724e-06,1.416579078924915e-07,8.440847562189054e-06,1.0458894634007625e-07,1.4850741293533077e-07,1.7608466873923166e-07,1.017908987120927,0.0214815098463139
Enode,1,3,KCl,0.8,0.15,50,8.27051487562188e-06,9.755594152131089e-08,8.560175671641785e-06,8.954478314045785e-08,2.8966079601990574e-07,1.3242141032998045e-07,1.035023308751153,0.0163180074117141
Enode,1,3,KCl,0.8,0.125,50,8.287773333333326e-06,1.072665771493307e-07,8.598013980099492e-06,1.0586202441423273e-07,3.1024064676616615e-07,1.5070795196807936e-07,1.0374335342302838,0.0185323353191547
Enode,1,3,KCl,0.8,0.11,50,8.409651542288544e-06,1.0930846519419e-07,8.641368557213923e-06,1.214588673230899e-07,2.317170149253792e-07,1.6340317320822565e-07,1.0275536999077992,0.0196718137711555
Enode,1,3,KCl,0.8,0.105,50,8.381895223880594e-06,1.1378073134355669e-07,8.771728457711437e-06,1.2106971640798317e-07,3.8983323383084257e-07,1.661443079259235e-07,1.046508960493825,0.0202593919636618
Enode,2,1,KCl,-0.5,0.25,10,7.30094597014925e-06,9.81345139753548e-08,7.355212786069645e-06,9.62870442177918e-08,5.426681592039453e-08,1.3748300883155746e-07,1.0074328472149048,0.0189022915026121
Enode,2,1,KCl,-0.5,0.15,10,7.409064726368147e-06,1.1768597093132953e-07,7.515581741293524e-06,1.118149375685231e-07,1.065170149253774e-07,1.623347406364468e-07,1.0143765804267162,0.0220763985277944
Enode,2,1,KCl,-0.5,0.125,10,7.622217910447747e-06,1.0279040039133973e-07,7.710764776119394e-06,9.90114899447262e-08,8.854686567164648e-08,1.4272050151848034e-07,1.0116169423010428,0.0188374193723595
Enode,2,1,KCl,-0.5,0.11,10,7.554013432835814e-06,9.853347168681665e-08,7.77339457711442e-06,1.067066949677727e-07,2.193811442786071e-07,1.4524174260040386e-07,1.02904166721825,0.0194860759066638
Enode,2,1,KCl,-0.5,0.105,10,7.787688009950252e-06,9.15292958293677e-08,7.883351393034832e-06,9.11247555993966e-08,9.566338308457924e-08,1.2915623514979706e-07,1.0122839259819283,0.0166872944532996
Enode,2,1,KCl,-0.5,0.25,20,7.212577064676609e-06,1.0059164918541105e-07,7.317078059701486e-06,1.2001132190221238e-07,1.0450099502487729e-07,1.5659309458132965e-07,1.0144887179835718,0.0218414694482816
Enode,2,1,KCl,-0.5,0.15,20,7.33095641791044e-06,1.0169423147900024e-07,7.461374228855716e-06,1.0415391212780897e-07,1.3041781094527574e-07,1.4556700906328956e-07,1.0177900131320723,0.0200296641767174
Enode,2,1,KCl,-0.5,0.125,20,7.405683930348257e-06,9.760643768714808e-08,7.574178159203967e-06,1.0052078299582882e-07,1.6849422885570993e-07,1.401122567517547e-07,1.022752014593173,0.0191296650088428
Enode,2,1,KCl,-0.5,0.11,20,7.492214527363174e-06,9.88438239593172e-08,7.681941094527351e-06,1.004142154268808e-07,1.897265671641774e-07,1.4090108656322177e-07,1.0253231626605532,0.0190421870422209
Enode,2,1,KCl,-0.5,0.105,20,7.557630995024866e-06,9.098979692803457e-08,7.766455273631838e-06,9.48378206626964e-08,2.0882427860697258e-07,1.314281376762782e-07,1.0276309175116436,0.0176220654443474
Enode,2,1,KCl,-0.5,0.25,50,7.227937711442785e-06,8.751932365333002e-08,7.435931144278597e-06,1.0028293745290905e-07,2.0799343283581257e-07,1.3310259034639552e-07,1.0287763178294316,0.0186459734268434
Enode,2,1,KCl,-0.5,0.15,50,7.370336616915423e-06,1.0302291158037382e-07,7.66361517412934e-06,1.0355681494761473e-07,2.932785572139176e-07,1.460744133398866e-07,1.0397917452699277,0.0202153610459792
Enode,2,1,KCl,-0.5,0.125,50,7.503660945273622e-06,1.0114473113119617e-07,7.763312039800992e-06,9.366852686638349e-08,2.596510945273704e-07,1.3785517603964084e-07,1.0346032551871789,0.0187166272759583
Enode,2,1,KCl,-0.5,0.11,50,7.545058159203972e-06,9.135618119806961e-08,7.921130796019903e-06,8.860091664516325e-08,3.760726368159315e-07,1.272637979688556e-07,1.0498435703053095,0.0173055029426158
Enode,2,1,KCl,-0.5,0.105,50,7.492096218905466e-06,8.69744904016795e-08,7.812952686567165e-06,1.0464727722089237e-07,3.208564676616991e-07,1.3607209342983642e-07,1.0428259939924496,0.0184838149084268
Enode,2,1,KCl,0.5,0.25,10,7.172247313432835e-06,1.0917131508663933e-07,7.21168741293532e-06,1.0600127221063744e-07,3.9440099502485226e-08,1.5216650665642538e-07,1.005498987664385,0.0212761466346151
Enode,2,1,KCl,0.5,0.15,10,7.382494577114423e-06,1.1045116059121004e-07,7.392399054726361e-06,1.1041204259772562e-07,9.904477611937831e-09,1.561738711390201e-07,1.0013416166457665,0.0211688209809542
Enode,2,1,KCl,0.5,0.125,10,7.366719154228855e-06,1.0366708980569045e-07,7.436820796019897e-06,9.4387036717778e-08,7.010164179104229e-08,1.4019906636331165e-07,1.0095159921701102,0.0191306428738859
Enode,2,1,KCl,0.5,0.11,10,7.56285054726367e-06,9.111072358509177e-08,7.542211542288552e-06,9.760348160854428e-08,-2.0639004975117767e-08,1.335200493345791e-07,0.997271001873416,0.0176323075549629
Enode,2,1,KCl,0.5,0.105,10,7.687100895522378e-06,9.610574812254477e-08,7.656557164179096e-06,9.259442675678656e-08,-3.0543731343281584e-08,1.3345427190094713e-07,0.9960266254133502,0.0173250672326021
Enode,2,1,KCl,0.5,0.25,20,7.228945621890546e-06,1.0605102610883273e-07,7.219812686567162e-06,1.122535660847631e-07,-9.132935323384668e-09,1.544269511370428e-07,0.9987366158495192,0.0213495824213576
Enode,2,1,KCl,0.5,0.15,20,7.31286691542288e-06,1.0095462787528773e-07,7.334277263681589e-06,1.0517164269885265e-07,2.141034825870945e-08,1.4578378276548097e-07,1.0029277639681309,0.0199632540858505
Enode,2,1,KCl,0.5,0.125,20,7.37887691542288e-06,9.837090311894973e-08,7.393229004975116e-06,9.99185162820433e-08,1.4352089552235386e-08,1.4021606354638096e-07,1.0019450235742835,0.0190205589181532
Enode,2,1,KCl,0.5,0.11,20,7.4947648756218784e-06,8.8100918684821e-08,7.505440398009942e-06,1.011671279608193e-07,1.0675522388063588e-08,1.341512566208391e-07,1.001424397237969,0.0179103288092577
Enode,2,1,KCl,0.5,0.105,20,7.57631358208954e-06,9.40841921850024e-08,7.57916034825869e-06,9.7262798188095e-08,2.8467661691497503e-09,1.3532142155062728e-07,1.0003757455572957,0.017864361244595
Enode,2,1,KCl,0.5,0.25,50,7.289617910447756e-06,1.3427387276984282e-07,7.271648009950243e-06,9.906557490379753e-08,-1.7969900497512586e-08,1.668636001038928e-07,0.9975348638682752,0.02285405931391
Enode,2,1,KCl,0.5,0.15,50,7.3480366169154195e-06,1.0726237768899917e-07,7.376030099502484e-06,1.030316826514546e-07,2.7993482587064407e-08,1.4873044509275014e-07,1.00380965474813,0.0202809841620543
Enode,2,1,KCl,0.5,0.125,50,7.435219651741288e-06,1.042088338308135e-07,7.433381044776113e-06,9.482824551473557e-08,-1.8386069651756147e-09,1.4089668979710298e-07,0.9997527165233452,0.0189473395971833
Enode,2,1,KCl,0.5,0.11,50,7.630995771144267e-06,9.481972628376098e-08,7.542745422885564e-06,1.0024044751468981e-07,-8.825034825870287e-08,1.3798162127788117e-07,0.9884352775305668,0.0179832866996306
Enode,2,1,KCl,0.5,0.105,50,7.507338159203975e-06,1.0330218124557929e-07,7.4628569154228785e-06,1.010394684439591e-07,-4.448124378109652e-08,1.4450022433730794e-07,0.9940749646761864,0.019189663923188
Enode,2,1,KCl,-0.8,0.25,10,7.161452935323377e-06,1.0786330564117169e-07,7.456926169154223e-06,9.70003314826875e-08,2.954732338308459e-07,1.450639755817828e-07,1.041258839023216,0.0207224535922162
Enode,2,1,KCl,-0.8,0.15,10,7.345724179104468e-06,1.0550726096078777e-07,7.561901890547254e-06,1.0073373426220213e-07,2.161777114427855e-07,1.4587346343271526e-07,1.029429053715047,0.0201661191418899
Enode,2,1,KCl,-0.8,0.125,10,7.392873731343277e-06,1.0477195770580717e-07,7.700386368159198e-06,1.0419937415955909e-07,3.075126368159211e-07,1.477656005190357e-07,1.041595818891397,0.0204097840924704
Enode,2,1,KCl,-0.8,0.11,10,7.4889524378109374e-06,9.605927302726877e-08,7.702699054726359e-06,1.01501399692822e-07,2.137466169154214e-07,1.3974948326963276e-07,1.0285415909221478,0.0189142643694044
Enode,2,1,KCl,-0.8,0.105,10,7.673460398009944e-06,9.605210648830553e-08,7.835134079601988e-06,9.765911969331724e-08,1.6167368159204408e-07,1.369792349960915e-07,1.021069201273779,0.0180369519395524
Enode,2,1,KCl,-0.8,0.25,20,7.183278606965176e-06,1.1289422270891357e-07,7.499034925373124e-06,9.204710189419002e-08,3.1575631840794774e-07,1.4566322284011558e-07,1.0439571309543498,0.0208181019643821
Enode,2,1,KCl,-0.8,0.15,20,7.338013781094524e-06,1.0811811978864524e-07,7.74866293532338e-06,1.1332055944461626e-07,4.106491542288558e-07,1.566239988618368e-07,1.0559618946596752,0.0219214981282633
Enode,2,1,KCl,-0.8,0.125,20,7.280899601990047e-06,1.0543810637924413e-07,7.772208059701488e-06,1.1217707321336397e-07,4.913084577114403e-07,1.5395093384438178e-07,1.0674790870041877,0.0218253747445089
Enode,2,1,KCl,-0.8,0.11,20,7.475964228855714e-06,9.958267281775153e-08,7.84586870646766e-06,1.1506895410717182e-07,3.699044776119463e-07,1.521761246873036e-07,1.0494791663373924,0.0207926544610134
Enode,2,1,KCl,-0.8,0.105,20,7.548853582089543e-06,9.200406657373608e-08,7.928247711442783e-06,1.0173678060925816e-07,3.7939412935324017e-07,1.3716822079053437e-07,1.0502585094845915,0.0185871440964711
Enode,2,1,KCl,-0.8,0.25,50,7.22271830845771e-06,1.0675168662894461e-07,7.684906368159196e-06,9.814800766823436e-08,4.62188059701486e-07,1.4501363386719257e-07,1.063990874344396,0.0207835303704404
Enode,2,1,KCl,-0.8,0.15,50,7.362032935323378e-06,1.0871986372250833e-07,7.91098905472637e-06,1.051790483775261e-07,5.489561194029911e-07,1.5127009283213506e-07,1.0745658331368058,0.0213524773904926
Enode,2,1,KCl,-0.8,0.125,50,7.447318407960196e-06,1.0492412098012893e-07,7.99336776119403e-06,1.0744743767285797e-07,5.460493532338346e-07,1.5017996879049956e-07,1.0733216069626057,0.0209004386300302
Enode,2,1,KCl,-0.8,0.11,50,7.530409203980089e-06,1.0523046461630377e-07,8.104808258706462e-06,9.651230552345513e-08,5.743990547263732e-07,1.4278681942257804e-07,1.0762772698225729,0.0197600469104444
Enode,2,1,KCl,-0.8,0.105,50,7.519258905472628e-06,9.463657194127445e-08,8.08096597014925e-06,1.0525312126573305e-07,5.617070646766229e-07,1.415425741074929e-07,1.074702450299697,0.0194651894326662
Enode,2,1,KCl,0.8,0.25,10,7.261506268656711e-06,1.1215174564181985e-07,7.351239104477607e-06,1.113525799036287e-07,8.973283582089516e-08,1.5804243449688278e-07,1.0123573309036742,0.0219002643307622
Enode,2,1,KCl,0.8,0.15,10,7.372649353233827e-06,1.020618305836202e-07,7.457341393034818e-06,1.0160568301551717e-07,8.469203980099146e-08,1.4401504116976586e-07,1.0114873277899543,0.0196467070662024
Enode,2,1,KCl,0.8,0.125,10,7.3852817910447716e-06,1.391948143386675e-07,7.527858805970142e-06,9.736612908792844e-08,1.4257701492537078e-07,1.698686534718612e-07,1.0193055619215852,0.0233000638216399
Enode,2,1,KCl,0.8,0.11,10,7.47940388059701e-06,9.56237834477681e-08,7.56528213930347e-06,1.0086153428785669e-07,8.587825870645939e-08,1.3898545628865682e-07,1.0114819656856937,0.0186837257494788
Enode,2,1,KCl,0.8,0.105,10,7.521987562189043e-06,1.0223520439421709e-07,7.62696263681591e-06,9.814564020124592e-08,1.049750746268669e-07,1.417201598504594e-07,1.0139557628564222,0.0189780736876051
Enode,2,1,KCl,0.8,0.25,20,7.2250905472636765e-06,1.0062267130323569e-07,7.399990547263673e-06,1.1548231595443085e-07,1.748999999999964e-07,1.5317012528034969e-07,1.0242073090788095,0.0214227326452123
Enode,2,1,KCl,0.8,0.15,20,7.337657462686561e-06,1.0831043825518324e-07,7.507871791044768e-06,1.106190159636945e-07,1.702143283582068e-07,1.5481510820267497e-07,1.0231973663561948,0.0213396695920552
Enode,2,1,KCl,0.8,0.125,20,7.43183905472636e-06,1.0622750166318501e-07,7.561486169154212e-06,9.260265964188741e-08,1.2964711442785245e-07,1.4092386129521578e-07,1.0174448226708304,0.0191508372884091
Enode,2,1,KCl,0.8,0.11,20,7.535390845771135e-06,9.968180754671877e-08,7.648491442786057e-06,9.807851726758486e-08,1.1310059701492153e-07,1.39842262228516e-07,1.0150092542417215,0.0187001114570288
Enode,2,1,KCl,0.8,0.105,20,7.602231393034815e-06,9.724276752051913e-08,7.641849004975113e-06,9.382210602520585e-08,3.96176119402981e-08,1.351249178133134e-07,1.0052113136120266,0.0178224076360124
Enode,2,1,KCl,0.8,0.25,50,7.402778109452734e-06,1.2290133684548732e-07,7.597071542288546e-06,1.035243556758961e-07,1.9429343283581218e-07,1.6069234834464702e-07,1.026246016017651,0.022042083263964
Enode,2,1,KCl,0.8,0.15,50,7.362448358208949e-06,1.067307425571051e-07,7.635976965174118e-06,1.047879765347331e-07,2.735286069651693e-07,1.4957262929103977e-07,1.0371518540649851,0.0207033616335972
Enode,2,1,KCl,0.8,0.125,50,7.465170248756212e-06,9.550468030121769e-08,7.651871940298493e-06,9.945365838276845e-08,1.867016915422804e-07,1.3788464064265534e-07,1.02500970310401,0.0186934358311077
Enode,2,1,KCl,0.8,0.11,50,7.542033333333321e-06,9.364690854658965e-08,7.786382885572131e-06,1.0415060726482516e-07,2.443495522388105e-07,1.4006103124697165e-07,1.0323983654592013,0.0188420705301644
Enode,2,1,KCl,0.8,0.105,50,7.5810581094527236e-06,8.993191598319235e-08,7.717111144278601e-06,9.948883065542622e-08,1.360530348258774e-07,1.341110619508773e-07,1.0179464440005064,0.017833743824069
Enode,2,2,MgCl2,-0.5,0.25,10,6.3995221890547245e-06,1.0508083286301112e-07,6.672161094527356e-06,9.923812455803481e-08,2.726389054726314e-07,1.4453437930464886e-07,1.0426030096338963,0.0230987681349623
Enode,2,2,MgCl2,-0.5,0.15,10,7.058079154228852e-06,1.1702559011080057e-07,7.201901492537314e-06,1.0543155094069898e-07,1.4382233830846201e-07,1.5751444592335746e-07,1.0203769800771207,0.0225690449690792
Enode,2,2,MgCl2,-0.5,0.125,10,7.129426865671637e-06,9.84586181582236e-08,7.383740298507451e-06,9.908707351572377e-08,2.5431343283581385e-07,1.3968660503977224e-07,1.0356709505023944,0.0199432522634277
Enode,2,2,MgCl2,-0.5,0.11,10,7.284932388059697e-06,1.1111075942170797e-07,7.467305323383077e-06,1.2506854980377714e-07,1.823729353233801e-07,1.672953765329112e-07,1.0250342660176637,0.0232199228891969
Enode,2,2,MgCl2,-0.5,0.105,10,7.269927661691537e-06,1.1011325021996656e-07,7.523885472636808e-06,1.0556442882856177e-07,2.5395781094527064e-07,1.525410649887611e-07,1.0349326462054755,0.0213675499225147
Enode,2,2,MgCl2,-0.5,0.25,20,6.529703432835817e-06,1.1097168244942809e-07,6.796708805970151e-06,1.0549040284579052e-07,2.670053731343344e-07,1.531108728935469e-07,1.0408908882127248,0.0239568267618289
Enode,2,2,MgCl2,-0.5,0.15,20,6.80424089552239e-06,1.0833113153749489e-07,7.198580398009945e-06,1.0115309119271056e-07,3.943395024875557e-07,1.482146481223595e-07,1.0579549590531188,0.0224659278753927
Enode,2,2,MgCl2,-0.5,0.125,20,6.985071144278608e-06,9.541787441137061e-08,7.301598208955224e-06,1.0788995431353245e-07,3.165270646766161e-07,1.44030597440128e-07,1.0453147946726182,0.021034971607566
Enode,2,2,MgCl2,-0.5,0.11,20,7.091291840796017e-06,1.0179721682391196e-07,7.366540796019903e-06,1.1152135481316217e-07,2.7524895522388537e-07,1.5099564872027852e-07,1.0388150652100347,0.0216726654509956
Enode,2,2,MgCl2,-0.5,0.105,20,7.022731542288557e-06,1.116746216474874e-07,7.360076069651739e-06,1.142812712301326e-07,3.373445273631819e-07,1.59785575300415e-07,1.0480360847245556,0.0232928994215612
Enode,2,2,MgCl2,-0.5,0.25,50,6.647133283582085e-06,1.0479611974765184e-07,7.006066169154227e-06,9.149374675217557e-08,3.589328855721418e-07,1.3911625501326373e-07,1.0539981478118814,0.0215773186933021
