VGSmin [V]	VGSmin [V]	IDSmin [A]	IDSmin [A]	IDSmax [A]	IDSmax [A]	Ronoff	Ronoff	Res [ohm]	Res [ohm]	IDS(-0.6V) [A]	IDS(-0.6V) [A]	IDS(+0.6V) [A]	IDS(+0.6V) [A]	VGS min |gm| [V]	VGS min |gm| [V]	min |gm| [S]	min |gm| [S]	VGS min gm [V]	VGS min gm [V]	min gm [S]	min gm [S]	VGS max gm [V]	VGS max gm [V]	max gm [S]	max gm [S]
mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std
0.16	0.0	4.252392e-06	1.7417807787577632e-06	1.02429635e-05	2.5062784676257553e-06	2.49755874128644	0.4336197936985586	24294.06466462685	9872.56173625106	1.02429635e-05	2.5062784676257553e-06	5.971738e-06	2.2348887636860137e-06	0.16	0.0	7.533750000000172e-08	4.5272511665468554e-08	-0.6	0.0	-6.12450999999999e-05	1.450714414417943e-05	0.6	0.0	7.758250000000008e-06	1.7624636521074691e-06
0.16999999999999998	0.014142135623730954	4.2541165e-06	1.740901845028748e-06	1.02283265e-05	2.4982697762220373e-06	2.492915711487228	0.43291051982408846	24291.338340007278	9868.354287546383	1.02283265e-05	2.4982697762220373e-06	5.968605e-06	2.233531118666136e-06	0.16999999999999998	0.014142135623730954	6.461249999998328e-08	8.27845264074133e-08	-0.6	0.0	-6.036639999999994e-05	1.514537872487839e-05	0.6	0.0	7.747100000000008e-06	1.705895109612541e-06
0.16999999999999998	0.014142135623730954	4.2505715e-06	1.7416344076540574e-06	1.02683465e-05	2.5060620929507125e-06	2.505270880002331	0.4369303921025932	24316.36806924764	9888.281763450452	1.02683465e-05	2.5060620929507125e-06	5.959668000000001e-06	2.226276203091162e-06	0.16999999999999998	0.014142135623730954	8.082499999998918e-08	8.531243315014518e-08	-0.6	0.0	-6.246489999999997e-05	1.4005522593605621e-05	0.6	0.0	7.709825e-06	1.660746341633784e-06
0.16999999999999998	0.014142135623730954	4.250807e-06	1.7413353014856154e-06	1.024828e-05	2.45510302855094e-06	2.502585113165405	0.44761777563092237	24310.96115828362	9869.522349485496	1.024828e-05	2.45510302855094e-06	5.9606365e-06	2.2304926808273778e-06	0.16999999999999998	0.014142135623730954	8.050000000000033e-08	7.201882566384727e-08	-0.6	0.0	-6.182899999999995e-05	1.624294987063616e-05	0.6	0.0	7.75449999999998e-06	1.6510943340706137e-06
0.16999999999999998	0.014142135623730954	4.2466865e-06	1.7381724128533684e-06	1.02454165e-05	2.4995001420212997e-06	2.501663029345094	0.4353562528907027	24324.508936122627	9889.80331330584	1.02454165e-05	2.4995001420212997e-06	5.9534815e-06	2.223565862798874e-06	0.16999999999999998	0.014142135623730954	6.42124999999892e-08	6.075815017346395e-08	-0.6	0.0	-6.157114999999995e-05	1.446903108867349e-05	0.6	0.0	7.708175000000009e-06	1.6456849671945285e-06
0.16999999999999998	0.014142135623730954	4.24274e-06	1.7371916557478625e-06	1.022712e-05	2.475085866187272e-06	2.50068813335042	0.44053811751292166	24339.711808733588	9896.992190544881	1.022712e-05	2.475085866187272e-06	5.9482649999999995e-06	2.219554446029202e-06	0.16999999999999998	0.014142135623730954	8.233749999999675e-08	4.230266318445939e-08	-0.6	0.0	-6.111607499999992e-05	1.4925716003302817e-05	0.6	0.0	7.592574999999994e-06	1.5279516881269388e-06
0.16999999999999998	0.014142135623730954	4.2436514999999995e-06	1.7368826500844837e-06	1.0230063499999999e-05	2.4542778349372943e-06	2.501874799599772	0.4456504256231089	24350.53176820201	9911.570905956303	1.0230063499999999e-05	2.4542778349372943e-06	5.949453e-06	2.2241478116797904e-06	0.16999999999999998	0.014142135623730954	7.112500000000857e-08	4.26031835664703e-08	-0.6	0.0	-6.159184999999995e-05	1.550734668616785e-05	0.6	0.0	7.765899999999998e-06	1.7532712639520304e-06
0.16999999999999998	0.014142135623730954	4.246635e-06	1.7451607491718349e-06	1.02655215e-05	2.501755812653286e-06	2.5080642862126137	0.4415777518069347	24347.37551301263	9948.281061003916	1.02655215e-05	2.501755812653286e-06	5.954987e-06	2.2357867892981205e-06	0.16	0.0	1.0546249999998139e-07	2.7877684848298856e-08	-0.6	0.0	-6.268114999999993e-05	1.4033453311462528e-05	0.6	0.0	7.809674999999992e-06	1.8238758760534852e-06
0.16999999999999998	0.014142135623730954	4.248365e-06	1.7458438143224608e-06	1.0262815e-05	2.5103492813650452e-06	2.5058879122733	0.43888404825449795	24323.191426443613	9936.791750883125	1.0262815e-05	2.5103492813650452e-06	5.951637e-06	2.2324351031552967e-06	0.16999999999999998	0.014142135623730954	5.503750000000465e-08	2.2326896615941126e-08	-0.6	0.0	-6.158924999999997e-05	1.4918892422864357e-05	0.6	0.0	7.71667500000001e-06	1.6718479180984053e-06
0.16999999999999998	0.014142135623730954	4.246315e-06	1.7452357024906406e-06	1.02729435e-05	2.52544106139591e-06	2.508949515840472	0.43644129307305046	24319.1740386253	9942.528790581659	1.02729435e-05	2.52544106139591e-06	5.9548935e-06	2.2401050904108275e-06	0.16999999999999998	0.014142135623730954	5.102499999999839e-08	3.270368862987526e-08	-0.6	0.0	-6.192292499999997e-05	1.4339312349664789e-05	0.6	0.0	7.834924999999983e-06	1.7624990074465384e-06
0.16999999999999998	0.014142135623730954	4.24425e-06	1.7456953218984118e-06	1.0285191500000001e-05	2.5279187635571884e-06	2.513438871920232	0.43818807022008216	24334.06906954063	9948.861705713713	1.0285191500000001e-05	2.5279187635571884e-06	5.950218e-06	2.2371797896570585e-06	0.16999999999999998	0.014142135623730954	8.416249999998213e-08	5.679835219880101e-08	-0.6	0.0	-6.259832499999997e-05	1.5073147767180175e-05	0.6	0.0	7.720250000000018e-06	1.7454930893590025e-06
0.16999999999999998	0.014142135623730954	4.246058e-06	1.7487245673490148e-06	1.02788385e-05	2.5258299701255617e-06	2.511277561558676	0.43939644658749905	24329.8499054297	9970.83772719031	1.02788385e-05	2.5258299701255617e-06	5.9506185e-06	2.2386130951025234e-06	0.16999999999999998	0.014142135623730954	6.142500000000087e-08	2.8284271247456855e-08	-0.6	0.0	-6.181559999999996e-05	1.5182431120212565e-05	0.6	0.0	7.709099999999997e-06	1.6271941248664776e-06
0.16	0.0	4.24276e-06	1.7466386023445148e-06	1.029451e-05	2.5461359555608965e-06	2.5160508212012367	0.4356823233484332	24339.738491120333	9976.302492337385	1.029451e-05	2.5461359555608965e-06	5.9447965e-06	2.2382100442372468e-06	0.16999999999999998	0.014142135623730954	7.549999999998938e-08	3.227942456116239e-08	-0.6	0.0	-6.200499999999996e-05	1.44794255583569e-05	0.6	0.0	7.780324999999999e-06	1.8262093284314222e-06
0.16999999999999998	0.014142135623730954	4.2385215e-06	1.7404563677566004e-06	1.0289819999999999e-05	2.5272137780963436e-06	2.517518942272174	0.43751532130463994	24342.72184052595	9949.988263285	1.0289819999999999e-05	2.5272137780963436e-06	5.928205e-06	2.216890067677691e-06	0.16999999999999998	0.014142135623730954	7.854999999999944e-08	1.279863273946145e-08	-0.6	0.0	-6.248042499999995e-05	1.5545636518369033e-05	0.6	0.0	7.923574999999983e-06	1.9743481990900052e-06
0.16999999999999998	0.014142135623730954	4.228685e-06	1.729515304531301e-06	1.023823e-05	2.4506906822363366e-06	2.512790242039111	0.44818152651408644	24385.050994526624	9909.572817217508	1.023823e-05	2.4506906822363366e-06	5.9232135e-06	2.20880854427551e-06	0.16999999999999998	0.014142135623730954	8.38375000000068e-08	3.2049614857265504e-08	-0.6	0.0	-6.147067499999997e-05	1.6497755799236725e-05	0.6	0.0	7.769349999999997e-06	1.740189788500092e-06
0.16999999999999998	0.014142135623730954	4.2250985e-06	1.7269831551478718e-06	1.02337385e-05	2.4365365257973254e-06	2.5143072388797156	0.45102610569062435	24400.244032272927	9915.614589720684	1.02337385e-05	2.4365365257973254e-06	5.9142649999999995e-06	2.2024085207989904e-06	0.16999999999999998	0.014142135623730954	6.471249999999029e-08	1.373554922453688e-08	-0.6	0.0	-6.198742499999996e-05	1.6158698097657816e-05	0.6	0.0	7.668349999999984e-06	1.5537257303011588e-06
0.16999999999999998	0.014142135623730954	4.2268235e-06	1.7260144188576468e-06	1.02361785e-05	2.4576931606904267e-06	2.5124769156560536	0.4445130540177298	24393.638818420426	9911.00623268285	1.02361785e-05	2.4576931606904267e-06	5.91451e-06	2.2042639689928242e-06	0.16999999999999998	0.014142135623730954	5.271249999999107e-08	3.32870517243806e-08	-0.6	0.0	-6.213217499999995e-05	1.5168395050606034e-05	0.6	0.0	7.675074999999963e-06	1.5557409846275737e-06
0.16999999999999998	0.014142135623730954	4.224065e-06	1.7285479824546382e-06	1.02296185e-05	2.4490664579599507e-06	2.5135755569238007	0.44880216088246133	24411.475729521826	9929.933424901636	1.02296185e-05	2.4490664579599507e-06	5.908251999999999e-06	2.20060822693409e-06	0.16999999999999998	0.014142135623730954	9.994999999999216e-08	3.917371567774395e-08	-0.6	0.0	-6.177009999999995e-05	1.549497231749703e-05	0.6	0.0	7.776024999999986e-06	1.6612413163805838e-06
0.16999999999999998	0.014142135623730954	4.22442e-06	1.7258595624725672e-06	1.0229073500000001e-05	2.450162473470792e-06	2.51262578200172	0.44651733476121946	24398.031870510233	9921.394462276734	1.0229073500000001e-05	2.450162473470792e-06	5.906145e-06	2.19891541329993e-06	0.16999999999999998	0.014142135623730954	1.0633749999999515e-07	1.2079151589621367e-07	-0.6	0.0	-6.224059999999993e-05	1.6379562900761373e-05	0.6	0.0	7.62157499999999e-06	1.5983795235331464e-06
0.16999999999999998	0.014142135623730954	4.2232585000000005e-06	1.728001388912781e-06	1.02419385e-05	2.4487553309762285e-06	2.5172143448533353	0.45012507596243784	24398.28246360045	9911.831291576946	1.02419385e-05	2.4487553309762285e-06	5.904052e-06	2.198670754353639e-06	0.16999999999999998	0.014142135623730954	6.52999999999941e-08	7.000357133728629e-09	-0.6	0.0	-6.218634999999993e-05	1.54917903369817e-05	0.59	0.014142135623730963	7.64539999999999e-06	1.5969299546316875e-06
0.16999999999999998	0.014142135623730954	4.219855e-06	1.728982146018287e-06	1.02289065e-05	2.4690238397521616e-06	2.5152543692628346	0.445466978698976	24406.251344450884	9938.956710866227	1.02289065e-05	2.4690238397521616e-06	5.9006785000000005e-06	2.199722222137264e-06	0.16999999999999998	0.014142135623730954	1.217125000000001e-07	5.474774253337949e-08	-0.6	0.0	-6.198482499999994e-05	1.4997487341593213e-05	0.6	0.0	7.648849999999995e-06	1.5619988796410744e-06
0.16999999999999998	0.014142135623730954	4.220375e-06	1.7283217082846588e-06	1.02453085e-05	2.433990941385053e-06	2.5208751604872646	0.4556212000973039	24413.875865964583	9943.173095595408	1.02453085e-05	2.433990941385053e-06	5.898648500000001e-06	2.1978738450112423e-06	0.16999999999999998	0.014142135623730954	9.892500000000178e-08	2.5102290732115208e-08	-0.6	0.0	-6.210209999999992e-05	1.612995420700258e-05	0.6	0.0	7.6286750000000155e-06	1.6487255263536103e-06
0.16999999999999998	0.014142135623730954	4.2178000000000005e-06	1.7261791747376638e-06	1.02258085e-05	2.465245061113498e-06	2.515503925741995	0.44501053380273387	24421.391608296228	9936.739635162186	1.02258085e-05	2.465245061113498e-06	5.8968914999999995e-06	2.1984777142023744e-06	0.16999999999999998	0.014142135623730954	1.511250000000078e-07	1.944543648274457e-09	-0.6	0.0	-6.157542499999999e-05	1.5318655241608182e-05	0.6	0.0	7.729499999999988e-06	1.7449274039340376e-06
0.16999999999999998	0.014142135623730954	4.2158365e-06	1.7289842673386305e-06	1.02418765e-05	2.447372230112227e-06	2.5224763095477614	0.45399047705722495	24539.481255657174	10121.630661600939	1.02418765e-05	2.447372230112227e-06	5.89597e-06	2.2031142133666153e-06	0.16999999999999998	0.014142135623730954	9.151249999998129e-08	1.5079052108808657e-08	-0.6	0.0	-6.217849999999994e-05	1.5912731003822096e-05	0.6	0.0	7.642424999999983e-06	1.6387553207388599e-06
0.16999999999999998	0.014142135623730954	4.2176535e-06	1.730822744969715e-06	1.02674035e-05	2.433757596147262e-06	2.5289324349185742	0.4607718919302997	24426.091050072748	9964.805974077024	1.02674035e-05	2.433757596147262e-06	5.8919785e-06	2.199316342844862e-06	0.16999999999999998	0.014142135623730954	6.891249999998595e-08	5.220215812109277e-08	-0.6	0.0	-6.302742499999997e-05	1.640618547107308e-05	0.6	0.0	7.729574999999984e-06	1.7325176799242082e-06
0.16999999999999998	0.014142135623730954	4.2153235e-06	1.7295598522585163e-06	1.0246369999999999e-05	2.4652995083356498e-06	2.5231461747950714	0.45041212542039877	24449.607455224697	9982.076302989299	1.0246369999999999e-05	2.4652995083356498e-06	5.8887185e-06	2.1967849005682144e-06	0.16999999999999998	0.014142135623730954	7.117499999999852e-08	1.8632263684275238e-08	-0.6	0.0	-6.249117499999995e-05	1.5218599632070262e-05	0.6	0.0	7.69142499999998e-06	1.6775754830260098e-06
0.18	0.028284271247461915	4.2158965e-06	1.7300831112765942e-06	1.02378665e-05	2.454938272670925e-06	2.5212068637699776	0.45232589139039453	24428.41830904441	9974.44772736704	1.02378665e-05	2.454938272670925e-06	5.8884485e-06	2.1969503635550128e-06	0.16999999999999998	0.014142135623730954	8.938749999999527e-08	5.626802211289318e-08	-0.6	0.0	-6.196614999999995e-05	1.547736535864546e-05	0.6	0.0	7.828349999999996e-06	1.8618121548642116e-06
-0.01	0.01414213562373095	5.1918615e-06	8.170739064763355e-07	8.584893e-06	7.980124289758908e-07	1.662015921705555	0.10785677021583377	19500.57280561459	3071.8302556334384	8.584893e-06	7.980124289758908e-07	7.841965e-06	9.528900272591794e-07	-0.01	0.01414213562373095	2.167875000000171e-07	6.616751704952654e-08	-0.47	0.014142135623730904	-8.986137500000018e-06	1.322820010905035e-07	0.5800000000000001	0.028284271247461888	6.446362500000019e-06	6.813504166817514e-07
0.0	0.0	5.20835e-06	7.960749563954389e-07	8.814035e-06	8.303526647202374e-07	1.6999625595175134	0.10040511020218415	19426.862477245606	2969.3163284866587	8.814035e-06	8.303526647202374e-07	7.789398e-06	9.356083375269802e-07	0.0	0.0	1.3621250000001153e-07	3.636296622252729e-08	-0.6	0.0	-2.661657499999995e-05	3.415431819148195e-06	0.6	0.0	6.823075000000014e-06	6.768072556126915e-07
0.02	0.0	5.226215e-06	7.835902790668093e-07	8.873783e-06	8.654845580367098e-07	1.704682880793925	0.0899864196641382	19338.325556618685	2902.4040429836623	8.873783e-06	8.654845580367098e-07	7.739910000000001e-06	9.166833316353042e-07	0.02	0.0	7.271249999999427e-08	6.687462383075296e-08	-0.6	0.0	-2.5097399999999974e-05	3.593870215380535e-06	0.6	0.0	6.9216750000000035e-06	5.578718950171248e-07
0.02	0.0	5.2368215e-06	7.747464945545087e-07	8.956528e-06	8.99644886635833e-07	1.7163738875048016	0.08213183627767431	19273.89491327658	2866.408361761021	8.956528e-06	8.99644886635833e-07	7.6929765e-06	9.007599940297636e-07	0.02	0.0	1.835499999999925e-07	1.1532911601150564e-07	-0.6	0.0	-2.6362474999999948e-05	2.764327895031614e-06	0.6	0.0	6.9909249999999995e-06	5.776001742122506e-07
0.03	0.01414213562373095	5.247433e-06	7.782841497807855e-07	8.9899685e-06	9.011489027594174e-07	1.7193888101186683	0.08328341790479006	19230.73483570965	2862.1385171553075	8.9899685e-06	9.011489027594174e-07	7.65184e-06	8.884132025234646e-07	0.03	0.01414213562373095	1.2091250000001186e-07	8.851209133501293e-08	-0.6	0.0	-2.4776349999999992e-05	1.5167440456451736e-06	0.59	0.014142135623730963	6.995987499999979e-06	6.078466667774423e-07
0.04	0.0	5.2581715e-06	7.739870618715146e-07	9.058930000000001e-06	9.163863467872066e-07	1.7287304601618225	0.08018541480460173	19155.596940288422	2828.962032617032	9.058930000000001e-06	9.163863467872066e-07	7.6163315e-06	8.771963676535025e-07	0.04	0.0	9.846249999999313e-08	7.14708179084229e-08	-0.6	0.0	-2.5420325e-05	1.0660695386559515e-06	0.59	0.014142135623730963	7.301912500000028e-06	9.028516158885267e-07
0.05	0.01414213562373095	5.2642485e-06	7.671564103652527e-07	9.098815e-06	9.382288752580574e-07	1.7338411337771782	0.07444528218492356	19102.412655242206	2798.6980635980144	9.098815e-06	9.382288752580574e-07	7.58257e-06	8.596198143935487e-07	0.05	0.01414213562373095	8.207499999999531e-08	4.4194173824136334e-08	-0.6	0.0	-2.451942500000001e-05	1.4166530807681877e-06	0.6	0.0	7.115499999999981e-06	5.550788232314288e-07
0.07	0.014142135623730958	5.26411e-06	7.621380735391714e-07	9.122525e-06	9.351798308175812e-07	1.7383247615171407	0.07402270357392461	19072.28994670149	2791.872197372552	9.122525e-06	9.351798308175812e-07	7.5475085e-06	8.528577522450624e-07	0.07	0.014142135623730958	1.8855000000001025e-07	9.952527945201154e-08	-0.6	0.0	-2.3748074999999948e-05	3.715492581744931e-07	0.59	0.014142135623730963	7.075312500000013e-06	5.46045534101817e-07
0.06	0.0	5.271828e-06	7.626641609843744e-07	9.1705315e-06	9.529374034135194e-07	1.744717725834088	0.07164427161020807	19027.315407953152	2773.6204465232518	9.1705315e-06	9.529374034135194e-07	7.5176515e-06	8.422610500222003e-07	0.06	0.0	1.0850000000000074e-07	3.5602826432732075e-08	-0.6	0.0	-2.3474999999999995e-05	3.2505698731151823e-07	0.6	0.0	7.152674999999985e-06	5.553263106048429e-07
0.07	0.014142135623730958	5.2753984999999996e-06	7.612732819457802e-07	9.1991715e-06	9.508019409343364e-07	1.7489934308630533	0.07215758738991795	18977.95433253061	2761.4635781924612	9.1991715e-06	9.508019409343364e-07	7.48501e-06	8.360222468917921e-07	0.07	0.014142135623730958	5.912499999999581e-08	7.95495128833975e-09	-0.6	0.0	-2.267082499999997e-05	4.6029115921338377e-07	0.59	0.014142135623730963	7.127075000000013e-06	6.582103472675344e-07
0.08	0.0	5.279e-06	7.589560930238323e-07	9.2412965e-06	9.57742901098463e-07	1.7556799698857315	0.07098713950487046	18940.007325957253	2749.6200094322453	9.2412965e-06	9.57742901098463e-07	7.4591885e-06	8.29339380702797e-07	0.07	0.014142135623730958	1.2437499999998642e-07	9.644936495383615e-08	-0.6	0.0	-2.268447499999998e-05	6.9745477362334e-07	0.6	0.0	7.143349999999998e-06	5.397346060796605e-07
0.08	0.0	5.27674e-06	7.539978602741523e-07	9.260762e-06	9.748103374759625e-07	1.75978259631701	0.06671959859586725	18901.9559022894	2740.4673168706654	9.260762e-06	9.748103374759625e-07	7.433008500000001e-06	8.235835315039395e-07	0.09	0.014142135623730947	1.326250000000079e-07	1.723572779142419e-07	-0.6	0.0	-2.1663274999999998e-05	3.3506254826527946e-07	0.6	0.0	7.216600000000018e-06	5.278552121557879e-07
0.09	0.014142135623730947	5.280565e-06	7.553427773719689e-07	9.2986465e-06	9.76792357783629e-07	1.765753554132531	0.06759822783154117	18872.716014133992	2736.175647356919	9.2986465e-06	9.76792357783629e-07	7.4053985e-06	8.179648610206316e-07	0.09	0.014142135623730947	5.075000000000625e-08	4.772970773008641e-08	-0.6	0.0	-2.1724499999999978e-05	7.457855221174195e-07	0.6	0.0	7.1833250000000165e-06	5.256278257950571e-07
0.09	0.014142135623730947	5.2825935e-06	7.528374980462251e-07	9.328901499999999e-06	9.85535026026219e-07	1.770657127116875	0.06577868530867767	18824.721880157133	2716.4055591581428	9.328901499999999e-06	9.85535026026219e-07	7.3805369999999994e-06	8.13823336603221e-07	0.09	0.014142135623730947	6.15874999999953e-08	5.446489982091384e-08	-0.6	0.0	-2.1581749999999946e-05	4.4583082553809916e-07	0.6	0.0	7.16109999999999e-06	4.6867037457044266e-07
0.09	0.014142135623730947	5.283077e-06	7.497170358208486e-07	9.3561635e-06	9.869746954327155e-07	1.7755916190724599	0.06515456618304682	18793.245071890382	2699.515381604357	9.3561635e-06	9.869746954327155e-07	7.358055e-06	8.08856618572167e-07	0.09	0.014142135623730947	1.3033750000000034e-07	4.77473853996221e-08	-0.6	0.0	-2.1067674999999946e-05	9.145365554476453e-07	0.6	0.0	7.177149999999999e-06	4.6548839405508993e-07
0.1	0.0	5.2806665e-06	7.473220651529696e-07	9.367575e-06	1.0063755841881294e-06	1.7782602320898837	0.061082729772213545	18760.777646397306	2692.855854589673	9.367575e-06	1.0063755841881294e-06	7.3338384999999995e-06	8.052793653661442e-07	0.1	0.0	1.8803749999999814e-07	3.3888092488373715e-08	-0.6	0.0	-1.9913499999999964e-05	5.480077554196391e-07	0.6	0.0	7.167425000000001e-06	5.243550335888853e-07
0.11	0.014142135623730944	5.2821035e-06	7.459361358618441e-07	9.403580000000001e-06	9.99170166087839e-07	1.784711383731371	0.06287467618182518	18735.84399175351	2683.3928817352494	9.403580000000001e-06	9.99170166087839e-07	7.311472e-06	8.011590541521701e-07	0.11	0.014142135623730944	1.0658750000000588e-07	3.1589995449500436e-08	-0.6	0.0	-2.0452175000000005e-05	9.062634061077541e-07	0.6	0.0	7.106699999999992e-06	4.384062043356301e-07
0.11	0.014142135623730944	5.2856015e-06	7.469006295113825e-07	9.4070085e-06	9.947316568223314e-07	1.7842595404750936	0.06393461882629753	18691.85254631529	2674.1345234791734	9.4070085e-06	9.947316568223314e-07	7.2914234999999995e-06	7.99294413570181e-07	0.11	0.014142135623730944	6.087499999997593e-08	1.067731239590674e-08	-0.6	0.0	-1.885684999999997e-05	1.6862375410955535e-06	0.6	0.0	7.129249999999969e-06	4.500734662252478e-07
0.11	0.014142135623730944	5.2820949999999994e-06	7.444208060297612e-07	9.41876e-06	9.965962974043186e-07	1.7876061096966451	0.06325802236419141	18674.059900765245	2662.8557204848053	9.41876e-06	9.965962974043186e-07	7.27172e-06	7.975556379952437e-07	0.11	0.014142135623730944	6.695000000000111e-08	8.184760992233787e-08	-0.6	0.0	-1.815039999999998e-05	1.7249869927046266e-06	0.6	0.0	7.1951000000000186e-06	4.6046793590872243e-07
0.11	0.014142135623730944	5.2825035e-06	7.435319728058103e-07	9.4516765e-06	1.0047895436779285e-06	1.793622713246967	0.062248191746943266	18662.65695115573	2658.103720294141	9.4516765e-06	1.0047895436779285e-06	7.2499465e-06	7.938171644431104e-07	0.11	0.014142135623730944	1.0671249999999429e-07	4.873733489327587e-08	-0.6	0.0	-1.8222500000000004e-05	1.7191887170988852e-06	0.6	0.0	7.163674999999992e-06	3.8915621702599916e-07
0.12	0.0	5.2814665e-06	7.427781969770659e-07	9.48153e-06	1.003766360165551e-06	1.7996793247569114	0.0630499509585622	18627.321278156982	2666.3974284934025	9.48153e-06	1.003766360165551e-06	7.230123e-06	7.923131483195269e-07	0.12	0.0	1.7792499999999203e-07	5.550788232300207e-09	-0.6	0.0	-1.850849999999998e-05	2.2125371183327156e-06	0.6	0.0	7.112074999999987e-06	4.284006433818733e-07
0.13	0.014142135623730963	5.284313e-06	7.426459680089832e-07	9.4936865e-06	1.0070805696489727e-06	1.8009727421023682	0.06252554982406112	18584.506924966267	2642.2607086899566	9.4936865e-06	1.0070805696489727e-06	7.214308e-06	7.903261782643926e-07	0.13	0.014142135623730963	1.2916249999998593e-07	2.179656653009079e-08	-0.6	0.0	-1.706157499999997e-05	2.2234619181020587e-06	0.6	0.0	7.842474999999988e-06	1.38214626984632e-06
0.13	0.014142135623730963	5.2753865e-06	7.400346226660618e-07	9.5118e-06	1.0277514221833997e-06	1.8071693129777178	0.058690759139591105	18566.049998873983	2631.2170243846795	9.5118e-06	1.0277514221833997e-06	7.1939315e-06	7.878986806845794e-07	0.13	0.014142135623730963	5.666250000002345e-08	3.9014616651970655e-08	-0.6	0.0	-1.750650000000002e-05	1.0748023074035096e-06	0.6	0.0	7.147724999999986e-06	4.757767977213612e-07
0.13	0.014142135623730963	5.2766585e-06	7.356901586024509e-07	9.52983e-06	1.0127749005578689e-06	1.8102495349136336	0.06045641704740878	18549.99781565834	2623.6614132630853	9.52983e-06	1.0127749005578689e-06	7.176605e-06	7.843963807973624e-07	0.13	0.014142135623730963	6.008750000001232e-08	2.073590635829427e-08	-0.6	0.0	-1.7385849999999938e-05	1.984141628009476e-06	0.6	0.0	7.1159000000000135e-06	4.2016284938105385e-07
0.13	0.014142135623730963	5.27892e-06	7.362395805714329e-07	9.547615000000001e-06	1.0148184391554973e-06	1.8128559129280792	0.060595318325550575	18518.062909263597	2611.8371772694104	9.547615000000001e-06	1.0148184391554973e-06	7.1594365e-06	7.81489464819904e-07	0.13	0.014142135623730963	4.275000000000905e-08	5.964445699308912e-08	-0.6	0.0	-1.7060250000000013e-05	2.0568322051154834e-06	0.6	0.0	7.097399999999989e-06	4.5240691860315237e-07
0.13	0.014142135623730963	5.2792115e-06	7.355303524699037e-07	9.5682465e-06	1.0427753199632702e-06	1.8163071953792507	0.055533624983134765	18488.74510622429	2609.552600582112	9.5682465e-06	1.0427753199632702e-06	7.1406785000000004e-06	7.806904341571637e-07	0.13	0.014142135623730963	1.4871250000000508e-07	4.2019820472012886e-08	-0.6	0.0	-1.707350000000001e-05	6.668016946589006e-07	0.6	0.0	7.1361750000000164e-06	3.549322488165839e-07
0.14	0.0	5.275792e-06	7.355254027224348e-07	9.5712085e-06	1.0271737159431703e-06	1.8182734784239747	0.058799250716128744	18491.10530623908	2607.232249976634	9.5712085e-06	1.0271737159431703e-06	7.1260565000000004e-06	7.803397091936951e-07	0.13	0.014142135623730963	1.5887500000000786e-07	2.2910259710456072e-08	-0.6	0.0	-1.5928849999999996e-05	1.4649131185841955e-06	0.6	0.0	7.1471499999999964e-06	4.134453349597912e-07
0.14	0.0	5.276047e-06	7.339768388716366e-07	9.5931565e-06	1.0429025991838839e-06	1.8221295321066924	0.055817977892622904	18449.7484120909	2594.6291135739048	9.5931565e-06	1.0429025991838839e-06	7.1092465e-06	7.78939637766946e-07	0.14	0.0	1.6998750000001613e-07	3.017578188711461e-08	-0.6	0.0	-1.611574999999997e-05	1.0355578810476696e-06	0.6	0.0	7.091000000000004e-06	4.3819407230134524e-07
0.15000000000000002	0.014142135623730954	5.275807e-06	7.327040466655005e-07	9.590688500000001e-06	1.0180661806014876e-06	1.8220335145385498	0.060075197720665406	18423.541347748178	2580.5938575313744	9.590688500000001e-06	1.0180661806014876e-06	7.095277e-06	7.767709412690461e-07	0.15000000000000002	0.014142135623730954	1.0253749999999361e-07	8.515333412438147e-08	-0.6	0.0	-1.306085000000003e-05	3.986455900295367e-06	0.6	0.0	7.102850000000024e-06	5.034600282048225e-07
0.15000000000000002	0.014142135623730954	5.268596499999999e-06	7.288481933876897e-07	9.6174515e-06	1.0520596320002498e-06	1.8291198264788449	0.05335216865031542	18414.262048720448	2570.1202250503816	9.6174515e-06	1.0520596320002498e-06	7.0783715e-06	7.714980460017385e-07	0.15000000000000002	0.014142135623730954	1.1362499999999334e-07	5.7912045379175854e-08	-0.6	0.0	-1.5313074999999965e-05	2.659782157433484e-07	0.6	0.0	7.052324999999978e-06	3.9028758787592886e-07
0.15000000000000002	0.014142135623730954	5.2717685e-06	7.26974360417546e-07	9.628913499999999e-06	1.0408420900235052e-06	1.8302948397495928	0.05495979773751216	18384.66201302634	2562.7467179795026	9.628913499999999e-06	1.0408420900235052e-06	7.0636e-06	7.709160971208216e-07	0.15000000000000002	0.014142135623730954	4.79624999999976e-08	1.8331743302245148e-08	-0.6	0.0	-1.4873599999999996e-05	9.738274590501014e-07	0.6	0.0	7.035074999999979e-06	3.586092040787662e-07
0.15000000000000002	0.014142135623730954	5.2696834999999996e-06	7.255290341568009e-07	9.6598615e-06	1.0423298426911228e-06	1.8368943684586663	0.05510584351123967	18361.87792356131	2566.3091892867646	9.6598615e-06	1.0423298426911228e-06	7.0502549999999995e-06	7.722426294423276e-07	0.15000000000000002	0.014142135623730954	7.054999999999545e-08	2.421840725562767e-08	-0.6	0.0	-1.5560500000000005e-05	1.2805703807288185e-06	0.6	0.0	7.135749999999978e-06	4.6393275913649677e-07
