V,IDS Indo,IDS Voltando
-0.6,1.659063e-05,
-0.58,1.605387e-05,
-0.56,1.556843e-05,
-0.54,1.511207e-05,
-0.52,1.46784e-05,
-0.5,1.426063e-05,
-0.48,1.385593e-05,
-0.46,1.346633e-05,
-0.44,1.3085e-05,
-0.42,1.27208e-05,
-0.4,1.236803e-05,
-0.38,1.202647e-05,
-0.36,1.169717e-05,
-0.34,1.138027e-05,
-0.32,1.10761e-05,
-0.3,1.07838e-05,
-0.28,1.0503e-05,
-0.26,1.02346e-05,
-0.24,9.981513e-06,
-0.22,9.739357e-06,
-0.2,9.51234e-06,
-0.18,9.30014e-06,
-0.16,9.09768e-06,
-0.14,8.91222e-06,
-0.12,8.739397e-06,
-0.1,8.581833e-06,
-0.08,8.436977e-06,
-0.06,8.306923e-06,
-0.04,8.191067e-06,
-0.02,8.088517e-06,
0.0,7.999847e-06,
0.02,7.925013e-06,
0.04,7.860757e-06,
0.06,7.804337e-06,
0.08,7.759467e-06,
0.1,7.732153e-06,
0.12,7.714707e-06,
0.14,7.706477e-06,
0.16,7.706987e-06,
0.18,7.71603e-06,
0.2,7.733e-06,
0.22,7.757373e-06,
0.24,7.78791e-06,
0.26,7.826453e-06,
0.28,7.87222e-06,
0.3,7.92342e-06,
0.32,7.98207e-06,
0.34,8.0457e-06,
0.36,8.116253e-06,
0.38,8.192137e-06,
0.4,8.274247e-06,
0.42,8.36167e-06,
0.44,8.455427e-06,
0.46,8.55461e-06,
0.48,8.657623e-06,
0.5,8.76495e-06,
0.52,8.874953e-06,
0.54,8.986993e-06,
0.56,9.096013e-06,
0.58,9.20221e-06,
0.6,9.30976e-06,
0.58,,9.13303e-06
0.56,,8.978973e-06
0.54,,8.838213e-06
0.52,,8.705917e-06
0.5,,8.579773e-06
0.48,,8.460973e-06
0.46,,8.348673e-06
0.44,,8.24097e-06
0.42,,8.138937e-06
0.4,,8.042807e-06
0.38,,7.952173e-06
0.36,,7.86805e-06
0.34,,7.78894e-06
0.32,,7.71643e-06
0.3,,7.650267e-06
0.28,,7.59057e-06
0.26,,7.53747e-06
0.24,,7.49245e-06
0.22,,7.456413e-06
0.2,,7.427933e-06
0.18,,7.408317e-06
0.16,,7.40151e-06
0.14,,7.404277e-06
0.12,,7.420107e-06
0.1,,7.449433e-06
0.08,,7.49396e-06
0.06,,7.553207e-06
0.04,,7.629167e-06
0.02,,7.720887e-06
0.0,,7.830803e-06
-0.02,,7.958117e-06
-0.04,,8.101913e-06
-0.06,,8.262853e-06
-0.08,,8.439837e-06
-0.1,,8.63438e-06
-0.12,,8.84486e-06
-0.14,,9.071463e-06
-0.16,,9.313567e-06
-0.18,,9.569837e-06
-0.2,,9.840873e-06
-0.22,,1.012533e-05
-0.24,,1.04243e-05
-0.26,,1.073383e-05
-0.28,,1.10555e-05
-0.3,,1.138667e-05
-0.32,,1.172753e-05
-0.34,,1.20788e-05
-0.36,,1.24371e-05
-0.38,,1.279753e-05
-0.4,,1.31678e-05
-0.42,,1.35396e-05
-0.44,,1.391223e-05
-0.46,,1.428527e-05
-0.48,,1.465557e-05
-0.5,,1.502223e-05
-0.52,,1.538527e-05
-0.54,,1.574123e-05
-0.56,,1.609103e-05
-0.58,,1.643183e-05
-0.6,,1.6767e-05
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
