V,|gm| [S] Indo,|gm| [S] Voltando
-0.6,,
-0.58,4.902499999999969e-06,
-0.56,4.197250000000059e-06,
-0.54,3.80492500000001e-06,
-0.52,3.4986749999999856e-06,
-0.5,3.209075000000001e-06,
-0.48,2.9684000000000036e-06,
-0.46,2.768250000000002e-06,
-0.44,2.612599999999996e-06,
-0.42,2.4548499999999787e-06,
-0.4,2.2944000000000165e-06,
-0.38,2.1720749999999905e-06,
-0.36,2.0285000000000095e-06,
-0.34,1.8999249999999935e-06,
-0.32,1.7849999999999973e-06,
-0.3,1.6685749999999775e-06,
-0.28,1.5364249999999893e-06,
-0.26,1.3290000000000003e-06,
-0.24,1.1915750000000022e-06,
-0.22,1.0520000000000028e-06,
-0.2,8.389249999999845e-07,
-0.18,6.504999999999695e-07,
-0.16,4.311750000000154e-07,
-0.14,2.3492500000001537e-07,
-0.12,1.9500000000008877e-08,
-0.1,2.228499999999906e-07,
-0.08,4.3800000000001173e-07,
-0.06,7.248249999999715e-07,
-0.04,9.699249999999872e-07,
-0.02,1.1581749999999696e-06,
0.0,1.380750000000002e-06,
0.02,1.5980750000000059e-06,
0.04,1.764250000000023e-06,
0.06,1.8803250000000318e-06,
0.08,2.044674999999996e-06,
0.1,2.225600000000001e-06,
0.12,2.4116499999999653e-06,
0.14,2.5827500000000084e-06,
0.16,2.719749999999997e-06,
0.18,2.890649999999972e-06,
0.2,3.099175000000011e-06,
0.22,3.332925000000005e-06,
0.24,3.5770749999999678e-06,
0.26,3.819499999999993e-06,
0.28,4.082499999999987e-06,
0.3,4.3844999999999984e-06,
0.32,4.688599999999994e-06,
0.34,4.955999999999998e-06,
0.36,5.208149999999978e-06,
0.38,5.490075000000002e-06,
0.4,5.687750000000027e-06,
0.42,5.925100000000002e-06,
0.44,6.222749999999994e-06,
0.46,6.361399999999976e-06,
0.48,6.549749999999993e-06,
0.5,6.776924999999994e-06,
0.52,6.911675000000029e-06,
0.54,7.049250000000024e-06,
0.56,7.172075000000004e-06,
0.58,7.286999999999973e-06,
0.6,,
0.58,,6.146499999999986e-06
0.56,,6.735850000000055e-06
0.54,,6.852575000000015e-06
0.52,,6.839749999999978e-06
0.5,,6.73017499999999e-06
0.48,,6.615574999999996e-06
0.46,,6.540574999999981e-06
0.44,,6.312825e-06
0.42,,6.10635000000001e-06
0.4,,5.999425000000004e-06
0.38,,5.810500000000008e-06
0.36,,5.675174999999994e-06
0.34,,5.511075000000007e-06
0.32,,5.2883249999999965e-06
0.3,,5.045075000000015e-06
0.28,,4.779425000000012e-06
0.26,,4.536674999999985e-06
0.24,,4.2318999999999755e-06
0.22,,3.864175000000021e-06
0.2,,3.5197500000000166e-06
0.18,,3.1478249999999854e-06
0.16,,2.7576750000000007e-06
0.14,,2.388500000000013e-06
0.12,,2.042250000000009e-06
0.1,,1.6754250000000095e-06
0.08,,1.288999999999994e-06
0.06,,9.334000000000274e-07
0.04,,6.321750000000089e-07
0.02,,3.9534999999999614e-07
0.0,,1.6139999999998799e-07
-0.02,,8.549999999999097e-08
-0.04,,3.1149999999999863e-07
-0.06,,4.931000000000174e-07
-0.08,,6.738250000000087e-07
-0.1,,8.388250000000046e-07
-0.12,,9.469249999999774e-07
-0.14,,1.0738250000000185e-06
-0.16,,1.1813249999999764e-06
-0.18,,1.3039999999999862e-06
-0.2,,1.4256750000000073e-06
-0.22,,1.5448499999999891e-06
-0.24,,1.6386500000000186e-06
-0.26,,1.6828250000000121e-06
-0.28,,1.767250000000016e-06
-0.3,,1.8426750000000137e-06
-0.32,,1.8695999999999795e-06
-0.34,,1.9231499999999987e-06
-0.36,,1.9904000000000005e-06
-0.38,,2.0150000000000137e-06
-0.4,,2.070850000000004e-06
-0.42,,2.1359999999999945e-06
-0.44,,2.1563249999999865e-06
-0.46,,2.1653500000000012e-06
-0.48,,2.155174999999974e-06
-0.5,,2.168075000000009e-06
-0.52,,2.295650000000009e-06
-0.54,,2.4609249999999903e-06
-0.56,,2.5290000000000295e-06
-0.58,,2.5965749999999524e-06
-0.6,,2.6608499999999772e-06
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
