Vgs,110,140,150,151,152
-0.6,2.37416e-05,2.087753e-05,1.957577e-05,2.367597e-05,1.864497e-05
-0.58,2.310763e-05,2.029913e-05,1.905457e-05,2.322237e-05,1.802787e-05
-0.56,2.251737e-05,1.97753e-05,1.87888e-05,2.291247e-05,1.771053e-05
-0.54,2.195543e-05,1.92903e-05,1.845617e-05,2.253397e-05,1.738683e-05
-0.52,2.141703e-05,1.88296e-05,1.810967e-05,2.21244e-05,1.706773e-05
-0.5,2.089397e-05,1.838593e-05,1.77571e-05,2.170213e-05,1.675013e-05
-0.48,2.038547e-05,1.796217e-05,1.740137e-05,2.127317e-05,1.64391e-05
-0.46,1.989263e-05,1.755007e-05,1.704717e-05,2.08428e-05,1.61338e-05
-0.44,1.94076e-05,1.715067e-05,1.66951e-05,2.041687e-05,1.583527e-05
-0.42,1.893953e-05,1.676333e-05,1.634897e-05,1.999477e-05,1.554367e-05
-0.4,1.848883e-05,1.63885e-05,1.600867e-05,1.95762e-05,1.525977e-05
-0.38,1.8052e-05,1.602553e-05,1.567603e-05,1.91631e-05,1.49814e-05
-0.36,1.76284e-05,1.56721e-05,1.535277e-05,1.87608e-05,1.471167e-05
-0.34,1.721653e-05,1.532463e-05,1.503887e-05,1.836507e-05,1.445133e-05
-0.32,1.681703e-05,1.499083e-05,1.47335e-05,1.798053e-05,1.419967e-05
-0.3,1.643203e-05,1.46768e-05,1.44403e-05,1.760647e-05,1.395623e-05
-0.28,1.606123e-05,1.437363e-05,1.41555e-05,1.724083e-05,1.372253e-05
-0.26,1.570407e-05,1.408197e-05,1.38804e-05,1.688427e-05,1.349667e-05
-0.24,1.536343e-05,1.38022e-05,1.36165e-05,1.653727e-05,1.32789e-05
-0.22,1.503873e-05,1.353487e-05,1.336347e-05,1.620213e-05,1.307043e-05
-0.2,1.473077e-05,1.32815e-05,1.312327e-05,1.58759e-05,1.287187e-05
-0.18,1.443807e-05,1.30406e-05,1.28949e-05,1.555953e-05,1.26806e-05
-0.16,1.416153e-05,1.281383e-05,1.26772e-05,1.525543e-05,1.25001e-05
-0.14,1.39021e-05,1.260123e-05,1.247153e-05,1.49612e-05,1.232827e-05
-0.12,1.366067e-05,1.2403e-05,1.227927e-05,1.467693e-05,1.216593e-05
-0.1,1.343657e-05,1.221817e-05,1.21013e-05,1.440537e-05,1.20146e-05
-0.08,1.323053e-05,1.204733e-05,1.19375e-05,1.413897e-05,1.18734e-05
-0.06,1.304183e-05,1.189343e-05,1.178663e-05,1.387317e-05,1.174197e-05
-0.04,1.28721e-05,1.17548e-05,1.16469e-05,1.36431e-05,1.161643e-05
-0.02,1.272187e-05,1.163127e-05,1.15106e-05,1.342217e-05,1.149263e-05
0.0,1.258793e-05,1.151237e-05,1.140833e-05,1.32132e-05,1.139653e-05
0.02,1.24719e-05,1.140623e-05,1.132193e-05,1.301557e-05,1.130923e-05
0.04,1.237263e-05,1.13296e-05,1.124383e-05,1.283263e-05,1.12319e-05
0.06,1.2283e-05,1.126627e-05,1.118157e-05,1.266347e-05,1.116487e-05
0.08,1.22082e-05,1.121393e-05,1.113307e-05,1.250613e-05,1.110737e-05
0.1,1.216057e-05,1.117143e-05,1.109383e-05,1.23628e-05,1.105913e-05
0.12,1.212583e-05,1.114143e-05,1.106853e-05,1.223277e-05,1.101853e-05
0.14,1.21043e-05,1.112297e-05,1.105357e-05,1.211537e-05,1.098657e-05
0.16,1.209557e-05,1.11118e-05,1.104757e-05,1.20124e-05,1.096337e-05
0.18,1.209853e-05,1.111213e-05,1.105097e-05,1.192117e-05,1.094677e-05
0.2,1.211413e-05,1.111953e-05,1.106363e-05,1.18424e-05,1.09386e-05
0.22,1.213653e-05,1.113643e-05,1.108333e-05,1.17751e-05,1.09369e-05
0.24,1.217253e-05,1.11626e-05,1.111103e-05,1.171867e-05,1.094327e-05
0.26,1.221957e-05,1.119513e-05,1.114663e-05,1.16723e-05,1.0955e-05
0.28,1.227467e-05,1.123553e-05,1.119007e-05,1.16355e-05,1.097413e-05
0.3,1.234033e-05,1.12836e-05,1.123883e-05,1.160747e-05,1.09993e-05
0.32,1.24145e-05,1.13384e-05,1.12967e-05,1.159473e-05,1.10296e-05
0.34,1.249717e-05,1.139617e-05,1.136213e-05,1.15894e-05,1.1066e-05
0.36,1.258773e-05,1.14593e-05,1.14334e-05,1.15949e-05,1.11096e-05
0.38,1.26858e-05,1.15429e-05,1.151063e-05,1.160813e-05,1.116007e-05
0.4,1.279163e-05,1.163313e-05,1.159843e-05,1.16299e-05,1.12171e-05
0.42,1.290453e-05,1.17315e-05,1.169223e-05,1.16614e-05,1.127987e-05
0.44,1.30264e-05,1.18372e-05,1.179403e-05,1.170027e-05,1.134913e-05
0.46,1.315267e-05,1.19521e-05,1.19031e-05,1.174617e-05,1.142567e-05
0.48,1.328593e-05,1.20747e-05,1.202017e-05,1.180063e-05,1.151037e-05
0.5,1.342223e-05,1.220537e-05,1.21447e-05,1.18625e-05,1.159933e-05
0.52,1.356217e-05,1.23421e-05,1.227687e-05,1.193347e-05,1.16952e-05
0.54,1.370247e-05,1.24851e-05,1.241583e-05,1.201247e-05,1.179367e-05
0.56,1.384017e-05,1.263203e-05,1.256227e-05,1.20973e-05,1.189583e-05
0.58,1.397057e-05,1.27825e-05,1.27112e-05,1.21903e-05,1.20031e-05
0.6,1.410237e-05,1.293303e-05,1.286267e-05,1.22895e-05,1.21101e-05
