V,IDS Indo,IDS Voltando
-0.6,6.78201e-05,
-0.58,6.77886e-05,
-0.56,6.775563e-05,
-0.54,6.77222e-05,
-0.52,6.76928e-05,
-0.5,6.765663e-05,
-0.48,6.762163e-05,
-0.46,6.758637e-05,
-0.44,6.755237e-05,
-0.42,6.751857e-05,
-0.4,6.748323e-05,
-0.38,6.744957e-05,
-0.36,6.74176e-05,
-0.34,6.738253e-05,
-0.32,6.734823e-05,
-0.3,6.731953e-05,
-0.28,6.728823e-05,
-0.26,6.725987e-05,
-0.24,6.723363e-05,
-0.22,6.72064e-05,
-0.2,6.717843e-05,
-0.18,6.71558e-05,
-0.16,6.71308e-05,
-0.14,6.710677e-05,
-0.12,6.708673e-05,
-0.1,6.706957e-05,
-0.08,6.704883e-05,
-0.06,6.703377e-05,
-0.04,6.70188e-05,
-0.02,6.70065e-05,
0.0,6.699897e-05,
0.02,6.698677e-05,
0.04,6.697497e-05,
0.06,6.696377e-05,
0.08,6.696097e-05,
0.1,6.695543e-05,
0.12,6.695413e-05,
0.14,6.694873e-05,
0.16,6.69454e-05,
0.18,6.694217e-05,
0.2,6.694047e-05,
0.22,6.69447e-05,
0.24,6.694697e-05,
0.26,6.69505e-05,
0.28,6.69525e-05,
0.3,6.695473e-05,
0.32,6.695917e-05,
0.34,6.696127e-05,
0.36,6.696443e-05,
0.38,6.69657e-05,
0.4,6.697007e-05,
0.42,6.697937e-05,
0.44,6.698177e-05,
0.46,6.698743e-05,
0.48,6.69911e-05,
0.5,6.699583e-05,
0.52,6.7e-05,
0.54,6.70057e-05,
0.56,6.701317e-05,
0.58,6.702147e-05,
0.6,6.702957e-05,
0.58,,6.70201e-05
0.56,,6.70054e-05
0.54,,6.69938e-05
0.52,,6.698627e-05
0.5,,6.697697e-05
0.48,,6.69682e-05
0.46,,6.695947e-05
0.44,,6.694793e-05
0.42,,6.69416e-05
0.4,,6.693493e-05
0.38,,6.69284e-05
0.36,,6.69234e-05
0.34,,6.691777e-05
0.32,,6.69098e-05
0.3,,6.69015e-05
0.28,,6.689857e-05
0.26,,6.689793e-05
0.24,,6.689527e-05
0.22,,6.68922e-05
0.2,,6.689063e-05
0.18,,6.689017e-05
0.16,,6.68901e-05
0.14,,6.689103e-05
0.12,,6.688833e-05
0.1,,6.689327e-05
0.08,,6.689683e-05
0.06,,6.69027e-05
0.04,,6.690677e-05
0.02,,6.691497e-05
0.0,,6.692453e-05
-0.02,,6.693353e-05
-0.04,,6.694303e-05
-0.06,,6.695703e-05
-0.08,,6.69761e-05
-0.1,,6.699253e-05
-0.12,,6.700973e-05
-0.14,,6.70286e-05
-0.16,,6.705333e-05
-0.18,,6.707973e-05
-0.2,,6.710457e-05
-0.22,,6.713573e-05
-0.24,,6.71663e-05
-0.26,,6.719473e-05
-0.28,,6.723207e-05
-0.3,,6.726457e-05
-0.32,,6.730013e-05
-0.34,,6.733957e-05
-0.36,,6.737733e-05
-0.38,,6.741453e-05
-0.4,,6.745333e-05
-0.42,,6.749317e-05
-0.44,,6.75338e-05
-0.46,,6.757987e-05
-0.48,,6.761913e-05
-0.5,,6.765957e-05
-0.52,,6.770143e-05
-0.54,,6.773917e-05
-0.56,,6.777703e-05
-0.58,,6.78111e-05
-0.6,,6.78486e-05
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
