V,IDS Indo,IDS Voltando
-0.6,2.4177e-05,
-0.58,2.371183e-05,
-0.56,2.32211e-05,
-0.54,2.271633e-05,
-0.52,2.2206e-05,
-0.5,2.169243e-05,
-0.48,2.117743e-05,
-0.46,2.06646e-05,
-0.44,2.014687e-05,
-0.42,1.964187e-05,
-0.4,1.914813e-05,
-0.38,1.865983e-05,
-0.36,1.817897e-05,
-0.34,1.770887e-05,
-0.32,1.724713e-05,
-0.3,1.679723e-05,
-0.28,1.635977e-05,
-0.26,1.59331e-05,
-0.24,1.55228e-05,
-0.22,1.512273e-05,
-0.2,1.473953e-05,
-0.18,1.437397e-05,
-0.16,1.40227e-05,
-0.14,1.3689e-05,
-0.12,1.33732e-05,
-0.1,1.3077e-05,
-0.08,1.280087e-05,
-0.06,1.254307e-05,
-0.04,1.230577e-05,
-0.02,1.208973e-05,
0.0,1.18948e-05,
0.02,1.17167e-05,
0.04,1.155917e-05,
0.06,1.14128e-05,
0.08,1.12832e-05,
0.1,1.118563e-05,
0.12,1.110313e-05,
0.14,1.103647e-05,
0.16,1.09836e-05,
0.18,1.09462e-05,
0.2,1.092277e-05,
0.22,1.091307e-05,
0.24,1.091393e-05,
0.26,1.092727e-05,
0.28,1.09514e-05,
0.3,1.098613e-05,
0.32,1.103077e-05,
0.34,1.108497e-05,
0.36,1.11489e-05,
0.38,1.122097e-05,
0.4,1.130157e-05,
0.42,1.139167e-05,
0.44,1.148937e-05,
0.46,1.159347e-05,
0.48,1.170377e-05,
0.5,1.182017e-05,
0.52,1.194213e-05,
0.54,1.206597e-05,
0.56,1.219193e-05,
0.58,1.231677e-05,
0.6,1.24413e-05,
0.58,,1.229943e-05
0.56,,1.215867e-05
0.54,,1.202303e-05
0.52,,1.18929e-05
0.5,,1.176543e-05
0.48,,1.16428e-05
0.46,,1.152353e-05
0.44,,1.14073e-05
0.42,,1.129493e-05
0.4,,1.118733e-05
0.38,,1.108347e-05
0.36,,1.09831e-05
0.34,,1.088643e-05
0.32,,1.07962e-05
0.3,,1.071093e-05
0.28,,1.06312e-05
0.26,,1.05566e-05
0.24,,1.04887e-05
0.22,,1.042883e-05
0.2,,1.037643e-05
0.18,,1.033297e-05
0.16,,1.029987e-05
0.14,,1.027633e-05
0.12,,1.02655e-05
0.1,,1.026843e-05
0.08,,1.028663e-05
0.06,,1.03213e-05
0.04,,1.03731e-05
0.02,,1.044617e-05
0.0,,1.053877e-05
-0.02,,1.06544e-05
-0.04,,1.07962e-05
-0.06,,1.096083e-05
-0.08,,1.115217e-05
-0.1,,1.136873e-05
-0.12,,1.161393e-05
-0.14,,1.188707e-05
-0.16,,1.21872e-05
-0.18,,1.25145e-05
-0.2,,1.28683e-05
-0.22,,1.32489e-05
-0.24,,1.365513e-05
-0.26,,1.408553e-05
-0.28,,1.454023e-05
-0.3,,1.501547e-05
-0.32,,1.55138e-05
-0.34,,1.603293e-05
-0.36,,1.65857e-05
-0.38,,1.715837e-05
-0.4,,1.772907e-05
-0.42,,1.831563e-05
-0.44,,1.891847e-05
-0.46,,1.953443e-05
-0.48,,2.015847e-05
-0.5,,2.078893e-05
-0.52,,2.142267e-05
-0.54,,2.205227e-05
-0.56,,2.267993e-05
-0.58,,2.32963e-05
-0.6,,2.39023e-05
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
