Vgs,110,140,150,151,152
-0.6,9.52324e-05,9.59483e-05,9.004383e-05,9.386147e-05,9.009017e-05
-0.58,9.496467e-05,9.56565e-05,9.102297e-05,9.500507e-05,9.093593e-05
-0.56,9.469117e-05,9.53613e-05,9.12185e-05,9.52256e-05,9.112707e-05
-0.54,9.441283e-05,9.50653e-05,9.12352e-05,9.524603e-05,9.115423e-05
-0.52,9.412847e-05,9.477037e-05,9.11576e-05,9.517127e-05,9.110227e-05
-0.5,9.384063e-05,9.44629e-05,9.10419e-05,9.50419e-05,9.100923e-05
-0.48,9.351307e-05,9.41582e-05,9.087833e-05,9.487417e-05,9.087823e-05
-0.46,9.32011e-05,9.384013e-05,9.069117e-05,9.468727e-05,9.072873e-05
-0.44,9.285437e-05,9.352923e-05,9.048467e-05,9.44767e-05,9.056337e-05
-0.42,9.25158e-05,9.320687e-05,9.026293e-05,9.425787e-05,9.03831e-05
-0.4,9.217337e-05,9.288933e-05,9.003557e-05,9.402457e-05,9.01948e-05
-0.38,9.182413e-05,9.256463e-05,8.979697e-05,9.378297e-05,9.000073e-05
-0.36,9.145517e-05,9.22411e-05,8.95594e-05,9.353853e-05,8.980627e-05
-0.34,9.10843e-05,9.189633e-05,8.931443e-05,9.329477e-05,8.960653e-05
-0.32,9.074353e-05,9.156073e-05,8.906903e-05,9.30405e-05,8.939637e-05
-0.3,9.035223e-05,9.123927e-05,8.88171e-05,9.27797e-05,8.919053e-05
-0.28,8.99719e-05,9.091687e-05,8.85679e-05,9.251693e-05,8.898403e-05
-0.26,8.958667e-05,9.059613e-05,8.831423e-05,9.225347e-05,8.87755e-05
-0.24,8.927177e-05,9.02738e-05,8.80556e-05,9.198247e-05,8.856613e-05
-0.22,8.895097e-05,8.995307e-05,8.78011e-05,9.17135e-05,8.83555e-05
-0.2,8.861517e-05,8.963733e-05,8.754793e-05,9.143583e-05,8.814697e-05
-0.18,8.829793e-05,8.932477e-05,8.72993e-05,9.116553e-05,8.793823e-05
-0.16,8.79821e-05,8.90184e-05,8.705297e-05,9.089507e-05,8.772907e-05
-0.14,8.76597e-05,8.871853e-05,8.680797e-05,9.06197e-05,8.752053e-05
-0.12,8.73615e-05,8.842847e-05,8.656653e-05,9.034377e-05,8.732093e-05
-0.1,8.702577e-05,8.814637e-05,8.634063e-05,9.00699e-05,8.712123e-05
-0.08,8.67393e-05,8.787383e-05,8.611093e-05,8.97901e-05,8.692333e-05
-0.06,8.653813e-05,8.761203e-05,8.588697e-05,8.95105e-05,8.67207e-05
-0.04,8.6316e-05,8.73684e-05,8.566297e-05,8.921987e-05,8.652127e-05
-0.02,8.607807e-05,8.71322e-05,8.546083e-05,8.8958e-05,8.63426e-05
0.0,8.590193e-05,8.688813e-05,8.526927e-05,8.869003e-05,8.616743e-05
0.02,8.5775e-05,8.665673e-05,8.509127e-05,8.842663e-05,8.599877e-05
0.04,8.565733e-05,8.64698e-05,8.492683e-05,8.816703e-05,8.584003e-05
0.06,8.5575e-05,8.63016e-05,8.477087e-05,8.791293e-05,8.568243e-05
0.08,8.551993e-05,8.614227e-05,8.463167e-05,8.76667e-05,8.553407e-05
0.1,8.54563e-05,8.599233e-05,8.450243e-05,8.742137e-05,8.53976e-05
0.12,8.541333e-05,8.58573e-05,8.43885e-05,8.7188e-05,8.526467e-05
0.14,8.535803e-05,8.57437e-05,8.427983e-05,8.696037e-05,8.51404e-05
0.16,8.529213e-05,8.563453e-05,8.419207e-05,8.673953e-05,8.50266e-05
0.18,8.52713e-05,8.55374e-05,8.411917e-05,8.652747e-05,8.492287e-05
0.2,8.523203e-05,8.545493e-05,8.405347e-05,8.632403e-05,8.482483e-05
0.22,8.521407e-05,8.538167e-05,8.399763e-05,8.613267e-05,8.47359e-05
0.24,8.521377e-05,8.53179e-05,8.395023e-05,8.594947e-05,8.465787e-05
0.26,8.51877e-05,8.526887e-05,8.39147e-05,8.57801e-05,8.457213e-05
0.28,8.519693e-05,8.523103e-05,8.38884e-05,8.562243e-05,8.450593e-05
0.3,8.51878e-05,8.520813e-05,8.387347e-05,8.547463e-05,8.445003e-05
0.32,8.517067e-05,8.518707e-05,8.3868e-05,8.533877e-05,8.440017e-05
0.34,8.519043e-05,8.51705e-05,8.386937e-05,8.521293e-05,8.435763e-05
0.36,8.519323e-05,8.516543e-05,8.38823e-05,8.509803e-05,8.43244e-05
0.38,8.520833e-05,8.51816e-05,8.390493e-05,8.499483e-05,8.429553e-05
0.4,8.52468e-05,8.520453e-05,8.393083e-05,8.490333e-05,8.428073e-05
0.42,8.529173e-05,8.524093e-05,8.397013e-05,8.482327e-05,8.426757e-05
0.44,8.53481e-05,8.52848e-05,8.40174e-05,8.47526e-05,8.426183e-05
0.46,8.542257e-05,8.534113e-05,8.407143e-05,8.469703e-05,8.426457e-05
0.48,8.546167e-05,8.539837e-05,8.4136e-05,8.464953e-05,8.427957e-05
0.5,8.550987e-05,8.546857e-05,8.420997e-05,8.460783e-05,8.43005e-05
0.52,8.5562e-05,8.554637e-05,8.42864e-05,8.4584e-05,8.43289e-05
0.54,8.56238e-05,8.563033e-05,8.436957e-05,8.456557e-05,8.43659e-05
0.56,8.568603e-05,8.571683e-05,8.44626e-05,8.455917e-05,8.440707e-05
0.58,8.5767e-05,8.581327e-05,8.455467e-05,8.45642e-05,8.44495e-05
0.6,8.585433e-05,8.591353e-05,8.465483e-05,8.457987e-05,8.45007e-05
