V,IDS Indo,IDS Voltando
-0.6,9.52324e-05,
-0.58,9.496467e-05,
-0.56,9.469117e-05,
-0.54,9.441283e-05,
-0.52,9.412847e-05,
-0.5,9.384063e-05,
-0.48,9.351307e-05,
-0.46,9.32011e-05,
-0.44,9.285437e-05,
-0.42,9.25158e-05,
-0.4,9.217337e-05,
-0.38,9.182413e-05,
-0.36,9.145517e-05,
-0.34,9.10843e-05,
-0.32,9.074353e-05,
-0.3,9.035223e-05,
-0.28,8.99719e-05,
-0.26,8.958667e-05,
-0.24,8.927177e-05,
-0.22,8.895097e-05,
-0.2,8.861517e-05,
-0.18,8.829793e-05,
-0.16,8.79821e-05,
-0.14,8.76597e-05,
-0.12,8.73615e-05,
-0.1,8.702577e-05,
-0.08,8.67393e-05,
-0.06,8.653813e-05,
-0.04,8.6316e-05,
-0.02,8.607807e-05,
0.0,8.590193e-05,
0.02,8.5775e-05,
0.04,8.565733e-05,
0.06,8.5575e-05,
0.08,8.551993e-05,
0.1,8.54563e-05,
0.12,8.541333e-05,
0.14,8.535803e-05,
0.16,8.529213e-05,
0.18,8.52713e-05,
0.2,8.523203e-05,
0.22,8.521407e-05,
0.24,8.521377e-05,
0.26,8.51877e-05,
0.28,8.519693e-05,
0.3,8.51878e-05,
0.32,8.517067e-05,
0.34,8.519043e-05,
0.36,8.519323e-05,
0.38,8.520833e-05,
0.4,8.52468e-05,
0.42,8.529173e-05,
0.44,8.53481e-05,
0.46,8.542257e-05,
0.48,8.546167e-05,
0.5,8.550987e-05,
0.52,8.5562e-05,
0.54,8.56238e-05,
0.56,8.568603e-05,
0.58,8.5767e-05,
0.6,8.585433e-05,
0.58,,8.57194e-05
0.56,,8.558187e-05
0.54,,8.544743e-05
0.52,,8.52863e-05
0.5,,8.513437e-05
0.48,,8.50101e-05
0.46,,8.490283e-05
0.44,,8.484127e-05
0.42,,8.475607e-05
0.4,,8.467483e-05
0.38,,8.45534e-05
0.36,,8.440977e-05
0.34,,8.43262e-05
0.32,,8.4212e-05
0.3,,8.41253e-05
0.28,,8.407857e-05
0.26,,8.40402e-05
0.24,,8.39994e-05
0.22,,8.397647e-05
0.2,,8.400867e-05
0.18,,8.40593e-05
0.16,,8.40732e-05
0.14,,8.408907e-05
0.12,,8.41258e-05
0.1,,8.41722e-05
0.08,,8.420287e-05
0.06,,8.42771e-05
0.04,,8.438817e-05
0.02,,8.454147e-05
0.0,,8.467623e-05
-0.02,,8.484593e-05
-0.04,,8.501737e-05
-0.06,,8.518607e-05
-0.08,,8.53644e-05
-0.1,,8.55352e-05
-0.12,,8.576043e-05
-0.14,,8.60599e-05
-0.16,,8.638847e-05
-0.18,,8.67035e-05
-0.2,,8.709053e-05
-0.22,,8.749473e-05
-0.24,,8.79755e-05
-0.26,,8.839463e-05
-0.28,,8.88606e-05
-0.3,,8.932227e-05
-0.32,,8.98069e-05
-0.34,,9.026737e-05
-0.36,,9.070083e-05
-0.38,,9.11572e-05
-0.4,,9.158673e-05
-0.42,,9.202417e-05
-0.44,,9.24683e-05
-0.46,,9.28816e-05
-0.48,,9.324723e-05
-0.5,,9.35862e-05
-0.52,,9.393077e-05
-0.54,,9.422443e-05
-0.56,,9.45145e-05
-0.58,,9.479017e-05
-0.6,,9.503903e-05
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
