V,|gm| [S] Indo,|gm| [S] Voltando
-0.6,,
-0.58,1.3436749999999956e-05,
-0.56,1.3514249999999929e-05,
-0.54,1.3716500000000159e-05,
-0.52,1.3957499999999942e-05,
-0.5,1.4059999999999767e-05,
-0.48,1.4076750000000058e-05,
-0.46,1.4087500000000037e-05,
-0.44,1.4133999999999848e-05,
-0.42,1.4147500000000115e-05,
-0.4,1.4044249999999817e-05,
-0.38,1.400350000000045e-05,
-0.36,1.4018250000000058e-05,
-0.34,1.3750750000000346e-05,
-0.32,1.3609249999999799e-05,
-0.3,1.361924999999974e-05,
-0.28,1.346574999999987e-05,
-0.26,1.3160000000000342e-05,
-0.24,1.307924999999991e-05,
-0.22,1.3074999999999979e-05,
-0.2,1.277250000000004e-05,
-0.18,1.2560000000000002e-05,
-0.16,1.2292499999999856e-05,
-0.14,1.1678250000000077e-05,
-0.12,1.1212500000000198e-05,
-0.1,1.0931749999999654e-05,
-0.08,1.0775750000000233e-05,
-0.06,1.0323250000000318e-05,
-0.04,9.893500000000138e-06,
-0.02,9.597499999999815e-06,
0.0,9.018999999999867e-06,
0.02,8.455750000000133e-06,
0.04,8.105999999999912e-06,
0.06,8.0999999999996e-06,
0.08,7.364000000000155e-06,
0.1,6.4810000000000215e-06,
0.12,5.964250000000098e-06,
0.14,5.645749999999474e-06,
0.16,5.3292500000004e-06,
0.18,4.889250000000411e-06,
0.2,4.588999999999722e-06,
0.22,3.981500000000294e-06,
0.24,3.5949999999999004e-06,
0.26,3.199250000000039e-06,
0.28,2.7885000000002665e-06,
0.3,2.4757500000000855e-06,
0.32,2.0649999999994458e-06,
0.34,1.7959999999996555e-06,
0.36,1.4299999999997474e-06,
0.38,8.340000000003379e-07,
0.4,3.724999999999562e-07,
0.42,8.499999999992888e-08,
0.44,2.8924999999997356e-07,
0.46,7.257500000000701e-07,
0.48,1.1800000000003648e-06,
0.5,1.3232500000004248e-06,
0.52,1.4174999999998217e-06,
0.54,1.4934999999997173e-06,
0.56,1.5832500000001817e-06,
0.58,1.865749999999805e-06,
0.6,,
0.58,,7.549999999999831e-06
0.56,,6.94925000000032e-06
0.54,,6.350750000000058e-06
0.52,,5.763250000000077e-06
0.5,,5.359249999999788e-06
0.48,,4.989249999999817e-06
0.46,,4.635750000000268e-06
0.44,,4.269249999999756e-06
0.42,,3.7450000000003106e-06
0.4,,3.3124999999998433e-06
0.38,,3.027500000000235e-06
0.36,,2.550000000000035e-06
0.34,,2.3584999999997844e-06
0.32,,1.9124999999999177e-06
0.3,,1.4075000000003147e-06
0.28,,9.39000000000148e-07
0.26,,4.7399999999987383e-07
0.24,,2.760000000000089e-07
0.22,,2.7399999999976055e-07
0.2,,9.667499999998531e-07
0.18,,1.6292500000002555e-06
0.16,,2.3042499999997162e-06
0.14,,3.05075000000014e-06
0.12,,3.6707500000003612e-06
0.1,,4.300999999999958e-06
0.08,,5.160000000000147e-06
0.06,,6.0949999999997985e-06
0.04,,7.089999999999961e-06
0.02,,8.01649999999975e-06
0.0,,8.994250000000318e-06
-0.02,,1.0075000000000448e-05
-0.04,,1.0863249999999713e-05
-0.06,,1.175250000000046e-05
-0.08,,1.2835750000000142e-05
-0.1,,1.3619250000000173e-05
-0.12,,1.4363499999999613e-05
-0.14,,1.5078250000000269e-05
-0.16,,1.573900000000029e-05
-0.18,,1.6232499999999442e-05
-0.2,,1.6860000000000052e-05
-0.22,,1.7379250000000394e-05
-0.24,,1.77360000000004e-05
-0.26,,1.8271750000000298e-05
-0.28,,1.8625000000000412e-05
-0.3,,1.8815749999999756e-05
-0.32,,1.912149999999972e-05
-0.34,,1.9494249999999543e-05
-0.36,,1.970600000000041e-05
-0.38,,1.937999999999983e-05
-0.4,,1.899399999999961e-05
-0.42,,1.8992499999999964e-05
-0.44,,1.8640000000000323e-05
