Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,5.53131e-06,5.51939e-06,5.57899e-06,5.53131e-06,5.60284e-06,5.74589e-06,6.23465e-06,7.21216e-06
0.01,5.40018e-06,5.43594e-06,5.37634e-06,5.4121e-06,5.37634e-06,5.60284e-06,6.05583e-06,6.93798e-06
0.02,5.28097e-06,5.32866e-06,5.26905e-06,5.38826e-06,5.32866e-06,5.51939e-06,5.98431e-06,6.97374e-06
0.03,5.22137e-06,5.34058e-06,5.31673e-06,5.36442e-06,5.31673e-06,5.45979e-06,5.97239e-06,6.86646e-06
0.04,5.29289e-06,5.36442e-06,5.30481e-06,5.26905e-06,5.36442e-06,5.43594e-06,5.98431e-06,6.81877e-06
0.05,5.25713e-06,5.31673e-06,5.29289e-06,5.24521e-06,5.34058e-06,5.48363e-06,5.99623e-06,6.8903e-06
0.06,5.3525e-06,5.28097e-06,5.26905e-06,5.16176e-06,5.20945e-06,5.43594e-06,6.05583e-06,6.9499e-06
0.07,5.24521e-06,5.28097e-06,5.23329e-06,5.36442e-06,5.30481e-06,5.4121e-06,6.04391e-06,6.93798e-06
0.08,5.31673e-06,5.19753e-06,5.31673e-06,5.34058e-06,5.36442e-06,5.28097e-06,5.98431e-06,6.93798e-06
0.09,5.4121e-06,5.37634e-06,5.23329e-06,5.28097e-06,5.31673e-06,5.49555e-06,6.00815e-06,6.92606e-06
0.1,5.36442e-06,5.38826e-06,5.23329e-06,5.25713e-06,5.28097e-06,5.51939e-06,5.9247e-06,6.87838e-06
0.11,5.4121e-06,5.32866e-06,5.19753e-06,5.20945e-06,5.22137e-06,5.4121e-06,5.97239e-06,6.91414e-06
0.12,5.4121e-06,5.3525e-06,5.32866e-06,5.31673e-06,5.25713e-06,5.37634e-06,5.9247e-06,6.92606e-06
0.13,5.3525e-06,5.25713e-06,5.26905e-06,5.25713e-06,5.25713e-06,5.38826e-06,6.17504e-06,6.87838e-06
0.14,5.26905e-06,5.31673e-06,5.13792e-06,5.19753e-06,5.30481e-06,5.44786e-06,6.12736e-06,6.93798e-06
0.15,5.3525e-06,5.31673e-06,5.19753e-06,5.14984e-06,5.25713e-06,5.43594e-06,6.04391e-06,6.83069e-06
0.16,5.26905e-06,5.3525e-06,5.30481e-06,5.24521e-06,5.25713e-06,5.44786e-06,6.05583e-06,6.90222e-06
0.17,5.31673e-06,5.29289e-06,5.29289e-06,5.25713e-06,5.22137e-06,5.55515e-06,5.9247e-06,6.83069e-06
0.18,5.28097e-06,5.34058e-06,5.19753e-06,5.22137e-06,5.30481e-06,5.51939e-06,6.03199e-06,6.87838e-06
0.19,5.30481e-06,5.14984e-06,5.26905e-06,5.22137e-06,5.29289e-06,5.51939e-06,5.97239e-06,6.90222e-06
0.2,5.29289e-06,5.28097e-06,5.36442e-06,5.1856e-06,5.25713e-06,5.44786e-06,5.94854e-06,6.87838e-06
0.21,5.29289e-06,5.37634e-06,5.25713e-06,5.24521e-06,5.28097e-06,5.47171e-06,6.09159e-06,6.86646e-06
0.22,5.31673e-06,5.36442e-06,5.26905e-06,5.28097e-06,5.23329e-06,5.43594e-06,6.09159e-06,6.80685e-06
0.23,5.31673e-06,5.30481e-06,5.24521e-06,5.31673e-06,5.26905e-06,5.47171e-06,6.07967e-06,6.86646e-06
0.24,5.37634e-06,5.16176e-06,5.30481e-06,5.14984e-06,5.32866e-06,5.40018e-06,6.04391e-06,6.83069e-06
0.25,5.43594e-06,5.31673e-06,5.26905e-06,5.31673e-06,5.30481e-06,5.47171e-06,6.04391e-06,6.86646e-06
0.26,5.4121e-06,5.37634e-06,5.19753e-06,5.32866e-06,5.20945e-06,5.47171e-06,5.99623e-06,6.81877e-06
0.27,5.37634e-06,5.37634e-06,5.14984e-06,5.31673e-06,5.31673e-06,5.37634e-06,5.96046e-06,6.84261e-06
0.28,5.37634e-06,5.38826e-06,5.3525e-06,5.28097e-06,5.34058e-06,5.44786e-06,5.90086e-06,6.74725e-06
0.29,5.42402e-06,5.22137e-06,5.28097e-06,5.24521e-06,5.36442e-06,5.47171e-06,5.9247e-06,6.90222e-06
0.3,5.36442e-06,5.19753e-06,5.23329e-06,5.37634e-06,5.3525e-06,5.48363e-06,6.00815e-06,6.84261e-06
0.31,5.24521e-06,5.4121e-06,5.29289e-06,5.3525e-06,5.23329e-06,5.31673e-06,6.11544e-06,6.83069e-06
0.32,5.26905e-06,5.37634e-06,5.34058e-06,5.3525e-06,5.19753e-06,5.49555e-06,6.11544e-06,6.78301e-06
0.33,5.29289e-06,5.29289e-06,5.30481e-06,5.19753e-06,5.3525e-06,5.50747e-06,6.04391e-06,6.83069e-06
0.34,5.23329e-06,5.36442e-06,5.24521e-06,5.3525e-06,5.31673e-06,5.37634e-06,5.98431e-06,6.75917e-06
0.35,5.37634e-06,5.36442e-06,5.28097e-06,5.20945e-06,5.25713e-06,5.36442e-06,6.02007e-06,6.79493e-06
0.36,5.30481e-06,5.3525e-06,5.32866e-06,5.37634e-06,5.23329e-06,5.50747e-06,5.9247e-06,6.78301e-06
0.37,5.31673e-06,5.43594e-06,5.19753e-06,5.32866e-06,5.22137e-06,5.45979e-06,5.98431e-06,6.83069e-06
0.38,5.34058e-06,5.4121e-06,5.22137e-06,5.31673e-06,5.34058e-06,5.47171e-06,5.99623e-06,6.78301e-06
0.39,5.43594e-06,5.34058e-06,5.19753e-06,5.28097e-06,5.3525e-06,5.37634e-06,6.03199e-06,6.86646e-06
0.4,5.34058e-06,5.24521e-06,5.31673e-06,5.31673e-06,5.37634e-06,5.37634e-06,6.12736e-06,6.79493e-06
0.41,5.4121e-06,5.37634e-06,5.29289e-06,5.31673e-06,5.28097e-06,5.53131e-06,6.10352e-06,6.84261e-06
0.42,5.36442e-06,5.4121e-06,5.20945e-06,5.31673e-06,5.20945e-06,5.48363e-06,6.00815e-06,6.84261e-06
0.43,5.29289e-06,5.3525e-06,5.25713e-06,5.28097e-06,5.31673e-06,5.40018e-06,6.06775e-06,6.84261e-06
0.44,5.34058e-06,5.3525e-06,5.36442e-06,5.28097e-06,5.36442e-06,5.43594e-06,5.99623e-06,6.86646e-06
0.45,5.25713e-06,5.3525e-06,5.28097e-06,5.3525e-06,5.32866e-06,5.45979e-06,5.96046e-06,6.80685e-06
0.46,5.31673e-06,5.34058e-06,5.28097e-06,5.36442e-06,5.31673e-06,5.4121e-06,5.88894e-06,6.81877e-06
