Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,1.53065e-05,1.51873e-05,1.54734e-05,1.55568e-05,1.60575e-05
0.04,1.41144e-05,1.40429e-05,1.4317e-05,1.44005e-05,1.49369e-05
0.08,1.40071e-05,1.3876e-05,1.42455e-05,1.42813e-05,1.4782e-05
0.12,1.39356e-05,1.38402e-05,1.40905e-05,1.42097e-05,1.46627e-05
0.16,1.3876e-05,1.37806e-05,1.40548e-05,1.41978e-05,1.46151e-05
0.2,1.38521e-05,1.37687e-05,1.40429e-05,1.41382e-05,1.45674e-05
0.24,1.3864e-05,1.37448e-05,1.4019e-05,1.40905e-05,1.45197e-05
0.28,1.37925e-05,1.37091e-05,1.39952e-05,1.40786e-05,1.45555e-05
0.32,1.37925e-05,1.37329e-05,1.39713e-05,1.40548e-05,1.45555e-05
0.36,1.37806e-05,1.37568e-05,1.39594e-05,1.41025e-05,1.45674e-05
0.4,1.37568e-05,1.3721e-05,1.4019e-05,1.40786e-05,1.45316e-05
0.44,1.37568e-05,1.37448e-05,1.39952e-05,1.41144e-05,1.45555e-05
0.48,1.37687e-05,1.37568e-05,1.39713e-05,1.40548e-05,1.45793e-05
0.52,1.37806e-05,1.36971e-05,1.39475e-05,1.40905e-05,1.45555e-05
0.56,1.37568e-05,1.3721e-05,1.39952e-05,1.40429e-05,1.45793e-05
0.6,1.37806e-05,1.37568e-05,1.39833e-05,1.40667e-05,1.45912e-05
0.64,1.37806e-05,1.37448e-05,1.39833e-05,1.40548e-05,1.45912e-05
0.68,1.38044e-05,1.37448e-05,1.39713e-05,1.40667e-05,1.45555e-05
0.72,1.37806e-05,1.37568e-05,1.4019e-05,1.40786e-05,1.45912e-05
0.76,1.38044e-05,1.37687e-05,1.39952e-05,1.41025e-05,1.45555e-05
0.8,1.37687e-05,1.38044e-05,1.40071e-05,1.41263e-05,1.45197e-05
0.84,1.38044e-05,1.37329e-05,1.39952e-05,1.41025e-05,1.45674e-05
0.88,1.38044e-05,1.37568e-05,1.4019e-05,1.41144e-05,1.46031e-05
0.92,1.38283e-05,1.37806e-05,1.39713e-05,1.41144e-05,1.4627e-05
0.96,1.37806e-05,1.37448e-05,1.40429e-05,1.41621e-05,1.46508e-05
1.0,1.38164e-05,1.37925e-05,1.40309e-05,1.41382e-05,1.46389e-05
1.04,1.38164e-05,1.37925e-05,1.40667e-05,1.41382e-05,1.46508e-05
1.08,1.37925e-05,1.38044e-05,1.40071e-05,1.41501e-05,1.46389e-05
1.12,1.38164e-05,1.38044e-05,1.40429e-05,1.41382e-05,1.46389e-05
1.16,1.38044e-05,1.38044e-05,1.4019e-05,1.42097e-05,1.46627e-05
1.2,1.38164e-05,1.38044e-05,1.4019e-05,1.41859e-05,1.46627e-05
1.24,1.37925e-05,1.37806e-05,1.4019e-05,1.4174e-05,1.46389e-05
1.28,1.38402e-05,1.38044e-05,1.40429e-05,1.41859e-05,1.46747e-05
1.32,1.37925e-05,1.38283e-05,1.41025e-05,1.41978e-05,1.47104e-05
1.36,1.38402e-05,1.38402e-05,1.40548e-05,1.41859e-05,1.47104e-05
1.4,1.38164e-05,1.37687e-05,1.4019e-05,1.41978e-05,1.47104e-05
1.44,1.38402e-05,1.38044e-05,1.40548e-05,1.42097e-05,1.46747e-05
1.48,1.38283e-05,1.38283e-05,1.40667e-05,1.41859e-05,1.46866e-05
1.52,1.38402e-05,1.38402e-05,1.40309e-05,1.41501e-05,1.46866e-05
1.56,1.38879e-05,1.38164e-05,1.40548e-05,1.42097e-05,1.47104e-05
1.6,1.3864e-05,1.38283e-05,1.40548e-05,1.42097e-05,1.46985e-05
1.64,1.3876e-05,1.38044e-05,1.40309e-05,1.42336e-05,1.46866e-05
1.68,1.3864e-05,1.38044e-05,1.40548e-05,1.42694e-05,1.46985e-05
1.72,1.38521e-05,1.38044e-05,1.40548e-05,1.42455e-05,1.47104e-05
1.76,1.38521e-05,1.37687e-05,1.41263e-05,1.42694e-05,1.47223e-05
1.8,1.3876e-05,1.37806e-05,1.41263e-05,1.42455e-05,1.47104e-05
1.84,1.38402e-05,1.37448e-05,1.40786e-05,1.42574e-05,1.46866e-05
1.88,1.3864e-05,1.37687e-05,1.40786e-05,1.42455e-05,1.46985e-05
1.92,1.38521e-05,1.38164e-05,1.40429e-05,1.42574e-05,1.47462e-05
1.96,1.39117e-05,1.38283e-05,1.40667e-05,1.42336e-05,1.47223e-05
2.0,1.3864e-05,1.38044e-05,1.40548e-05,1.42694e-05,1.46747e-05
2.04,1.39356e-05,1.38283e-05,1.40786e-05,1.42336e-05,1.47343e-05
2.08,1.39117e-05,1.38283e-05,1.40548e-05,1.42574e-05,1.47581e-05
2.12,1.39117e-05,1.38283e-05,1.41144e-05,1.42813e-05,1.47343e-05
2.16,1.38998e-05,1.38044e-05,1.41025e-05,1.42455e-05,1.47462e-05
2.2,1.38879e-05,1.38044e-05,1.41144e-05,1.42217e-05,1.47462e-05
2.24,1.38402e-05,1.38044e-05,1.40309e-05,1.42694e-05,1.47462e-05
2.28,1.38879e-05,1.37925e-05,1.40905e-05,1.42336e-05,1.47104e-05
2.32,1.38879e-05,1.38164e-05,1.41025e-05,1.42336e-05,1.47104e-05
2.36,1.39356e-05,1.38402e-05,1.41501e-05,1.42336e-05,1.47223e-05
2.4,1.39236e-05,1.38521e-05,1.41263e-05,1.42574e-05,1.47104e-05
2.44,1.39236e-05,1.38164e-05,1.40905e-05,1.42217e-05,1.47343e-05
2.48,1.39117e-05,1.38164e-05,1.41025e-05,1.42455e-05,1.47343e-05
2.52,1.38879e-05,1.38879e-05,1.40905e-05,1.42217e-05,1.47581e-05
2.56,1.38998e-05,1.3864e-05,1.40548e-05,1.42694e-05,1.47462e-05
2.6,1.39117e-05,1.38521e-05,1.41025e-05,1.42336e-05,1.47581e-05
2.64,1.38521e-05,1.38402e-05,1.41263e-05,1.42574e-05,1.47462e-05
2.68,1.39236e-05,1.38283e-05,1.41382e-05,1.42455e-05,1.47223e-05
2.72,1.38879e-05,1.38521e-05,1.41621e-05,1.42574e-05,1.47343e-05
2.76,1.39117e-05,1.38283e-05,1.41382e-05,1.42455e-05,1.47462e-05
2.8,1.38998e-05,1.3864e-05,1.41501e-05,1.42694e-05,1.477e-05
2.84,1.38998e-05,1.38521e-05,1.41382e-05,1.42813e-05,1.477e-05
2.88,1.39117e-05,1.38521e-05,1.41859e-05,1.42455e-05,1.477e-05
2.92,1.39475e-05,1.3876e-05,1.41263e-05,1.42694e-05,1.47581e-05
2.96,1.39475e-05,1.3876e-05,1.41025e-05,1.42694e-05,1.48058e-05
3.0,1.38998e-05,1.38402e-05,1.41144e-05,1.42336e-05,1.4782e-05
3.04,1.38998e-05,1.38402e-05,1.41501e-05,1.42932e-05,1.4782e-05
3.08,1.39117e-05,1.38283e-05,1.41144e-05,1.43051e-05,1.477e-05
3.12,1.39356e-05,1.3876e-05,1.41144e-05,1.42932e-05,1.47939e-05
3.16,1.39236e-05,1.3876e-05,1.41144e-05,1.42932e-05,1.4782e-05
3.2,1.38879e-05,1.3864e-05,1.41263e-05,1.42932e-05,1.48058e-05
3.24,1.3876e-05,1.38998e-05,1.41263e-05,1.42694e-05,1.47939e-05
3.28,1.39236e-05,1.3876e-05,1.41144e-05,1.42455e-05,1.48416e-05
3.32,1.39356e-05,1.38879e-05,1.41263e-05,1.42574e-05,1.48177e-05
3.36,1.39713e-05,1.3876e-05,1.41025e-05,1.42097e-05,1.48058e-05
3.4,1.39356e-05,1.38998e-05,1.41263e-05,1.42813e-05,1.48296e-05
3.44,1.39236e-05,1.38879e-05,1.41144e-05,1.42574e-05,1.48416e-05
3.48,1.39236e-05,1.38998e-05,1.41025e-05,1.43051e-05,1.48058e-05
3.52,1.39594e-05,1.38879e-05,1.41382e-05,1.42813e-05,1.48177e-05
3.56,1.39475e-05,1.38879e-05,1.41621e-05,1.42932e-05,1.47939e-05
3.6,1.39952e-05,1.3876e-05,1.41501e-05,1.42694e-05,1.48416e-05
3.64,1.39594e-05,1.3864e-05,1.41501e-05,1.43051e-05,1.48177e-05
3.68,1.39594e-05,1.38879e-05,1.41621e-05,1.43051e-05,1.48177e-05
