Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,9.38177e-06,9.27448e-06,9.09567e-06,9.05991e-06,9.15527e-06,9.25064e-06,9.52482e-06
0.04,9.04799e-06,8.92878e-06,8.74996e-06,8.63075e-06,8.7738e-06,8.88109e-06,9.10759e-06
0.08,9.07183e-06,8.89301e-06,8.7142e-06,8.59499e-06,8.7738e-06,8.84533e-06,9.05991e-06
0.12,9.02414e-06,8.86917e-06,8.70228e-06,8.60691e-06,8.73804e-06,8.83341e-06,9.04799e-06
0.16,9.02414e-06,8.88109e-06,8.70228e-06,8.59499e-06,8.7142e-06,8.84533e-06,9.02414e-06
0.2,9.04799e-06,8.86917e-06,8.69036e-06,8.61883e-06,8.73804e-06,8.84533e-06,9.05991e-06
0.24,9.03606e-06,8.86917e-06,8.70228e-06,8.60691e-06,8.7142e-06,8.80957e-06,9.04799e-06
0.28,9.04799e-06,8.88109e-06,8.73804e-06,8.61883e-06,8.66652e-06,8.79765e-06,9.05991e-06
0.32,9.01222e-06,8.88109e-06,8.67844e-06,8.63075e-06,8.66652e-06,8.7738e-06,9.04799e-06
0.36,8.98838e-06,8.85725e-06,8.7142e-06,8.57115e-06,8.7142e-06,8.80957e-06,9.04799e-06
0.4,9.0003e-06,8.84533e-06,8.73804e-06,8.63075e-06,8.67844e-06,8.78573e-06,9.03606e-06
0.44,8.98838e-06,8.88109e-06,8.74996e-06,8.60691e-06,8.70228e-06,8.7738e-06,9.04799e-06
0.48,9.01222e-06,8.82149e-06,8.69036e-06,8.60691e-06,8.73804e-06,8.74996e-06,9.04799e-06
0.52,9.01222e-06,8.83341e-06,8.66652e-06,8.63075e-06,8.70228e-06,8.76188e-06,9.05991e-06
0.56,9.04799e-06,8.86917e-06,8.66652e-06,8.61883e-06,8.67844e-06,8.7738e-06,9.03606e-06
0.6,9.01222e-06,8.88109e-06,8.67844e-06,8.63075e-06,8.70228e-06,8.76188e-06,9.07183e-06
0.64,9.03606e-06,8.86917e-06,8.67844e-06,8.61883e-06,8.69036e-06,8.80957e-06,9.07183e-06
0.68,9.01222e-06,8.89301e-06,8.66652e-06,8.60691e-06,8.70228e-06,8.7738e-06,9.04799e-06
0.72,9.01222e-06,8.86917e-06,8.65459e-06,8.63075e-06,8.7142e-06,8.73804e-06,9.03606e-06
0.76,9.0003e-06,8.88109e-06,8.67844e-06,8.60691e-06,8.72612e-06,8.79765e-06,9.03606e-06
0.8,9.01222e-06,8.86917e-06,8.63075e-06,8.60691e-06,8.69036e-06,8.82149e-06,9.07183e-06
0.84,9.01222e-06,8.84533e-06,8.67844e-06,8.60691e-06,8.69036e-06,8.79765e-06,9.04799e-06
0.88,9.02414e-06,8.86917e-06,8.73804e-06,8.61883e-06,8.7142e-06,8.80957e-06,9.01222e-06
0.92,9.05991e-06,8.85725e-06,8.7142e-06,8.60691e-06,8.65459e-06,8.82149e-06,9.07183e-06
0.96,9.03606e-06,8.89301e-06,8.70228e-06,8.60691e-06,8.66652e-06,8.7738e-06,9.04799e-06
1.0,9.02414e-06,8.84533e-06,8.70228e-06,8.64267e-06,8.67844e-06,8.82149e-06,9.08375e-06
1.04,9.01222e-06,8.83341e-06,8.67844e-06,8.61883e-06,8.7142e-06,8.7738e-06,9.04799e-06
1.08,9.01222e-06,8.85725e-06,8.69036e-06,8.63075e-06,8.70228e-06,8.76188e-06,9.04799e-06
1.12,9.01222e-06,8.86917e-06,8.65459e-06,8.60691e-06,8.74996e-06,8.82149e-06,9.05991e-06
1.16,9.0003e-06,8.89301e-06,8.67844e-06,8.61883e-06,8.70228e-06,8.79765e-06,9.07183e-06
1.2,9.02414e-06,8.89301e-06,8.72612e-06,8.59499e-06,8.69036e-06,8.79765e-06,9.05991e-06
1.24,9.03606e-06,8.90493e-06,8.69036e-06,8.59499e-06,8.67844e-06,8.80957e-06,9.05991e-06
1.28,9.04799e-06,8.91686e-06,8.70228e-06,8.64267e-06,8.72612e-06,8.78573e-06,9.09567e-06
1.32,9.03606e-06,8.84533e-06,8.73804e-06,8.64267e-06,8.72612e-06,8.7738e-06,9.08375e-06
1.36,9.04799e-06,8.85725e-06,8.7142e-06,8.66652e-06,8.69036e-06,8.83341e-06,9.08375e-06
1.4,9.09567e-06,8.82149e-06,8.72612e-06,8.65459e-06,8.73804e-06,8.80957e-06,9.10759e-06
1.44,9.03606e-06,8.83341e-06,8.69036e-06,8.61883e-06,8.73804e-06,8.85725e-06,9.09567e-06
1.48,9.07183e-06,8.89301e-06,8.72612e-06,8.69036e-06,8.7142e-06,8.85725e-06,9.09567e-06
1.52,9.03606e-06,8.88109e-06,8.67844e-06,8.63075e-06,8.73804e-06,8.82149e-06,9.07183e-06
1.56,9.03606e-06,8.89301e-06,8.7142e-06,8.64267e-06,8.73804e-06,8.84533e-06,9.05991e-06
1.6,9.03606e-06,8.88109e-06,8.70228e-06,8.60691e-06,8.70228e-06,8.85725e-06,9.09567e-06
1.64,9.03606e-06,8.90493e-06,8.72612e-06,8.60691e-06,8.70228e-06,8.85725e-06,9.07183e-06
1.68,9.02414e-06,8.85725e-06,8.73804e-06,8.63075e-06,8.7142e-06,8.86917e-06,9.09567e-06
1.72,9.05991e-06,8.86917e-06,8.72612e-06,8.59499e-06,8.7142e-06,8.82149e-06,9.03606e-06
1.76,9.05991e-06,8.91686e-06,8.69036e-06,8.66652e-06,8.74996e-06,8.84533e-06,9.07183e-06
1.8,9.05991e-06,8.89301e-06,8.69036e-06,8.64267e-06,8.7738e-06,8.89301e-06,9.03606e-06
1.84,9.05991e-06,8.89301e-06,8.69036e-06,8.69036e-06,8.78573e-06,8.84533e-06,9.02414e-06
1.88,9.05991e-06,8.90493e-06,8.67844e-06,8.70228e-06,8.7738e-06,8.80957e-06,9.07183e-06
1.92,9.05991e-06,8.88109e-06,8.7142e-06,8.61883e-06,8.74996e-06,8.83341e-06,9.05991e-06
1.96,9.01222e-06,8.88109e-06,8.73804e-06,8.66652e-06,8.73804e-06,8.79765e-06,9.05991e-06
2.0,9.02414e-06,8.90493e-06,8.76188e-06,8.63075e-06,8.67844e-06,8.78573e-06,9.03606e-06
2.04,9.03606e-06,8.89301e-06,8.76188e-06,8.69036e-06,8.72612e-06,8.83341e-06,9.05991e-06
2.08,9.02414e-06,8.88109e-06,8.73804e-06,8.66652e-06,8.73804e-06,8.82149e-06,9.05991e-06
2.12,9.05991e-06,8.86917e-06,8.72612e-06,8.67844e-06,8.7142e-06,8.80957e-06,9.05991e-06
2.16,9.0003e-06,8.89301e-06,8.7142e-06,8.66652e-06,8.73804e-06,8.86917e-06,9.04799e-06
2.2,9.02414e-06,8.86917e-06,8.72612e-06,8.66652e-06,8.7142e-06,8.82149e-06,9.07183e-06
2.24,9.01222e-06,8.88109e-06,8.76188e-06,8.69036e-06,8.74996e-06,8.82149e-06,9.08375e-06
2.28,9.01222e-06,8.86917e-06,8.72612e-06,8.63075e-06,8.7142e-06,8.82149e-06,9.07183e-06
2.32,9.05991e-06,8.90493e-06,8.7738e-06,8.69036e-06,8.73804e-06,8.79765e-06,9.11951e-06
2.36,9.04799e-06,8.90493e-06,8.7142e-06,8.66652e-06,8.7738e-06,8.78573e-06,9.09567e-06
