Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,1.71304e-05,1.71304e-05,1.66178e-05,1.62721e-05,1.62244e-05,1.61052e-05,1.60098e-05
0.002,1.55807e-05,1.51992e-05,1.52469e-05,1.477e-05,1.46031e-05,1.47343e-05,1.45555e-05
0.004,1.49369e-05,1.48177e-05,1.47343e-05,1.42097e-05,1.43051e-05,1.42097e-05,1.4174e-05
0.006,1.50681e-05,1.45555e-05,1.45197e-05,1.43886e-05,1.44243e-05,1.39117e-05,1.41263e-05
0.008,1.49846e-05,1.46389e-05,1.46389e-05,1.43051e-05,1.42574e-05,1.43409e-05,1.3876e-05
0.01,1.48535e-05,1.44243e-05,1.46031e-05,1.40429e-05,1.40905e-05,1.39117e-05,1.38283e-05
0.012,1.49369e-05,1.43051e-05,1.46031e-05,1.40429e-05,1.3876e-05,1.40905e-05,1.37448e-05
0.014,1.51157e-05,1.4472e-05,1.4472e-05,1.42097e-05,1.39952e-05,1.38283e-05,1.34468e-05
0.016,1.4472e-05,1.45555e-05,1.41263e-05,1.40905e-05,1.41263e-05,1.37806e-05,1.37806e-05
0.018,1.47343e-05,1.4472e-05,1.43409e-05,1.42574e-05,1.37448e-05,1.37448e-05,1.36971e-05
0.02,1.477e-05,1.46031e-05,1.45197e-05,1.40429e-05,1.3876e-05,1.38283e-05,1.36614e-05
0.022,1.49012e-05,1.46389e-05,1.39952e-05,1.4174e-05,1.40905e-05,1.31845e-05,1.35303e-05
0.024,1.49369e-05,1.45197e-05,1.4472e-05,1.41263e-05,1.3876e-05,1.37448e-05,1.41263e-05
0.026,1.477e-05,1.46031e-05,1.43886e-05,1.36971e-05,1.41263e-05,1.36971e-05,1.36614e-05
0.028,1.47343e-05,1.45197e-05,1.42097e-05,1.39952e-05,1.3876e-05,1.36971e-05,1.37806e-05
0.03,1.46866e-05,1.45555e-05,1.42097e-05,1.40905e-05,1.40905e-05,1.36137e-05,1.36614e-05
0.032,1.477e-05,1.45197e-05,1.46031e-05,1.39952e-05,1.39594e-05,1.39952e-05,1.35303e-05
0.034,1.48177e-05,1.44243e-05,1.42097e-05,1.3876e-05,1.39952e-05,1.39952e-05,1.37448e-05
0.036,1.48535e-05,1.4472e-05,1.4472e-05,1.39952e-05,1.3876e-05,1.37806e-05,1.31011e-05
0.038,1.43409e-05,1.4472e-05,1.43886e-05,1.39117e-05,1.40429e-05,1.37448e-05,1.36137e-05
0.04,1.48177e-05,1.4472e-05,1.4174e-05,1.41263e-05,1.33991e-05,1.37448e-05,1.35303e-05
0.042,1.477e-05,1.44243e-05,1.4472e-05,1.39594e-05,1.39594e-05,1.36614e-05,1.3566e-05
0.044,1.46031e-05,1.46389e-05,1.42097e-05,1.36971e-05,1.39594e-05,1.37806e-05,1.33514e-05
0.046,1.46866e-05,1.46389e-05,1.39952e-05,1.41263e-05,1.37806e-05,1.39594e-05,1.39594e-05
0.048,1.49846e-05,1.45197e-05,1.42097e-05,1.36137e-05,1.36614e-05,1.36971e-05,1.40429e-05
0.05,1.477e-05,1.4472e-05,1.42574e-05,1.40429e-05,1.36614e-05,1.3566e-05,1.37806e-05
0.052,1.47343e-05,1.43051e-05,1.43051e-05,1.39594e-05,1.40429e-05,1.36614e-05,1.3566e-05
0.054,1.49369e-05,1.43051e-05,1.44243e-05,1.39594e-05,1.39952e-05,1.36971e-05,1.34468e-05
0.056,1.46389e-05,1.43051e-05,1.44243e-05,1.39594e-05,1.37448e-05,1.36137e-05,1.37448e-05
0.058,1.477e-05,1.42097e-05,1.43409e-05,1.43051e-05,1.39117e-05,1.4174e-05,1.35303e-05
0.06,1.45197e-05,1.4472e-05,1.43886e-05,1.38283e-05,1.39594e-05,1.34468e-05,1.35303e-05
0.062,1.46031e-05,1.42574e-05,1.40905e-05,1.43051e-05,1.3566e-05,1.38283e-05,1.37448e-05
0.064,1.47343e-05,1.45197e-05,1.43409e-05,1.40905e-05,1.38283e-05,1.36614e-05,1.36971e-05
0.066,1.477e-05,1.42574e-05,1.46031e-05,1.39952e-05,1.3876e-05,1.3566e-05,1.33991e-05
0.068,1.45555e-05,1.46389e-05,1.36971e-05,1.40429e-05,1.37806e-05,1.37448e-05,1.36971e-05
0.07,1.49846e-05,1.46866e-05,1.42574e-05,1.38283e-05,1.37448e-05,1.39117e-05,1.36971e-05
0.072,1.44243e-05,1.46031e-05,1.43051e-05,1.39952e-05,1.39117e-05,1.31845e-05,1.37448e-05
0.074,1.46866e-05,1.43886e-05,1.42097e-05,1.39117e-05,1.38283e-05,1.36137e-05,1.37448e-05
0.076,1.47343e-05,1.43051e-05,1.42574e-05,1.39117e-05,1.39117e-05,1.36614e-05,1.34468e-05
0.078,1.46031e-05,1.4472e-05,1.43886e-05,1.37448e-05,1.39117e-05,1.3566e-05,1.36971e-05
0.08,1.48535e-05,1.46389e-05,1.4174e-05,1.43051e-05,1.37448e-05,1.35303e-05,1.36614e-05
0.082,1.42574e-05,1.39952e-05,1.43886e-05,1.36614e-05,1.39117e-05,1.36137e-05,1.31011e-05
0.084,1.46866e-05,1.4472e-05,1.4472e-05,1.42097e-05,1.35303e-05,1.38283e-05,1.3566e-05
0.086,1.46031e-05,1.43409e-05,1.45197e-05,1.38283e-05,1.3876e-05,1.37806e-05,1.3566e-05
0.088,1.46031e-05,1.43051e-05,1.43051e-05,1.36614e-05,1.39594e-05,1.3566e-05,1.36137e-05
0.09,1.45555e-05,1.4472e-05,1.40905e-05,1.39117e-05,1.36971e-05,1.35303e-05,1.36137e-05
0.092,1.48177e-05,1.477e-05,1.43051e-05,1.38283e-05,1.36137e-05,1.36137e-05,1.39594e-05
0.094,1.4472e-05,1.47343e-05,1.43051e-05,1.3876e-05,1.41263e-05,1.38283e-05,1.33991e-05
0.096,1.47343e-05,1.45555e-05,1.43409e-05,1.39952e-05,1.40429e-05,1.34468e-05,1.34468e-05
0.098,1.477e-05,1.45197e-05,1.43051e-05,1.3876e-05,1.39117e-05,1.3566e-05,1.34826e-05
0.1,1.45555e-05,1.4472e-05,1.46866e-05,1.37448e-05,1.39117e-05,1.36614e-05,1.3566e-05
0.102,1.46389e-05,1.43051e-05,1.39952e-05,1.39594e-05,1.36614e-05,1.37448e-05,1.36614e-05
0.104,1.48177e-05,1.4174e-05,1.43886e-05,1.37448e-05,1.39594e-05,1.36137e-05,1.29223e-05
0.106,1.42574e-05,1.39117e-05,1.44243e-05,1.39594e-05,1.40429e-05,1.36137e-05,1.3566e-05
0.108,1.46866e-05,1.4472e-05,1.43409e-05,1.40429e-05,1.3566e-05,1.3566e-05,1.3566e-05
0.11,1.47343e-05,1.45555e-05,1.4472e-05,1.37448e-05,1.39952e-05,1.36137e-05,1.35303e-05
0.112,1.46031e-05,1.44243e-05,1.40429e-05,1.39594e-05,1.38283e-05,1.36971e-05,1.34468e-05
0.114,1.46031e-05,1.43409e-05,1.39117e-05,1.37448e-05,1.36971e-05,1.38283e-05,1.37806e-05
0.116,1.47343e-05,1.46031e-05,1.4174e-05,1.39952e-05,1.37448e-05,1.35303e-05,1.34468e-05
0.118,1.47343e-05,1.39952e-05,1.4174e-05,1.39117e-05,1.41263e-05,1.36971e-05,1.37448e-05
0.12,1.477e-05,1.44243e-05,1.42574e-05,1.37448e-05,1.39117e-05,1.39117e-05,1.36137e-05
0.122,1.45197e-05,1.45197e-05,1.43886e-05,1.3876e-05,1.3876e-05,1.34826e-05,1.36971e-05
0.124,1.46389e-05,1.45555e-05,1.44243e-05,1.40429e-05,1.36971e-05,1.35303e-05,1.38283e-05
0.126,1.48535e-05,1.45197e-05,1.45555e-05,1.36137e-05,1.36614e-05,1.36614e-05,1.35303e-05
0.128,1.39952e-05,1.46389e-05,1.44243e-05,1.40429e-05,1.37448e-05,1.3566e-05,1.3566e-05
0.13,1.45555e-05,1.39117e-05,1.43051e-05,1.39952e-05,1.33514e-05,1.34468e-05,1.36614e-05
0.132,1.46866e-05,1.4472e-05,1.42574e-05,1.39117e-05,1.38283e-05,1.3876e-05,1.3566e-05
0.134,1.45555e-05,1.44243e-05,1.44243e-05,1.42097e-05,1.37448e-05,1.33157e-05,1.36614e-05
0.136,1.46389e-05,1.43051e-05,1.40905e-05,1.3876e-05,1.36137e-05,1.36614e-05,1.36614e-05
0.138,1.47343e-05,1.43409e-05,1.43051e-05,1.3876e-05,1.3876e-05,1.3566e-05,1.39117e-05
0.14,1.48535e-05,1.48177e-05,1.43409e-05,1.37448e-05,1.41263e-05,1.35303e-05,1.37806e-05
0.142,1.477e-05,1.42574e-05,1.43409e-05,1.38283e-05,1.37806e-05,1.37448e-05,1.36137e-05
0.144,1.47343e-05,1.45555e-05,1.41263e-05,1.38283e-05,1.3876e-05,1.36614e-05,1.35303e-05
