Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,9.35793e-06,9.2268e-06,9.16719e-06,9.09567e-06,9.03606e-06,9.10759e-06,9.03606e-06
0.01,8.2612e-06,8.14199e-06,8.14199e-06,8.01086e-06,7.99894e-06,7.98702e-06,7.90358e-06
0.02,8.07047e-06,8.02279e-06,7.99894e-06,7.84397e-06,7.72476e-06,7.89166e-06,7.78437e-06
0.03,8.03471e-06,7.9751e-06,7.87973e-06,7.7486e-06,7.7486e-06,7.87973e-06,7.80821e-06
0.04,7.92742e-06,7.87973e-06,7.87973e-06,7.87973e-06,7.72476e-06,7.73668e-06,7.62939e-06
0.05,7.9751e-06,7.87973e-06,7.78437e-06,7.78437e-06,7.66516e-06,7.79629e-06,7.71284e-06
0.06,7.99894e-06,7.87973e-06,7.67708e-06,7.71284e-06,7.73668e-06,7.66516e-06,7.71284e-06
0.07,7.92742e-06,7.87973e-06,7.78437e-06,7.78437e-06,7.67708e-06,7.70092e-06,7.60555e-06
0.08,7.82013e-06,7.83205e-06,7.73668e-06,7.72476e-06,7.64132e-06,7.73668e-06,7.61747e-06
0.09,7.95126e-06,7.84397e-06,7.7486e-06,7.70092e-06,7.64132e-06,7.66516e-06,7.60555e-06
0.1,7.92742e-06,7.82013e-06,7.7486e-06,7.689e-06,7.55787e-06,7.71284e-06,7.66516e-06
0.11,7.9155e-06,7.76052e-06,7.77245e-06,7.64132e-06,7.53403e-06,7.70092e-06,7.64132e-06
0.12,7.92742e-06,7.79629e-06,7.67708e-06,7.71284e-06,7.65324e-06,7.66516e-06,7.61747e-06
0.13,7.9155e-06,7.84397e-06,7.73668e-06,7.71284e-06,7.62939e-06,7.65324e-06,7.64132e-06
0.14,7.9155e-06,7.78437e-06,7.76052e-06,7.60555e-06,7.56979e-06,7.60555e-06,7.60555e-06
0.15,7.92742e-06,7.78437e-06,7.65324e-06,7.73668e-06,7.60555e-06,7.70092e-06,7.64132e-06
0.16,7.79629e-06,7.87973e-06,7.7486e-06,7.689e-06,7.65324e-06,7.66516e-06,7.52211e-06
0.17,7.90358e-06,7.83205e-06,7.76052e-06,7.67708e-06,7.56979e-06,7.62939e-06,7.60555e-06
0.18,7.87973e-06,7.72476e-06,7.689e-06,7.72476e-06,7.60555e-06,7.65324e-06,7.61747e-06
0.19,7.83205e-06,7.82013e-06,7.64132e-06,7.66516e-06,7.62939e-06,7.60555e-06,7.72476e-06
0.2,7.84397e-06,7.79629e-06,7.72476e-06,7.60555e-06,7.65324e-06,7.65324e-06,7.66516e-06
0.21,7.9155e-06,7.76052e-06,7.66516e-06,7.7486e-06,7.67708e-06,7.61747e-06,7.53403e-06
0.22,7.9751e-06,7.77245e-06,7.64132e-06,7.689e-06,7.59363e-06,7.65324e-06,7.59363e-06
0.23,7.95126e-06,7.83205e-06,7.77245e-06,7.70092e-06,7.62939e-06,7.66516e-06,7.53403e-06
0.24,7.9155e-06,7.71284e-06,7.72476e-06,7.70092e-06,7.60555e-06,7.61747e-06,7.54595e-06
0.25,7.86781e-06,7.689e-06,7.73668e-06,7.66516e-06,7.60555e-06,7.67708e-06,7.55787e-06
0.26,7.93934e-06,7.72476e-06,7.79629e-06,7.72476e-06,7.58171e-06,7.67708e-06,7.62939e-06
0.27,7.87973e-06,7.77245e-06,7.65324e-06,7.72476e-06,7.60555e-06,7.7486e-06,7.56979e-06
0.28,7.87973e-06,7.78437e-06,7.66516e-06,7.70092e-06,7.61747e-06,7.54595e-06,7.64132e-06
0.29,7.86781e-06,7.82013e-06,7.7486e-06,7.73668e-06,7.59363e-06,7.60555e-06,7.64132e-06
0.3,7.93934e-06,7.80821e-06,7.71284e-06,7.71284e-06,7.56979e-06,7.65324e-06,7.60555e-06
0.31,7.9751e-06,7.78437e-06,7.64132e-06,7.65324e-06,7.61747e-06,7.60555e-06,7.60555e-06
0.32,7.84397e-06,7.79629e-06,7.77245e-06,7.72476e-06,7.62939e-06,7.60555e-06,7.64132e-06
0.33,7.85589e-06,7.76052e-06,7.76052e-06,7.64132e-06,7.67708e-06,7.60555e-06,7.66516e-06
0.34,7.9751e-06,7.76052e-06,7.65324e-06,7.62939e-06,7.65324e-06,7.66516e-06,7.56979e-06
0.35,7.93934e-06,7.77245e-06,7.7486e-06,7.73668e-06,7.60555e-06,7.62939e-06,7.64132e-06
0.36,7.90358e-06,7.77245e-06,7.82013e-06,7.72476e-06,7.64132e-06,7.64132e-06,7.62939e-06
0.37,7.9751e-06,7.70092e-06,7.67708e-06,7.48634e-06,7.62939e-06,7.64132e-06,7.65324e-06
0.38,7.9155e-06,7.76052e-06,7.66516e-06,7.66516e-06,7.61747e-06,7.64132e-06,7.58171e-06
0.39,7.92742e-06,7.78437e-06,7.72476e-06,7.66516e-06,7.60555e-06,7.64132e-06,7.56979e-06
0.4,7.86781e-06,7.77245e-06,7.64132e-06,7.66516e-06,7.70092e-06,7.66516e-06,7.58171e-06
0.41,7.92742e-06,7.77245e-06,7.61747e-06,7.76052e-06,7.70092e-06,7.70092e-06,7.62939e-06
0.42,7.9751e-06,7.80821e-06,7.77245e-06,7.62939e-06,7.65324e-06,7.67708e-06,7.66516e-06
0.43,7.95126e-06,7.77245e-06,7.70092e-06,7.67708e-06,7.60555e-06,7.64132e-06,7.53403e-06
0.44,7.99894e-06,7.61747e-06,7.72476e-06,7.76052e-06,7.65324e-06,7.62939e-06,7.689e-06
0.45,7.89166e-06,7.82013e-06,7.76052e-06,7.689e-06,7.67708e-06,7.58171e-06,7.58171e-06
0.46,7.89166e-06,7.78437e-06,7.71284e-06,7.65324e-06,7.72476e-06,7.64132e-06,7.61747e-06
0.47,7.96318e-06,7.73668e-06,7.78437e-06,7.72476e-06,7.66516e-06,7.66516e-06,7.58171e-06
0.48,7.95126e-06,7.79629e-06,7.72476e-06,7.66516e-06,7.64132e-06,7.58171e-06,7.72476e-06
0.49,7.78437e-06,7.86781e-06,7.76052e-06,7.70092e-06,7.689e-06,7.62939e-06,7.64132e-06
0.5,7.89166e-06,7.79629e-06,7.689e-06,7.72476e-06,7.64132e-06,7.54595e-06,7.61747e-06
0.51,7.93934e-06,7.72476e-06,7.72476e-06,7.64132e-06,7.60555e-06,7.66516e-06,7.58171e-06
0.52,7.87973e-06,7.84397e-06,7.7486e-06,7.70092e-06,7.64132e-06,7.689e-06,7.56979e-06
0.53,7.93934e-06,7.78437e-06,7.66516e-06,7.67708e-06,7.60555e-06,7.689e-06,7.71284e-06
0.54,7.87973e-06,7.76052e-06,7.66516e-06,7.59363e-06,7.71284e-06,7.70092e-06,7.70092e-06
0.55,8.01086e-06,7.78437e-06,7.71284e-06,7.65324e-06,7.59363e-06,7.59363e-06,7.67708e-06
0.56,7.93934e-06,7.77245e-06,7.70092e-06,7.61747e-06,7.66516e-06,7.59363e-06,7.66516e-06
0.57,7.9155e-06,7.70092e-06,7.72476e-06,7.66516e-06,7.62939e-06,7.7486e-06,7.54595e-06
0.58,7.84397e-06,7.70092e-06,7.80821e-06,7.78437e-06,7.70092e-06,7.62939e-06,7.51019e-06
0.59,7.95126e-06,7.78437e-06,7.76052e-06,7.64132e-06,7.66516e-06,7.72476e-06,7.56979e-06
0.6,7.93934e-06,7.78437e-06,7.71284e-06,7.7486e-06,7.70092e-06,7.70092e-06,7.60555e-06
0.61,7.90358e-06,7.77245e-06,7.71284e-06,7.72476e-06,7.56979e-06,7.66516e-06,7.52211e-06
0.62,7.9751e-06,7.78437e-06,7.76052e-06,7.689e-06,7.71284e-06,7.66516e-06,7.56979e-06
0.63,7.96318e-06,7.77245e-06,7.56979e-06,7.70092e-06,7.58171e-06,7.60555e-06,7.60555e-06
0.64,7.9155e-06,7.78437e-06,7.78437e-06,7.71284e-06,7.60555e-06,7.61747e-06,7.60555e-06
0.65,7.84397e-06,7.85589e-06,7.77245e-06,7.58171e-06,7.55787e-06,7.62939e-06,7.689e-06
0.66,7.87973e-06,7.79629e-06,7.70092e-06,7.66516e-06,7.60555e-06,7.72476e-06,7.59363e-06
0.67,7.9751e-06,7.84397e-06,7.71284e-06,7.689e-06,7.59363e-06,7.79629e-06,7.66516e-06
0.68,7.9155e-06,7.82013e-06,7.76052e-06,7.66516e-06,7.64132e-06,7.62939e-06,7.66516e-06
0.69,7.96318e-06,7.85589e-06,7.66516e-06,7.64132e-06,7.61747e-06,7.58171e-06,7.72476e-06
0.7,7.83205e-06,7.73668e-06,7.689e-06,7.72476e-06,7.70092e-06,7.62939e-06,7.59363e-06
0.71,7.89166e-06,7.82013e-06,7.72476e-06,7.54595e-06,7.66516e-06,7.52211e-06,7.689e-06
0.72,7.9155e-06,7.82013e-06,7.70092e-06,7.64132e-06,7.64132e-06,7.67708e-06,7.64132e-06
0.73,7.89166e-06,7.84397e-06,7.77245e-06,7.70092e-06,7.60555e-06,7.66516e-06,7.66516e-06
0.74,7.77245e-06,7.77245e-06,7.76052e-06,7.65324e-06,7.73668e-06,7.70092e-06,7.70092e-06
0.75,7.92742e-06,7.87973e-06,7.7486e-06,7.77245e-06,7.66516e-06,7.66516e-06,7.59363e-06
0.76,7.87973e-06,7.78437e-06,7.67708e-06,7.62939e-06,7.65324e-06,7.64132e-06,7.64132e-06
0.77,7.83205e-06,7.7486e-06,7.82013e-06,7.65324e-06,7.60555e-06,7.60555e-06,7.61747e-06
0.78,7.87973e-06,7.86781e-06,7.76052e-06,7.67708e-06,7.66516e-06,7.689e-06,7.66516e-06
0.79,7.90358e-06,7.77245e-06,7.70092e-06,7.60555e-06,7.67708e-06,7.70092e-06,7.64132e-06
0.8,7.93934e-06,7.78437e-06,7.78437e-06,7.66516e-06,7.71284e-06,7.71284e-06,7.66516e-06
0.81,7.84397e-06,7.90358e-06,7.76052e-06,7.66516e-06,7.64132e-06,7.64132e-06,7.66516e-06
0.82,7.73668e-06,7.87973e-06,7.60555e-06,7.62939e-06,7.67708e-06,7.64132e-06,7.76052e-06
0.83,7.93934e-06,7.87973e-06,7.82013e-06,7.64132e-06,7.62939e-06,7.66516e-06,7.62939e-06
