Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,1.3113e-05,1.30653e-05,1.30177e-05,1.30177e-05,1.29461e-05,1.30534e-05,1.32084e-05
0.100001,1.29581e-05,1.28746e-05,1.28627e-05,1.28627e-05,1.27912e-05,1.28627e-05,1.30534e-05
0.200002,1.29581e-05,1.29104e-05,1.28984e-05,1.28865e-05,1.28388e-05,1.28984e-05,1.30534e-05
0.300003,1.30057e-05,1.29342e-05,1.29104e-05,1.29342e-05,1.28865e-05,1.29342e-05,1.3113e-05
0.400004,1.30296e-05,1.297e-05,1.29342e-05,1.29581e-05,1.29223e-05,1.29581e-05,1.31249e-05
0.500005,1.30773e-05,1.30177e-05,1.297e-05,1.29581e-05,1.297e-05,1.30057e-05,1.31369e-05
0.600006,1.30773e-05,1.297e-05,1.297e-05,1.29938e-05,1.29461e-05,1.30296e-05,1.31965e-05
0.700007,1.30892e-05,1.30177e-05,1.29819e-05,1.29819e-05,1.297e-05,1.30415e-05,1.31965e-05
0.800008,1.30773e-05,1.30296e-05,1.30057e-05,1.29938e-05,1.30177e-05,1.30534e-05,1.31965e-05
0.900009,1.30892e-05,1.31011e-05,1.30296e-05,1.30057e-05,1.30296e-05,1.30534e-05,1.32084e-05
1.00001,1.31011e-05,1.31011e-05,1.30296e-05,1.30534e-05,1.30415e-05,1.30653e-05,1.32561e-05
1.10001,1.30892e-05,1.3113e-05,1.29938e-05,1.30534e-05,1.30296e-05,1.30773e-05,1.32799e-05
1.20001,1.31607e-05,1.31011e-05,1.30534e-05,1.30177e-05,1.30296e-05,1.31369e-05,1.3268e-05
1.30001,1.31845e-05,1.31011e-05,1.30177e-05,1.30534e-05,1.30534e-05,1.31369e-05,1.32799e-05
1.40001,1.31965e-05,1.3113e-05,1.30296e-05,1.30177e-05,1.30653e-05,1.3113e-05,1.33157e-05
1.50001,1.31845e-05,1.31369e-05,1.30296e-05,1.30534e-05,1.30534e-05,1.30892e-05,1.33038e-05
1.60002,1.31726e-05,1.31249e-05,1.30415e-05,1.30773e-05,1.30773e-05,1.31011e-05,1.32799e-05
1.70002,1.31845e-05,1.31369e-05,1.30296e-05,1.30534e-05,1.30653e-05,1.31011e-05,1.32799e-05
1.80002,1.31726e-05,1.31011e-05,1.30534e-05,1.30773e-05,1.30296e-05,1.30653e-05,1.33038e-05
1.90002,1.32084e-05,1.31369e-05,1.30415e-05,1.3113e-05,1.30653e-05,1.30773e-05,1.3268e-05
2.00002,1.31607e-05,1.31249e-05,1.30892e-05,1.31011e-05,1.30534e-05,1.31249e-05,1.33157e-05
2.10002,1.31845e-05,1.31488e-05,1.31011e-05,1.31369e-05,1.30773e-05,1.31011e-05,1.33038e-05
2.20002,1.31607e-05,1.31607e-05,1.31011e-05,1.3113e-05,1.30534e-05,1.31249e-05,1.32918e-05
2.30002,1.31965e-05,1.3113e-05,1.30773e-05,1.31249e-05,1.30534e-05,1.31369e-05,1.33157e-05
2.40002,1.31845e-05,1.31369e-05,1.30653e-05,1.31369e-05,1.30773e-05,1.31488e-05,1.33157e-05
