Timestamp (s),Current SMUA (A),Voltage SMUA (V),Current SMUb (A),Voltage SMUb (V)
0.0,-1.12057e-06,-1.7643e-05,4.51803e-06,0.099934
0.001,3.33786e-07,-2.93255e-05,4.51803e-06,0.099932
0.002,-2.6226e-07,5.48363e-06,4.76837e-06,0.099935
0.003,-1.71661e-06,-4.26769e-05,4.25577e-06,0.099932
0.004,8.34465e-08,1.14441e-05,4.17233e-06,0.099935
0.005,-7.7486e-07,4.81606e-05,4.25577e-06,0.099933
0.006,-1.19209e-08,2.09808e-05,4.43459e-06,0.099931
0.007,-1.03712e-06,9.53674e-06,4.00543e-06,0.099931
0.008,-6.07967e-07,-2.38419e-07,3.57628e-06,0.099921
0.009,-7.7486e-07,-7.86781e-06,4.25577e-06,0.099924
0.01,-3.45707e-07,-1.95503e-05,4.51803e-06,0.099918
0.011,-7.7486e-07,-4.48227e-05,4.51803e-06,0.09993
0.012,-3.45707e-07,1.52588e-05,3.74317e-06,0.099923
0.013,-5.24521e-07,-7.86781e-06,4.94719e-06,0.099915
0.014,-9.53674e-08,4.02927e-05,3.31402e-06,0.099927
0.015,-6.07967e-07,2.09808e-05,3.65973e-06,0.099931
0.016,-2.6226e-07,2.47955e-05,3.31402e-06,0.099934
0.017,-1.19209e-08,-7.86781e-06,4.43459e-06,0.099936
0.018,2.5034e-07,3.57628e-06,4.08888e-06,0.09993
0.019,-1.19209e-08,-1.57356e-05,4.00543e-06,0.099931
0.02,-1.78814e-07,-1.7643e-05,4.08888e-06,0.09993
0.021,-9.53674e-08,-2.52724e-05,4.33922e-06,0.099929
0.022,1.66893e-07,3.26633e-05,4.33922e-06,0.09993
0.023,-5.24521e-07,1.14441e-05,4.94719e-06,0.099921
0.024,-1.78814e-07,3.57628e-06,4.43459e-06,0.099932
0.025,1.66893e-07,-1.00136e-05,4.00543e-06,0.099935
0.026,2.5034e-07,4.22001e-05,4.08888e-06,0.099928
0.027,-1.78814e-07,2.28882e-05,3.82662e-06,0.099928
0.028,-1.19209e-08,3.57628e-06,4.08888e-06,0.099935
0.029,-1.20401e-06,-3.12328e-05,3.65973e-06,0.099941
0.03,1.66893e-07,-2.74181e-05,3.39746e-06,0.09993
0.031,-3.45707e-07,-5.24521e-05,4.00543e-06,0.09993
0.032,-2.6226e-07,-3.31402e-05,3.91006e-06,0.099937
0.033,4.17233e-07,-2.3365e-05,4.76837e-06,0.099941
0.034,-7.7486e-07,9.53674e-06,4.25577e-06,0.099931
0.035,-6.07967e-07,-1.95503e-05,3.74317e-06,0.099931
0.036,-1.78814e-07,-2.38419e-07,4.86374e-06,0.099929
0.037,-9.53674e-07,5.48363e-06,3.74317e-06,0.099919
0.038,2.5034e-07,-2.3365e-05,3.91006e-06,0.09992
0.039,-7.7486e-07,3.57628e-06,3.91006e-06,0.099937
0.04,-1.19209e-08,-1.00136e-05,4.25577e-06,0.09993
0.041,4.17233e-07,-5.96046e-06,3.65973e-06,0.09992
0.042,-4.29153e-07,-3.12328e-05,4.00543e-06,0.099921
0.043,2.5034e-07,2.09808e-05,4.17233e-06,0.099924
0.044,1.66893e-07,3.0756e-05,4.25577e-06,0.09993
0.045,3.33786e-07,-2.38419e-07,4.43459e-06,0.099925
